SAL_CODE_2021,P_Germany_0_4,P_Germany_5_14,P_Germany_15_24,P_Germany_25_44,P_Germany_45_54,P_Germany_55_64,P_Germany_65_74,P_Germany_75_84,P_Germany_85ov,P_Germany_Tot,P_Greece_0_4,P_Greece_5_14,P_Greece_15_24,P_Greece_25_44,P_Greece_45_54,P_Greece_55_64,P_Greece_65_74,P_Greece_75_84,P_Greece_85ov,P_Greece_Tot,P_Hong_Kong_SAR_Ch_0_4,P_Hong_Kong_SAR_Ch_5_14,P_Hong_Kong_SAR_Ch_15_24,P_Hong_Kong_SAR_Ch_25_44,P_Hong_Kong_SAR_Ch_45_54,P_Hong_Kong_SAR_Ch_55_64,P_Hong_Kong_SAR_Ch_65_74,P_Hong_Kong_SAR_Ch_75_84,P_Hong_Kong_SAR_Ch_85ov,P_Hong_Kong_SAR_Ch_Tot,P_India_0_4,P_India_5_14,P_India_15_24,P_India_25_44,P_India_45_54,P_India_55_64,P_India_65_74,P_India_75_84,P_India_85ov,P_India_Tot,P_Indonesia_0_4,P_Indonesia_5_14,P_Indonesia_15_24,P_Indonesia_25_44,P_Indonesia_45_54,P_Indonesia_55_64,P_Indonesia_65_74,P_Indonesia_75_84,P_Indonesia_85ov,P_Indonesia_Tot,P_Iran_0_4,P_Iran_5_14,P_Iran_15_24,P_Iran_25_44,P_Iran_45_54,P_Iran_55_64,P_Iran_65_74,P_Iran_75_84,P_Iran_85ov,P_Iran_Tot,P_Iraq_0_4,P_Iraq_5_14,P_Iraq_15_24,P_Iraq_25_44,P_Iraq_45_54,P_Iraq_55_64,P_Iraq_65_74,P_Iraq_75_84,P_Iraq_85ov,P_Iraq_Tot,P_Ireland_0_4,P_Ireland_5_14,P_Ireland_15_24,P_Ireland_25_44,P_Ireland_45_54,P_Ireland_55_64,P_Ireland_65_74,P_Ireland_75_84,P_Ireland_85ov,P_Ireland_Tot,P_Italy_0_4,P_Italy_5_14,P_Italy_15_24,P_Italy_25_44,P_Italy_45_54,P_Italy_55_64,P_Italy_65_74,P_Italy_75_84,P_Italy_85ov,P_Italy_Tot,P_Japan_0_4,P_Japan_5_14,P_Japan_15_24,P_Japan_25_44,P_Japan_45_54,P_Japan_55_64,P_Japan_65_74,P_Japan_75_84,P_Japan_85ov,P_Japan_Tot,P_Korea_South_0_4,P_Korea_South_5_14,P_Korea_South_15_24,P_Korea_South_25_44,P_Korea_South_45_54,P_Korea_South_55_64,P_Korea_South_65_74,P_Korea_South_75_84,P_Korea_South_85ov,P_Korea_South_Tot,P_Lebanon_0_4,P_Lebanon_5_14,P_Lebanon_15_24,P_Lebanon_25_44,P_Lebanon_45_54,P_Lebanon_55_64,P_Lebanon_65_74,P_Lebanon_75_84,P_Lebanon_85ov,P_Lebanon_Tot,P_Malaysia_0_4,P_Malaysia_5_14,P_Malaysia_15_24,P_Malaysia_25_44,P_Malaysia_45_54,P_Malaysia_55_64,P_Malaysia_65_74,P_Malaysia_75_84,P_Malaysia_85ov,P_Malaysia_Tot,P_Malta_0_4,P_Malta_5_14,P_Malta_15_24,P_Malta_25_44,P_Malta_45_54,P_Malta_55_64,P_Malta_65_74,P_Malta_75_84,P_Malta_85ov,P_Malta_Tot,P_Mauritius_0_4,P_Mauritius_5_14,P_Mauritius_15_24,P_Mauritius_25_44,P_Mauritius_45_54,P_Mauritius_55_64,P_Mauritius_65_74,P_Mauritius_75_84,P_Mauritius_85ov,P_Mauritius_Tot,P_Myanmar_0_4,P_Myanmar_5_14,P_Myanmar_15_24,P_Myanmar_25_44,P_Myanmar_45_54,P_Myanmar_55_64,P_Myanmar_65_74,P_Myanmar_75_84,P_Myanmar_85ov,P_Myanmar_Tot,P_Nepal_0_4,P_Nepal_5_14,P_Nepal_15_24,P_Nepal_25_44,P_Nepal_45_54,P_Nepal_55_64,P_Nepal_65_74,P_Nepal_75_84,P_Nepal_85ov,P_Nepal_Tot,P_Netherlands_0_4,P_Netherlands_5_14,P_Netherlands_15_24,P_Netherlands_25_44,P_Netherlands_45_54,P_Netherlands_55_64,P_Netherlands_65_74,P_Netherlands_75_84,P_Netherlands_85ov,P_Netherlands_Tot,P_New_Zealand_0_4,P_New_Zealand_5_14,P_New_Zealand_15_24,P_New_Zealand_25_44,P_New_Zealand_45_54,P_New_Zealand_55_64,P_New_Zealand_65_74,P_New_Zealand_75_84,P_New_Zealand_85ov,P_New_Zealand_Tot,P_North_Macedonia_0_4,P_North_Macedonia_5_14,P_North_Macedonia_15_24,P_North_Macedonia_25_44,P_North_Macedonia_45_54,P_North_Macedonia_55_64,P_North_Macedonia_65_74,P_North_Macedonia_75_84,P_North_Macedonia_85ov,P_North_Macedonia_Tot
SAL80051,0,0,0,0,0,4,8,6,0,18,0,0,0,0,0,0,0,6,5,7,0,0,0,0,4,0,3,0,0,5,0,6,5,25,15,7,0,0,0,51,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,6,0,6,0,5,0,0,0,8,0,0,0,0,0,3,4,0,0,12,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,3,4,0,0,11,0,0,0,3,0,5,6,0,0,21,0,0,0,0,4,7,5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,3,6,6,4,0,22,0,0,0,0,0,5,0,0,0,5
SAL80052,0,0,0,0,0,0,8,8,3,15,0,0,0,0,0,0,8,0,3,12,0,5,0,5,0,9,0,0,3,18,0,3,6,44,11,10,6,6,0,90,0,0,0,7,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,17,0,0,0,0,0,4,8,6,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,14,0,0,0,3,0,0,0,0,0,5,0,0,0,5,3,8,3,0,5,26,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,6,0,0,7,39,0,0,0,0,0,45,0,0,0,0,0,0,0,4,8,9,0,4,0,13,14,15,0,4,3,54,0,0,0,0,0,0,0,0,0,0
SAL80053,0,0,0,0,0,3,8,9,0,18,0,0,0,0,0,0,3,9,6,14,0,0,0,4,7,0,0,0,0,10,0,9,6,62,9,4,0,3,0,83,0,0,0,0,0,0,0,0,0,7,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,3,4,3,3,6,0,13,0,0,0,0,0,3,0,0,0,4,0,0,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,4,0,0,7,0,0,3,30,0,0,0,0,0,44,0,0,0,0,0,0,0,6,0,8,0,3,0,12,5,7,3,5,0,38,0,0,0,0,0,0,0,0,0,0
SAL80054,0,0,0,0,7,3,3,7,0,21,0,0,0,0,0,0,3,5,0,6,0,0,0,3,0,7,14,0,0,26,0,11,13,93,16,12,9,3,0,156,0,0,0,6,0,3,4,0,0,16,0,0,4,3,3,0,0,0,0,8,0,0,0,3,0,0,0,0,0,12,0,0,0,4,3,0,0,0,0,8,0,0,0,6,0,3,12,12,3,44,0,0,0,4,4,0,0,0,0,9,0,0,7,4,4,0,0,0,0,12,0,0,0,0,0,0,3,0,0,6,0,0,0,8,8,7,12,0,0,35,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,22,46,0,0,0,0,0,62,0,0,0,0,0,0,4,0,0,5,0,9,5,19,8,10,9,0,0,62,0,0,0,0,0,0,3,3,0,11
SAL80055,0,0,0,3,0,0,6,7,0,18,0,0,0,0,0,0,9,5,0,12,0,0,0,6,0,0,0,0,0,6,0,4,5,31,9,0,0,4,0,53,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,4,0,0,0,9,0,7,0,0,0,13,0,0,0,0,0,0,4,12,0,19,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,7,0,0,17,0,0,0,0,0,0,3,0,0,5,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,7,0,0,0,0,0,0,3,5,0,6,0,5,8,17,10,10,5,4,0,49,0,0,0,3,0,0,0,0,0,5
SAL80056,0,0,0,4,4,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,6,4,0,0,19,0,16,12,160,41,16,11,3,0,262,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,3,4,0,0,8,0,0,0,0,0,0,0,0,0,4,0,3,3,23,10,0,0,0,0,36,0,0,0,3,0,0,0,0,0,3,4,0,0,10,6,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,12,0,0,0,11,0,3,0,0,0,23,0,0,0,0,0,0,6,0,0,3,0,7,6,11,11,9,0,0,0,47,0,0,0,9,4,0,0,0,0,12
SAL80057,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,7,0,3,4,6,3,0,0,0,0,14,0,3,0,19,11,5,3,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,10,0,0,0,3,0,3,4,0,3,12,0,0,0,7,3,0,0,0,0,3,0,4,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9,4,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,5,3,0,9,0,0,6,3,3,11,6,7,0,29,0,0,0,0,0,0,4,0,0,4
SAL80058,0,4,3,9,3,0,6,0,0,24,0,0,0,0,0,0,0,0,0,0,0,3,0,26,7,0,5,0,0,41,3,28,37,452,65,33,20,9,0,646,0,4,4,14,9,0,0,0,0,42,0,0,0,21,0,0,0,0,0,24,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,0,0,0,14,0,6,4,11,10,0,0,0,0,30,4,7,17,102,18,9,3,0,0,165,0,0,0,6,0,0,0,0,0,5,0,3,3,34,8,3,6,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,14,9,3,0,0,0,37,0,5,86,282,9,4,0,0,0,384,0,0,0,0,0,0,0,0,0,4,0,0,14,28,10,5,0,0,0,65,0,0,0,8,0,5,0,0,0,12
SAL80059,0,0,0,0,3,0,4,0,0,17,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,5,0,0,0,4,3,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,9,0,0,3,0,0,0,3,0,0,14,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,7,5,8,5,0,0,20,0,0,0,0,0,0,0,0,0,0
SAL80060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80061,0,0,0,3,0,0,5,6,5,26,0,0,0,0,0,0,5,6,9,17,0,0,3,5,3,0,0,0,0,14,7,32,12,163,22,5,10,5,4,252,0,0,6,3,0,4,0,0,0,10,0,0,0,4,0,0,0,0,0,12,0,0,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,7,0,10,0,0,0,4,0,0,4,5,4,19,0,5,0,3,5,0,0,0,0,12,0,0,0,7,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,3,7,12,6,3,5,0,7,43,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,28,0,0,0,0,0,41,0,0,4,0,3,0,0,0,0,13,0,5,4,18,10,10,6,0,4,47,0,0,0,4,0,0,3,0,0,7
SAL80062,0,0,0,3,0,3,0,3,0,12,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,6,3,16,12,0,3,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,0,0,0,5,0,3,0,0,0,5,0,0,0,0,0,0,0,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,11,0,0,0,3,0,0,5,0,0,17,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,0,0,0,7,4,0,0,0,0,11,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,5,0,6,0,0,0,14,6,9,3,0,0,36,0,0,0,0,0,0,0,0,0,3
SAL80063,0,0,0,0,0,3,3,0,0,12,0,0,0,0,0,0,6,3,0,15,0,0,3,0,0,0,7,4,0,19,0,0,0,24,6,3,3,0,0,32,0,7,0,3,3,0,0,0,0,13,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,4,0,3,6,9,3,30,0,0,0,8,5,0,0,0,0,10,0,0,0,9,5,5,3,0,0,20,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,4,0,3,3,3,6,4,0,21,0,0,3,15,8,9,6,0,0,45,0,0,0,0,0,0,0,0,0,5
SAL80064,0,0,0,4,8,9,9,12,6,42,0,0,0,0,3,0,3,5,0,16,0,0,3,10,4,9,3,0,0,24,4,20,14,118,35,21,10,9,0,218,0,3,0,3,0,0,3,0,0,8,0,0,0,3,3,0,3,0,0,11,0,3,0,11,4,3,4,0,0,26,0,0,0,4,4,6,4,0,0,16,0,0,0,0,0,8,8,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,12,0,0,0,0,0,3,7,0,0,8,0,0,0,12,11,11,3,5,0,31,0,0,0,0,0,4,5,0,0,3,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,23,0,4,0,0,0,30,0,0,0,0,3,3,0,5,5,22,0,4,7,25,27,20,10,0,0,88,0,0,0,0,0,0,4,0,0,12
SAL80065,0,0,0,0,0,0,6,6,0,14,0,0,0,0,0,0,3,4,0,8,0,0,0,6,0,0,8,0,0,12,0,11,0,42,3,0,0,0,0,64,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,5,0,4,0,3,0,0,6,0,0,14,0,0,0,0,0,5,14,4,0,22,0,0,3,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,3,5,0,0,17,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,11,0,0,0,0,0,0,3,0,0,11,0,3,0,6,8,8,9,0,0,37,0,0,0,0,0,0,0,0,0,0
SAL80066,0,0,3,4,0,4,6,5,0,16,0,0,0,8,0,0,0,0,0,7,0,0,0,6,4,7,8,0,0,31,7,18,11,216,15,3,9,0,0,279,0,0,0,3,0,4,0,0,0,13,0,0,0,4,3,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,8,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,27,0,3,0,0,0,32,0,0,0,7,0,6,0,0,0,6,0,0,10,3,7,3,4,0,0,22,0,0,0,0,0,0,4,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,12,110,0,0,0,0,0,123,0,0,0,0,0,0,4,4,0,12,0,0,7,18,6,10,6,0,0,47,0,0,0,3,0,0,0,0,0,0
SAL80067,0,0,0,4,4,0,6,6,4,33,0,0,0,0,0,0,0,4,0,7,0,0,0,10,0,0,0,0,0,22,0,8,5,62,15,3,5,3,0,101,0,0,3,7,0,0,3,0,0,13,0,0,0,11,5,0,4,0,0,21,0,0,0,0,0,0,4,0,0,3,0,0,3,3,0,0,0,0,0,14,0,3,4,4,6,5,9,6,4,40,0,0,0,8,3,0,0,0,0,12,0,5,0,11,4,5,0,0,0,21,0,0,0,0,0,0,0,0,0,6,0,0,0,14,10,3,0,0,0,33,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,14,49,0,0,0,0,0,66,0,0,4,0,3,0,3,0,0,15,0,0,3,23,14,10,11,5,0,71,0,0,0,0,0,0,0,0,0,0
SAL80068,0,0,4,4,3,0,4,0,0,17,0,0,0,3,0,0,0,3,0,9,0,6,5,29,0,10,5,0,0,66,8,29,59,479,36,18,12,4,0,641,0,0,3,17,6,0,5,0,0,27,0,0,9,30,7,5,4,0,0,60,0,0,4,10,3,3,0,0,0,27,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,4,4,0,9,0,0,4,9,6,0,0,0,0,17,5,8,25,174,28,7,4,3,0,256,0,0,0,0,0,0,0,0,0,0,0,8,17,44,11,3,0,0,0,81,0,0,0,0,0,0,0,0,0,3,0,0,0,11,0,4,0,0,0,15,0,0,0,9,7,0,0,0,0,24,0,6,72,330,6,0,5,0,0,418,0,0,0,0,0,0,0,0,0,8,0,0,7,31,24,10,4,0,0,81,0,0,0,4,3,0,0,0,0,15
SAL80069,0,4,0,0,4,4,3,3,3,19,0,0,0,0,4,0,0,9,7,19,0,4,0,0,0,3,0,0,0,10,0,4,0,8,0,0,0,0,0,17,0,0,0,8,3,0,0,0,0,9,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,5,0,0,0,0,0,5,0,4,0,14,0,0,0,4,0,0,0,0,0,9,0,0,0,0,4,4,0,3,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,3,0,15,7,5,0,0,3,42,0,0,0,0,0,0,0,0,0,0
SAL80070,0,0,0,0,0,0,0,4,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SAL80071,0,5,4,4,0,0,0,4,0,16,0,3,0,6,0,0,4,0,0,19,3,0,7,29,7,6,8,0,0,54,6,38,61,389,86,28,11,0,0,614,0,0,0,13,0,4,0,0,0,26,0,0,0,13,5,0,0,0,0,20,0,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,4,4,5,3,21,0,4,0,10,3,0,0,0,0,23,0,12,17,111,18,9,0,0,0,166,0,0,0,0,0,0,0,0,0,6,0,4,8,54,14,3,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,11,0,0,4,22,13,5,0,3,0,41,0,5,32,175,6,0,0,3,0,233,0,0,0,0,0,0,6,0,0,9,4,9,18,34,11,12,3,0,0,90,0,0,0,0,0,0,0,0,0,7
SAL80072,0,0,0,0,0,5,4,4,0,16,0,0,0,0,0,0,4,6,6,24,0,0,0,4,0,3,0,0,0,10,0,3,4,47,5,6,9,4,0,74,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,7,11,4,23,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,7,3,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,25,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,4,0,0,0,3,8,3,3,8,0,30,0,0,0,0,0,0,0,0,0,0
SAL80073,0,0,0,6,5,4,8,6,0,32,0,0,0,0,0,0,0,8,0,13,0,0,0,3,0,0,0,0,0,6,0,4,10,33,4,3,0,0,0,50,0,0,0,0,4,5,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,11,0,0,0,0,0,0,4,4,0,9,0,4,0,3,5,0,0,0,0,13,0,3,0,11,0,0,4,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,7,0,0,0,0,0,9,0,0,0,0,0,0,0,6,0,8,0,9,7,5,5,7,4,5,0,36,0,0,0,0,0,0,0,0,0,0
SAL80074,0,0,0,0,0,0,4,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,11,0,0,0,39,6,0,0,5,0,64,0,0,0,4,0,0,0,0,0,8,0,0,0,4,4,0,0,0,0,7,0,0,3,0,0,0,0,0,0,10,0,0,0,5,0,4,0,0,0,10,0,0,0,0,0,0,3,6,0,9,0,0,0,5,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,7,3,5,4,0,0,19,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,0,0,0,0,0,23,0,0,0,0,0,0,4,0,0,5,0,0,0,3,16,9,9,3,0,40,0,0,0,4,0,0,0,0,0,0
SAL80075,0,0,0,6,0,6,18,9,0,45,0,0,0,0,0,0,3,3,0,8,0,0,0,3,0,4,0,0,0,10,6,6,14,124,16,3,4,3,0,183,0,4,0,3,0,0,3,0,0,17,0,0,0,7,0,0,0,0,0,14,0,5,0,4,0,0,0,0,0,7,0,0,0,3,0,6,3,4,0,19,0,0,0,0,0,0,0,8,8,15,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,0,0,18,0,0,0,0,0,0,3,0,0,4,0,0,0,6,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,4,0,0,19,46,4,0,0,0,0,67,0,0,0,3,0,0,9,7,3,24,0,0,5,18,8,12,5,4,0,47,0,0,0,0,0,0,0,0,0,6
SAL80076,0,0,0,0,0,0,10,0,5,17,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,3,0,0,0,14,0,6,12,43,4,5,3,0,6,82,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,3,0,3,0,4,0,3,0,3,0,0,0,7,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,4,4,4,9,0,0,0,0,5,0,6,0,0,13,0,0,0,0,4,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,36,0,0,0,0,0,40,0,3,0,0,6,0,0,4,0,11,0,0,3,11,22,10,0,5,3,64,0,0,0,0,0,0,0,0,0,0
SAL80077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
SAL80078,0,0,0,4,0,0,16,12,3,33,0,0,0,0,0,0,3,11,0,20,0,0,4,6,0,10,9,5,0,35,0,6,6,45,23,15,14,4,4,119,0,0,0,3,0,0,6,0,0,8,0,0,0,0,0,6,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,7,3,13,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,9,7,6,0,41,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,6,0,0,0,0,0,0,3,3,3,5,3,0,0,7,3,3,5,3,0,29,0,0,0,0,0,3,0,0,0,5
