SAL_CODE_2021,M_Tot_0,M_Tot_1_19,M_Tot_20_29,M_Tot_30_34,M_Tot_35_39,M_Tot_40_44,M_Tot_45_49,M_Tot_50_over,M_Tot_hours_NS,M_Tot_Tot,F_AgriForestFish_0,F_AgriForestFish_1_19,F_AgriForestFish_20_29,F_AgriForestFish_30_34,F_AgriForestFish_35_39,F_AgriForestFish_40_44,F_AgriForestFish_45_49,F_AgriForestFish_50_over,F_AgriForestFish_hours_NS,F_AgriForestFish_Tot,F_Min_0,F_Min_1_19,F_Min_20_29,F_Min_30_34,F_Min_35_39,F_Min_40_44,F_Min_45_49,F_Min_50_over,F_Min_hours_NS,F_Min_Tot,F_Mnfg_0,F_Mnfg_1_19,F_Mnfg_20_29,F_Mnfg_30_34,F_Mnfg_35_39,F_Mnfg_40_44,F_Mnfg_45_49,F_Mnfg_50_over,F_Mnfg_hours_NS,F_Mnfg_Tot,F_EGW_WS_0,F_EGW_WS_1_19,F_EGW_WS_20_29,F_EGW_WS_30_34,F_EGW_WS_35_39,F_EGW_WS_40_44,F_EGW_WS_45_49,F_EGW_WS_50_over,F_EGW_WS_hours_NS,F_EGW_WS_Tot,F_Cnstn_0,F_Cnstn_1_19,F_Cnstn_20_29,F_Cnstn_30_34,F_Cnstn_35_39,F_Cnstn_40_44,F_Cnstn_45_49,F_Cnstn_50_over,F_Cnstn_hours_NS,F_Cnstn_Tot,F_WTrade_0,F_WTrade_1_19,F_WTrade_20_29,F_WTrade_30_34,F_WTrade_35_39,F_WTrade_40_44,F_WTrade_45_49,F_WTrade_50_over,F_WTrade_hours_NS,F_WTrade_Tot,F_RTrade_0,F_RTrade_1_19,F_RTrade_20_29,F_RTrade_30_34,F_RTrade_35_39,F_RTrade_40_44,F_RTrade_45_49,F_RTrade_50_over,F_RTrade_hours_NS,F_RTrade_Tot,F_AccomFoodS_0,F_AccomFoodS_1_19,F_AccomFoodS_20_29,F_AccomFoodS_30_34,F_AccomFoodS_35_39,F_AccomFoodS_40_44,F_AccomFoodS_45_49,F_AccomFoodS_50_over,F_AccomFoodS_hours_NS,F_AccomFoodS_Tot,F_TransPostWhse_0,F_TransPostWhse_1_19,F_TransPostWhse_20_29,F_TransPostWhse_30_34,F_TransPostWhse_35_39,F_TransPostWhse_40_44,F_TransPostWhse_45_49,F_TransPostWhse_50_over,F_TransPostWhse_hours_NS,F_TransPostWhse_Tot,F_InfoMedTelecom_0,F_InfoMedTelecom_1_19,F_InfoMedTelecom_20_29,F_InfoMedTelecom_30_34,F_InfoMedTelecom_35_39,F_InfoMedTelecom_40_44,F_InfoMedTelecom_45_49,F_InfoMedTelecom_50_over,F_InfoMedTelecom_hours_NS,F_InfoMedTelecom_Tot,F_FinInsurS_0,F_FinInsurS_1_19,F_FinInsurS_20_29,F_FinInsurS_30_34,F_FinInsurS_35_39,F_FinInsurS_40_44,F_FinInsurS_45_49,F_FinInsurS_50_over,F_FinInsurS_hours_NS,F_FinInsurS_Tot,F_RentHirREserv_0,F_RentHirREserv_1_19,F_RentHirREserv_20_29,F_RentHirREserv_30_34,F_RentHirREserv_35_39,F_RentHirREserv_40_44,F_RentHirREserv_45_49,F_RentHirREserv_50_over,F_RentHirREserv_hours_NS,F_RentHirREserv_Tot,F_ProScieTechServ_0,F_ProScieTechServ_1_19,F_ProScieTechServ_20_29,F_ProScieTechServ_30_34,F_ProScieTechServ_35_39,F_ProScieTechServ_40_44,F_ProScieTechServ_45_49,F_ProScieTechServ_50_over,F_ProScieTechServ_hours_NS,F_ProScieTechServ_Tot,F_AdminSupServ_0,F_AdminSupServ_1_19,F_AdminSupServ_20_29,F_AdminSupServ_30_34,F_AdminSupServ_35_39,F_AdminSupServ_40_44,F_AdminSupServ_45_49,F_AdminSupServ_50_over,F_AdminSupServ_hours_NS,F_AdminSupServ_Tot,F_PubAdmiSafety_0,F_PubAdmiSafety_1_19,F_PubAdmiSafety_20_29,F_PubAdmiSafety_30_34,F_PubAdmiSafety_35_39,F_PubAdmiSafety_40_44,F_PubAdmiSafety_45_49,F_PubAdmiSafety_50_over,F_PubAdmiSafety_hours_NS,F_PubAdmiSafety_Tot,F_EducTrain_0,F_EducTrain_1_19,F_EducTrain_20_29,F_EducTrain_30_34,F_EducTrain_35_39,F_EducTrain_40_44,F_EducTrain_45_49,F_EducTrain_50_over,F_EducTrain_hours_NS,F_EducTrain_Tot,F_HealthCareSocA_0,F_HealthCareSocA_1_19,F_HealthCareSocA_20_29,F_HealthCareSocA_30_34,F_HealthCareSocA_35_39,F_HealthCareSocA_40_44,F_HealthCareSocA_45_49,F_HealthCareSocA_50_over,F_HealthCareSocA_hours_NS,F_HealthCareSocA_Tot,F_ArtRecServ_0,F_ArtRecServ_1_19,F_ArtRecServ_20_29,F_ArtRecServ_30_34,F_ArtRecServ_35_39,F_ArtRecServ_40_44,F_ArtRecServ_45_49,F_ArtRecServ_50_over,F_ArtRecServ_hours_NS,F_ArtRecServ_Tot,F_OthServ_0,F_OthServ_1_19,F_OthServ_20_29,F_OthServ_30_34,F_OthServ_35_39,F_OthServ_40_44,F_OthServ_45_49,F_OthServ_50_over,F_OthServ_hours_NS,F_OthServ_Tot
SAL80074,20,61,48,29,178,211,62,84,11,707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,0,0,3,0,7,0,21,12,4,12,3,0,0,0,48,0,13,8,0,4,4,0,0,0,28,0,0,0,0,3,0,0,0,0,13,0,0,3,0,5,0,0,3,0,8,0,0,0,3,0,3,0,0,0,4,0,0,0,0,0,6,0,4,0,12,0,5,12,5,16,15,3,10,0,69,0,7,4,0,3,6,3,0,0,17,22,10,18,22,87,56,18,17,0,258,4,20,18,10,22,16,9,13,0,96,3,18,19,17,26,18,0,5,0,107,4,6,0,4,5,0,0,0,0,19,0,0,6,7,9,6,3,0,0,29
SAL80075,51,127,84,80,406,411,102,163,16,1439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,9,0,0,0,0,7,0,0,0,0,9,3,0,4,0,5,7,0,0,0,23,0,0,0,0,4,0,0,0,0,10,6,28,17,6,13,13,4,0,0,84,11,30,11,6,13,12,4,3,0,78,0,0,4,3,4,5,0,0,0,18,0,0,3,3,4,3,0,0,0,18,0,0,0,0,15,8,0,0,0,23,0,7,0,5,13,3,0,0,0,23,3,4,10,8,34,23,6,4,0,95,0,3,9,0,11,4,0,3,0,39,35,7,22,37,151,104,23,21,3,398,23,29,35,24,51,26,14,16,0,213,16,42,36,46,89,37,16,15,0,288,0,3,4,7,0,4,0,3,0,23,0,12,9,8,7,4,4,8,0,52
SAL80076,25,87,46,43,150,211,73,126,3,759,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,3,0,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,3,22,10,3,6,6,0,5,0,43,5,21,6,0,9,3,0,4,0,46,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,7,0,3,0,0,3,0,0,0,0,6,0,0,0,0,4,0,0,0,0,10,3,6,4,12,14,19,3,9,0,72,0,5,0,0,4,6,0,0,0,18,17,4,27,23,74,61,14,30,0,245,0,20,14,12,14,13,6,13,0,91,3,30,30,16,36,29,11,12,0,168,0,0,4,0,10,0,5,3,0,20,0,0,9,8,0,0,0,8,0,25
SAL80077,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80078,9,57,39,24,121,162,46,94,7,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,11,0,0,0,0,0,0,3,0,0,4,0,4,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,10,4,0,4,3,0,0,0,28,0,15,7,0,0,0,0,3,0,28,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,6,4,0,0,0,0,0,7,0,0,0,0,0,6,0,0,0,4,0,7,3,4,6,13,6,7,0,54,0,3,4,0,4,0,0,0,0,13,5,8,18,12,69,52,7,10,6,183,0,17,6,3,12,14,5,7,0,64,8,16,22,6,34,27,0,8,0,125,0,3,0,0,0,0,4,0,0,12,0,9,7,0,0,3,0,0,0,13
SAL80079,42,86,71,60,338,294,87,135,27,1134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,14,0,0,0,4,5,0,0,0,0,4,0,6,5,4,3,6,0,0,0,24,0,0,0,0,4,4,0,0,0,7,7,21,15,0,21,5,0,4,0,77,7,23,17,0,8,4,0,0,0,64,3,3,4,0,0,6,0,0,0,20,0,0,0,0,0,0,0,0,0,11,0,0,0,0,5,8,0,0,0,11,0,0,0,0,6,0,0,0,0,13,0,8,9,7,26,14,3,4,0,71,0,7,5,5,6,0,0,0,0,33,19,7,28,27,128,81,19,20,0,340,7,18,15,8,30,16,6,6,0,113,23,27,43,24,80,43,10,10,4,261,0,3,3,4,5,0,0,0,0,15,0,10,3,4,15,8,5,0,0,44
SAL80080,3,12,11,8,55,44,16,26,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,5,0,3,0,0,0,0,13,0,5,0,0,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,6,0,0,0,21,0,0,3,0,0,0,0,0,0,8,5,0,0,3,21,6,3,3,0,47,0,4,0,10,6,4,0,0,0,27,6,4,8,3,10,9,3,4,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL80081,65,205,180,108,492,522,162,245,33,2003,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,5,3,0,3,0,20,0,0,0,0,0,0,0,0,0,8,0,4,3,7,5,10,0,5,0,28,0,0,0,0,4,0,0,0,0,7,3,39,23,6,19,8,5,0,0,102,0,48,22,6,16,6,0,3,3,117,0,5,4,0,4,8,0,0,0,12,0,3,0,0,11,10,0,0,0,28,0,0,0,0,11,9,3,3,0,28,6,0,4,6,10,5,0,3,0,25,10,22,21,21,56,39,10,6,0,183,5,15,8,10,11,10,0,4,0,53,39,24,60,53,151,93,39,28,0,491,16,52,41,19,75,43,14,21,0,288,18,46,46,36,56,29,6,15,3,252,0,12,13,3,9,9,0,0,0,42,9,17,21,4,9,6,0,0,0,62
SAL80082,149,422,288,233,919,1010,327,523,46,3908,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,3,5,4,10,0,3,5,0,35,0,0,6,0,5,6,0,0,0,17,4,11,7,5,13,17,0,6,0,61,0,7,0,0,0,6,0,0,0,14,15,105,49,25,41,25,6,8,3,272,7,82,35,14,19,11,4,4,0,178,0,7,4,3,10,5,0,3,0,41,4,3,0,3,9,3,5,4,0,33,4,0,4,7,7,6,0,6,0,33,0,6,3,4,10,8,3,5,0,40,14,27,30,30,72,68,16,29,3,287,4,29,25,4,24,12,0,5,0,112,78,38,101,101,388,260,76,82,6,1131,29,91,68,42,95,65,31,44,0,475,56,106,124,103,188,116,27,47,9,769,0,18,18,3,11,14,0,0,0,70,4,37,27,16,33,15,7,7,0,141
SAL80083,66,129,94,81,497,659,200,426,17,2154,0,3,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,3,4,6,4,3,7,0,28,0,0,0,0,3,4,0,0,0,11,3,20,15,8,13,7,5,7,0,76,3,20,12,9,12,10,0,3,0,58,0,5,0,3,6,3,0,0,0,10,3,5,6,0,12,10,6,5,0,45,0,0,0,5,12,10,4,3,0,35,3,3,6,0,9,13,0,4,0,37,12,16,16,23,69,80,37,49,0,292,4,5,8,0,6,9,4,6,0,37,66,20,35,55,316,295,95,138,3,1023,14,27,22,7,48,41,22,30,0,213,15,17,33,21,63,45,12,27,0,239,6,9,4,0,12,8,3,0,0,41,4,8,5,5,15,8,4,3,0,56
SAL80084,34,88,63,56,227,269,71,119,8,939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,10,4,0,0,29,0,0,0,0,0,0,0,0,0,4,0,21,10,9,20,7,3,5,0,71,3,29,8,4,3,4,0,0,0,51,0,0,0,4,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,11,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,8,5,4,20,6,24,14,3,4,0,74,0,8,3,0,3,5,0,0,0,24,12,6,20,27,103,73,20,24,0,291,13,26,21,19,33,18,9,11,0,154,8,24,28,20,36,18,6,10,0,156,0,8,0,0,0,3,0,6,0,14,4,7,6,0,13,4,0,0,0,40
SAL80085,31,87,109,47,305,241,64,84,22,979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,14,0,0,0,0,0,5,0,0,0,11,0,0,0,0,11,3,5,5,0,23,0,0,0,0,0,0,0,0,0,3,3,24,15,5,18,5,0,0,5,76,3,23,23,3,21,8,5,0,0,78,0,3,0,0,0,0,0,0,0,5,0,0,0,0,4,9,0,0,0,10,0,0,0,0,8,0,0,0,0,10,0,0,3,0,7,5,0,0,0,18,9,6,13,5,21,29,7,4,0,90,0,3,7,3,7,0,0,0,0,21,3,3,11,12,80,42,10,11,0,175,10,14,19,11,33,13,11,14,0,114,10,27,28,26,56,35,9,12,0,197,0,3,0,4,4,3,0,0,0,17,3,0,5,4,8,3,0,0,0,24
SAL80086,28,162,148,80,441,408,134,200,18,1615,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,3,0,0,0,15,0,0,0,0,0,7,0,0,0,6,0,4,3,0,3,5,0,0,0,17,0,0,0,0,0,0,0,0,0,8,4,32,18,7,18,4,3,3,0,90,9,33,30,9,19,9,0,3,0,112,0,0,3,0,3,0,0,0,0,7,0,3,0,6,7,5,6,3,0,31,0,7,8,0,9,6,0,4,0,34,0,0,4,0,6,3,0,3,0,17,6,20,25,10,59,59,12,19,3,212,0,11,14,3,18,8,4,6,0,56,36,17,34,33,188,111,44,43,0,510,11,48,40,18,63,37,15,26,0,261,8,29,39,26,66,30,8,16,0,221,0,12,7,3,10,4,3,4,0,50,0,16,10,0,4,5,0,0,0,38
SAL80087,21,79,93,56,227,207,76,109,9,880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,5,0,5,0,9,0,0,0,0,0,0,0,0,0,4,4,14,15,5,11,7,0,4,0,58,0,10,6,5,9,0,0,0,0,44,0,0,0,0,6,0,0,0,0,5,0,0,0,0,4,0,0,0,0,11,0,0,4,0,5,0,0,0,0,3,0,3,0,0,0,0,0,0,0,13,3,0,10,0,13,16,9,3,0,57,0,6,9,5,7,12,0,7,0,42,21,13,23,33,75,69,17,20,3,260,4,21,12,8,28,20,10,11,0,104,3,21,34,29,54,16,3,15,3,189,0,4,3,0,0,3,0,3,0,16,0,6,0,6,0,0,0,0,0,14
SAL80088,14,28,25,22,86,105,32,52,8,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,5,4,0,0,0,0,0,17,0,13,3,0,0,0,0,0,0,18,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,3,10,11,9,6,0,0,0,37,4,0,5,0,5,0,0,0,0,11,5,7,15,7,32,30,13,6,0,121,4,4,10,0,12,8,0,8,0,54,7,14,13,7,6,8,3,0,0,63,0,4,0,0,0,5,0,0,0,10,0,3,6,0,0,0,0,0,0,10
SAL80089,74,141,117,107,515,494,160,270,21,1896,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,4,0,12,0,0,0,0,3,0,0,0,0,6,0,7,4,0,6,7,0,0,0,17,0,0,0,0,0,3,0,0,0,6,5,42,37,10,25,14,0,6,3,145,0,35,17,6,17,10,0,0,0,89,0,4,0,0,0,4,0,0,0,14,0,3,0,0,9,3,0,0,0,18,0,0,5,0,17,8,0,0,0,36,3,4,0,0,10,7,0,3,0,31,5,8,17,9,36,28,11,8,0,127,0,7,3,4,12,6,0,4,0,47,38,21,54,52,190,106,37,40,0,532,17,30,52,27,77,32,21,28,0,280,28,53,70,44,120,45,15,14,4,382,0,3,7,0,14,3,0,0,0,34,4,18,11,3,17,5,5,0,0,71
SAL80090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80091,31,80,62,41,198,199,57,97,10,784,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,11,13,0,4,3,0,0,0,41,3,26,12,8,8,4,0,0,0,62,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,6,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,4,0,0,0,7,0,5,4,7,26,18,0,5,0,65,0,0,6,0,6,3,0,0,0,26,16,9,15,14,85,49,26,22,0,237,10,26,18,10,32,17,15,14,0,144,5,16,21,16,29,18,0,6,3,111,0,0,0,0,7,0,0,0,0,14,0,9,0,0,3,0,0,0,0,21
SAL80092,35,74,88,44,228,248,56,117,7,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,3,0,0,0,13,0,4,4,0,0,6,0,0,0,9,0,4,3,0,3,3,0,8,0,18,0,0,0,0,0,0,0,0,0,5,3,19,12,3,13,5,0,0,0,59,0,16,8,0,5,6,0,0,0,41,0,0,0,0,0,0,0,0,0,8,0,0,3,0,4,3,0,0,0,13,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,3,0,0,0,12,5,4,9,4,14,16,4,9,0,63,0,4,9,0,6,6,0,0,0,29,12,17,20,21,80,50,16,30,0,248,4,14,16,8,18,7,5,7,0,88,11,25,39,37,63,34,8,32,0,244,0,3,0,0,0,3,0,0,0,9,0,5,9,4,3,3,0,0,0,25
SAL80093,22,67,42,35,168,180,63,123,11,701,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,7,14,10,6,0,3,0,0,0,45,5,14,9,4,5,0,3,6,0,37,0,0,7,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,9,0,0,0,17,5,0,4,0,3,0,0,0,0,11,0,0,3,5,13,15,9,6,0,56,0,7,4,0,4,0,0,0,0,14,11,8,13,18,73,39,9,20,0,187,5,17,11,13,15,12,3,11,0,94,7,19,30,21,28,15,7,5,0,120,0,7,0,0,0,0,0,0,0,9,0,3,10,4,6,5,0,0,0,27
SAL80094,44,85,55,35,211,233,61,108,10,835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,3,0,3,5,0,5,0,0,0,0,19,0,0,0,0,0,4,0,0,0,7,5,15,17,4,16,4,0,0,0,57,5,7,8,0,0,3,0,0,0,23,0,6,0,0,0,0,0,0,0,5,0,0,0,0,4,7,0,0,0,5,0,0,0,0,8,8,0,0,0,13,0,0,0,0,5,3,0,0,0,5,0,11,11,8,20,26,5,11,0,93,0,5,5,0,9,5,0,0,0,23,22,12,21,22,72,51,18,15,0,227,13,21,21,10,29,14,7,12,0,134,10,29,24,14,30,16,4,9,0,130,0,6,10,7,8,0,0,0,0,22,0,10,6,4,5,4,0,3,0,26
SAL80095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
SAL80096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80097,55,118,96,72,332,380,116,195,14,1375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,3,4,0,0,0,12,0,0,0,0,4,0,0,0,0,3,0,9,3,0,3,9,0,0,0,26,0,3,0,4,0,0,0,0,0,11,6,25,24,6,10,4,3,4,0,75,4,13,8,5,4,4,0,0,0,41,5,0,4,4,0,3,0,0,0,14,0,6,3,0,0,0,0,0,0,12,0,3,4,6,5,3,0,5,0,26,0,0,0,0,4,6,0,0,0,17,3,8,14,3,24,20,9,6,0,89,0,4,0,0,13,8,0,4,0,35,29,19,34,30,163,99,33,29,0,437,10,26,21,17,33,21,7,24,0,166,18,36,44,36,54,37,11,21,5,247,0,13,3,0,4,0,0,0,0,27,3,9,17,6,7,9,4,0,0,48
SAL80098,26,104,95,73,485,457,93,155,27,1502,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,10,0,0,4,0,0,0,0,0,0,0,0,5,4,3,12,8,0,0,0,31,0,0,0,0,3,3,0,0,0,4,3,30,9,15,24,13,0,0,0,95,6,20,12,6,13,7,0,0,0,69,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,4,0,3,0,21,3,7,5,0,14,3,0,5,0,28,0,0,0,0,6,4,0,0,0,12,0,6,9,11,24,48,3,4,0,119,7,3,3,5,10,6,0,0,0,31,21,19,24,18,151,83,19,25,0,354,5,18,20,18,61,20,10,16,3,168,7,36,31,46,98,48,13,11,0,285,0,7,0,0,3,0,0,0,0,18,0,6,13,0,9,8,0,0,0,38
SAL80099,50,151,117,77,352,457,147,244,18,1605,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,0,0,6,0,13,0,0,0,0,0,0,0,0,0,6,0,7,4,4,0,8,4,0,0,21,0,0,0,3,0,0,0,0,0,5,6,46,21,7,8,3,0,4,0,92,11,43,15,11,8,12,0,6,0,103,0,0,3,0,10,0,0,0,0,16,0,4,6,0,6,4,0,0,0,24,0,0,3,3,8,7,0,0,0,27,0,5,0,0,5,5,0,0,0,20,6,18,24,18,36,45,11,17,0,170,5,3,10,4,14,4,0,3,0,46,41,18,41,26,165,129,56,64,3,538,5,41,13,16,36,22,10,36,0,183,10,36,33,26,60,48,9,13,3,244,3,3,0,0,9,6,0,3,0,28,0,12,6,8,6,9,0,0,0,37
SAL80100,107,265,214,150,895,784,246,362,36,3054,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,8,6,0,11,7,0,4,0,35,0,0,0,0,3,6,3,0,0,14,9,8,10,0,8,14,4,15,0,72,0,3,0,3,3,0,0,0,0,8,17,66,47,23,51,17,11,15,0,238,15,67,26,14,30,11,5,4,5,175,0,0,0,4,9,3,0,3,0,27,0,0,0,0,10,3,0,5,0,31,3,9,4,4,15,12,9,0,0,52,7,0,0,0,18,9,3,4,0,37,12,30,22,19,60,62,12,19,0,240,3,24,16,6,26,18,8,4,0,105,55,18,66,75,307,179,45,51,5,790,24,54,53,61,105,56,28,35,6,415,26,67,79,72,146,84,12,24,0,511,3,18,8,0,8,8,3,0,0,48,5,12,25,16,32,11,5,5,0,103
SAL80101,74,206,117,68,446,538,146,304,12,1923,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,4,0,4,0,0,4,0,16,0,6,4,0,8,0,0,0,0,7,4,9,5,6,8,8,0,6,0,52,0,0,0,0,5,3,0,0,0,7,5,51,33,13,24,8,5,9,0,140,8,58,15,7,9,6,8,0,5,115,0,3,0,0,8,4,0,0,0,21,0,4,4,0,6,8,0,0,0,25,0,9,6,0,11,9,0,4,0,37,0,0,5,0,11,3,0,4,0,22,9,16,19,14,32,42,13,26,0,172,3,13,4,4,11,6,0,3,0,40,37,10,38,50,191,107,39,45,0,516,18,47,37,22,60,51,12,23,4,273,8,41,39,29,48,44,13,17,0,238,3,10,3,0,4,0,0,0,0,31,3,18,13,3,8,10,4,5,0,59
