SAL_CODE_2021,F_Tot_LF_15_19,F_Tot_LF_20_24,F_Tot_LF_25_34,F_Tot_LF_35_44,F_Tot_LF_45_54,F_Tot_LF_55_64,F_Tot_LF_65_74,F_Tot_LF_75_84,F_Tot_LF_85ov,F_Tot_LF_Tot,F_Not_in_LF_15_19,F_Not_in_LF_20_24,F_Not_in_LF_25_34,F_Not_in_LF_35_44,F_Not_in_LF_45_54,F_Not_in_LF_55_64,F_Not_in_LF_65_74,F_Not_in_LF_75_84,F_Not_in_LF_85ov,F_Not_in_LF_Tot,F_LFS_NS_15_19,F_LFS_NS_20_24,F_LFS_NS_25_34,F_LFS_NS_35_44,F_LFS_NS_45_54,F_LFS_NS_55_64,F_LFS_NS_65_74,F_LFS_NS_75_84,F_LFS_NS_85ov,F_LFS_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Emp_FullT_15_19,P_Emp_FullT_20_24,P_Emp_FullT_25_34,P_Emp_FullT_35_44,P_Emp_FullT_45_54,P_Emp_FullT_55_64,P_Emp_FullT_65_74,P_Emp_FullT_75_84,P_Emp_FullT_85ov,P_Emp_FullT_Tot,P_Emp_PartT_15_19,P_Emp_PartT_20_24,P_Emp_PartT_25_34,P_Emp_PartT_35_44,P_Emp_PartT_45_54,P_Emp_PartT_55_64,P_Emp_PartT_65_74,P_Emp_PartT_75_84,P_Emp_PartT_85ov,P_Emp_PartT_Tot,P_Emp_awy_f_wrk_15_19,P_Emp_awy_f_wrk_20_24,P_Emp_awy_f_wrk_25_34,P_Emp_awy_f_wrk_35_44,P_Emp_awy_f_wrk_45_54,P_Emp_awy_f_wrk_55_64,P_Emp_awy_f_wrk_65_74,P_Emp_awy_f_wrk_75_84,P_Emp_awy_f_wrk_85ov,P_Emp_awy_f_wrk_Tot,P_Hours_wkd_NS_15_19,P_Hours_wkd_NS_20_24,P_Hours_wkd_NS_25_34,P_Hours_wkd_NS_35_44,P_Hours_wkd_NS_45_54,P_Hours_wkd_NS_55_64,P_Hours_wkd_NS_65_74,P_Hours_wkd_NS_75_84,P_Hours_wkd_NS_85ov,P_Hours_wkd_NS_Tot,P_Tot_Emp_15_19,P_Tot_Emp_20_24,P_Tot_Emp_25_34,P_Tot_Emp_35_44,P_Tot_Emp_45_54,P_Tot_Emp_55_64,P_Tot_Emp_65_74,P_Tot_Emp_75_84,P_Tot_Emp_85ov,P_Tot_Emp_Tot,P_Unem_look_FTW_15_19,P_Unem_look_FTW_20_24,P_Unem_look_FTW_25_34,P_Unem_look_FTW_35_44,P_Unem_look_FTW_45_54,P_Unem_look_FTW_55_64,P_Unem_look_FTW_65_74,P_Unem_look_FTW_75_84,P_Unem_look_FTW_85ov,P_Unem_look_FTW_Tot,P_Unem_look_PTW_15_19,P_Unem_look_PTW_20_24,P_Unem_look_PTW_25_34,P_Unem_look_PTW_35_44,P_Unem_look_PTW_45_54,P_Unem_look_PTW_55_64,P_Unem_look_PTW_65_74,P_Unem_look_PTW_75_84,P_Unem_look_PTW_85ov,P_Unem_look_PTW_Tot,P_Tot_Unemp_15_19,P_Tot_Unemp_20_24,P_Tot_Unemp_25_34,P_Tot_Unemp_35_44,P_Tot_Unemp_45_54,P_Tot_Unemp_55_64,P_Tot_Unemp_65_74,P_Tot_Unemp_75_84,P_Tot_Unemp_85ov,P_Tot_Unemp_Tot,P_Tot_LF_15_19,P_Tot_LF_20_24,P_Tot_LF_25_34,P_Tot_LF_35_44,P_Tot_LF_45_54,P_Tot_LF_55_64,P_Tot_LF_65_74,P_Tot_LF_75_84,P_Tot_LF_85ov,P_Tot_LF_Tot,P_Not_in_LF_15_19,P_Not_in_LF_20_24,P_Not_in_LF_25_34,P_Not_in_LF_35_44,P_Not_in_LF_45_54,P_Not_in_LF_55_64,P_Not_in_LF_65_74,P_Not_in_LF_75_84,P_Not_in_LF_85ov,P_Not_in_LF_Tot,P_LFS_NS_15_19,P_LFS_NS_20_24,P_LFS_NS_25_34,P_LFS_NS_35_44,P_LFS_NS_45_54,P_LFS_NS_55_64,P_LFS_NS_65_74,P_LFS_NS_75_84,P_LFS_NS_85ov,P_LFS_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SAL80064,154,223,477,456,520,364,64,3,0,2269,66,23,84,55,67,191,254,175,60,972,8,3,9,19,19,12,14,18,21,115,224,253,574,532,605,563,338,198,82,3359,56,275,666,631,740,492,79,0,0,2937,187,157,186,204,187,181,46,10,0,1153,5,9,73,32,32,36,11,0,0,199,0,5,13,5,10,6,5,0,0,41,251,439,937,872,970,718,140,13,0,4340,3,12,19,9,11,7,3,0,0,67,37,4,7,4,4,10,0,0,0,71,37,16,24,18,15,20,0,0,0,139,288,459,959,889,982,743,139,12,0,4477,144,40,110,80,111,364,441,291,106,1684,9,8,20,30,29,17,21,27,31,200,447,510,1093,996,1123,1115,604,336,138,6361
SAL80065,56,69,194,184,175,124,33,0,0,831,23,9,21,34,15,82,164,66,15,432,0,0,11,6,0,6,8,4,0,36,84,79,222,226,195,208,201,67,18,1300,12,84,236,270,241,157,31,0,0,1037,82,57,87,97,57,73,35,3,0,482,0,3,24,12,12,13,4,0,0,73,0,0,9,4,0,0,0,0,0,14,95,143,356,387,303,234,71,10,0,1603,4,0,6,5,4,0,0,0,0,18,17,0,4,0,9,5,0,0,0,31,21,0,7,11,7,5,0,0,0,48,113,143,364,395,312,240,72,10,0,1650,47,17,31,46,32,136,302,127,26,760,0,4,21,12,7,5,3,3,0,70,159,161,425,455,352,383,378,135,32,2482
SAL80066,30,168,450,236,182,142,35,5,0,1246,12,11,57,36,26,79,166,127,48,573,0,5,21,13,0,8,4,24,11,83,51,184,522,289,217,232,211,148,61,1903,10,198,686,372,265,185,28,0,0,1744,38,85,170,92,61,69,43,6,0,571,3,4,31,24,20,10,6,0,0,100,0,5,10,4,0,0,0,0,0,27,49,291,906,500,343,271,76,6,0,2441,0,5,20,8,9,4,0,0,0,47,5,10,3,3,3,3,3,4,0,34,5,9,30,12,13,8,3,4,0,91,59,308,933,519,357,276,81,3,0,2523,50,23,73,57,44,118,291,232,87,972,4,17,40,16,10,16,17,37,20,176,111,344,1045,591,405,412,394,276,105,3669
SAL80067,74,146,499,327,294,213,56,12,4,1624,45,6,38,27,43,95,165,128,105,658,6,3,21,11,21,5,6,9,6,84,128,163,562,364,351,313,226,142,113,2370,17,159,772,501,490,299,51,9,0,2295,104,106,143,97,97,108,93,11,3,756,14,3,50,36,20,11,3,0,0,140,6,3,3,0,4,0,0,0,0,22,145,273,965,631,606,421,140,25,3,3212,3,6,16,13,10,11,0,0,0,57,19,5,8,5,4,6,0,0,0,46,24,15,20,16,14,13,0,0,0,109,167,284,985,642,626,439,146,22,3,3320,114,23,62,40,66,186,296,224,150,1153,7,11,46,22,28,18,8,12,8,166,287,318,1095,708,720,638,448,261,157,4639
SAL80068,143,343,942,560,386,172,34,0,0,2578,87,50,171,103,70,132,162,77,19,877,3,20,47,31,18,9,3,3,0,133,233,416,1160,695,473,307,201,82,19,3589,35,323,1294,822,632,284,27,6,0,3424,149,283,570,280,151,105,29,0,0,1565,8,14,51,33,24,19,15,0,0,158,0,9,23,24,8,3,0,0,0,68,193,631,1945,1156,820,408,72,6,0,5226,5,18,44,19,13,19,0,0,0,119,30,29,36,23,3,5,0,0,0,132,38,50,81,41,18,19,4,0,0,253,227,684,2024,1200,839,428,73,6,0,5481,200,97,264,156,117,180,269,128,36,1454,14,29,98,59,41,15,11,15,0,277,441,812,2390,1413,993,625,360,148,33,7213
SAL80069,63,76,142,221,241,119,26,6,0,886,35,9,30,20,27,78,96,90,43,429,4,0,0,4,6,9,5,3,3,40,101,90,169,250,270,198,134,100,51,1352,8,41,172,279,321,150,20,0,0,993,82,72,68,120,109,68,24,5,0,552,7,5,22,20,13,5,10,0,0,76,0,0,0,0,0,0,0,0,0,12,93,116,264,418,447,227,46,4,0,1627,0,4,6,7,9,0,0,0,0,27,20,5,7,3,0,0,0,0,0,40,21,5,11,12,9,0,0,0,0,64,117,122,276,429,456,228,50,4,0,1689,91,20,45,32,45,137,178,152,83,780,4,6,15,17,16,13,12,5,6,88,205,152,337,476,520,376,241,167,87,2556
SAL80070,9,8,0,11,24,12,5,0,0,75,4,0,0,0,0,8,18,9,3,48,0,0,0,0,0,0,0,0,0,3,9,8,0,15,25,25,29,9,3,129,0,7,10,18,30,10,0,0,0,82,10,7,0,3,13,12,5,0,0,60,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,5,13,10,12,20,47,29,12,4,0,147,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,9,6,0,0,0,0,0,0,0,0,9,15,10,12,20,47,25,11,4,0,156,12,0,0,3,4,13,34,23,6,92,0,0,0,0,0,0,6,0,0,5,31,10,16,28,55,41,47,26,6,251
SAL80071,143,275,698,698,452,152,15,0,0,2431,88,37,108,83,44,91,108,42,6,604,13,15,33,27,15,4,5,0,0,101,237,328,836,802,514,245,124,43,6,3140,23,234,1025,1060,735,239,22,0,0,3336,174,225,335,292,176,62,13,7,0,1285,8,13,53,56,23,14,0,0,0,170,3,11,29,16,10,5,0,0,0,84,205,490,1445,1422,947,318,36,3,0,4878,0,17,33,26,12,9,0,0,0,99,42,13,17,11,7,6,0,0,0,97,44,30,50,38,21,13,6,0,0,197,256,524,1492,1456,966,336,40,3,0,5074,196,86,160,115,76,138,184,78,19,1057,13,28,79,52,30,6,5,4,0,216,466,637,1739,1617,1074,481,228,89,19,6354
SAL80072,53,68,151,152,182,111,33,5,0,757,37,11,24,22,17,73,139,134,24,483,0,3,17,8,3,0,0,3,0,42,92,82,194,179,203,186,177,149,29,1279,19,65,198,206,263,140,30,3,0,916,80,61,87,84,75,63,34,16,0,500,6,5,11,6,19,6,3,0,0,56,0,0,5,0,3,0,0,0,0,13,102,136,304,302,352,205,64,19,0,1493,3,3,5,5,3,0,0,0,0,26,11,3,3,0,4,0,0,0,0,31,14,12,7,5,5,6,3,0,0,56,117,143,310,313,361,213,67,19,0,1551,71,23,32,29,47,118,268,239,62,889,5,10,22,11,8,8,4,8,5,85,192,182,375,353,412,338,336,260,66,2520
SAL80073,53,63,225,211,175,99,19,0,0,843,36,7,31,30,23,51,130,122,26,460,3,0,6,7,5,3,0,0,0,27,92,75,259,247,206,154,155,125,27,1339,23,65,304,280,268,135,19,0,0,1089,64,51,82,103,76,62,27,0,0,470,5,0,26,22,11,17,0,4,0,91,0,4,8,4,4,0,0,0,0,24,90,116,421,411,363,212,45,4,0,1668,6,0,8,6,7,4,0,0,0,30,22,4,0,6,6,0,0,0,0,41,24,9,6,6,10,4,0,0,0,67,120,130,423,419,373,215,46,4,0,1737,82,24,46,48,50,100,229,228,44,854,6,4,5,20,14,8,4,0,0,67,208,160,481,489,439,324,275,238,46,2656
SAL80074,44,59,160,187,186,99,17,5,0,766,21,6,14,15,29,64,122,100,32,400,4,0,4,4,6,6,7,3,0,41,71,65,178,215,220,167,153,105,33,1205,15,65,205,278,261,116,20,0,0,954,64,39,65,83,76,54,26,6,0,408,0,4,12,18,17,8,3,0,0,62,4,0,9,5,7,4,0,0,0,25,77,102,288,383,351,183,52,6,0,1446,4,3,9,3,3,4,0,0,0,25,9,0,9,8,3,0,0,0,0,29,14,6,8,10,11,3,0,0,0,53,92,115,301,390,361,182,51,6,0,1499,57,11,17,21,39,105,218,186,57,711,3,4,17,8,11,8,15,6,0,80,160,129,334,421,406,303,284,200,63,2287
SAL80075,75,140,442,383,285,142,28,3,0,1501,34,23,63,64,53,81,240,168,81,814,3,8,21,15,7,10,12,3,0,77,117,170,527,458,348,231,282,173,80,2387,30,132,601,533,414,176,25,0,0,1913,92,103,186,173,107,71,48,4,0,783,13,7,46,42,24,21,0,0,0,150,0,3,13,11,3,3,0,0,0,36,137,243,849,757,548,273,76,4,0,2879,7,13,14,7,17,3,0,0,0,61,14,4,23,13,5,10,3,0,0,75,22,21,36,24,20,9,6,0,0,135,155,262,885,778,571,277,78,4,0,3017,96,40,86,88,84,160,419,301,122,1385,4,12,38,33,22,8,16,7,3,146,260,321,1001,896,675,448,516,312,123,4550
SAL80076,64,76,143,191,184,124,25,3,0,820,43,3,18,17,23,76,106,120,132,536,3,0,8,9,9,6,9,9,6,53,110,84,164,220,217,203,140,129,141,1404,5,62,193,271,274,170,22,0,0,990,79,78,59,78,84,63,34,6,0,485,8,3,11,19,5,5,11,0,0,62,0,4,6,0,3,0,0,0,0,13,94,139,271,368,366,243,62,6,0,1542,5,5,6,8,0,5,0,0,0,28,12,6,5,0,0,6,5,0,0,38,15,9,12,9,3,11,5,0,0,62,116,149,278,378,367,247,69,7,0,1606,73,13,36,29,41,131,208,195,191,919,3,0,7,17,17,3,20,11,7,82,190,164,321,417,426,384,290,214,207,2617
SAL80077,0,0,0,0,3,0,0,0,0,3,0,0,5,13,0,5,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,5,13,3,5,0,0,0,22,0,0,0,0,0,4,0,0,0,3,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,6,11,36,154,103,48,14,6,10,0,378,0,0,0,0,0,0,0,0,0,0,11,37,154,103,56,16,6,10,0,390
SAL80078,41,49,84,136,129,124,32,3,0,594,13,10,9,14,20,75,145,129,35,443,0,0,5,4,5,9,4,5,0,27,54,58,93,145,150,208,173,139,35,1062,3,37,148,178,197,153,34,0,0,751,45,42,30,55,53,67,30,4,0,321,3,8,0,9,0,11,6,0,0,34,5,3,0,0,0,3,0,0,0,11,59,84,180,240,244,233,64,7,0,1122,0,0,5,3,4,8,0,0,0,23,17,0,0,0,0,8,0,0,0,24,17,4,5,3,3,14,0,0,0,52,71,86,185,244,251,246,66,7,0,1167,45,17,20,18,27,123,264,227,71,809,6,3,9,6,13,13,10,6,0,55,119,112,206,271,290,383,342,243,67,2031
SAL80079,71,104,314,253,227,185,24,0,0,1175,36,8,35,35,37,104,141,112,48,562,0,5,9,3,10,4,3,5,0,40,103,114,362,294,271,291,176,116,54,1777,22,103,429,374,323,236,24,0,0,1516,81,82,111,122,73,97,28,4,0,593,9,7,37,22,14,22,8,0,0,121,0,10,15,13,6,0,0,0,0,43,111,203,595,533,419,354,56,9,0,2276,4,10,6,0,8,3,4,0,0,38,22,6,6,0,4,4,4,0,0,45,27,13,14,3,11,9,3,0,0,80,134,215,609,535,427,359,60,9,0,2357,85,23,63,53,55,192,262,178,71,983,3,4,9,15,15,13,4,7,5,85,231,248,688,601,503,564,325,188,83,3429
SAL80080,13,19,60,72,33,4,6,0,0,204,10,0,17,11,6,3,6,0,0,56,0,0,0,5,3,0,0,0,0,6,20,22,74,90,42,10,13,0,0,272,0,16,81,97,47,8,0,0,0,263,19,12,20,36,12,0,0,0,0,97,0,5,3,13,0,0,0,0,0,22,0,0,4,0,0,0,0,0,0,5,18,27,108,142,63,14,3,0,0,381,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,5,3,3,0,0,0,0,0,0,0,9,20,34,107,148,67,14,3,0,0,393,18,0,14,17,8,9,14,4,0,83,0,0,3,0,6,0,0,0,0,17,40,38,134,167,77,17,15,4,0,492
SAL80081,101,165,386,487,356,267,83,6,0,1852,63,29,60,49,59,180,418,207,75,1136,5,10,15,14,14,19,22,4,6,100,174,197,461,548,430,461,525,214,76,3088,35,165,557,641,541,299,72,4,0,2328,151,155,220,293,176,159,78,11,0,1242,3,15,36,39,23,37,8,0,0,166,0,4,16,10,17,7,5,0,0,50,193,335,835,981,750,503,169,18,0,3782,4,8,11,7,11,10,0,0,0,61,36,15,11,9,4,13,9,0,0,102,41,27,26,21,13,17,10,0,0,158,239,369,864,1005,771,516,175,17,0,3940,168,66,116,81,99,317,775,382,127,2131,8,16,42,30,33,25,39,14,8,219,416,450,1018,1105,900,864,988,415,130,6295
SAL80082,264,327,761,922,897,568,155,9,0,3907,152,53,114,131,137,332,907,432,88,2347,19,7,33,35,37,24,43,14,10,215,429,388,905,1086,1078,928,1109,457,98,6465,73,344,1018,1258,1292,696,125,4,0,4803,367,296,387,436,377,343,186,27,0,2420,17,28,105,78,65,69,23,0,0,384,3,14,21,24,10,3,8,0,0,81,462,682,1528,1803,1735,1109,332,36,0,7685,10,19,30,35,35,20,5,0,0,146,72,25,27,20,14,23,8,4,0,184,83,46,62,51,47,40,9,4,0,334,541,727,1587,1846,1785,1152,343,38,0,8019,339,89,188,194,241,607,1612,821,170,4262,34,24,75,85,70,40,65,31,17,447,913,837,1855,2131,2100,1798,2020,887,191,12729
SAL80083,44,221,937,519,296,229,70,7,0,2321,14,13,30,38,38,94,169,103,29,523,7,33,85,56,38,26,27,8,3,276,63,262,1051,608,367,354,268,118,30,3124,7,279,1430,836,503,324,63,0,0,3433,55,85,229,133,78,110,69,14,3,769,4,14,72,51,23,19,10,0,0,190,0,6,13,8,0,0,0,0,0,32,66,374,1740,1025,600,452,142,19,3,4425,3,6,18,12,14,11,0,0,0,69,11,4,10,4,13,3,0,0,0,40,14,9,31,14,24,14,0,0,0,105,81,390,1766,1041,628,467,140,18,3,4532,55,24,46,45,45,157,316,182,36,916,9,54,181,107,74,62,57,17,0,567,146,462,1996,1202,744,685,516,217,42,6016
SAL80084,69,63,221,251,214,128,37,0,0,997,33,15,34,38,17,83,174,88,12,501,3,3,11,6,10,5,9,3,0,52,107,85,267,300,243,213,221,92,19,1551,21,60,282,345,326,141,25,0,0,1202,81,66,105,121,82,84,37,6,0,593,0,11,27,23,24,7,0,0,0,93,0,0,5,3,4,0,0,0,0,16,103,142,419,493,433,234,66,6,0,1900,6,11,12,11,9,0,0,0,0,43,13,5,3,6,5,5,3,0,0,31,12,8,14,14,11,7,3,0,0,73,121,151,432,506,441,240,74,6,0,1970,88,25,48,51,45,138,304,165,38,900,4,12,36,24,15,9,9,3,0,112,212,188,523,577,502,389,384,174,32,2981
SAL80085,27,208,407,179,79,30,3,0,0,932,10,29,45,13,5,14,20,5,0,157,3,23,31,14,5,3,4,0,0,82,42,257,488,216,91,49,25,5,0,1177,7,185,595,293,112,44,0,0,0,1242,37,172,215,68,31,15,6,0,0,535,0,13,31,9,0,10,0,0,0,69,0,0,19,4,4,0,0,0,0,25,47,380,866,373,147,61,6,0,0,1877,0,5,14,10,0,0,0,0,0,28,6,10,10,4,4,0,0,0,0,32,6,13,28,13,3,0,0,0,0,66,48,391,887,381,151,64,5,0,0,1941,31,57,89,25,12,25,34,9,4,292,7,39,61,35,9,3,3,0,0,155,89,485,1036,438,176,91,52,12,4,2386
SAL80086,62,296,617,353,254,168,43,0,0,1786,36,36,58,43,47,107,177,142,96,741,0,5,30,16,4,9,7,31,40,136,94,330,702,412,307,278,233,165,140,2666,14,215,846,507,379,201,39,3,0,2204,65,248,264,158,109,91,56,3,0,1000,8,18,32,24,11,18,3,0,0,106,0,7,15,10,0,0,0,0,0,36,89,489,1158,693,505,308,98,6,0,3348,3,12,22,10,10,6,3,0,0,64,10,10,25,4,5,7,0,0,0,64,13,20,43,17,14,12,9,0,0,128,101,516,1200,708,520,321,102,7,0,3480,93,57,99,71,77,185,323,230,153,1289,0,21,67,45,16,11,20,50,58,285,192,591,1369,825,610,516,447,284,212,5053
SAL80087,47,80,271,203,191,82,16,5,0,888,22,10,27,17,19,53,91,139,55,437,0,7,15,6,11,4,8,3,0,54,74,94,314,222,216,143,115,149,54,1382,15,68,349,269,263,114,14,0,0,1101,49,78,162,120,67,43,21,6,0,555,7,3,15,17,4,12,5,0,0,66,0,6,3,7,0,0,0,0,0,24,69,159,531,411,343,175,39,6,0,1742,4,0,4,9,10,3,0,0,0,34,15,13,10,4,3,0,3,0,0,45,16,17,15,10,11,9,3,0,0,76,80,177,549,428,348,185,45,6,0,1820,69,27,40,37,36,95,153,225,96,782,6,10,28,13,20,11,13,9,6,114,153,212,621,476,408,294,211,239,109,2722
SAL80088,21,28,69,86,90,70,18,5,0,388,18,0,11,16,7,34,66,16,3,172,0,0,5,6,0,0,0,0,0,3,39,35,80,105,95,100,85,19,3,560,5,25,90,124,132,84,14,0,0,470,31,30,38,38,34,37,24,0,0,232,0,4,11,9,4,10,0,0,0,37,0,0,0,0,0,0,0,0,0,9,35,58,138,170,174,134,41,5,0,745,0,0,7,0,0,4,0,0,0,12,5,0,0,0,3,0,0,0,0,8,10,0,7,0,3,4,0,0,0,21,44,58,139,177,172,136,41,5,0,770,36,6,14,20,11,61,134,31,14,328,0,0,3,3,0,0,0,0,0,11,74,64,159,198,184,198,178,35,14,1106
SAL80089,103,140,507,612,348,208,36,0,0,1951,71,28,73,77,57,100,219,101,16,740,3,9,8,24,7,6,8,3,0,61,180,179,590,705,413,308,254,108,16,2755,19,152,665,866,508,246,39,0,0,2500,120,99,237,290,165,102,43,3,0,1061,6,4,65,48,27,17,4,0,0,180,0,3,17,7,5,0,0,0,0,37,148,268,978,1213,708,365,88,6,0,3776,3,8,12,19,9,10,5,0,0,66,28,14,6,5,12,10,0,0,0,78,42,17,21,26,20,21,0,0,0,143,186,285,999,1237,727,382,97,6,0,3918,152,55,105,113,87,168,387,187,34,1280,5,15,24,43,18,11,11,10,0,138,343,358,1126,1393,834,565,491,197,32,5335
SAL80090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80091,47,86,220,199,155,88,21,0,0,811,21,13,26,35,19,56,127,109,33,437,3,3,18,7,9,9,10,0,0,57,68,108,262,242,176,151,154,117,28,1311,15,100,284,280,214,110,17,4,0,1020,53,67,106,91,55,41,28,0,0,448,0,15,16,16,15,10,0,0,0,75,0,0,8,6,0,0,0,5,0,12,71,176,418,390,287,164,47,6,0,1555,0,5,17,10,8,4,3,0,0,39,7,12,6,4,4,7,0,0,0,42,12,11,23,10,8,16,0,0,0,78,85,185,440,401,294,168,47,6,0,1640,45,32,53,48,38,112,212,205,57,804,5,22,46,20,23,23,6,9,0,152,134,241,540,473,354,310,275,224,60,2595
SAL80092,46,87,244,228,180,124,24,0,0,930,27,9,28,33,14,87,126,128,40,493,0,3,13,11,3,4,4,7,3,47,77,101,282,278,204,211,150,136,38,1478,16,80,317,298,262,148,35,0,0,1155,58,64,140,124,71,71,31,4,0,553,0,0,19,18,16,18,9,0,0,80,0,0,10,6,0,0,0,0,0,14,77,142,490,433,348,236,71,6,0,1805,0,11,11,6,3,4,0,0,0,37,14,7,3,8,0,6,0,0,0,35,22,12,15,10,9,8,0,0,0,74,94,156,503,446,356,242,71,6,0,1877,62,21,41,40,26,143,208,229,75,845,6,0,28,27,8,12,11,10,3,106,160,179,571,515,395,396,294,243,75,2831
SAL80093,41,63,130,131,151,127,35,4,0,682,29,20,20,22,22,97,156,69,17,455,3,3,3,4,8,3,3,0,0,36,78,85,153,164,182,230,193,68,17,1174,10,63,193,183,229,163,39,4,0,885,52,50,61,75,57,63,36,6,0,398,0,9,11,16,14,9,4,0,0,64,0,3,5,3,4,0,3,0,0,14,64,126,267,277,304,239,77,9,0,1362,0,3,6,8,3,3,0,0,0,31,10,3,4,0,0,4,0,0,0,32,19,9,9,8,7,9,3,0,0,60,88,133,275,285,303,246,83,10,0,1422,66,21,34,30,34,155,285,121,39,786,3,9,20,10,12,10,3,0,0,68,158,166,325,324,351,414,369,132,45,2284
SAL80094,50,67,155,233,193,100,28,3,0,837,31,5,38,34,27,71,140,105,18,461,0,3,5,6,10,5,0,5,0,33,86,75,201,271,227,175,168,108,16,1338,19,81,207,290,286,126,32,3,0,1041,60,60,73,116,81,66,34,7,0,495,9,9,21,25,11,12,3,0,0,100,0,0,4,0,0,0,0,0,0,9,87,150,302,433,384,205,72,8,0,1649,0,4,4,4,9,5,0,0,0,30,16,0,4,0,9,5,0,0,0,38,19,10,8,4,14,8,0,0,0,67,107,159,313,443,393,211,76,8,0,1714,72,19,50,49,41,121,239,203,30,844,3,14,15,9,16,13,9,9,0,80,185,187,383,502,457,346,325,215,35,2635
SAL80095,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6
SAL80096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80097,83,105,264,316,284,257,52,4,0,1364,64,10,48,39,35,167,272,221,144,999,3,3,6,12,7,8,9,33,53,139,146,117,318,367,322,436,334,261,198,2502,35,120,367,425,434,306,59,4,0,1750,96,92,128,147,97,146,58,8,0,766,9,3,33,37,17,37,6,0,0,139,0,6,0,5,9,7,0,0,0,26,133,214,541,619,549,496,115,15,0,2683,6,7,12,13,8,10,0,0,0,50,26,0,6,3,3,3,5,0,0,55,27,13,16,16,15,9,5,0,0,103,167,228,558,636,564,505,121,15,0,2786,115,33,62,59,60,268,504,345,203,1644,5,3,16,17,17,12,21,53,76,219,287,267,631,710,636,784,646,406,281,4651
SAL80098,64,111,487,486,179,55,8,0,0,1394,46,26,94,85,29,41,46,10,0,379,5,5,34,21,6,0,3,0,0,84,122,140,615,598,218,100,52,12,0,1853,18,115,649,824,299,73,8,0,0,1994,76,79,228,199,74,27,9,0,0,706,0,7,44,16,14,5,0,0,0,87,0,3,16,8,10,0,0,0,0,40,102,212,932,1051,396,109,25,0,0,2826,3,13,16,18,7,3,0,0,0,58,29,7,13,6,0,3,0,0,0,60,31,16,32,24,11,9,0,0,0,120,126,226,964,1077,407,120,23,0,0,2945,121,41,128,103,48,70,78,24,0,614,9,15,55,41,14,8,3,3,0,156,258,282,1149,1227,468,190,107,32,0,3713
