SAL_CODE_2021,MSEO_SEO,MSEO_UOLSE_VWorW,MSEO_UOLSE_NWorNAA,MSEO_UOLSE_Tot,MSEO_NS,MSEO_Tot,MOL_Afrikaans_SEO,MOL_Afrikaans_UOLSE_VWorW,MOL_Afrikaans_UOLSE_NWorNAA,MOL_Afrikaans_UOLSE_Tot,MOL_Afrikaans_NS,MOL_Afrikaans_Tot,MOL_Arabic_SEO,MOL_Arabic_UOLSE_VWorW,MOL_Arabic_UOLSE_NWorNAA,MOL_Arabic_UOLSE_Tot,MOL_Arabic_NS,MOL_Arabic_Tot,MOL_AIndLng_SEO,MOL_AIndLng_UOLSE_VWorW,MOL_AIndLng_UOLSE_NWorNAA,MOL_AIndLng_UOLSE_Tot,MOL_AIndLng_NS,MOL_AIndLng_Tot,MOL_CL_Canton_SEO,MOL_CL_Canton_UOLSE_VWorW,MOL_CL_Canton_UOLSE_NWorNAA,MOL_CL_Canton_UOLSE_Tot,MOL_CL_Canton_NS,MOL_CL_Canton_Tot,MOL_CL_Mandarin_SEO,MOL_CL_Mandarin_UOLSE_VWorW,MOL_CL_Mandarin_UOLSE_NWorNAA,MOL_CL_Mandarin_UOLSE_Tot,MOL_CL_Mandarin_NS,MOL_CL_Mandarin_Tot,MOL_CL_Oth_SEO,MOL_CL_Oth_UOLSE_VWorW,MOL_CL_Oth_UOLSE_NWorNAA,MOL_CL_Oth_UOLSE_Tot,MOL_CL_Oth_NS,MOL_CL_Oth_Tot,MOL_CL_Tot_SEO,MOL_CL_Tot_UOLSE_VWorW,MOL_CL_Tot_UOLSE_NWorNAA,MOL_CL_Tot_UOLSE_Tot,MOL_CL_Tot_NS,MOL_CL_Tot_Tot,MOL_Croatian_SEO,MOL_Croatian_UOLSE_VWorW,MOL_Croatian_UOLSE_NWorNAA,MOL_Croatian_UOLSE_Tot,MOL_Croatian_NS,MOL_Croatian_Tot,MOL_French_SEO,MOL_French_UOLSE_VWorW,MOL_French_UOLSE_NWorNAA,MOL_French_UOLSE_Tot,MOL_French_NS,MOL_French_Tot,MOL_German_SEO,MOL_German_UOLSE_VWorW,MOL_German_UOLSE_NWorNAA,MOL_German_UOLSE_Tot,MOL_German_NS,MOL_German_Tot,MOL_Greek_SEO,MOL_Greek_UOLSE_VWorW,MOL_Greek_UOLSE_NWorNAA,MOL_Greek_UOLSE_Tot,MOL_Greek_NS,MOL_Greek_Tot,MOL_IAL_Bengali_SEO,MOL_IAL_Bengali_UOLSE_VWorW,MOL_IAL_Bengali_UOLSE_NWorNAA,MOL_IAL_Bengali_UOLSE_Tot,MOL_IAL_Bengali_NS,MOL_IAL_Bengali_Tot,MOL_IAL_Guj_SEO,MOL_IAL_Guj_UOLSE_VWorW,MOL_IAL_Guj_UOLSE_NWorNAA,MOL_IAL_Guj_UOLSE_Tot,MOL_IAL_Guj_NS,MOL_IAL_Guj_Tot,MOL_IAL_Hindi_SEO,MOL_IAL_Hindi_UOLSE_VWorW,MOL_IAL_Hindi_UOLSE_NWorNAA,MOL_IAL_Hindi_UOLSE_Tot,MOL_IAL_Hindi_NS,MOL_IAL_Hindi_Tot,MOL_IAL_Nepali_SEO,MOL_IAL_Nepali_UOLSE_VWorW,MOL_IAL_Nepali_UOLSE_NWorNAA,MOL_IAL_Nepali_UOLSE_Tot,MOL_IAL_Nepali_NS,MOL_IAL_Nepali_Tot,MOL_IAL_Punjabi_SEO,MOL_IAL_Punjabi_UOLSE_VWorW,MOL_IAL_Punjabi_UOLSE_NWorNAA,MOL_IAL_Punjabi_UOLSE_Tot,MOL_IAL_Punjabi_NS,MOL_IAL_Punjabi_Tot,MOL_IAL_Sinhal_SEO,MOL_IAL_Sinhal_UOLSE_VWorW,MOL_IAL_Sinhal_UOLSE_NWorNAA,MOL_IAL_Sinhal_UOLSE_Tot,MOL_IAL_Sinhal_NS,MOL_IAL_Sinhal_Tot,MOL_IAL_Urdu_SEO,MOL_IAL_Urdu_UOLSE_VWorW,MOL_IAL_Urdu_UOLSE_NWorNAA,MOL_IAL_Urdu_UOLSE_Tot,MOL_IAL_Urdu_NS,MOL_IAL_Urdu_Tot,MOL_IAL_Oth_SEO,MOL_IAL_Oth_UOLSE_VWorW,MOL_IAL_Oth_UOLSE_NWorNAA,MOL_IAL_Oth_UOLSE_Tot,MOL_IAL_Oth_NS,MOL_IAL_Oth_Tot,MOL_IAL_Tot_SEO,MOL_IAL_Tot_UOLSE_VWorW,MOL_IAL_Tot_UOLSE_NWorNAA,MOL_IAL_Tot_UOLSE_Tot,MOL_IAL_Tot_NS,MOL_IAL_Tot_Tot,MOL_Italian_SEO,MOL_Italian_UOLSE_VWorW,MOL_Italian_UOLSE_NWorNAA,MOL_Italian_UOLSE_Tot,MOL_Italian_NS,MOL_Italian_Tot,MOL_Japan_SEO,MOL_Japan_UOLSE_VWorW,MOL_Japan_UOLSE_NWorNAA,MOL_Japan_UOLSE_Tot,MOL_Japan_NS,MOL_Japan_Tot,MOL_Khmer_SEO,MOL_Khmer_UOLSE_VWorW,MOL_Khmer_UOLSE_NWorNAA,MOL_Khmer_UOLSE_Tot,MOL_Khmer_NS,MOL_Khmer_Tot,MOL_Korean_SEO,MOL_Korean_UOLSE_VWorW,MOL_Korean_UOLSE_NWorNAA,MOL_Korean_UOLSE_Tot,MOL_Korean_NS,MOL_Korean_Tot,MOL_Macedon_SEO,MOL_Macedon_UOLSE_VWorW,MOL_Macedon_UOLSE_NWorNAA,MOL_Macedon_UOLSE_Tot,MOL_Macedon_NS,MOL_Macedon_Tot,MOL_Malayalam_SEO,MOL_Malayalam_UOLSE_VWorW,MOL_Malayalam_UOLSE_NWorNAA,MOL_Malayalam_UOLSE_Tot,MOL_Malayalam_NS,MOL_Malayalam_Tot,MOL_Persian_ED_SEO,MOL_Persian_ED_UOLSE_VWorW,MOL_Persian_ED_UOLSE_NWorNAA,MOL_Persian_ED_UOLSE_Tot,MOL_Persian_ED_NS,MOL_Persian_ED_Tot,MOL_Polish_SEO,MOL_Polish_UOLSE_VWorW,MOL_Polish_UOLSE_NWorNAA,MOL_Polish_UOLSE_Tot,MOL_Polish_NS,MOL_Polish_Tot,MOL_Portuguese_SEO,MOL_Portuguese_UOLSE_VWorW,MOL_Portuguese_UOLSE_NWorNAA,MOL_Portuguese_UOLSE_Tot,MOL_Portuguese_NS,MOL_Portuguese_Tot,MOL_Russian_SEO,MOL_Russian_UOLSE_VWorW,MOL_Russian_UOLSE_NWorNAA,MOL_Russian_UOLSE_Tot,MOL_Russian_NS,MOL_Russian_Tot,MOL_Samoan_SEO,MOL_Samoan_UOLSE_VWorW,MOL_Samoan_UOLSE_NWorNAA,MOL_Samoan_UOLSE_Tot,MOL_Samoan_NS,MOL_Samoan_Tot,MOL_Serbian_SEO,MOL_Serbian_UOLSE_VWorW,MOL_Serbian_UOLSE_NWorNAA,MOL_Serbian_UOLSE_Tot,MOL_Serbian_NS,MOL_Serbian_Tot,MOL_SAL_Filipin_SEO,MOL_SAL_Filipin_UOLSE_VWorW
SAL80061,1187,..,..,..,..,1187,..,6,0,6,0,6,..,6,4,6,0,6,..,0,0,0,0,0,..,5,0,8,0,8,..,41,11,56,0,56,..,5,0,5,0,5,..,56,12,65,0,65,..,8,0,8,0,8,..,12,0,12,0,12,..,11,0,11,0,13,..,18,0,21,0,21,..,14,0,14,0,14,..,4,0,4,0,4,..,23,0,23,0,23,..,16,0,16,0,16,..,12,0,11,0,11,..,6,0,8,0,8,..,22,0,23,0,28,..,10,0,10,0,10,..,110,5,118,0,113,..,9,0,8,0,8,..,5,0,3,0,3,..,0,0,0,0,0,..,5,0,3,0,3,..,4,0,4,0,4,..,44,10,50,0,52,..,13,0,13,0,13,..,5,0,5,0,5,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,4,0,4,..,5
SAL80062,1160,..,..,..,..,1160,..,0,0,0,0,0,..,24,5,23,0,23,..,3,0,3,0,3,..,7,0,8,0,8,..,7,0,7,0,7,..,0,0,0,0,0,..,13,0,13,0,13,..,6,0,6,0,6,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,4,0,4,0,4,..,0,0,5,0,5,..,0,0,0,0,0,..,3,0,0,0,0,..,10,0,11,0,11,..,0,0,0,0,0,..,5,0,5,0,5,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,6,0,6,..,0
SAL80063,1338,..,..,..,..,1338,..,0,0,0,0,0,..,12,0,18,0,18,..,9,0,9,0,9,..,14,5,22,0,22,..,24,6,32,0,32,..,0,0,0,0,0,..,39,9,52,0,52,..,14,0,16,0,16,..,11,0,11,0,11,..,3,0,3,0,3,..,17,0,15,0,15,..,5,0,5,0,5,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,9,0,5,0,5,..,11,0,11,0,11,..,4,0,4,0,4,..,0,0,0,0,0,..,40,0,38,0,38,..,19,3,18,0,18,..,9,0,10,0,10,..,0,0,0,0,0,..,10,0,9,0,9,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,8,0,8,..,3
SAL80064,3118,..,..,..,..,3118,..,4,0,4,0,4,..,26,12,35,0,35,..,0,0,3,0,3,..,11,3,14,0,14,..,16,4,13,0,13,..,0,0,0,0,0,..,31,3,29,0,29,..,8,0,8,0,8,..,5,0,5,0,5,..,7,0,13,0,13,..,11,0,10,0,10,..,18,0,19,0,19,..,0,0,0,0,0,..,25,0,25,0,25,..,17,0,19,0,19,..,39,0,39,0,37,..,20,0,16,0,16,..,21,0,21,0,21,..,0,0,0,0,0,..,133,3,141,0,144,..,21,0,23,0,23,..,4,0,4,0,4,..,4,0,4,0,4,..,0,0,3,0,3,..,3,0,9,0,8,..,39,6,45,0,45,..,3,0,3,0,3,..,6,0,6,0,6,..,6,0,6,0,8,..,5,0,4,0,4,..,0,0,0,0,0,..,6,0,5,0,5,..,7
SAL80065,1272,..,..,..,..,1272,..,3,0,3,0,3,..,23,0,26,0,26,..,0,0,0,0,0,..,8,0,8,0,8,..,6,0,7,0,7,..,0,0,0,0,0,..,11,0,15,0,15,..,7,0,7,0,7,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,9,0,9,0,9,..,8,3,13,0,13,..,8,0,8,0,8,..,7,0,7,0,7,..,0,0,4,0,4,..,0,0,0,0,4,..,37,4,40,0,41,..,9,0,8,0,8,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,13,0,9,0,9,..,6,0,6,0,6,..,13,0,13,0,13,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0
SAL80066,1412,..,..,..,..,1412,..,0,0,0,0,0,..,17,3,18,0,18,..,3,0,3,0,3,..,18,0,20,0,20,..,13,5,19,0,19,..,0,0,0,0,0,..,34,0,39,0,39,..,3,0,3,0,3,..,11,0,5,0,5,..,13,0,13,0,13,..,9,0,9,0,9,..,3,0,3,0,3,..,14,0,14,0,14,..,33,0,35,0,35,..,67,0,66,0,73,..,24,0,25,0,23,..,11,0,11,0,11,..,19,0,19,0,17,..,9,0,9,0,13,..,174,8,184,0,186,..,4,0,4,0,4,..,8,0,8,0,8,..,0,0,0,0,0,..,15,6,17,0,16,..,4,0,4,0,4,..,8,0,8,0,8,..,3,0,3,0,3,..,5,0,5,0,5,..,0,0,0,0,0,..,4,0,6,0,6,..,0,0,0,0,0,..,5,0,5,0,5,..,14
SAL80067,2061,..,..,..,..,2061,..,0,0,0,0,0,..,4,4,5,0,5,..,0,0,0,0,0,..,15,3,12,0,12,..,38,9,50,0,50,..,0,0,0,0,0,..,57,15,67,0,67,..,9,0,10,0,10,..,42,0,42,0,42,..,12,0,12,0,12,..,15,0,17,0,20,..,17,0,17,0,17,..,0,0,0,0,0,..,12,0,12,0,12,..,32,0,32,0,32,..,17,0,15,0,14,..,8,0,8,0,8,..,12,0,12,0,12,..,0,0,0,0,0,..,102,0,101,0,102,..,20,0,20,0,20,..,3,0,3,0,4,..,0,0,0,0,0,..,9,0,15,0,15,..,6,0,6,0,6,..,4,0,4,0,4,..,7,0,10,0,10,..,13,0,13,0,13,..,0,0,0,0,0,..,4,0,6,0,6,..,4,0,4,0,4,..,3,0,7,0,7,..,4
SAL80068,2069,..,..,..,..,2069,..,10,0,14,0,14,..,39,7,44,0,49,..,4,0,3,0,3,..,58,17,75,0,75,..,272,146,421,5,426,..,6,3,12,0,12,..,341,168,508,5,511,..,23,4,29,0,29,..,4,0,8,0,8,..,11,0,11,0,11,..,9,0,9,0,9,..,44,0,47,0,47,..,63,5,72,0,72,..,91,6,94,0,94,..,223,8,230,0,230,..,88,3,92,0,92,..,18,0,18,0,18,..,74,7,86,0,86,..,23,0,22,0,22,..,623,33,656,0,658,..,19,0,18,0,18,..,9,4,9,0,9,..,4,0,0,0,0,..,90,58,147,0,147,..,13,0,12,0,12,..,11,0,11,0,11,..,39,5,46,0,46,..,6,0,6,0,6,..,12,0,15,0,15,..,4,0,4,0,4,..,4,0,4,0,4,..,7,0,7,0,7,..,27
SAL80069,1299,..,..,..,..,1299,..,0,0,0,0,0,..,6,0,6,0,6,..,5,0,5,0,5,..,3,0,3,0,3,..,10,0,11,0,11,..,0,0,0,0,0,..,17,0,20,0,20,..,0,0,0,0,0,..,20,0,20,0,20,..,9,0,9,0,9,..,17,3,19,0,19,..,9,0,9,0,9,..,0,0,0,0,0,..,8,0,8,0,8,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,25,0,25,0,25,..,8,0,8,0,8,..,8,0,8,0,8,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
SAL80070,136,..,..,..,..,136,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
SAL80071,2230,..,..,..,..,2230,..,3,0,3,0,3,..,29,5,30,0,30,..,0,0,0,0,0,..,69,17,84,0,84,..,242,101,342,0,342,..,5,0,5,0,5,..,313,117,431,0,429,..,22,4,22,0,22,..,19,3,23,0,23,..,6,0,6,0,6,..,34,6,35,0,35,..,78,0,78,0,78,..,44,0,44,0,44,..,82,0,84,0,84,..,124,0,130,0,130,..,68,12,73,0,73,..,27,0,30,0,30,..,81,0,76,0,84,..,25,0,29,0,29,..,525,18,543,0,545,..,10,0,10,0,10,..,17,0,17,0,17,..,0,0,0,0,0,..,64,26,99,0,99,..,0,0,0,0,0,..,22,0,22,0,22,..,7,3,10,0,10,..,4,0,4,0,4,..,14,0,14,0,14,..,8,0,8,0,8,..,10,0,10,0,10,..,9,0,9,0,9,..,8
SAL80072,1161,..,..,..,..,1161,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,13,6,21,0,21,..,0,0,0,0,0,..,19,6,22,0,26,..,3,0,3,0,3,..,0,0,0,0,0,..,6,0,6,0,6,..,19,5,22,0,22,..,20,0,23,0,23,..,8,0,8,0,8,..,14,0,14,0,14,..,20,0,20,0,20,..,7,0,13,0,13,..,3,0,9,0,9,..,8,0,8,0,8,..,0,0,0,0,0,..,87,7,88,0,88,..,10,0,13,0,13,..,5,0,5,0,5,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
SAL80073,1336,..,..,..,..,1336,..,0,0,0,0,0,..,10,0,10,0,10,..,0,0,0,0,0,..,7,0,8,0,8,..,8,7,20,0,20,..,0,0,0,0,0,..,16,9,28,0,28,..,6,0,3,0,3,..,0,0,0,0,0,..,9,0,10,0,10,..,4,4,10,0,10,..,6,0,6,0,6,..,0,0,0,0,0,..,11,0,11,0,11,..,0,0,0,0,0,..,9,0,9,0,9,..,6,0,6,0,6,..,7,0,7,0,7,..,0,0,0,0,0,..,38,0,38,0,38,..,5,0,5,0,5,..,8,0,8,0,8,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,3,0,3,0,3,..,0,5,6,0,6,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,6,0,6,..,3
SAL80074,1109,..,..,..,..,1109,..,4,0,4,0,4,..,5,0,5,0,5,..,0,0,0,0,0,..,6,0,7,0,7,..,7,11,13,0,13,..,0,0,0,0,0,..,10,9,17,0,17,..,3,0,6,0,6,..,7,0,7,0,7,..,7,0,7,0,7,..,0,0,3,0,3,..,9,0,9,0,9,..,0,0,0,0,0,..,6,0,6,0,6,..,8,0,8,0,8,..,16,0,16,0,16,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,3,0,3,..,42,0,46,0,46,..,9,0,13,0,13,..,0,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,6,0,6,0,6,..,5,0,5,0,5,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,3,..,3
SAL80075,2127,..,..,..,..,2127,..,4,0,4,0,4,..,20,7,26,0,26,..,3,0,3,0,3,..,8,0,8,0,8,..,25,7,27,0,27,..,0,0,0,0,0,..,31,7,31,0,31,..,4,4,9,0,9,..,11,0,11,0,11,..,8,0,8,0,8,..,10,0,10,0,10,..,12,0,16,0,16,..,20,0,23,0,23,..,24,0,27,0,27,..,32,0,35,0,35,..,42,3,44,0,44,..,10,0,9,0,9,..,14,0,11,0,11,..,9,0,9,0,9,..,159,5,167,0,171,..,14,0,14,0,14,..,7,0,7,0,7,..,0,0,5,0,5,..,0,4,3,0,3,..,7,0,7,0,7,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,4,0,4,..,0,0,0,0,0,..,3,0,6,0,3,..,3,0,3,0,3,..,5,0,5,0,5,..,7
SAL80076,1238,..,..,..,..,1238,..,3,0,3,0,3,..,7,0,7,0,7,..,0,0,0,0,0,..,7,0,10,0,10,..,11,0,7,0,7,..,0,0,0,0,0,..,21,3,27,0,27,..,3,0,3,0,3,..,17,0,22,0,22,..,5,0,5,0,5,..,4,0,4,0,4,..,3,0,3,0,3,..,5,0,5,0,5,..,10,0,10,0,10,..,26,0,26,0,26,..,5,0,5,0,5,..,6,0,6,0,6,..,0,0,0,0,0,..,4,0,4,0,4,..,49,0,49,0,49,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,3,0,3,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,5,0,5,..,0
SAL80077,10,..,..,..,..,10,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
SAL80078,773,..,..,..,..,773,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,28,3,28,0,28,..,33,3,37,0,37,..,3,0,3,0,3,..,64,3,72,0,72,..,3,0,5,0,5,..,0,0,3,0,3,..,8,0,11,0,11,..,12,0,15,0,15,..,8,0,8,0,8,..,3,0,3,0,3,..,15,0,15,0,15,..,3,0,3,0,3,..,13,0,12,0,12,..,8,0,8,0,8,..,8,0,8,0,8,..,9,0,9,0,9,..,65,0,67,0,67,..,5,0,5,0,5,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,15,0,19,0,19,..,10,0,10,0,10,..,3,0,7,0,7,..,6,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
SAL80079,1603,..,..,..,..,1603,..,9,0,9,0,9,..,32,9,43,0,43,..,0,0,0,0,0,..,7,0,10,0,10,..,3,4,5,0,7,..,0,0,0,0,0,..,11,8,16,0,18,..,6,0,8,0,8,..,10,0,10,0,6,..,10,0,10,0,10,..,10,0,10,0,10,..,8,0,8,0,10,..,3,0,3,0,3,..,15,0,16,0,16,..,12,0,16,0,16,..,32,0,31,0,31,..,5,0,11,0,11,..,12,0,12,0,12,..,0,0,0,0,0,..,91,5,101,0,105,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,7,0,7,0,7,..,31,0,29,0,29,..,0,0,0,0,0,..,4,0,0,0,0,..,3,0,3,0,3,..,4,0,4,0,4,..,5,0,5,0,5,..,6,0,7,0,7,..,5
SAL80080,160,..,..,..,..,160,..,9,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,9,0,9,..,0,0,0,0,0,..,7,0,6,0,6,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,7,0,12,0,12,..,12,0,15,0,15,..,7,0,13,0,13,..,24,0,24,0,21,..,3,0,3,0,3,..,13,0,13,0,13,..,7,0,7,0,7,..,81,4,81,0,80,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,4,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
SAL80081,2808,..,..,..,..,2808,..,0,0,0,0,0,..,29,0,35,0,35,..,0,0,0,0,0,..,22,4,29,6,34,..,130,54,187,0,189,..,6,0,3,0,3,..,162,62,222,0,225,..,38,3,40,0,40,..,19,0,19,0,19,..,9,0,9,0,9,..,46,3,48,0,48,..,8,0,12,0,12,..,8,0,8,0,8,..,29,0,27,0,27,..,31,0,34,0,32,..,18,0,18,0,18,..,20,0,20,0,20,..,29,0,29,0,29,..,12,0,12,0,12,..,151,8,153,0,156,..,34,3,34,0,34,..,3,0,3,0,3,..,3,0,3,0,3,..,5,0,12,0,13,..,16,4,16,0,16,..,4,0,4,0,4,..,6,4,9,0,9,..,9,0,8,0,11,..,7,0,6,0,6,..,12,0,12,0,12,..,18,0,19,0,18,..,19,0,17,0,19,..,11
SAL80082,6433,..,..,..,..,6433,..,8,0,8,0,8,..,47,9,54,0,55,..,0,0,0,0,0,..,21,6,34,0,34,..,32,8,39,0,39,..,0,0,0,0,0,..,51,18,71,0,71,..,25,8,35,0,35,..,36,0,40,0,40,..,34,0,34,0,34,..,27,4,32,0,32,..,11,0,11,0,11,..,3,0,3,0,3,..,36,6,37,0,37,..,64,5,66,0,66,..,38,4,43,0,43,..,16,0,17,0,17,..,13,0,17,0,17,..,3,0,3,0,3,..,185,11,198,3,204,..,31,4,34,0,34,..,13,0,15,0,14,..,0,0,0,0,0,..,7,7,17,0,17,..,8,0,8,0,8,..,93,8,101,6,105,..,6,0,9,0,9,..,11,0,16,0,16,..,9,0,9,0,9,..,14,0,14,0,14,..,14,0,16,0,16,..,20,5,17,0,17,..,12
SAL80083,2355,..,..,..,..,2355,..,4,0,4,0,4,..,28,3,23,0,23,..,0,0,0,0,0,..,24,0,24,0,24,..,42,3,48,0,48,..,0,0,0,0,0,..,70,9,77,0,77,..,10,0,10,0,10,..,40,0,36,0,43,..,15,0,15,0,17,..,11,0,9,0,9,..,10,0,10,0,10,..,5,0,5,0,5,..,10,0,14,0,18,..,17,0,17,0,17,..,7,0,7,0,7,..,12,0,12,0,12,..,10,0,10,0,10,..,5,0,5,0,5,..,71,0,72,0,78,..,22,0,22,0,22,..,7,0,8,0,8,..,0,0,0,0,0,..,20,0,19,0,19,..,4,0,4,0,4,..,3,0,3,0,3,..,8,0,8,0,8,..,6,0,5,0,5,..,9,0,9,0,9,..,10,0,10,0,10,..,6,0,6,0,6,..,13,0,13,0,13,..,6
SAL80084,1518,..,..,..,..,1518,..,3,0,3,0,3,..,9,0,9,0,9,..,0,0,0,0,0,..,10,0,12,0,12,..,10,5,19,0,19,..,0,0,0,0,0,..,24,9,28,0,28,..,4,0,6,0,6,..,3,0,3,0,3,..,7,0,7,0,7,..,8,0,8,0,8,..,3,0,3,0,3,..,0,0,0,0,0,..,15,0,18,0,20,..,6,0,5,0,5,..,16,0,20,0,20,..,0,0,0,0,0,..,11,0,10,0,10,..,0,0,0,0,0,..,53,3,60,0,62,..,18,0,18,0,18,..,7,0,5,0,5,..,0,0,0,0,0,..,5,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,3,0,9,0,9,..,0,0,0,0,0,..,4
SAL80085,591,..,..,..,..,591,..,4,0,4,0,4,..,12,0,12,0,12,..,0,0,0,0,0,..,37,5,42,0,42,..,174,32,208,6,206,..,4,0,7,0,7,..,218,36,258,6,264,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,16,0,16,0,16,..,3,0,3,0,3,..,39,0,39,0,39,..,42,0,42,0,42,..,32,0,32,0,32,..,11,0,18,0,18,..,45,0,45,0,45,..,3,0,3,0,3,..,193,5,194,0,194,..,3,0,3,0,3,..,0,0,0,0,0,..,6,0,6,0,6,..,20,3,26,0,24,..,3,0,3,0,3,..,19,3,24,0,24,..,11,0,11,0,11,..,8,0,7,0,8,..,5,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,8,0,8,0,8,..,7
