SAL_CODE_2021,A25_34_UOLSE_T_11_15,A25_34_UOLSE_T_16,A25_34_UOLSE_T_17,A25_34_UOLSE_T_18,A25_34_UOLSE_T_19,A25_34_UOLSE_T_20,A25_34_UOLSE_T_21,A25_34_UOLSE_T_YNS,A25_34_UOLSE_T_T,A25_34_L_PinE_NS_B_05,A25_34_L_PinE_NS_06_10,A25_34_L_PinE_NS_11_15,A25_34_L_PinE_NS_16,A25_34_L_PinE_NS_17,A25_34_L_PinE_NS_18,A25_34_L_PinE_NS_19,A25_34_L_PinE_NS_20,A25_34_L_PinE_NS_21,A25_34_L_PinE_NS_YNS,A25_34_L_PinE_NS_T,A25_34_T_B_05,A25_34_T_06_10,A25_34_T_11_15,A25_34_T_16,A25_34_T_17,A25_34_T_18,A25_34_T_19,A25_34_T_20,A25_34_T_21,A25_34_T_YNS,A25_34_T_T,A35_44_SEO_B_05,A35_44_SEO_06_10,A35_44_SEO_11_15,A35_44_SEO_16,A35_44_SEO_17,A35_44_SEO_18,A35_44_SEO_19,A35_44_SEO_20,A35_44_SEO_21,A35_44_SEO_YNS,A35_44_SEO_T,A35_44_UOLSE_VWW_B_05,A35_44_UOLSE_VWW_06_10,A35_44_UOLSE_VWW_11_15,A35_44_UOLSE_VWW_16,A35_44_UOLSE_VWW_17,A35_44_UOLSE_VWW_18,A35_44_UOLSE_VWW_19,A35_44_UOLSE_VWW_20,A35_44_UOLSE_VWW_21,A35_44_UOLSE_VWW_YNS,A35_44_UOLSE_VWW_T,A35_44_UOLSE_NWNAA_B_05,A35_44_UOLSE_NWNAA_06_10,A35_44_UOLSE_NWNAA_11_15,A35_44_UOLSE_NWNAA_16,A35_44_UOLSE_NWNAA_17,A35_44_UOLSE_NWNAA_18,A35_44_UOLSE_NWNAA_19,A35_44_UOLSE_NWNAA_20,A35_44_UOLSE_NWNAA_21,A35_44_UOLSE_NWNAA_YNS,A35_44_UOLSE_NWNAA_T,A35_44_UOLSE_PinE_NS_B_05,A35_44_UOLSE_PinE_NS_06_10,A35_44_UOLSE_PinE_NS_11_15,A35_44_UOLSE_PinE_NS_16,A35_44_UOLSE_PinE_NS_17,A35_44_UOLSE_PinE_NS_18,A35_44_UOLSE_PinE_NS_19,A35_44_UOLSE_PinE_NS_20,A35_44_UOLSE_PinE_NS_21,A35_44_UOLSE_PinE_NS_YNS,A35_44_UOLSE_PinE_NS_T,A35_44_UOLSE_T_B_05,A35_44_UOLSE_T_06_10,A35_44_UOLSE_T_11_15,A35_44_UOLSE_T_16,A35_44_UOLSE_T_17,A35_44_UOLSE_T_18,A35_44_UOLSE_T_19,A35_44_UOLSE_T_20,A35_44_UOLSE_T_21,A35_44_UOLSE_T_YNS,A35_44_UOLSE_T_T,A35_44_L_PinE_NS_B_05,A35_44_L_PinE_NS_06_10,A35_44_L_PinE_NS_11_15,A35_44_L_PinE_NS_16,A35_44_L_PinE_NS_17,A35_44_L_PinE_NS_18,A35_44_L_PinE_NS_19,A35_44_L_PinE_NS_20,A35_44_L_PinE_NS_21,A35_44_L_PinE_NS_YNS,A35_44_L_PinE_NS_T,A35_44_T_B_05,A35_44_T_06_10,A35_44_T_11_15,A35_44_T_16,A35_44_T_17,A35_44_T_18,A35_44_T_19,A35_44_T_20,A35_44_T_21,A35_44_T_YNS,A35_44_T_T,A45_54_SEO_B_05,A45_54_SEO_06_10,A45_54_SEO_11_15,A45_54_SEO_16,A45_54_SEO_17,A45_54_SEO_18,A45_54_SEO_19,A45_54_SEO_20,A45_54_SEO_21,A45_54_SEO_YNS,A45_54_SEO_T,A45_54_UOLSE_VWW_B_05,A45_54_UOLSE_VWW_06_10,A45_54_UOLSE_VWW_11_15,A45_54_UOLSE_VWW_16,A45_54_UOLSE_VWW_17,A45_54_UOLSE_VWW_18,A45_54_UOLSE_VWW_19,A45_54_UOLSE_VWW_20,A45_54_UOLSE_VWW_21,A45_54_UOLSE_VWW_YNS,A45_54_UOLSE_VWW_T,A45_54_UOLSE_NWNAA_B_05,A45_54_UOLSE_NWNAA_06_10,A45_54_UOLSE_NWNAA_11_15,A45_54_UOLSE_NWNAA_16,A45_54_UOLSE_NWNAA_17,A45_54_UOLSE_NWNAA_18,A45_54_UOLSE_NWNAA_19,A45_54_UOLSE_NWNAA_20,A45_54_UOLSE_NWNAA_21,A45_54_UOLSE_NWNAA_YNS,A45_54_UOLSE_NWNAA_T,A45_54_UOLSE_PinE_NS_B_05,A45_54_UOLSE_PinE_NS_06_10,A45_54_UOLSE_PinE_NS_11_15,A45_54_UOLSE_PinE_NS_16,A45_54_UOLSE_PinE_NS_17,A45_54_UOLSE_PinE_NS_18,A45_54_UOLSE_PinE_NS_19,A45_54_UOLSE_PinE_NS_20,A45_54_UOLSE_PinE_NS_21,A45_54_UOLSE_PinE_NS_YNS,A45_54_UOLSE_PinE_NS_T,A45_54_UOLSE_T_B_05,A45_54_UOLSE_T_06_10,A45_54_UOLSE_T_11_15,A45_54_UOLSE_T_16,A45_54_UOLSE_T_17,A45_54_UOLSE_T_18,A45_54_UOLSE_T_19,A45_54_UOLSE_T_20,A45_54_UOLSE_T_21,A45_54_UOLSE_T_YNS,A45_54_UOLSE_T_T,A45_54_L_PinE_NS_B_05,A45_54_L_PinE_NS_06_10,A45_54_L_PinE_NS_11_15,A45_54_L_PinE_NS_16,A45_54_L_PinE_NS_17,A45_54_L_PinE_NS_18,A45_54_L_PinE_NS_19,A45_54_L_PinE_NS_20,A45_54_L_PinE_NS_21,A45_54_L_PinE_NS_YNS,A45_54_L_PinE_NS_T,A45_54_T_B_05,A45_54_T_06_10,A45_54_T_11_15,A45_54_T_16,A45_54_T_17,A45_54_T_18,A45_54_T_19,A45_54_T_20,A45_54_T_21,A45_54_T_YNS,A45_54_T_T,A55_64_SEO_B_05,A55_64_SEO_06_10,A55_64_SEO_11_15,A55_64_SEO_16,A55_64_SEO_17,A55_64_SEO_18,A55_64_SEO_19,A55_64_SEO_20,A55_64_SEO_21,A55_64_SEO_YNS,A55_64_SEO_T,A55_64_UOLSE_VWW_B_05,A55_64_UOLSE_VWW_06_10,A55_64_UOLSE_VWW_11_15,A55_64_UOLSE_VWW_16
SAL80037,27,4,9,13,7,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,18,8,28,7,11,15,7,0,0,0,92,33,6,7,0,0,0,0,0,0,0,46,28,25,37,6,0,8,3,0,0,0,106,0,8,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,28,28,37,8,0,8,3,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,61,33,40,8,0,7,3,0,0,0,156,64,3,0,0,0,0,3,0,0,0,73,36,32,8,0,0,0,0,0,0,0,68,4,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,33,30,9,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,100,36,8,0,0,0,0,0,0,6,150,115,0,0,0,0,0,0,0,0,4,117,60,4,0,0
SAL80038,189,74,81,71,62,19,3,3,625,0,0,0,0,0,0,0,0,0,0,5,109,82,209,79,88,79,72,32,13,10,768,30,12,14,4,0,0,4,3,0,0,69,43,40,45,7,11,10,6,10,3,0,170,0,0,5,0,3,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,43,39,48,8,14,20,8,10,3,0,186,0,0,0,0,0,0,0,0,0,0,0,74,42,60,11,12,20,11,13,4,0,252,45,6,3,3,0,0,0,0,0,0,62,24,17,15,3,0,3,3,4,0,3,72,0,0,0,3,6,3,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,29,17,15,9,8,4,12,4,0,3,84,0,0,0,0,0,0,0,0,0,0,0,69,17,17,7,8,4,7,4,0,6,144,44,0,0,0,0,5,0,0,0,0,49,30,0,6,0
SAL80039,25,4,9,5,6,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,21,21,32,5,7,3,6,0,0,0,97,24,13,6,0,0,0,0,0,0,0,49,33,40,27,0,0,0,0,0,0,3,105,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,32,46,28,0,0,0,0,0,0,3,111,0,0,0,0,0,0,0,0,0,0,0,57,55,35,4,0,3,0,0,0,3,158,70,0,4,0,0,0,0,0,0,0,75,61,24,6,0,0,0,0,0,0,0,93,0,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,65,26,5,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,129,28,10,0,0,3,0,0,0,6,181,128,3,3,0,0,0,0,0,0,0,140,73,8,4,0
SAL80040,18,0,8,14,3,3,0,8,73,0,0,0,0,0,0,0,0,0,0,0,26,8,24,4,9,19,11,3,0,8,106,30,5,3,0,0,4,0,0,0,0,39,16,9,16,5,9,4,3,5,0,0,70,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,14,11,18,5,12,4,3,5,0,0,73,0,0,0,0,0,0,0,0,0,0,0,45,16,18,5,12,9,6,5,0,0,117,61,4,8,4,0,0,0,0,0,0,74,32,3,3,3,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,29,5,3,3,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,88,5,12,5,0,0,3,0,0,0,119,62,0,3,0,0,0,0,0,0,0,65,23,0,0,0
SAL80041,193,66,54,43,29,7,0,3,508,0,0,0,0,0,0,0,0,0,0,0,68,93,204,65,54,50,33,12,0,5,591,51,5,11,0,5,0,0,0,0,0,74,110,207,177,25,11,11,10,0,0,0,553,9,4,5,3,0,0,0,7,0,0,22,0,0,0,0,0,0,0,0,0,0,0,113,207,179,28,17,16,8,11,0,0,577,0,0,0,0,0,0,0,0,0,0,0,165,215,193,28,17,9,8,11,0,0,649,28,3,9,0,0,0,0,0,0,0,39,87,51,34,6,4,0,0,0,3,0,197,0,4,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,89,56,41,10,4,0,0,0,3,0,201,0,0,0,0,0,0,0,0,0,0,0,115,63,50,10,4,0,0,0,3,0,243,25,0,0,0,0,0,0,0,0,0,31,45,3,11,0
SAL80042,99,26,34,19,17,7,0,6,316,0,0,0,0,0,0,0,0,0,0,5,64,77,110,31,35,24,18,7,0,6,376,48,14,11,0,0,0,0,0,0,4,77,157,178,77,10,15,7,4,0,6,0,457,0,8,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,152,183,83,11,15,10,4,0,6,3,467,0,0,0,0,0,0,0,0,0,0,0,197,205,89,16,15,10,4,8,6,0,545,59,7,7,0,0,0,0,0,0,0,72,119,55,17,0,0,0,0,0,0,0,200,3,7,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,123,63,17,0,6,0,3,0,0,0,212,0,0,0,0,0,0,0,0,0,0,0,180,71,23,0,3,0,3,0,0,0,287,43,6,0,0,0,0,0,0,0,0,43,69,16,0,0
SAL80043,33,26,34,28,15,7,0,0,158,0,0,0,0,0,0,0,0,0,0,0,38,8,51,26,37,25,20,8,0,3,216,60,14,7,4,0,0,5,0,0,0,92,24,32,41,4,10,11,9,0,5,0,137,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,26,32,41,4,10,11,9,0,5,0,143,0,0,0,0,0,0,0,0,0,0,0,91,45,44,4,11,11,12,0,5,5,227,90,6,8,6,5,4,0,0,0,0,112,35,13,9,4,0,3,0,0,0,0,70,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,36,13,14,4,0,3,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,117,18,21,8,9,8,3,0,0,0,186,103,0,6,0,0,0,0,0,0,0,115,40,0,0,0
SAL80044,12,7,6,4,4,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,24,9,12,4,6,4,4,4,0,0,64,32,6,6,0,0,0,0,4,0,0,48,29,22,22,0,5,3,7,0,0,3,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,27,22,0,5,3,7,6,0,3,95,0,0,0,0,0,0,0,0,0,0,0,61,34,24,0,5,3,7,7,0,3,143,52,4,0,0,0,0,3,3,0,0,66,31,17,6,0,3,0,0,4,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,17,6,0,3,0,0,4,0,0,64,0,0,0,0,0,0,0,0,0,0,0,85,17,10,0,3,0,0,3,0,3,125,64,0,0,0,0,0,0,0,0,0,63,29,0,0,3
SAL80045,98,24,23,18,12,0,0,3,245,0,0,0,0,0,0,0,0,0,0,0,52,54,108,27,26,21,12,0,0,0,292,34,12,13,0,0,0,0,3,0,0,60,81,139,104,12,7,4,0,5,0,0,348,5,8,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,82,144,110,12,7,0,8,5,0,0,366,0,0,0,0,0,0,0,0,0,0,0,118,158,122,12,7,0,5,5,0,0,430,16,8,0,0,0,0,0,0,3,0,29,51,22,12,0,0,3,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,55,22,15,0,0,3,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,65,25,19,0,0,3,0,6,6,0,131,27,0,0,0,0,0,0,0,0,0,26,32,0,0,0
SAL80046,71,23,38,29,21,0,0,3,232,0,0,0,0,0,0,0,0,0,0,0,61,34,85,29,39,35,29,8,3,4,322,26,5,11,0,0,0,0,0,0,0,47,19,25,25,7,3,17,9,11,3,0,115,0,0,0,0,5,0,6,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,21,23,28,11,9,17,9,11,3,0,136,0,0,0,0,0,0,0,0,0,0,0,52,31,35,11,8,19,10,11,5,5,181,43,0,0,0,0,0,0,0,0,0,48,37,5,6,0,0,0,6,0,0,0,51,0,4,5,0,4,5,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,37,7,10,0,4,4,4,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,77,6,17,0,4,4,4,0,0,4,123,42,7,0,0,0,0,0,0,0,0,45,22,0,4,0
SAL80047,44,17,38,31,22,15,0,4,202,0,0,0,0,0,0,0,0,0,0,0,47,27,53,24,44,32,21,15,0,4,267,48,19,10,0,0,0,0,0,0,0,88,37,45,50,9,14,11,8,10,0,0,192,3,3,13,0,3,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,37,48,66,13,18,14,9,10,0,4,217,0,0,0,0,0,0,0,0,0,0,0,86,68,80,16,18,14,11,10,0,3,301,54,6,3,0,0,0,0,0,0,0,66,39,5,12,0,0,0,3,0,0,0,68,0,0,3,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,44,6,15,0,0,0,7,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,96,15,20,0,0,0,7,0,0,0,150,67,3,0,0,0,0,0,0,0,0,70,30,4,0,0
SAL80048,15,8,7,4,5,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,17,14,20,13,7,4,11,0,0,0,85,35,13,0,0,0,0,0,0,0,0,52,12,23,12,0,5,5,0,0,5,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,23,12,0,5,5,0,0,5,0,60,0,0,0,0,0,0,0,0,0,0,0,51,33,12,0,5,5,0,0,5,0,110,64,8,5,3,0,0,0,0,0,0,75,30,5,7,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,8,7,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,91,17,13,3,0,0,0,0,0,0,122,76,3,0,0,0,0,0,0,0,0,77,21,5,4,0
SAL80049,51,10,15,13,13,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,42,42,57,10,15,11,15,0,0,0,188,69,15,8,0,0,0,0,0,0,4,92,77,91,29,5,10,3,3,0,0,4,223,7,7,8,7,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,81,103,39,11,10,3,6,0,0,4,253,0,0,0,0,0,0,0,0,0,0,0,150,116,45,9,10,7,6,0,0,4,346,89,13,4,3,0,0,0,0,0,0,109,129,33,14,0,0,0,0,0,0,0,178,8,16,7,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,138,45,16,0,3,0,0,0,0,0,205,0,0,0,0,0,0,0,0,0,0,0,226,56,27,3,3,0,0,0,0,0,314,96,3,0,0,0,0,0,0,0,3,102,97,12,3,0
SAL80050,39,10,13,14,12,0,0,3,132,0,0,0,0,0,0,0,0,0,0,0,45,24,50,17,20,14,7,5,0,4,178,42,9,10,0,0,0,0,0,0,0,74,34,42,20,0,4,10,3,3,0,0,117,0,3,0,0,4,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,34,47,27,0,8,5,3,3,0,0,127,0,0,0,0,0,0,0,0,0,0,0,82,59,37,0,11,7,5,3,0,0,201,72,8,0,0,0,0,0,0,0,3,84,47,15,8,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,47,20,11,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,117,28,18,0,3,0,0,0,0,4,168,80,4,0,0,0,0,0,0,0,0,85,57,3,0,0
SAL80051,11,0,4,7,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,16,3,11,0,4,7,0,0,0,0,44,26,13,0,0,0,0,0,0,0,0,46,23,12,11,0,0,0,0,0,0,0,55,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,24,18,11,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,55,26,16,0,0,4,0,0,0,0,104,50,7,5,0,6,0,0,0,0,0,66,32,20,8,0,0,0,0,0,0,0,56,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,32,20,11,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,75,27,14,0,6,0,0,0,0,0,127,91,0,0,0,0,0,0,0,0,0,92,52,0,0,0
SAL80052,23,8,6,15,8,0,0,5,83,0,0,0,0,0,0,0,0,0,0,0,20,10,26,10,11,15,11,0,0,7,113,33,3,4,0,3,3,0,0,0,0,48,21,32,26,3,0,6,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,33,26,3,0,10,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,60,34,30,0,7,9,0,0,0,3,142,65,7,11,5,0,0,0,0,0,0,82,26,17,8,0,0,4,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,17,10,0,0,4,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,94,24,15,5,0,4,0,0,0,0,146,97,0,4,0,0,0,0,0,0,3,102,43,0,3,0
SAL80053,25,8,5,15,10,4,0,0,72,0,0,0,0,0,0,0,0,0,0,0,15,10,31,13,5,15,8,6,0,0,94,33,13,4,0,0,0,0,0,0,0,46,28,28,32,0,3,4,0,0,0,5,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,28,32,0,3,4,0,0,0,5,96,0,0,0,0,0,0,0,0,0,0,0,56,36,32,3,3,4,4,0,3,4,150,41,7,3,0,0,0,0,0,0,0,53,18,14,15,6,0,0,0,4,0,0,53,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,14,14,15,0,0,0,0,5,0,0,59,0,0,0,0,0,0,0,0,0,0,0,63,18,16,0,0,0,0,5,0,0,111,54,0,0,0,0,0,0,5,0,0,56,13,0,0,0
SAL80054,56,17,27,25,19,0,0,3,195,0,0,0,0,0,0,0,0,0,0,0,27,36,65,22,30,26,19,6,4,4,239,32,11,10,0,0,0,0,0,0,0,67,43,71,56,12,4,7,10,0,0,0,200,0,10,3,0,0,4,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,41,79,61,15,4,9,9,0,0,4,219,0,0,0,0,0,0,0,0,0,0,0,77,90,77,14,4,5,9,0,0,3,283,47,5,7,0,0,0,0,0,0,0,64,70,22,11,3,0,3,0,0,0,0,106,5,4,3,0,0,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,74,23,14,3,0,3,4,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,123,26,20,0,0,7,4,0,0,4,180,88,4,0,0,0,0,0,0,0,0,93,106,11,0,0
SAL80055,22,10,18,10,4,4,0,0,87,0,0,0,0,0,0,0,0,0,0,0,20,18,23,11,18,10,12,4,0,0,116,26,3,15,0,0,0,0,0,0,0,47,16,24,9,0,4,5,0,0,0,0,60,0,4,6,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,16,25,12,0,8,5,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,43,34,26,0,8,4,0,0,0,0,115,50,0,0,0,0,0,0,0,0,0,53,26,12,8,4,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,32,12,8,4,3,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,76,14,9,4,3,5,0,0,0,5,107,65,0,0,0,0,0,0,0,0,0,71,25,6,0,0
SAL80056,38,13,12,8,10,0,0,5,139,0,0,0,0,0,0,0,0,0,0,0,35,36,42,20,17,8,10,0,0,4,172,51,8,0,3,4,6,0,0,0,0,68,136,122,38,5,6,10,3,0,0,6,328,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,142,127,42,5,6,10,3,0,0,3,333,0,0,0,0,0,0,0,0,0,0,0,183,132,41,9,13,13,11,0,0,7,404,71,17,20,0,5,0,3,0,0,0,118,118,39,18,0,0,0,0,0,0,3,180,4,5,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,125,42,15,0,3,0,4,0,0,3,195,0,0,0,0,0,0,0,0,0,0,0,193,62,31,0,5,9,3,0,0,3,307,51,0,4,0,4,0,0,0,0,0,58,67,6,3,0
SAL80057,3,0,0,3,7,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,16,14,5,7,0,3,7,0,0,0,49,19,3,6,0,0,0,0,0,0,0,25,17,11,5,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,17,11,5,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,35,10,13,0,0,0,0,0,0,0,66,34,6,4,0,0,0,0,0,0,0,42,20,11,9,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,11,9,0,5,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,53,12,10,0,5,0,0,0,0,0,81,38,0,5,0,0,0,0,4,0,0,48,22,4,0,0
SAL80058,361,121,168,132,90,25,9,20,1113,0,0,0,0,0,0,0,0,0,0,0,99,155,385,129,170,142,96,28,9,21,1227,66,28,28,0,0,4,5,3,0,0,127,217,281,143,22,27,18,13,6,3,10,734,8,14,29,3,4,8,7,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,222,295,171,27,26,25,20,3,3,14,804,0,0,0,0,0,0,0,0,0,4,4,286,323,193,29,28,29,24,10,4,12,934,47,13,11,6,0,0,0,0,0,0,86,217,89,36,8,4,3,4,0,0,0,358,16,17,6,0,3,3,8,8,0,3,68,0,0,0,0,0,0,0,0,0,0,0,232,103,42,6,5,9,9,6,0,3,423,0,0,0,0,0,0,0,0,0,0,0,278,122,58,6,10,10,12,6,5,9,507,29,6,0,0,0,0,0,0,0,0,40,124,26,6,6
SAL80059,4,5,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,11,4,4,5,0,5,0,0,0,0,26,20,4,0,0,0,0,0,0,0,0,28,9,7,5,0,0,0,3,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,5,0,0,0,3,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,29,12,3,0,0,0,3,0,0,0,54,29,3,0,0,0,0,0,0,0,0,39,3,5,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,36,10,3,0,0,0,0,0,0,0,56,53,0,3,0,0,0,0,0,0,0,51,6,0,0,0
SAL80060,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80061,35,14,23,13,10,15,0,0,131,0,0,0,0,0,0,0,0,0,0,0,20,24,35,17,23,13,15,9,0,0,156,23,8,5,0,4,3,0,0,0,0,41,56,88,77,16,13,12,8,0,0,0,266,0,0,5,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,55,93,74,16,13,10,11,0,0,0,268,0,0,0,0,0,0,0,0,0,0,3,75,97,82,18,13,13,7,7,0,0,318,52,9,5,0,0,0,0,0,0,3,74,35,23,10,0,4,4,5,0,0,0,80,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,35,22,10,5,4,4,5,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,91,36,15,5,4,4,5,0,0,3,160,69,3,0,0,0,0,0,0,0,0,78,43,4,0,0
SAL80062,9,4,3,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,15,16,16,0,3,0,4,0,0,0,64,24,0,4,0,0,0,0,0,0,0,34,15,14,9,0,0,4,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,15,17,12,0,0,4,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,38,19,17,0,0,4,0,0,0,0,80,22,0,0,0,0,0,0,0,0,0,28,32,14,10,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,26,11,11,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,51,19,13,0,0,0,0,0,0,0,83,57,3,0,0,0,0,0,0,0,0,60,21,4,4,0
