SAL_CODE_2021,C0_4F_EO_M_EO,C0_4F_EO_M_O_EVWW,C0_4F_EO_M_O_ENWNA,C0_4F_EO_M_O_PENS,C0_4F_EO_M_O_E_T,C0_4F_EO_M_LPENS,C0_4F_EO_M_T,C0_4F_O_EVWW_M_EO,C0_4F_O_EVWW_M_O_EVWW,C0_4F_O_EVWW_M_O_ENWNA,C0_4F_O_EVWW_M_O_PENS,C0_4F_O_EVWW_M_O_E_T,C0_4F_O_EVWW_M_LPENS,C0_4F_O_EVWW_M_T,C0_4F_O_ENWNA_M_EO,C0_4F_O_ENWNA_M_O_EVWW,C0_4F_O_ENWNA_M_O_ENWNA,C0_4F_O_ENWNA_M_O_PENS,C0_4F_O_ENWNA_M_O_E_T,C0_4F_O_ENWNA_M_LPENS,C0_4F_O_ENWNA_M_T,C0_4F_O_PENS_M_EO,C0_4F_O_PENS_M_O_EVWW,C0_4F_O_PENS_M_O_ENWNA,C0_4F_O_PENS_M_O_PENS,C0_4F_O_PENS_M_O_E_T,C0_4F_O_PENS_M_LPENS,C0_4F_O_PENS_M_T,C0_4F_O_E_T_M_EO,C0_4F_O_E_T_M_O_EVWW,C0_4F_O_E_T_M_O_ENWNA,C0_4F_O_E_T_M_O_PENS,C0_4F_O_E_T_M_O_E_T,C0_4F_O_E_T_M_LPENS,C0_4F_O_E_T_M_T,C0_4F_LPENS_M_EO,C0_4F_LPENS_M_O_EVWW,C0_4F_LPENS_M_O_ENWNA,C0_4F_LPENS_M_O_PENS,C0_4F_LPENS_M_O_E_T,C0_4F_LPENS_M_LPENS,C0_4F_LPENS_M_T,C0_4F_T_M_EO,C0_4F_T_M_O_EVWW,C0_4F_T_M_O_ENWNA,C0_4F_T_M_O_PENS,C0_4F_T_M_O_E_T,C0_4F_T_M_LPENS,C0_4F_T_M_T,C5_9F_EO_M_EO,C5_9F_EO_M_O_EVWW,C5_9F_EO_M_O_ENWNA,C5_9F_EO_M_O_PENS,C5_9F_EO_M_O_E_T,C5_9F_EO_M_LPENS,C5_9F_EO_M_T,C5_9F_O_EVWW_M_EO,C5_9F_O_EVWW_M_O_EVWW,C5_9F_O_EVWW_M_O_ENWNA,C5_9F_O_EVWW_M_O_PENS,C5_9F_O_EVWW_M_O_E_T,C5_9F_O_EVWW_M_LPENS,C5_9F_O_EVWW_M_T,C5_9F_O_ENWNA_M_EO,C5_9F_O_ENWNA_M_O_EVWW,C5_9F_O_ENWNA_M_O_ENWNA,C5_9F_O_ENWNA_M_O_PENS,C5_9F_O_ENWNA_M_O_E_T,C5_9F_O_ENWNA_M_LPENS,C5_9F_O_ENWNA_M_T,C5_9F_O_PENS_M_EO,C5_9F_O_PENS_M_O_EVWW,C5_9F_O_PENS_M_O_ENWNA,C5_9F_O_PENS_M_O_PENS,C5_9F_O_PENS_M_O_E_T,C5_9F_O_PENS_M_LPENS,C5_9F_O_PENS_M_T,C5_9F_O_E_T_M_EO,C5_9F_O_E_T_M_O_EVWW,C5_9F_O_E_T_M_O_ENWNA,C5_9F_O_E_T_M_O_PENS,C5_9F_O_E_T_M_O_E_T,C5_9F_O_E_T_M_LPENS,C5_9F_O_E_T_M_T,C5_9F_LPENS_M_EO,C5_9F_LPENS_M_O_EVWW,C5_9F_LPENS_M_O_ENWNA,C5_9F_LPENS_M_O_PENS,C5_9F_LPENS_M_O_E_T,C5_9F_LPENS_M_LPENS,C5_9F_LPENS_M_T,C5_9F_T_M_EO,C5_9F_T_M_O_EVWW,C5_9F_T_M_O_ENWNA,C5_9F_T_M_O_PENS,C5_9F_T_M_O_E_T,C5_9F_T_M_LPENS,C5_9F_T_M_T,C10_12F_EO_M_EO,C10_12F_EO_M_O_EVWW,C10_12F_EO_M_O_ENWNA,C10_12F_EO_M_O_PENS,C10_12F_EO_M_O_E_T,C10_12F_EO_M_LPENS,C10_12F_EO_M_T,C10_12F_O_EVWW_M_EO,C10_12F_O_EVWW_M_O_EVWW,C10_12F_O_EVWW_M_O_ENWNA,C10_12F_O_EVWW_M_O_PENS,C10_12F_O_EVWW_M_O_E_T,C10_12F_O_EVWW_M_LPENS,C10_12F_O_EVWW_M_T,C10_12F_O_ENWNA_M_EO,C10_12F_O_ENWNA_M_O_EVWW,C10_12F_O_ENWNA_M_O_ENWNA,C10_12F_O_ENWNA_M_O_PENS,C10_12F_O_ENWNA_M_O_E_T,C10_12F_O_ENWNA_M_LPENS,C10_12F_O_ENWNA_M_T,C10_12F_O_PENS_M_EO,C10_12F_O_PENS_M_O_EVWW,C10_12F_O_PENS_M_O_ENWNA,C10_12F_O_PENS_M_O_PENS,C10_12F_O_PENS_M_O_E_T,C10_12F_O_PENS_M_LPENS,C10_12F_O_PENS_M_T,C10_12F_O_E_T_M_EO,C10_12F_O_E_T_M_O_EVWW,C10_12F_O_E_T_M_O_ENWNA,C10_12F_O_E_T_M_O_PENS,C10_12F_O_E_T_M_O_E_T,C10_12F_O_E_T_M_LPENS,C10_12F_O_E_T_M_T,C10_12F_LPENS_M_EO,C10_12F_LPENS_M_O_EVWW,C10_12F_LPENS_M_O_ENWNA,C10_12F_LPENS_M_O_PENS,C10_12F_LPENS_M_O_E_T,C10_12F_LPENS_M_LPENS,C10_12F_LPENS_M_T,C10_12F_T_M_EO,C10_12F_T_M_O_EVWW,C10_12F_T_M_O_ENWNA,C10_12F_T_M_O_PENS,C10_12F_T_M_O_E_T,C10_12F_T_M_LPENS,C10_12F_T_M_T,C13_14F_EO_M_EO,C13_14F_EO_M_O_EVWW,C13_14F_EO_M_O_ENWNA,C13_14F_EO_M_O_PENS,C13_14F_EO_M_O_E_T,C13_14F_EO_M_LPENS,C13_14F_EO_M_T,C13_14F_O_EVWW_M_EO,C13_14F_O_EVWW_M_O_EVWW,C13_14F_O_EVWW_M_O_ENWNA,C13_14F_O_EVWW_M_O_PENS,C13_14F_O_EVWW_M_O_E_T,C13_14F_O_EVWW_M_LPENS,C13_14F_O_EVWW_M_T,C13_14F_O_ENWNA_M_EO,C13_14F_O_ENWNA_M_O_EVWW,C13_14F_O_ENWNA_M_O_ENWNA,C13_14F_O_ENWNA_M_O_PENS,C13_14F_O_ENWNA_M_O_E_T,C13_14F_O_ENWNA_M_LPENS,C13_14F_O_ENWNA_M_T,C13_14F_O_PENS_M_EO,C13_14F_O_PENS_M_O_EVWW,C13_14F_O_PENS_M_O_ENWNA,C13_14F_O_PENS_M_O_PENS,C13_14F_O_PENS_M_O_E_T,C13_14F_O_PENS_M_LPENS,C13_14F_O_PENS_M_T,C13_14F_O_E_T_M_EO,C13_14F_O_E_T_M_O_EVWW,C13_14F_O_E_T_M_O_ENWNA,C13_14F_O_E_T_M_O_PENS,C13_14F_O_E_T_M_O_E_T,C13_14F_O_E_T_M_LPENS,C13_14F_O_E_T_M_T,C13_14F_LPENS_M_EO,C13_14F_LPENS_M_O_EVWW,C13_14F_LPENS_M_O_ENWNA,C13_14F_LPENS_M_O_PENS,C13_14F_LPENS_M_O_E_T,C13_14F_LPENS_M_LPENS,C13_14F_LPENS_M_T,C13_14F_TM_EO,C13_14F_TM_O_EVWW,C13_14F_TM_O_ENWNA,C13_14F_TM_O_PENS,C13_14F_TM_O_E_T,C13_14F_TM_LPENS,C13_14F_TM_T,C15_17F_EO_M_EO,C15_17F_EO_M_O_EVWW,C15_17F_EO_M_O_ENWNA,C15_17F_EO_M_O_PENS
SAL80061,69,12,0,0,12,0,74,0,82,4,0,88,0,91,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,86,4,0,86,0,94,0,0,0,0,0,0,0,76,94,4,0,98,0,169,120,11,0,0,11,0,132,13,114,0,0,114,0,129,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,120,0,0,123,0,137,0,0,0,0,0,0,0,137,130,0,0,129,0,266,79,3,0,0,3,0,80,8,57,4,0,60,0,66,0,4,0,0,4,0,4,0,0,0,0,0,0,0,8,62,4,0,62,0,69,0,0,0,0,0,0,0,87,64,4,0,68,0,154,44,5,0,0,5,0,50,0,15,0,0,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,21,0,21,0,0,0,0,0,0,0,47,23,0,0,23,0,64,69,6,0,0
SAL80062,104,3,0,0,3,0,106,0,18,0,0,18,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,17,0,22,0,0,0,0,0,0,0,109,20,0,0,24,0,132,103,4,0,0,4,0,109,11,23,0,0,23,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,23,0,0,25,0,32,0,0,0,0,0,0,0,114,28,0,0,27,0,138,64,0,0,0,0,0,65,0,19,0,0,20,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,20,0,28,0,0,0,0,0,0,0,67,19,0,0,20,0,87,31,0,0,0,0,0,35,0,7,0,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,11,0,9,0,0,0,0,0,0,0,33,10,0,0,10,0,45,50,0,0,0
SAL80063,141,3,0,0,3,0,146,3,20,0,0,20,0,22,0,3,0,0,3,0,3,0,0,0,0,0,0,0,3,18,0,0,18,0,22,0,0,0,0,0,0,0,146,25,0,0,25,0,168,152,7,0,0,7,0,159,12,36,0,0,37,0,48,5,5,0,0,5,0,3,0,0,0,0,0,0,0,13,37,0,0,35,0,57,0,0,0,0,0,0,0,166,41,0,0,39,0,208,99,0,0,0,0,0,96,3,21,0,0,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,0,0,25,0,25,0,0,0,0,0,0,0,103,21,0,0,21,0,126,53,0,0,0,0,0,56,8,12,0,0,12,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,0,0,12,0,14,0,0,0,0,0,0,0,56,14,0,0,14,0,71,49,0,0,0
SAL80064,310,9,0,0,8,0,323,22,69,6,0,70,0,94,0,3,0,0,5,0,5,0,0,0,0,0,0,0,22,72,4,0,76,0,98,0,0,0,0,0,0,0,331,78,3,0,88,5,424,288,9,0,0,6,0,298,17,79,0,0,80,0,90,0,4,3,0,9,0,9,0,0,0,0,0,0,0,17,81,3,0,86,0,95,0,0,0,0,0,0,0,305,90,7,0,92,0,401,152,3,0,0,4,0,157,12,41,4,0,48,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,45,4,0,48,0,64,0,0,0,0,0,0,0,158,48,6,0,51,0,218,96,4,0,0,4,0,95,8,27,0,0,24,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,23,0,0,31,0,36,0,0,0,0,0,0,0,108,32,0,0,35,0,135,141,3,0,0
SAL80065,147,0,0,0,0,0,153,11,25,0,0,25,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,25,0,0,25,0,30,0,0,0,0,0,0,0,154,25,0,0,25,0,184,149,5,0,0,5,0,150,12,22,0,0,23,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,22,0,0,23,0,35,0,0,0,0,0,0,0,159,27,0,0,27,0,185,75,0,0,0,0,0,78,0,17,0,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,23,0,22,0,0,0,0,0,0,0,78,25,0,0,21,0,101,36,0,0,0,0,0,41,0,12,0,0,15,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,15,0,19,0,0,0,0,0,0,0,35,18,0,0,16,0,57,42,6,0,0
SAL80066,56,3,0,0,3,0,62,12,95,0,0,95,0,103,0,5,0,0,5,0,0,0,0,0,0,0,0,0,17,97,0,0,97,0,113,0,0,0,0,0,0,0,73,102,0,0,102,0,172,30,0,0,0,0,0,36,3,48,0,0,48,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,49,0,0,49,0,56,0,0,0,0,0,0,0,39,52,0,0,52,0,90,15,0,0,0,0,0,15,0,6,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,10,0,0,0,0,0,0,0,19,6,0,0,6,0,29,14,0,0,0,0,0,14,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,14,3,0,0,3,0,18,18,0,0,0
SAL80067,100,12,0,0,9,0,111,20,33,0,0,33,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,33,0,0,33,0,55,0,0,0,0,0,0,0,123,39,0,0,42,0,167,110,7,0,0,11,0,119,28,32,0,0,32,0,61,0,0,0,0,6,0,6,0,0,0,0,0,0,0,28,38,0,0,35,0,60,0,0,0,0,0,0,0,138,40,0,0,42,0,180,91,4,0,0,4,0,96,7,20,0,0,20,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,20,0,0,20,0,27,0,0,0,0,0,0,0,98,26,0,0,26,0,124,63,3,0,0,3,0,62,8,18,0,0,18,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,22,0,0,22,0,23,0,0,0,0,0,0,0,63,21,0,0,21,0,87,87,3,0,0
SAL80068,145,8,0,0,8,0,155,30,224,14,0,238,0,264,0,30,15,0,37,0,37,0,0,0,0,0,0,0,30,251,27,0,278,0,301,0,0,0,0,0,0,0,170,255,30,0,285,0,454,130,7,0,0,7,0,138,31,162,6,0,166,0,197,0,11,4,0,16,0,16,0,0,0,0,0,0,0,31,173,10,0,184,0,215,0,0,0,0,0,0,0,155,185,10,0,192,0,351,80,0,0,0,0,0,80,7,66,0,0,67,0,76,0,8,0,0,7,0,7,0,0,0,0,0,0,0,7,73,4,0,73,0,82,0,0,0,0,0,0,0,87,73,4,0,76,0,169,71,7,0,0,7,0,76,4,40,0,0,37,0,46,0,3,6,0,8,0,8,0,0,0,0,0,0,0,4,45,5,0,49,0,54,0,0,0,0,0,0,0,76,49,5,0,51,0,132,98,0,0,0
SAL80069,122,3,0,0,3,0,119,8,16,0,0,16,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,17,0,0,17,0,23,0,0,0,0,0,0,0,123,20,0,0,20,0,148,171,0,0,0,0,0,171,9,18,0,0,18,0,28,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,20,3,0,23,0,26,0,0,0,0,0,0,0,183,20,3,0,23,0,201,107,3,0,0,3,0,109,8,13,0,0,13,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,0,0,20,0,21,0,0,0,0,0,0,0,118,18,0,0,20,0,134,81,5,0,0,5,0,83,3,4,0,0,4,0,4,0,0,0,0,4,0,4,0,0,0,0,0,0,0,3,5,0,0,7,0,14,0,0,0,0,0,0,0,80,8,0,0,8,0,93,82,0,0,0
SAL80070,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,18,15,0,0,0,0,0,15,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,15,3,0,0,3,0,23,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,14,0,0,0
SAL80071,192,14,0,0,14,0,211,22,233,8,0,246,0,267,0,18,5,0,18,0,19,0,0,0,0,0,0,0,19,252,10,0,262,0,288,0,0,0,0,0,0,0,216,265,10,0,278,0,494,290,18,0,0,18,0,305,11,229,7,0,235,0,246,0,19,3,0,23,0,24,0,0,0,0,0,0,0,14,246,11,0,261,0,271,0,0,0,0,0,0,0,301,258,11,0,273,0,570,181,7,0,0,7,0,190,13,115,10,0,125,0,138,0,4,3,0,10,0,10,0,0,0,0,0,0,0,13,124,11,0,130,0,144,0,0,0,0,0,0,0,191,130,11,0,143,0,338,92,5,0,0,5,0,96,4,68,5,0,67,0,80,0,4,0,0,4,0,4,0,0,0,0,0,0,0,4,69,8,0,74,0,79,0,0,0,0,0,0,0,99,74,8,0,83,0,175,118,6,0,0
SAL80072,66,0,0,0,0,0,66,0,28,0,0,30,0,34,0,8,0,0,9,0,9,0,0,0,0,0,0,0,0,36,3,0,34,0,40,0,0,0,0,0,0,0,64,36,3,0,34,0,103,97,3,0,0,3,0,98,6,30,0,0,29,0,35,0,0,5,0,5,0,5,0,0,0,0,0,0,0,6,30,3,0,34,0,41,0,0,0,0,0,0,0,104,34,3,0,34,0,137,72,0,0,0,0,0,72,4,16,0,0,16,0,20,0,0,3,0,3,0,3,0,0,0,0,0,0,0,4,16,3,0,19,0,15,0,0,0,0,0,0,0,75,16,3,0,19,0,88,44,0,0,0,0,0,43,0,12,0,0,12,0,13,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,15,0,0,15,0,17,0,0,0,0,0,0,0,43,17,0,0,17,0,59,71,0,0,0
SAL80073,128,0,0,0,0,0,130,11,38,5,0,44,0,49,0,0,0,0,3,0,3,0,0,0,0,0,0,0,11,39,6,0,40,0,51,0,0,0,0,0,0,0,136,40,6,0,42,0,178,129,5,0,0,5,0,129,11,24,3,0,28,0,42,0,3,0,0,3,0,5,0,0,0,0,0,0,0,17,29,8,0,29,0,44,0,0,0,0,0,0,0,138,31,8,0,31,0,174,85,0,0,0,0,0,85,4,19,0,0,19,0,25,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,16,0,0,20,0,26,0,0,0,0,0,0,0,91,16,0,0,20,0,115,54,0,0,0,0,0,54,0,11,0,0,11,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,11,0,16,0,0,0,0,0,0,0,57,11,0,0,11,0,70,62,4,0,0
SAL80074,104,0,0,0,0,0,107,11,17,0,0,17,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,17,0,0,17,0,34,0,0,0,0,0,0,0,112,23,0,0,23,0,136,108,3,0,0,3,0,119,7,18,0,0,18,0,25,0,0,3,0,10,0,10,0,0,0,0,0,0,0,7,20,3,0,24,0,33,0,0,0,0,0,0,0,120,27,3,0,33,0,150,69,0,0,0,0,0,69,0,11,0,0,11,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,11,0,14,0,0,0,0,0,0,0,77,11,0,0,11,0,79,36,0,0,0,0,0,36,5,11,0,0,11,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,0,11,0,12,0,0,0,0,0,0,0,39,11,0,0,11,0,44,64,0,0,0
SAL80075,214,12,0,0,12,0,224,17,84,4,0,89,0,106,0,0,0,0,4,0,4,0,0,0,0,0,0,0,17,89,5,0,93,0,104,0,0,0,0,0,0,0,235,95,5,0,96,0,333,157,6,0,0,6,0,155,6,65,0,0,64,0,72,0,4,4,0,3,0,3,0,0,0,0,0,0,0,6,66,3,0,71,0,79,0,0,0,0,0,0,0,160,74,3,0,73,0,238,93,5,0,0,5,0,103,4,33,4,0,30,0,36,0,0,0,0,4,0,4,0,0,0,0,0,0,0,8,34,5,0,31,0,43,0,0,0,0,0,0,0,103,40,5,0,40,0,143,55,9,0,0,9,0,61,3,14,0,0,16,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,5,0,18,0,16,0,0,0,0,0,0,0,59,19,5,0,21,0,84,73,0,0,0
SAL80076,105,5,0,0,5,0,106,3,19,0,0,25,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,0,0,25,0,28,0,0,0,0,0,0,0,106,22,0,0,23,0,131,137,11,0,0,11,0,147,0,27,0,0,32,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,32,0,32,0,0,0,0,0,0,0,140,38,0,0,37,0,178,96,7,0,0,9,0,99,8,12,0,0,13,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,0,0,13,0,18,0,0,0,0,0,0,0,102,17,4,0,20,0,120,70,3,0,0,3,0,73,0,9,0,0,8,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,8,0,14,0,0,0,0,0,0,0,74,14,0,0,16,0,84,94,0,0,0
SAL80077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80078,39,4,0,0,4,0,41,5,28,0,0,28,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,28,0,0,28,0,31,0,0,0,0,0,0,0,37,30,0,0,30,0,69,43,6,0,0,6,0,54,11,39,0,0,39,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,39,0,0,39,0,52,0,0,0,0,0,0,0,55,44,0,0,44,0,98,47,5,0,0,5,0,50,3,16,0,0,16,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,0,0,16,0,18,0,0,0,0,0,0,0,49,21,0,0,21,0,72,21,8,0,0,8,0,26,0,10,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,16,0,16,0,0,0,0,0,0,0,21,17,0,0,19,0,39,44,6,0,0
SAL80079,165,9,0,0,9,0,174,9,65,0,0,71,0,80,0,0,0,0,5,0,5,0,0,0,0,0,0,0,9,67,3,0,68,0,77,0,0,0,0,0,0,0,173,72,3,0,80,0,252,136,9,0,0,9,0,146,3,63,0,0,70,0,70,0,5,3,0,7,0,7,0,0,0,0,0,0,0,3,66,3,0,76,0,78,0,0,0,0,0,0,0,142,76,3,0,82,0,220,102,5,0,0,5,0,102,7,21,0,0,23,0,30,0,0,5,0,4,0,4,0,0,0,0,0,0,0,7,20,5,0,25,0,28,0,0,0,0,0,0,0,109,22,5,0,27,0,136,53,0,0,0,0,0,53,3,11,3,0,15,0,21,0,0,0,0,4,0,4,0,0,0,0,0,0,0,3,14,3,0,21,0,20,0,0,0,0,0,0,0,59,14,3,0,21,0,74,57,3,0,0
SAL80080,23,4,0,0,4,0,29,0,27,3,0,31,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,3,0,35,0,35,0,0,0,0,0,0,0,26,33,3,0,36,0,59,15,6,0,0,6,0,19,3,40,0,0,42,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,40,3,0,43,0,45,0,0,0,0,0,0,0,18,44,3,0,45,0,68,5,0,0,0,0,0,5,4,16,0,0,17,0,23,0,0,7,0,3,0,3,0,0,0,0,0,0,0,4,20,5,0,21,0,23,0,0,0,0,0,0,0,7,23,5,0,29,0,34,0,0,0,0,0,0,0,0,10,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,11,0,11,0,0,0,0,0,0,0,0,11,3,0,11,0,19,4,0,0,0
SAL80081,250,10,0,0,10,0,262,21,79,3,0,80,0,103,0,3,0,0,6,0,5,0,0,0,0,0,0,0,25,83,4,0,83,0,110,0,0,0,0,0,0,0,273,94,4,0,94,0,376,270,15,0,0,15,0,290,16,83,5,0,88,0,109,0,3,3,0,8,0,8,0,0,0,0,0,0,0,16,83,8,0,94,0,110,0,0,0,0,0,0,0,286,106,8,0,112,0,401,144,14,0,0,14,0,153,3,45,0,0,50,0,56,0,0,0,0,0,0,8,0,0,0,0,0,0,0,7,54,3,0,51,0,62,0,0,0,0,0,0,0,144,64,3,0,68,0,210,100,3,0,0,3,0,101,3,32,3,0,34,0,39,0,0,4,0,4,0,4,0,0,0,0,0,0,0,3,32,3,0,38,0,38,0,0,0,0,0,0,0,105,36,3,0,45,0,145,123,8,0,0
SAL80082,507,21,0,0,21,3,526,34,117,4,0,121,0,149,0,14,0,0,11,0,11,0,0,0,0,0,0,0,34,126,8,0,134,0,165,0,0,0,0,0,0,0,539,147,8,0,156,3,692,599,24,0,0,24,5,621,41,101,8,0,108,0,147,0,7,0,0,10,0,10,0,0,0,0,0,0,0,41,108,7,0,117,0,157,0,0,0,0,0,0,0,633,135,7,0,144,5,775,377,10,0,0,10,0,384,15,59,10,0,66,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,61,10,0,74,0,87,0,0,0,0,0,0,0,395,69,10,0,81,0,474,233,6,0,0,6,0,238,8,21,3,0,27,0,35,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,24,3,0,28,0,39,0,0,0,0,0,0,0,242,34,3,0,31,0,280,309,5,0,0
SAL80083,117,7,0,0,7,0,129,14,38,0,0,40,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,40,0,0,45,0,60,0,0,0,0,0,0,0,137,53,0,0,50,0,183,54,5,0,0,5,0,57,0,28,0,0,27,0,32,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,25,0,0,26,0,30,0,0,0,0,0,0,0,60,35,0,0,34,0,96,30,0,0,0,0,0,30,6,21,0,0,19,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,19,0,0,24,0,20,0,0,0,0,0,0,0,31,19,0,0,20,0,50,21,0,0,0,0,0,23,0,12,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,10,0,0,0,0,0,0,0,21,13,0,0,13,0,33,24,4,0,0
SAL80084,165,10,0,0,10,0,174,10,33,0,0,33,0,40,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,34,3,0,38,0,46,0,0,0,0,0,0,0,169,43,3,0,46,0,220,137,3,0,0,3,0,144,11,33,0,0,34,0,47,0,3,0,0,3,0,3,0,0,0,0,0,0,0,11,36,4,0,42,0,52,0,0,0,0,0,0,0,148,38,4,0,41,4,191,76,0,0,0,0,0,83,3,19,0,0,21,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,0,0,21,0,26,0,0,0,0,0,0,0,81,23,0,0,21,0,107,51,0,0,0,0,0,51,0,7,0,0,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,9,0,0,0,0,0,0,0,48,7,0,0,7,0,56,61,0,0,0
SAL80085,29,8,0,0,8,0,34,10,84,0,0,82,0,95,0,0,0,0,0,0,4,0,0,0,0,0,0,0,15,80,0,0,82,0,96,0,0,0,0,0,0,0,40,88,0,0,91,0,133,15,0,0,0,0,0,17,4,63,0,0,59,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,63,0,0,59,0,61,0,0,0,0,0,0,0,19,63,0,0,66,0,80,8,0,0,0,0,0,10,4,26,0,0,27,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,26,0,0,33,0,29,0,0,0,0,0,0,0,9,31,0,0,29,0,40,4,0,0,0,0,0,5,0,22,0,0,22,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,22,0,28,0,0,0,0,0,0,0,0,23,0,0,23,0,26,4,0,0,0
