SAL_CODE_2021,D_21_24_FPT_MPET,D_21_24_FPT_MPULFTW,D_21_24_FPT_MPULPTW,D_21_24_FPT_MPUT,D_21_24_FPT_MPTLF,D_21_24_FPT_MPNLF,D_21_24_FPT_MPLFSNS,D_21_24_FPT_T,TDCF_FPEFT_MPEFT,TDCF_FPEFT_MPEPT,TDCF_FPEFT_MPEAW,TDCF_FPEFT_MPEHNS,TDCF_FPEFT_MPET,TDCF_FPEFT_MPULFTW,TDCF_FPEFT_MPULPTW,TDCF_FPEFT_MPUT,TDCF_FPEFT_MPTLF,TDCF_FPEFT_MPNLF,TDCF_FPEFT_MPLFSNS,TDCF_FPEFT_T,TDCF_FPEPT_MPEFT,TDCF_FPEPT_MPEPT,TDCF_FPEPT_MPEAW,TDCF_FPEPT_MPEHNS,TDCF_FPEPT_MPET,TDCF_FPEPT_MPULFTW,TDCF_FPEPT_MPULPTW,TDCF_FPEPT_MPUT,TDCF_FPEPT_MPTLF,TDCF_FPEPT_MPNLF,TDCF_FPEPT_MPLFSNS,TDCF_FPEPT_T,TDCF_FPEAW_MPEFT,TDCF_FPEAW_MPEPT,TDCF_FPEAW_MPEAW,TDCF_FPEAW_MPEHNS,TDCF_FPEAW_MPET,TDCF_FPEAW_MPULFTW,TDCF_FPEAW_MPULPTW,TDCF_FPEAW_MPUT,TDCF_FPEAW_MPTLF,TDCF_FPEAW_MPNLF,TDCF_FPEAW_MPLFSNS,TDCF_FPEAW_T,TDCF_FPHNS_MPEFT,TDCF_FPHNS_MPEPT,TDCF_FPHNS_MPEAW,TDCF_FPHNS_MPEHNS,TDCF_FPHNS_MPET,TDCF_FPHNS_MPULFTW,TDCF_FPHNS_MPULPTW,TDCF_FPHNS_MPUT,TDCF_FPHNS_MPTLF,TDCF_FPHNS_MPNLF,TDCF_FPHNS_MPLFSNS,TDCF_FPHNS_T,TDCF_FPET_MPEFT,TDCF_FPET_MPEPT,TDCF_FPET_MPEAW,TDCF_FPET_MPEHNS,TDCF_FPET_MPET,TDCF_FPET_MPULFTW,TDCF_FPET_MPULPTW,TDCF_FPET_MPUT,TDCF_FPET_MPTLF,TDCF_FPET_MPNLF,TDCF_FPET_MPLFSNS,TDCF_FPET_T,TDCF_FPULFTW_MPEFT,TDCF_FPULFTW_MPEPT,TDCF_FPULFTW_MPEAW,TDCF_FPULFTW_MPEHNS,TDCF_FPULFTW_MPET,TDCF_FPULFTW_MPULFTW,TDCF_FPULFTW_MPULPTW,TDCF_FPULFTW_MPUT,TDCF_FPULFTW_MPTLF,TDCF_FPULFTW_MPNLF,TDCF_FPULFTW_MPLFSNS,TDCF_FPULFTW_T,TDCF_FPULPTW_MPEFT,TDCF_FPULPTW_MPEPT,TDCF_FPULPTW_MPEAW,TDCF_FPULPTW_MPEHNS,TDCF_FPULPTW_MPET,TDCF_FPULPTW_MPULFTW,TDCF_FPULPTW_MPULPTW,TDCF_FPULPTW_MPUT,TDCF_FPULPTW_MPTLF,TDCF_FPULPTW_MPNLF,TDCF_FPULPTW_MPLFSNS,TDCF_FPULPTW_T,TDCF_FPUT_MPEFT,TDCF_FPUT_MPEPT,TDCF_FPUT_MPEAW,TDCF_FPUT_MPEHNS,TDCF_FPUT_MPET,TDCF_FPUT_MPULFTW,TDCF_FPUT_MPULPTW,TDCF_FPUT_MPUT,TDCF_FPUT_MPTLF,TDCF_FPUT_MPNLF,TDCF_FPUT_MPLFSNS,TDCF_FPUT_T,TDCF_FPTLF_MPEFT,TDCF_FPTLF_MPEPT,TDCF_FPTLF_MPEAW,TDCF_FPTLF_MPEHNS,TDCF_FPTLF_MPET,TDCF_FPTLF_MPULFTW,TDCF_FPTLF_MPULPTW,TDCF_FPTLF_MPUT,TDCF_FPTLF_MPTLF,TDCF_FPTLF_MPNLF,TDCF_FPTLF_MPLFSNS,TDCF_FPTLF_T,TDCF_FPNLF_MPEFT,TDCF_FPNLF_MPEPT,TDCF_FPNLF_MPEAW,TDCF_FPNLF_MPEHNS,TDCF_FPNLF_MPET,TDCF_FPNLF_MPULFTW,TDCF_FPNLF_MPULPTW,TDCF_FPNLF_MPUT,TDCF_FPNLF_MPTLF,TDCF_FPNLF_MPNLF,TDCF_FPNLF_MPLFSNS,TDCF_FPNLF_T,TDCF_FPLFSNS_MPEFT,TDCF_FPLFSNS_MPEPT,TDCF_FPLFSNS_MPEAW,TDCF_FPLFSNS_MPEHNS,TDCF_FPLFSNS_MPET,TDCF_FPLFSNS_MPULFTW,TDCF_FPLFSNS_MPULPTW,TDCF_FPLFSNS_MPUT,TDCF_FPLFSNS_MPTLF,TDCF_FPLFSNS_MPNLF,TDCF_FPLFSNS_MPLFSNS,TDCF_FPLFSNS_T,TDCF_FPT_MPEFT,TDCF_FPT_MPEPT,TDCF_FPT_MPEAW,TDCF_FPT_MPEHNS,TDCF_FPT_MPET,TDCF_FPT_MPULFTW,TDCF_FPT_MPULPTW,TDCF_FPT_MPUT,TDCF_FPT_MPTLF,TDCF_FPT_MPNLF,TDCF_FPT_MPLFSNS,TDCF_FPT_T
SAL80065,20,0,0,0,20,3,0,26,234,31,0,0,268,0,0,0,268,18,0,288,188,29,4,0,224,0,0,0,224,9,0,230,48,6,3,0,56,0,0,0,56,0,0,56,0,0,0,5,5,0,0,0,5,0,0,5,466,64,16,4,552,0,0,0,552,24,0,575,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,4,470,64,16,4,554,0,0,0,554,27,0,583,38,4,3,0,42,0,0,0,42,9,0,55,0,0,0,0,0,0,0,0,0,0,0,4,508,69,18,7,602,0,0,0,602,34,0,639
SAL80066,4,0,0,0,4,0,0,4,108,14,0,0,122,0,0,0,125,3,0,123,81,12,0,3,98,0,0,0,98,0,0,98,19,0,3,0,27,0,0,0,27,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,204,31,3,9,247,0,0,0,250,3,0,252,9,0,0,0,9,0,0,0,9,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,6,0,0,9,213,31,3,9,250,0,0,0,255,4,0,256,67,11,3,3,85,4,0,4,85,5,0,87,3,0,0,0,3,0,0,0,3,0,0,3,276,42,8,7,338,3,0,3,342,6,0,348
SAL80067,22,0,0,0,19,9,0,25,353,29,0,4,383,0,0,0,383,31,0,413,180,11,0,0,196,3,0,3,196,3,0,204,25,0,6,0,33,0,0,0,34,0,0,37,0,0,0,6,6,0,0,0,6,0,0,6,550,45,14,0,618,5,0,5,617,37,0,657,12,0,0,0,12,0,0,0,12,0,0,12,4,0,0,0,4,0,0,0,4,0,0,4,18,0,0,0,18,0,0,0,18,0,0,18,567,45,14,0,627,5,0,5,635,37,0,674,63,17,0,0,78,7,0,3,86,15,0,96,0,0,0,0,0,0,0,0,0,0,0,0,626,58,16,7,710,5,0,8,714,52,0,770
SAL80068,24,3,0,3,28,3,0,31,449,55,0,6,511,10,0,14,517,26,0,548,294,82,0,11,380,0,4,4,390,14,0,404,53,9,5,0,69,0,0,0,69,0,0,69,5,0,0,0,5,0,0,0,5,0,0,3,795,143,6,15,963,10,3,13,977,39,0,1016,12,0,0,0,10,3,0,3,14,0,0,14,23,4,0,0,27,0,0,0,29,0,0,31,31,4,0,0,42,6,0,6,43,0,0,46,831,146,6,15,1000,15,3,22,1021,43,0,1071,212,55,8,3,281,0,4,3,281,17,0,303,0,4,0,3,9,0,0,0,9,0,5,16,1049,208,13,23,1290,17,6,25,1316,62,7,1384
SAL80069,7,0,0,0,7,6,0,15,295,48,4,0,344,5,0,5,346,4,0,353,198,51,4,0,247,0,0,0,252,0,0,254,30,0,7,0,38,0,0,0,38,0,0,40,0,0,0,4,5,0,0,0,5,0,0,5,520,93,22,4,634,4,0,4,633,12,0,646,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,518,98,22,4,637,4,0,4,640,12,0,652,37,3,0,0,43,0,0,0,43,17,0,58,0,0,0,0,0,0,0,0,0,0,0,0,562,98,22,3,678,4,0,4,682,29,0,712
SAL80070,0,0,0,0,0,0,0,0,20,5,0,0,32,0,0,0,32,0,0,32,32,0,0,0,37,0,0,0,35,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,8,0,0,64,0,0,0,69,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,8,0,0,64,0,0,0,69,0,0,69,0,4,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,52,8,0,0,69,0,0,0,68,0,0,68
SAL80071,35,0,0,4,38,4,0,43,751,65,13,5,840,7,0,6,844,32,0,873,517,47,8,7,577,12,0,12,593,8,0,603,77,12,14,0,108,4,0,4,110,0,0,108,0,5,0,8,12,0,0,0,12,0,0,13,1347,128,33,19,1532,23,4,20,1555,38,0,1593,16,0,4,0,21,0,0,0,25,0,0,25,15,0,0,0,22,0,0,0,22,0,0,22,35,3,4,0,37,0,0,0,36,0,0,36,1383,135,37,19,1575,23,4,24,1596,38,0,1633,213,22,8,0,248,0,0,0,253,27,0,281,4,0,0,3,5,0,0,0,5,0,0,5,1596,158,40,29,1829,21,4,27,1852,72,0,1921
SAL80072,21,0,0,0,24,0,0,20,210,32,5,0,248,0,0,0,252,11,0,258,128,30,0,0,162,0,0,0,162,7,0,164,10,0,3,0,14,0,0,0,14,0,0,14,0,0,0,3,3,0,0,0,3,0,0,3,352,64,6,3,421,0,0,0,424,19,0,439,3,0,0,0,5,0,0,0,5,0,0,5,11,0,0,0,11,0,0,0,11,0,0,11,11,0,0,0,12,0,0,0,12,0,0,12,361,64,6,3,436,0,0,0,439,19,0,451,54,5,0,0,63,0,0,0,59,12,5,79,0,0,0,0,0,0,0,0,0,0,0,0,417,71,6,3,492,0,0,0,497,31,5,531
SAL80073,7,0,0,0,7,3,0,15,235,38,7,0,284,4,0,4,279,10,0,288,173,27,6,0,204,8,0,8,205,13,0,224,40,5,4,0,49,0,0,0,49,0,0,50,3,0,0,0,6,0,0,0,6,0,0,6,451,70,13,4,535,6,0,6,542,24,0,567,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,3,0,0,0,3,0,0,3,4,0,0,0,3,0,0,0,3,0,0,3,452,77,13,4,542,6,0,6,545,24,0,572,65,5,3,0,75,3,0,3,77,14,0,87,0,0,0,0,0,0,0,0,0,0,0,0,517,81,14,12,620,11,0,11,623,38,0,662
SAL80074,6,0,0,0,6,0,0,6,214,18,6,0,238,7,0,7,245,9,0,249,131,18,0,0,152,0,0,0,152,5,0,157,32,6,10,0,49,0,0,0,49,0,0,50,0,0,0,0,9,0,0,0,9,0,0,9,382,44,13,3,443,7,0,7,444,11,0,459,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,5,0,0,5,4,0,0,0,5,0,0,0,5,0,0,5,387,47,13,3,450,7,0,7,453,11,0,468,36,13,4,0,46,0,0,0,44,4,0,52,0,0,0,0,0,0,0,0,0,0,0,0,421,57,13,10,494,7,0,7,503,17,0,519
SAL80075,4,0,0,0,4,0,0,8,295,39,10,0,346,0,3,5,347,19,0,364,239,47,5,0,284,5,0,7,297,12,0,307,58,6,3,5,81,4,0,4,82,10,0,87,0,0,0,0,4,0,0,0,4,0,0,4,593,91,22,4,713,10,4,14,733,33,0,759,6,4,0,0,12,0,0,0,12,0,0,12,17,0,0,0,17,5,0,5,22,0,0,22,27,4,0,0,30,5,0,5,34,0,0,34,621,92,22,4,744,12,4,21,760,33,0,795,94,13,4,0,110,0,3,3,113,14,0,130,4,0,0,3,6,0,0,0,6,0,0,3,718,108,25,6,856,12,13,24,883,48,0,930
SAL80076,19,0,0,0,19,0,0,22,293,36,8,0,334,4,0,4,338,12,0,351,202,20,0,0,221,3,0,3,223,22,0,242,29,0,0,0,34,0,0,0,34,0,0,34,0,0,0,0,0,0,0,0,0,0,3,4,533,53,5,0,590,3,0,3,589,35,3,629,3,0,0,0,3,0,0,0,3,0,0,0,4,3,0,0,9,0,0,0,9,0,0,9,3,3,0,0,8,0,0,0,8,0,0,7,535,56,5,0,599,3,0,3,598,34,3,638,34,5,0,0,37,0,0,0,38,10,0,45,0,0,0,0,0,0,0,0,0,0,0,0,569,58,5,0,632,3,0,5,640,40,3,683
SAL80077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3
SAL80078,21,0,0,0,21,5,0,22,162,25,4,0,194,0,0,0,191,10,0,204,119,17,0,0,130,0,0,0,130,6,0,130,10,0,0,0,10,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,288,38,4,0,333,0,0,0,329,16,0,350,3,0,0,0,3,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,10,0,0,10,296,38,4,0,334,5,0,5,338,16,0,354,38,0,0,0,42,0,0,0,42,4,0,46,0,0,0,0,0,0,0,0,0,0,0,0,333,41,4,0,377,5,0,5,382,19,0,400
SAL80079,10,0,0,0,10,4,0,14,311,45,15,0,365,0,0,0,365,13,0,379,200,22,0,0,225,4,0,4,225,15,0,238,47,4,11,0,60,0,0,0,60,0,0,64,8,0,0,14,17,0,0,0,17,0,0,17,566,68,20,14,667,4,0,4,669,30,0,697,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,8,0,0,8,8,0,0,0,8,0,0,0,8,0,0,8,568,68,20,14,668,4,0,4,675,30,0,701,84,22,0,5,112,0,0,0,111,7,0,121,6,0,0,3,9,0,0,0,9,0,0,9,654,95,21,17,790,0,0,0,791,40,0,830
SAL80080,0,0,0,0,0,0,0,0,63,3,0,0,71,0,0,0,71,5,0,74,50,12,0,0,60,5,0,5,62,0,0,67,10,3,7,0,16,0,0,0,16,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,122,22,7,0,148,5,0,5,156,10,0,165,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,6,0,0,6,5,0,0,0,5,0,0,0,5,0,0,5,129,22,7,0,158,5,0,5,156,10,0,164,18,8,0,0,21,0,0,0,21,7,0,30,0,0,0,0,0,0,0,0,0,0,0,0,144,25,6,0,178,5,0,5,182,18,0,200
SAL80081,29,0,0,0,29,7,0,31,456,82,6,8,541,0,0,0,544,34,4,583,401,72,11,3,486,3,0,3,489,23,0,511,53,17,6,0,83,0,0,0,83,0,0,85,4,0,0,11,18,0,0,0,18,0,0,19,915,172,22,15,1126,3,0,6,1132,58,8,1196,5,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,13,0,0,0,13,0,0,13,16,0,0,0,18,0,0,0,18,0,0,18,933,176,22,15,1144,3,0,6,1146,58,8,1211,130,29,0,5,167,13,0,13,176,18,0,201,0,0,0,0,0,0,0,0,0,0,3,3,1057,201,25,19,1310,12,0,13,1329,81,12,1414
SAL80082,62,0,0,6,67,7,0,77,1032,126,26,4,1193,18,0,19,1211,49,0,1266,811,109,19,7,948,9,5,13,962,22,3,984,116,26,15,0,160,0,0,0,160,3,0,161,10,5,0,3,16,0,0,0,16,0,0,16,1972,265,64,14,2313,24,8,36,2344,75,3,2422,5,0,0,0,5,9,0,9,10,0,0,10,13,0,0,0,12,7,0,6,19,0,0,25,13,0,0,0,17,14,0,15,29,0,0,29,1981,265,64,21,2331,42,7,47,2379,74,3,2458,258,19,9,6,299,0,4,4,298,55,0,353,3,0,0,0,4,0,0,0,4,0,6,7,2244,291,71,30,2629,42,11,48,2685,131,8,2821
SAL80083,17,0,0,0,17,0,0,17,144,12,0,0,154,5,0,5,161,3,0,165,126,16,0,0,142,0,0,4,145,0,3,148,49,6,10,0,57,0,0,0,57,0,0,62,0,0,0,0,5,0,0,0,5,0,0,3,319,28,8,0,360,7,0,8,367,10,3,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,322,28,8,0,361,7,0,9,370,10,3,382,36,4,0,0,38,4,0,4,44,4,0,47,0,0,0,0,0,0,0,0,0,0,0,0,354,39,8,0,406,9,0,11,418,14,3,427
SAL80084,9,0,0,0,9,0,0,12,275,34,0,0,311,3,0,3,312,5,3,323,183,37,0,0,219,0,0,0,219,5,0,220,32,5,6,0,45,5,0,5,45,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,486,73,10,0,571,7,0,7,578,9,3,594,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,7,0,0,7,494,73,10,0,578,7,0,7,587,9,3,599,48,16,8,0,70,0,0,0,70,21,0,90,0,0,0,0,0,0,0,0,0,0,4,4,539,89,18,0,649,7,0,7,655,35,3,688
SAL80085,0,0,0,0,0,0,0,4,131,16,0,0,146,0,0,0,146,8,0,156,71,9,0,0,84,0,0,0,84,4,0,89,20,4,0,0,19,0,0,0,19,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,223,26,0,3,255,0,0,0,255,12,0,269,7,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,3,0,0,0,3,0,0,3,9,3,0,0,10,0,0,0,10,0,0,10,230,30,0,3,265,0,0,0,265,12,0,276,25,0,0,0,30,0,0,0,30,0,0,34,0,0,0,0,0,0,0,0,0,0,0,4,262,28,0,6,299,0,0,0,299,14,0,313
SAL80086,13,0,0,0,13,4,0,12,205,22,0,0,233,0,0,0,235,16,0,251,150,40,0,0,192,0,0,0,195,10,0,205,19,9,4,0,30,0,0,0,30,0,0,29,0,0,0,0,4,0,0,0,4,0,0,9,377,77,4,0,453,6,0,6,462,19,0,484,3,0,0,0,3,0,0,0,3,0,0,3,6,9,0,0,11,0,0,0,11,0,0,20,10,9,0,0,16,0,0,0,16,0,0,17,388,78,4,0,477,6,0,6,483,23,0,508,50,26,0,0,76,0,0,0,76,15,0,91,0,0,0,0,0,0,0,0,0,0,0,0,434,102,8,3,546,6,0,9,560,39,0,596
SAL80087,5,0,0,0,5,4,0,12,191,22,0,0,213,6,0,6,216,8,0,229,135,40,0,0,181,0,0,0,181,7,0,191,25,3,3,0,33,0,0,0,33,0,0,33,6,0,0,0,5,0,0,0,5,0,0,5,355,70,3,0,427,6,0,6,437,24,0,458,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,3,0,0,7,5,0,0,0,5,0,0,0,3,0,0,7,360,70,3,0,436,8,0,8,444,24,3,465,51,5,0,0,59,0,0,0,59,0,0,62,3,0,0,0,3,0,0,0,3,0,0,6,411,77,3,9,494,8,0,8,500,26,5,527
SAL80088,14,0,0,0,14,0,0,15,127,14,3,0,139,0,0,0,139,6,0,144,104,16,8,0,120,0,0,0,120,0,0,120,18,5,0,0,21,0,0,0,21,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,247,33,6,0,283,0,0,0,283,6,0,289,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,8,0,0,8,8,0,0,0,8,0,0,0,8,0,0,8,249,33,6,0,293,0,0,0,293,6,0,291,28,5,0,0,31,0,0,0,31,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,284,30,6,0,323,0,0,0,323,6,0,325
SAL80089,15,6,0,6,18,4,0,24,538,66,7,4,608,5,4,4,618,13,0,632,470,73,7,0,549,10,4,13,563,10,0,573,71,17,11,3,103,0,0,0,103,0,0,103,3,0,5,6,14,0,0,0,14,0,0,14,1080,154,31,10,1275,13,3,18,1296,28,0,1323,8,0,0,0,15,0,5,5,17,0,0,17,11,0,0,0,11,5,4,6,17,0,0,17,19,0,0,0,24,5,4,8,35,0,0,35,1099,156,31,10,1302,11,12,24,1328,28,0,1357,145,39,4,5,185,0,0,0,185,31,3,220,0,0,0,0,0,0,0,0,0,0,0,0,1245,191,36,9,1488,11,12,24,1514,57,3,1576
SAL80090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80091,3,0,0,0,3,0,0,6,164,15,3,0,186,0,0,0,189,13,0,198,107,19,0,0,128,0,0,0,128,6,0,137,9,11,0,0,21,0,0,0,21,0,0,22,0,0,0,0,0,0,0,0,0,0,4,4,283,47,7,0,338,0,0,0,340,19,4,364,8,0,4,0,10,0,0,0,10,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,11,0,4,0,17,0,0,0,17,3,0,14,292,47,10,0,349,0,0,3,356,22,4,378,38,10,0,0,46,0,0,0,46,20,0,70,0,0,0,0,0,0,0,0,0,0,0,0,332,56,10,0,403,5,0,7,403,40,4,445
SAL80092,14,0,0,0,14,4,0,16,208,17,3,0,233,6,0,6,237,9,0,245,154,42,5,0,200,4,0,4,195,4,0,201,18,8,5,0,39,0,0,0,39,5,0,33,4,0,0,0,3,0,0,0,3,0,0,3,382,64,17,3,465,7,0,7,470,12,0,485,6,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,7,0,0,7,4,0,0,0,4,0,0,0,10,0,0,10,390,64,17,3,473,9,0,9,482,12,0,491,45,4,6,0,54,0,0,0,56,5,4,67,0,0,0,0,0,0,0,0,0,3,5,7,434,74,24,3,529,8,0,8,537,25,4,562
SAL80093,17,0,0,0,22,0,0,17,171,18,0,0,194,0,0,0,190,5,0,197,139,22,0,0,164,6,0,6,164,0,0,170,23,6,3,0,28,0,0,0,28,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,333,37,3,0,384,4,0,4,387,4,0,399,4,0,0,0,4,7,0,7,15,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,7,0,7,10,4,0,18,336,37,3,0,394,15,0,15,404,10,0,408,50,9,0,0,60,8,0,8,63,6,0,68,0,0,0,0,0,0,0,0,0,0,6,6,388,46,3,0,450,15,0,15,463,11,6,485
SAL80094,15,0,0,0,15,0,0,15,235,40,6,0,285,0,0,0,282,13,0,297,242,19,7,0,266,8,0,8,276,8,0,282,36,5,5,0,52,0,0,0,52,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,503,71,18,6,601,7,0,7,603,22,0,626,0,0,0,0,0,3,0,3,3,0,0,3,3,6,0,0,7,0,0,0,7,0,0,7,3,8,0,0,6,3,0,3,13,0,0,13,505,76,18,6,606,8,0,8,617,22,0,634,58,5,6,0,77,4,0,4,84,5,0,93,0,0,0,0,0,0,0,0,0,0,0,0,572,81,26,6,686,14,0,14,701,28,0,731
SAL80095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80097,18,0,0,0,18,11,0,29,355,42,7,0,400,3,4,10,412,14,0,424,265,36,9,0,309,3,0,3,316,12,0,325,61,8,12,0,77,0,0,0,77,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,681,76,28,5,787,14,4,12,804,32,0,832,12,0,0,0,12,0,0,0,12,0,0,12,3,3,0,0,7,0,0,0,7,0,0,7,17,3,0,0,17,0,0,0,17,0,0,17,692,85,28,5,806,14,4,12,822,32,0,853,98,0,8,0,114,0,0,0,114,26,0,134,0,0,0,0,0,0,0,0,0,0,8,5,795,87,38,5,921,14,4,12,931,63,8,995
SAL80098,17,0,0,0,17,4,0,17,555,51,3,4,614,0,3,3,622,13,3,637,380,60,3,0,446,0,0,0,445,12,0,454,52,8,7,0,65,0,0,0,65,0,0,65,0,0,0,8,13,0,0,0,13,0,0,13,991,118,16,16,1138,0,3,7,1140,22,3,1166,14,7,0,0,15,6,0,6,20,0,0,20,14,3,0,0,17,0,0,0,25,0,0,25,28,9,0,0,35,4,0,4,45,0,0,45,1021,131,16,16,1172,4,3,9,1182,22,3,1212,176,53,9,0,234,19,0,19,249,34,0,279,3,0,0,0,0,0,0,0,0,0,7,11,1192,183,19,13,1413,19,3,26,1436,53,10,1503
SAL80099,33,0,0,0,31,0,0,31,465,57,4,0,522,8,4,10,529,20,0,555,265,47,8,4,322,0,0,0,323,14,0,337,42,10,13,0,58,0,0,0,58,3,0,60,6,0,0,4,6,0,0,0,6,0,0,6,768,109,22,4,907,8,4,13,919,40,0,960,10,4,0,0,8,0,0,0,8,0,0,16,6,0,3,0,9,0,0,0,9,0,0,9,12,5,3,0,23,0,0,0,23,0,0,25,781,114,23,4,927,8,4,13,938,42,0,981,91,20,3,0,114,0,0,0,113,15,0,124,4,0,0,0,11,0,0,0,11,0,0,11,883,128,26,4,1045,13,4,13,1058,55,0,1117
SAL80100,28,0,0,0,28,5,0,29,766,93,10,0,869,11,0,11,881,36,0,917,607,104,11,8,723,10,0,8,739,17,0,752,111,24,16,3,156,0,0,0,156,4,4,166,6,0,0,7,11,0,0,0,11,0,0,11,1487,219,37,20,1762,22,0,22,1780,57,4,1848,11,0,0,0,11,0,0,0,11,0,0,11,24,0,0,0,20,0,0,0,24,0,0,24,36,0,0,0,37,0,0,0,39,0,0,39,1520,216,40,20,1799,19,0,20,1814,57,4,1880,265,59,12,0,339,6,8,10,350,36,0,388,0,3,0,4,10,0,0,0,10,0,0,14,1786,283,49,23,2139,23,7,33,2172,90,15,2278
