SAL_CODE_2021,CANA_HNA_MHC_dep_anx,CANA_HNA_Stroke,CANA_HNA_oth_LTHC,CANA_HNA_no_LTHC,CANA_HNA_LTHC_NS,CANA_HNA_Tot,CANA_dsnt_HNA_Arth,CANA_dsnt_HNA_Asth,CANA_dsnt_HNA_Can_rem,CANA_dsnt_HNA_Dem_Alzh,CANA_dsnt_HNA_Dis_ges_dia,CANA_dsnt_HNA_HD_HA_ang,CANA_dsnt_HNA_Kid_dis,CANA_dsnt_HNA_LC_COPD_emph,CANA_dsnt_HNA_MHC_dep_anx,CANA_dsnt_HNA_Stroke,CANA_dsnt_HNA_oth_LTHC,CANA_dsnt_HNA_no_LTHC,CANA_dsnt_HNA_LTHC_NS,CANA_dsnt_HNA_Tot,CANA_NFA_NS_Arth,CANA_NFA_NS_Asth,CANA_NFA_NS_Can_rem,CANA_NFA_NS_Dem_Alzh,CANA_NFA_NS_Dia_ges_dia,CANA_NFA_NS_HD_HA_ang,CANA_NFA_NS_Kid_dis,CANA_NFA_NS_LC_COPD_emph,CANA_NFA_NS_MHC_dep_anx,CANA_NFA_NS_Stroke,CANA_NFA_NS_oth_LTHC,CANA_NFA_NS_no_LTHC,CANA_NFA_NS_LTHC_NS,CANA_NFA_NS_Tot,CANA_Tot_Arth,CANA_Tot_Asth,CANA_Tot_Can_rem,CANA_Tot_Dem_Alzh,CANA_Tot_Dia_ges_dia,CANA_Tot_HD_HA_ang,CANA_Tot_Kid_dis,CANA_Tot_LC_COPD_emph,CANA_Tot_MHC_dep_anx,CANA_Tot_Stroke,CANA_Tot_oth_LTHC,CANA_Tot_no_LTHC,CANA_Tot_LTHC_NS,CANA_Tot_Tot,ADFS_CS_Arth,ADFS_CS_Asth,ADFS_CS_Can_rem,ADFS_CS_Dem_Alzh,ADFS_CS_Dia_ges_dia,ADFS_CS_HD_HA_ang,ADFS_CS_Kid_dis,ADFS_CS_LC_COPD_emph,ADFS_CS_MHC_dep_anx,ADFS_CS_Stroke,ADFS_CS_oth_LTHC,ADFS_CS_no_LTHC,ADFS_CS_LTHC_NS,ADFS_CS_Tot,ADFS_PS_NCS_Arth,ADFS_PS_NCS_Asth,ADFS_PS_NCS_Can_rem,ADFS_PS_NCS_Dem_Alzh,ADFS_PS_NCS_Dia_ges_dia,ADFS_PS_NCS_HD_HA_ang,ADFS_PS_NCS_Kid_dis,ADFS_PS_NCS_LC_COPD_emph,ADFS_PS_NCSMHC_dep_anx,ADFS_PS_NCS_Stroke,ADFS_PS_NCS_oth_LTHC,ADFS_PS_NCS_no_LTHC,ADFS_PS_NCS_LTHC_NS,ADFS_PS_NCS_Tot,ADFS_Tot_Ser_Arth,ADFS_Tot_Ser_Asth,ADFS_Tot_Ser_Can_rem,ADFS_Tot_Ser_Dem_Alzh,ADFS_Tot_Ser_Dia_ges_dia,ADFS_Tot_Ser_HD_HA_ang,ADFS_Tot_Ser_Kid_dis,ADFS_Tot_Ser_LC_COPD_emph,ADFS_Tot_SerMHC_dep_anx,ADFS_Tot_Ser_Stroke,ADFS_Tot_Ser_oth_LTHC,ADFS_Tot_Ser_no_LTHC,ADFS_Tot_Ser_LTHC_NS,ADFS_Tot_Ser_Tot,ADFS_HNS_Arth,ADFS_HNS_Asth,ADFS_HNS_Can_rem,ADFS_HNS_Dem_Alzh,ADFS_HNS_Dia_ges_dia,ADFS_HNS_HD_HA_ang,ADFS_HNS_Kid_dis,ADFS_HNS_LC_COPD_emph,ADFS_HNS_MHC_dep_anx,ADFS_HNS_Stroke,ADFS_HNS_oth_LTHC,ADFS_HNS_no_LTHC,ADFS_HNS_LTHC_NS,ADFS_HNS_Tot,ADFS_NS_Arth,ADFS_NS_Asth,ADFS_NS_Can_rem,ADFS_NS_Dem_Alzh,ADFS_NS_Dia_ges_dia,ADFS_NS_HD_HA_ang,ADFS_NS_Kid_dis,ADFS_NS_LC_COPD_ang,ADFS_NS_MHC_dep_anx,ADFS_NS_Stroke,ADFS_NS_oth_LTHC,ADFS_NS_no_LTHC,ADFS_NS_LTHC_NS,ADFS_NS_Tot,ADFS_Tot_Arth,ADFS_Tot_Asth,ADFS_Tot_Can_rem,ADFS_Tot_Dem_Alzh,ADFS_Tot_Dia_ges_dia,ADFS_Tot_HD_HA_ang,ADFS_Tot_Kid_dis,ADFS_Tot_LC_COPD_emph,ADFS_Tot_MHC_dep_anx,ADFS_Tot_Stroke,ADFS_Tot_oth_LTHC,ADFS_Tot_no_LTHC,ADFS_Tot_LTHC_NS,ADFS_Tot_Tot
SAL80035,58,12,87,20,5,184,231,334,77,3,119,80,24,47,340,18,271,1617,94,2739,0,3,0,0,0,0,0,0,0,0,0,6,120,129,286,384,97,14,145,103,36,61,401,27,363,1648,213,3055,3,0,0,0,0,0,0,0,4,0,0,4,0,14,13,11,14,4,11,12,3,4,12,0,19,34,0,90,18,16,14,4,13,12,7,4,17,0,20,43,0,107,263,290,91,7,128,82,27,52,355,29,284,1131,72,2193,4,0,0,0,0,0,0,0,3,0,0,12,86,107,286,305,97,10,145,97,36,61,371,27,305,1187,158,2407
SAL80036,28,6,41,25,0,124,198,198,78,6,80,83,12,34,222,18,212,1627,67,2467,4,0,0,0,0,0,0,0,7,0,0,11,65,87,230,216,97,12,102,94,17,47,258,26,257,1661,135,2680,0,0,0,0,0,0,0,0,0,0,0,24,0,27,19,14,12,4,14,11,0,6,7,3,13,44,3,102,24,13,12,4,14,11,0,6,10,3,17,66,3,133,202,182,82,9,87,83,17,39,237,24,210,1235,51,2045,4,0,0,0,0,0,0,0,0,0,0,11,56,70,230,190,97,12,96,93,18,40,248,26,228,1307,112,2250
SAL80037,99,21,122,28,7,313,386,475,135,4,223,147,37,80,467,25,420,2974,156,4774,5,0,0,0,0,0,0,0,0,0,0,22,155,179,495,529,168,9,287,190,54,106,570,52,547,3020,315,5268,3,0,0,0,0,0,0,0,4,0,4,25,0,29,51,16,21,3,32,29,3,21,36,5,41,87,8,241,54,16,20,3,32,29,3,21,38,5,50,107,10,277,446,434,143,7,254,166,51,86,490,39,443,2049,119,3768,0,0,0,0,0,0,0,0,0,0,0,9,111,123,494,449,168,9,283,192,56,102,528,50,488,2166,241,4174
SAL80038,32,0,28,8,0,63,121,344,55,0,60,41,16,13,468,14,300,3085,50,4216,0,5,0,0,0,0,0,0,0,0,0,16,531,555,133,348,65,9,63,52,10,17,502,18,325,3103,582,4835,6,11,9,0,3,0,0,0,15,0,7,110,0,145,12,10,5,0,4,12,0,0,16,6,12,60,0,107,27,20,12,0,4,12,7,0,31,6,19,170,0,253,105,326,48,8,56,45,11,17,465,9,304,2796,47,3890,0,0,0,0,0,0,0,0,0,0,3,11,522,537,133,344,65,9,63,52,10,17,497,18,324,2979,569,4686
SAL80039,96,11,135,36,0,276,387,469,114,3,185,138,28,52,506,22,439,2917,131,4685,0,4,0,0,3,0,0,0,6,0,5,14,122,150,447,515,138,19,217,177,43,76,599,31,582,2969,254,5108,12,3,3,0,0,0,0,0,12,0,10,51,4,78,40,23,19,0,26,15,3,8,33,3,24,70,4,193,51,24,22,0,25,13,3,8,41,3,38,120,7,276,394,420,106,14,184,151,35,70,522,30,478,2022,103,3698,5,0,0,0,4,3,0,0,0,0,8,6,93,109,445,449,138,19,213,175,43,76,571,31,522,2144,206,4090
SAL80040,32,9,57,7,0,133,262,295,110,7,73,83,26,33,321,15,320,1593,74,2722,0,0,0,0,0,0,0,0,3,0,3,5,93,108,312,318,122,16,95,109,25,44,361,22,380,1602,175,2965,4,4,0,0,0,0,0,0,0,0,4,12,0,22,14,9,11,0,7,15,3,3,9,0,17,28,3,83,17,13,11,0,7,14,3,3,12,0,19,41,5,103,298,255,109,16,87,93,26,41,334,20,330,1163,58,2267,0,0,0,0,0,0,0,0,0,0,0,8,73,80,312,272,120,16,95,110,27,44,344,22,353,1212,135,2450
SAL80041,32,0,42,12,0,89,135,301,39,0,114,35,23,11,333,7,291,3539,75,4588,0,0,0,0,0,0,0,0,0,0,4,26,141,176,148,308,43,6,120,45,31,15,369,6,336,3582,219,4851,0,6,0,0,0,0,0,0,9,0,4,43,0,64,14,6,3,0,4,0,0,6,15,0,4,45,4,76,13,10,3,0,5,3,0,6,19,0,14,90,4,143,136,255,38,6,115,42,31,15,331,6,287,2456,51,3412,0,0,0,0,0,0,0,0,0,0,0,8,122,131,148,266,41,6,123,47,29,15,351,6,304,2551,175,3680
SAL80042,37,11,63,13,0,128,211,356,70,0,134,85,25,22,254,13,314,3345,97,4544,0,0,0,0,0,0,0,0,0,0,0,27,101,130,238,381,86,16,139,98,34,25,291,15,372,3387,204,4800,11,6,0,0,0,0,0,0,11,0,9,131,9,186,24,14,11,0,7,8,0,0,15,0,18,60,0,120,35,25,11,0,10,8,0,4,23,0,28,196,9,304,204,278,65,13,124,81,32,21,250,15,314,2169,66,3214,0,0,0,0,0,4,0,0,0,0,0,9,74,89,238,305,79,16,142,98,32,25,277,15,338,2369,152,3607
SAL80043,75,30,139,30,3,344,389,461,144,5,155,134,34,44,414,24,446,3323,115,5065,0,5,0,0,5,4,0,0,5,0,0,21,119,158,492,514,193,95,201,188,52,73,493,53,588,3380,238,5569,4,4,5,0,0,0,0,0,4,0,8,60,0,79,31,22,19,11,17,27,3,9,19,0,37,85,8,201,38,23,23,11,17,27,3,9,17,0,43,142,6,279,454,419,168,79,181,155,45,71,445,50,488,2322,89,4090,0,0,4,0,0,0,0,0,4,0,0,8,92,112,492,447,193,95,198,183,49,73,465,53,530,2473,193,4485
SAL80044,25,12,54,21,0,164,237,202,128,0,80,116,26,28,195,18,258,1804,90,2819,3,3,0,0,0,0,0,0,0,0,0,9,119,139,299,230,155,28,106,143,32,47,223,25,305,1831,211,3124,3,6,7,0,0,0,0,0,3,0,9,38,0,52,33,11,13,9,4,21,7,9,14,5,25,59,3,143,30,15,23,9,4,23,7,9,14,5,34,97,3,194,264,198,134,24,97,111,28,40,200,20,247,1273,76,2276,5,0,0,0,0,4,0,0,0,0,6,11,106,127,299,210,155,28,107,143,33,47,216,25,287,1384,183,2596
SAL80045,13,3,23,7,0,52,64,175,32,0,61,18,11,10,186,0,164,2016,46,2624,0,0,0,0,0,0,0,0,0,0,0,22,58,84,73,179,31,0,72,28,11,7,198,7,189,2041,109,2759,6,0,0,0,0,0,0,0,4,0,6,15,0,36,4,0,0,0,0,0,0,0,9,0,7,22,0,38,11,3,4,0,0,0,0,0,12,0,12,41,0,75,65,146,23,0,68,28,6,13,180,4,146,1362,39,1900,0,0,0,0,0,0,0,0,0,0,0,10,50,58,73,150,27,0,72,28,6,7,193,7,157,1407,87,2035
SAL80046,41,11,46,12,0,107,127,296,59,5,59,44,9,28,386,11,209,2094,59,3067,0,5,0,0,0,0,0,0,0,0,0,7,109,122,160,309,66,8,69,65,12,34,423,22,256,2113,170,3292,4,5,0,0,0,0,0,0,3,0,4,52,0,65,11,4,5,0,0,10,0,0,3,4,6,33,0,58,12,10,5,0,7,10,0,0,10,4,16,84,0,126,145,269,65,12,72,56,12,25,394,21,230,1680,50,2639,0,0,0,0,0,0,0,0,6,0,0,3,94,99,161,283,62,8,69,63,12,29,407,22,244,1768,142,2863
SAL80047,56,10,56,16,4,174,257,347,79,5,103,98,33,47,435,17,331,2601,102,3967,3,0,0,0,0,0,0,3,3,0,3,13,142,161,329,375,94,16,134,124,43,66,494,29,390,2622,242,4296,4,0,0,0,0,0,0,0,5,0,0,29,0,41,18,3,8,0,4,18,3,5,17,4,12,42,0,90,19,3,8,0,4,18,3,5,16,4,11,76,0,131,301,316,76,16,126,109,36,61,457,29,339,1896,87,3249,0,5,0,0,0,3,0,0,4,0,0,22,123,152,327,323,92,16,130,124,43,64,478,29,350,1990,213,3530
SAL80048,37,12,61,19,7,165,243,290,79,6,101,113,31,38,267,19,250,2021,81,3126,4,4,0,0,0,0,0,0,0,0,0,6,91,102,305,314,99,15,117,132,39,56,306,32,310,2044,172,3395,4,0,0,0,0,0,0,0,0,0,0,30,0,35,30,8,8,6,8,12,8,9,9,0,22,42,0,126,28,8,8,6,8,14,8,9,16,0,22,77,3,160,269,264,87,10,104,112,29,45,275,27,259,1419,72,2483,0,0,0,0,0,0,0,0,0,0,0,3,80,85,303,274,99,15,120,130,39,52,289,28,284,1496,149,2729
SAL80049,104,18,148,38,0,338,485,768,143,3,309,149,48,69,685,29,611,4210,190,6710,3,3,0,0,3,0,0,0,0,0,3,25,181,216,584,844,167,18,353,203,62,103,780,50,759,4273,375,7265,7,0,0,0,4,0,0,0,5,0,11,41,0,66,49,29,18,5,24,26,12,15,29,6,45,92,8,239,63,27,23,5,27,25,12,15,43,6,50,130,8,305,524,633,149,17,322,176,56,88,689,44,618,2801,136,5100,0,0,0,0,0,0,0,0,3,0,0,4,145,156,586,665,167,18,349,201,66,103,732,50,676,2933,287,5560
SAL80050,98,15,109,30,8,256,391,527,152,8,221,135,49,65,545,25,478,3183,144,5129,3,5,0,0,0,0,0,0,0,0,4,18,113,143,460,577,176,14,253,167,57,84,646,39,589,3232,259,5531,0,0,0,0,0,0,0,0,4,0,3,12,0,26,35,23,15,3,31,19,6,6,26,5,38,67,6,178,38,20,18,3,34,22,6,9,29,5,42,76,8,204,419,472,156,10,223,144,50,75,575,41,491,2227,109,4085,4,0,0,0,0,0,0,0,0,0,0,13,93,109,461,491,176,14,253,166,56,83,602,39,536,2324,208,4394
SAL80051,18,14,52,13,3,124,261,252,91,0,114,94,28,27,170,8,251,1816,63,2830,0,3,0,0,0,5,0,0,5,0,0,10,35,53,293,270,103,17,139,109,37,34,197,20,303,1840,102,3006,4,0,0,0,0,0,0,0,0,0,4,25,0,30,26,12,14,4,15,15,3,5,6,0,22,60,3,137,27,12,14,4,15,17,3,5,9,0,24,80,3,169,266,216,92,8,118,84,34,27,170,17,252,1273,54,2223,0,0,0,3,0,4,0,0,0,0,0,0,31,41,293,227,103,17,139,105,35,33,183,20,282,1355,84,2429
SAL80052,51,26,65,21,12,238,301,289,113,5,120,116,23,42,263,23,327,2166,83,3387,4,0,0,0,3,4,0,3,0,0,3,13,142,168,380,316,144,51,148,162,38,73,315,53,401,2202,236,3787,8,4,0,0,0,0,0,0,3,0,0,29,5,47,30,11,21,3,16,22,9,14,11,7,19,54,7,153,37,12,22,3,16,25,9,14,18,7,24,84,11,201,338,261,120,46,134,135,33,53,279,39,337,1534,69,2754,3,0,0,0,0,0,0,0,4,3,0,10,123,146,380,280,143,51,148,162,38,66,300,49,359,1629,202,3105
SAL80053,46,14,84,17,9,192,257,254,88,8,117,106,24,38,269,22,277,1841,86,2896,4,5,0,0,0,0,0,0,0,0,0,7,116,134,337,300,117,24,148,146,39,61,319,35,357,1865,209,3219,0,0,0,0,0,0,0,0,0,0,3,19,0,24,22,12,14,0,16,23,4,8,17,0,19,44,3,120,21,12,14,0,16,22,4,8,20,0,21,62,8,140,310,249,100,21,136,118,39,47,279,33,298,1245,65,2290,5,3,0,5,0,5,0,0,0,0,0,6,84,98,337,259,116,24,150,145,39,61,300,35,314,1308,156,2532
SAL80054,96,19,120,13,5,296,367,422,122,7,208,136,33,57,406,24,407,2708,98,4331,3,3,0,0,0,0,0,4,3,0,0,19,124,151,465,485,161,20,271,181,52,93,513,41,526,2734,233,4781,4,5,4,0,0,0,0,0,4,0,0,10,0,20,29,14,12,3,23,18,0,11,17,3,20,55,6,143,28,17,16,3,26,18,0,11,19,3,20,66,6,164,430,409,150,21,243,158,54,87,464,34,471,1993,84,3679,0,0,0,0,0,0,3,0,0,0,0,8,101,117,468,424,165,20,270,181,52,93,482,41,494,2074,189,3960
SAL80055,52,9,78,20,0,190,288,318,106,0,146,106,28,58,348,15,320,2124,88,3379,3,0,0,0,0,0,0,0,0,0,0,9,98,105,353,347,130,6,176,125,35,70,405,27,397,2146,184,3671,0,3,0,0,0,0,0,0,5,0,3,22,0,29,33,5,10,0,19,20,4,4,15,0,26,45,0,125,33,7,11,0,22,20,4,4,20,0,28,66,3,146,321,302,117,4,152,104,35,60,360,23,323,1443,61,2659,0,0,0,0,0,3,0,0,0,0,0,0,76,81,353,312,130,6,175,125,35,70,379,27,350,1512,136,2900
SAL80056,33,11,63,11,4,122,191,350,52,0,105,78,15,16,278,11,316,2983,104,4165,0,0,0,0,0,0,0,0,0,0,0,17,126,143,228,371,63,3,123,90,15,22,312,21,378,3006,234,4435,10,4,0,0,0,7,0,0,15,0,16,78,4,122,20,10,5,0,5,7,0,0,21,5,13,56,3,114,30,13,8,0,5,9,4,0,34,5,26,138,3,241,196,268,53,3,120,75,13,22,248,16,294,1889,76,2905,0,0,0,0,0,0,0,0,0,0,0,13,99,111,228,289,57,3,122,90,14,19,280,16,320,2042,176,3252
SAL80057,17,4,17,3,0,58,135,140,65,3,50,78,14,20,130,13,135,1098,43,1708,3,4,0,0,0,0,0,0,0,0,0,4,50,60,156,156,77,7,51,86,14,29,144,14,153,1103,97,1827,0,5,0,0,0,0,0,0,4,0,9,30,0,42,12,6,5,0,4,11,0,5,3,0,5,38,5,75,11,10,5,0,4,13,0,5,8,0,12,68,5,124,136,131,69,7,50,76,9,24,132,14,136,849,37,1452,0,0,0,0,0,0,0,0,0,0,0,6,43,54,156,143,77,7,51,86,13,29,136,14,150,926,88,1625
SAL80058,54,7,81,27,5,175,154,422,74,3,210,66,21,25,465,12,403,5443,122,6996,0,0,0,0,0,0,0,0,3,0,4,46,259,315,185,443,77,12,241,78,29,31,520,19,487,5519,381,7484,16,8,4,0,0,0,0,0,11,0,15,122,4,160,16,12,6,0,0,3,0,0,17,0,16,59,0,119,31,23,11,0,0,5,0,0,33,0,30,177,4,282,154,359,70,12,234,73,27,28,475,19,407,3992,91,5435,0,0,0,0,0,0,0,0,0,0,0,35,216,248,185,379,77,12,240,77,29,28,504,19,442,4202,311,5971
SAL80059,40,4,48,12,3,117,212,206,67,4,89,74,17,31,209,10,211,1163,53,1966,0,0,0,0,0,0,0,0,0,0,0,8,34,47,247,233,81,13,97,92,26,36,251,8,263,1185,92,2126,3,0,0,0,0,0,0,0,5,0,3,6,0,11,14,7,11,5,6,10,6,5,11,0,10,29,0,76,18,8,11,5,7,9,6,5,13,0,14,36,0,85,229,188,68,9,94,75,24,34,228,8,220,801,32,1587,0,0,0,0,0,0,0,0,0,0,0,0,34,38,247,206,87,13,97,92,26,36,241,8,237,844,67,1707
SAL80060,0,0,0,0,0,0,0,4,0,0,0,0,0,0,11,0,3,23,0,49,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,4,0,0,0,0,0,0,16,0,3,23,6,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,11,0,3,17,0,41,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,4,0,0,0,0,0,0,16,0,3,21,6,53
SAL80061,52,17,63,26,0,238,255,258,109,9,95,114,30,22,212,10,259,2254,56,3289,3,0,0,0,5,5,0,0,0,0,0,15,156,180,340,287,134,45,137,170,46,46,263,29,329,2296,212,3706,0,0,0,0,0,0,0,0,5,0,5,38,0,53,28,10,14,5,10,20,0,3,13,4,22,66,5,152,27,14,15,5,10,24,0,3,18,4,31,106,7,204,301,219,114,40,122,132,41,38,237,27,273,1520,50,2584,6,3,0,0,0,4,0,0,5,0,0,5,139,151,340,233,128,45,138,163,46,48,253,29,308,1628,191,2938
SAL80062,47,8,83,20,5,160,180,265,64,4,109,67,22,23,245,4,215,1539,81,2472,4,0,0,0,0,0,0,0,0,0,0,14,64,77,223,299,80,10,142,83,36,41,288,10,295,1566,142,2706,0,0,0,0,0,0,0,0,0,0,0,20,0,26,18,9,12,3,21,13,3,8,19,0,20,34,0,99,15,7,12,3,21,13,9,8,18,0,21,54,5,124,209,236,66,4,120,70,30,33,257,12,243,1084,55,1984,0,0,0,0,0,0,0,0,0,0,0,6,46,59,224,247,82,10,140,83,36,41,271,10,264,1146,103,2164
SAL80063,38,10,61,21,3,158,237,338,98,3,141,95,43,29,312,18,266,1904,100,3111,0,0,0,0,0,5,0,0,0,0,8,5,97,111,281,357,114,9,156,121,51,45,349,27,332,1935,199,3372,0,0,0,0,0,0,0,0,6,0,0,13,0,21,21,10,5,0,6,12,6,9,18,4,19,49,3,112,21,12,9,0,6,12,6,9,20,4,21,58,3,135,257,273,110,7,150,105,41,35,303,26,279,1332,78,2459,0,0,0,0,0,0,0,0,0,0,0,8,71,79,276,285,114,9,156,117,45,39,321,27,298,1404,152,2671
SAL80064,131,37,199,49,8,461,560,727,175,7,338,218,62,77,728,29,691,4444,200,7153,3,5,0,0,3,4,0,0,7,4,6,29,226,281,717,794,230,41,426,303,91,122,868,67,898,4521,432,7892,9,8,4,0,4,0,0,0,3,0,17,46,0,77,58,22,27,6,44,26,10,8,40,7,56,125,9,316,66,28,30,6,50,25,15,8,45,7,72,170,9,389,648,645,202,38,373,271,81,108,777,59,749,3122,153,5773,3,0,0,0,0,0,0,0,0,0,4,11,184,200,714,679,234,41,423,295,91,122,825,67,823,3302,342,6361
SAL80065,51,8,49,13,3,139,255,284,76,4,118,125,31,40,295,14,295,1761,86,2916,0,0,0,0,0,0,0,0,0,0,0,5,76,86,293,299,86,8,134,140,35,49,344,23,347,1782,166,3140,0,3,0,0,0,0,0,0,5,0,3,10,0,17,33,15,8,0,13,21,8,5,14,0,25,58,4,142,36,17,8,0,13,21,8,5,21,0,25,73,3,159,260,221,81,13,125,122,36,46,305,18,294,1193,72,2253,0,0,0,0,0,0,0,0,3,0,0,0,59,65,293,233,86,8,136,140,39,49,324,23,314,1272,133,2482
SAL80066,70,30,103,14,0,240,282,357,106,9,158,144,28,68,459,21,293,2308,73,3688,3,0,0,0,5,0,0,0,0,0,0,15,174,191,373,395,137,46,202,206,46,82,531,51,396,2338,244,4129,0,0,0,0,5,0,0,0,4,0,0,20,0,26,35,12,13,8,17,37,10,14,34,11,29,57,0,176,40,10,15,8,17,37,10,14,35,11,27,76,0,197,332,354,121,39,175,165,37,67,483,40,353,1868,64,3292,4,0,0,0,3,5,4,0,0,0,0,12,155,177,373,367,137,46,194,206,46,84,527,51,380,1962,218,3669
SAL80067,96,23,107,20,4,272,365,421,148,7,109,149,38,36,427,22,446,3176,113,4856,0,4,0,0,0,3,0,0,0,0,3,12,173,200,441,450,174,90,143,190,61,67,525,47,563,3213,297,5328,15,10,3,0,6,5,0,0,11,0,20,123,6,177,31,10,15,12,3,23,6,4,22,0,24,99,0,189,42,15,19,12,10,27,6,8,34,0,52,229,7,368,395,396,152,77,139,165,59,56,476,44,487,2404,88,4096,0,0,5,4,4,0,0,0,4,0,0,12,147,169,441,417,174,90,143,190,61,67,514,51,536,2636,244,4639
SAL80068,81,15,104,38,7,254,312,537,104,9,196,103,41,43,674,14,501,5948,179,7975,0,0,0,0,3,0,0,0,6,0,0,56,300,359,373,583,122,18,231,128,50,66,760,25,610,6042,485,8586,19,9,0,0,0,0,0,0,21,0,14,174,6,234,32,17,15,0,9,9,0,8,33,0,35,84,0,189,47,18,14,0,13,12,0,11,56,6,51,267,8,423,324,499,103,17,216,113,44,53,678,25,513,4561,150,6499,3,0,0,0,0,0,0,0,0,0,0,45,240,289,373,521,117,18,230,130,48,66,729,25,562,4871,397,7213
SAL80069,42,13,59,19,0,156,218,263,91,4,90,82,34,43,317,17,295,1841,92,2972,6,0,6,0,0,6,0,0,0,0,0,6,89,102,268,272,104,18,106,113,45,54,361,31,349,1873,181,3227,6,0,0,0,0,0,0,0,8,0,12,31,0,40,14,7,6,0,7,9,0,3,8,6,14,46,0,84,17,7,6,0,7,9,0,0,14,6,23,71,0,127,252,213,89,16,92,96,39,51,327,28,293,1258,72,2338,0,0,0,0,0,0,0,0,0,0,0,3,82,92,268,220,104,18,101,111,44,54,341,31,314,1334,150,2556
SAL80070,9,0,4,0,0,15,27,28,14,0,10,11,6,4,20,3,25,178,4,283,0,0,0,0,0,0,0,0,0,0,0,0,5,5,35,29,25,0,12,15,6,8,20,0,29,178,13,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,8,3,0,0,0,0,0,0,0,0,0,3,3,0,8,36,27,19,0,12,13,6,6,23,0,26,127,6,235,0,0,0,0,0,0,0,0,0,0,0,0,7,7,35,32,25,0,12,15,6,6,23,0,28,132,13,251
SAL80071,60,8,81,30,5,190,249,524,80,3,201,96,29,28,545,19,562,5850,150,7761,0,4,0,0,5,0,0,0,9,0,0,37,254,297,275,563,88,8,223,110,32,27,611,25,642,5915,405,8244,27,9,4,0,4,3,0,0,36,0,44,233,6,348,22,14,5,0,12,17,6,4,26,0,17,105,5,186,48,26,11,0,15,20,4,4,62,3,64,337,9,536,225,439,76,8,196,91,30,20,508,21,493,3959,108,5593,0,0,0,0,0,0,0,0,0,0,0,29,192,229,273,471,82,8,214,110,32,26,574,25,551,4326,310,6354
SAL80072,38,10,62,17,3,159,266,264,109,3,110,113,24,37,251,18,286,1649,66,2733,4,0,3,0,0,0,0,0,0,0,0,24,92,116,317,287,137,17,127,137,36,63,291,35,346,1690,163,3008,0,0,0,0,0,0,0,0,0,0,0,14,0,11,28,17,18,0,14,22,3,5,13,5,21,35,0,120,30,17,18,0,14,22,3,5,13,3,21,45,0,130,285,229,124,15,113,115,35,53,257,29,301,1254,58,2300,0,3,0,0,0,0,0,0,0,0,0,4,73,87,317,243,137,17,129,137,36,58,274,35,320,1301,136,2520
SAL80073,58,13,80,25,0,198,287,347,88,5,140,115,40,59,311,25,274,1835,92,3023,0,0,0,0,0,0,0,0,4,0,0,12,86,102,343,372,107,8,169,145,48,71,368,36,356,1874,176,3321,4,6,0,0,0,0,0,0,3,0,4,12,0,18,27,10,8,0,13,15,4,5,19,3,12,58,4,116,30,17,8,0,14,15,8,5,22,3,17,68,3,140,313,300,102,4,156,125,43,66,333,34,311,1282,69,2455,0,6,0,0,0,0,0,0,0,0,0,11,52,64,342,316,107,8,171,142,48,71,355,36,330,1357,131,2656
SAL80074,34,5,47,11,3,128,229,262,98,5,86,68,19,35,247,17,240,1592,74,2569,0,4,5,0,0,0,0,0,3,0,0,17,93,120,275,287,115,11,108,86,26,40,286,17,286,1626,168,2816,0,0,0,0,0,0,0,0,0,0,0,9,0,16,20,15,10,0,11,8,6,3,12,6,9,49,3,107,22,15,10,0,11,8,6,3,16,6,11,58,3,122,250,240,106,11,98,71,26,40,255,21,247,1141,54,2083,0,0,0,0,0,0,0,0,3,0,4,7,68,89,273,253,115,11,108,83,26,38,271,17,261,1207,127,2287
SAL80075,158,24,182,30,3,367,444,528,130,7,237,159,58,72,556,34,487,3104,142,5054,6,6,0,0,0,3,3,0,6,0,3,13,176,202,593,593,184,33,309,233,80,108,720,60,665,3149,318,5628,3,0,0,0,0,0,0,0,0,0,0,25,0,36,49,11,26,3,23,29,8,12,41,4,38,62,5,191,52,11,21,3,23,30,8,12,47,4,41,89,5,229,539,506,161,34,279,200,73,101,641,55,573,2187,109,4174,3,0,0,0,0,0,0,0,0,0,0,13,129,153,593,522,184,33,304,235,78,111,687,60,617,2294,247,4550
SAL80076,53,23,91,25,23,273,234,256,94,12,76,100,32,25,237,11,247,1829,66,2833,5,3,5,0,0,0,0,0,5,0,3,3,89,102,327,294,130,70,105,143,49,44,293,39,339,1861,184,3210,3,0,0,0,0,0,0,0,4,0,0,28,0,35,30,7,11,9,7,17,4,3,11,4,18,56,0,131,28,12,11,9,12,17,6,3,9,5,20,89,0,171,283,238,121,55,94,119,39,34,269,27,282,1271,69,2344,5,5,0,5,0,0,0,3,3,0,0,8,74,100,323,255,130,70,102,144,49,44,283,39,305,1370,148,2617
