SAL_CODE_2021,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ag_For_Fshg_15_19,F_Ag_For_Fshg_20_24,F_Ag_For_Fshg_25_34,F_Ag_For_Fshg_35_44,F_Ag_For_Fshg_45_54,F_Ag_For_Fshg_55_64,F_Ag_For_Fshg_65_74,F_Ag_For_Fshg_75_84,F_Ag_For_Fshg_85ov,F_Ag_For_Fshg_Tot,F_Mining_15_19,F_Mining_20_24,F_Mining_25_34,F_Mining_35_44,F_Mining_45_54,F_Mining_55_64,F_Mining_65_74,F_Mining_75_84,F_Mining_85ov,F_Mining_Tot,F_Manufact_15_19,F_Manufact_20_24,F_Manufact_25_34,F_Manufact_35_44,F_Manufact_45_54,F_Manufact_55_64,F_Manufact_65_74,F_Manufact_75_84,F_Manufact_85ov,F_Manufact_Tot,F_El_Gas_Wt_Waste_15_19,F_El_Gas_Wt_Waste_20_24,F_El_Gas_Wt_Waste_25_34,F_El_Gas_Wt_Waste_35_44,F_El_Gas_Wt_Waste_45_54,F_El_Gas_Wt_Waste_55_64,F_El_Gas_Wt_Waste_65_74,F_El_Gas_Wt_Waste_75_84,F_El_Gas_Wt_Waste_85ov,F_El_Gas_Wt_Waste_Tot,F_Constru_15_19,F_Constru_20_24,F_Constru_25_34,F_Constru_35_44,F_Constru_45_54,F_Constru_55_64,F_Constru_65_74,F_Constru_75_84,F_Constru_85ov,F_Constru_Tot,F_WhlesaleTde_15_19,F_WhlesaleTde_20_24,F_WhlesaleTde_25_34,F_WhlesaleTde_35_44,F_WhlesaleTde_45_54,F_WhlesaleTde_55_64,F_WhlesaleTde_65_74,F_WhlesaleTde_75_84,F_WhlesaleTde_85ov,F_WhlesaleTde_Tot,F_RetTde_15_19,F_RetTde_20_24,F_RetTde_25_34,F_RetTde_35_44,F_RetTde_45_54,F_RetTde_55_64,F_RetTde_65_74,F_RetTde_75_84,F_RetTde_85ov,F_RetTde_Tot,F_Accom_food_15_19,F_Accom_food_20_24,F_Accom_food_25_34,F_Accom_food_35_44,F_Accom_food_45_54,F_Accom_food_55_64,F_Accom_food_65_74,F_Accom_food_75_84,F_Accom_food_85ov,F_Accom_food_Tot,F_Trans_post_wrehsg_15_19,F_Trans_post_wrehsg_20_24,F_Trans_post_wrehsg_25_34,F_Trans_post_wrehsg_35_44,F_Trans_post_wrehsg_45_54,F_Trans_post_wrehsg_55_64,F_Trans_post_wrehsg_65_74,F_Trans_post_wrehsg_75_84,F_Trans_post_wrehsg_85ov,F_Trans_post_wrehsg_Tot,F_Info_media_teleco_15_19,F_Info_media_teleco_20_24,F_Info_media_teleco_25_34,F_Info_media_teleco_35_44,F_Info_media_teleco_45_54,F_Info_media_teleco_55_64,F_Info_media_teleco_65_74,F_Info_media_teleco_75_84,F_Info_media_teleco_85ov,F_Info_media_teleco_Tot,F_Fin_Insur_15_19,F_Fin_Insur_20_24,F_Fin_Insur_25_34,F_Fin_Insur_35_44,F_Fin_Insur_45_54,F_Fin_Insur_55_64,F_Fin_Insur_65_74,F_Fin_Insur_75_84,F_Fin_Insur_85ov,F_Fin_Insur_Tot,F_RtnHir_REst_15_19,F_RtnHir_REst_20_24,F_RtnHir_REst_25_34,F_RtnHir_REst_35_44,F_RtnHir_REst_45_54,F_RtnHir_REst_55_64,F_RtnHir_REst_65_74,F_RtnHir_REst_75_84,F_RtnHir_REst_85ov,F_RtnHir_REst_Tot,F_Pro_scien_tec_15_19,F_Pro_scien_tec_20_24,F_Pro_scien_tec_25_34,F_Pro_scien_tec_35_44,F_Pro_scien_tec_45_54,F_Pro_scien_tec_55_64,F_Pro_scien_tec_65_74,F_Pro_scien_tec_75_84,F_Pro_scien_tec_85ov,F_Pro_scien_tec_Tot,F_Admin_supp_15_19,F_Admin_supp_20_24,F_Admin_supp_25_34,F_Admin_supp_35_44,F_Admin_supp_45_54,F_Admin_supp_55_64,F_Admin_supp_65_74,F_Admin_supp_75_84,F_Admin_supp_85ov,F_Admin_supp_Tot,F_Public_admin_sfty_15_19,F_Public_admin_sfty_20_24,F_Public_admin_sfty_25_34,F_Public_admin_sfty_35_44,F_Public_admin_sfty_45_54,F_Public_admin_sfty_55_64,F_Public_admin_sfty_65_74,F_Public_admin_sfty_75_84,F_Public_admin_sfty_85ov,F_Public_admin_sfty_Tot,F_Educ_trng_15_19,F_Educ_trng_20_24,F_Educ_trng_25_34,F_Educ_trng_35_44,F_Educ_trng_45_54,F_Educ_trng_55_64,F_Educ_trng_65_74,F_Educ_trng_75_84,F_Educ_trng_85ov,F_Educ_trng_Tot,F_HlthCare_SocAs_15_19,F_HlthCare_SocAs_20_24,F_HlthCare_SocAs_25_34,F_HlthCare_SocAs_35_44,F_HlthCare_SocAs_45_54,F_HlthCare_SocAs_55_64,F_HlthCare_SocAs_65_74,F_HlthCare_SocAs_75_84,F_HlthCare_SocAs_85ov,F_HlthCare_SocAs_Tot,F_Art_recn_15_19,F_Art_recn_20_24,F_Art_recn_25_34,F_Art_recn_35_44,F_Art_recn_45_54,F_Art_recn_55_64,F_Art_recn_65_74,F_Art_recn_75_84,F_Art_recn_85ov,F_Art_recn_Tot,F_Oth_scs_15_19,F_Oth_scs_20_24,F_Oth_scs_25_34,F_Oth_scs_35_44,F_Oth_scs_45_54,F_Oth_scs_55_64,F_Oth_scs_65_74,F_Oth_scs_75_84,F_Oth_scs_85ov,F_Oth_scs_Tot
SAL80048,63,75,158,202,216,116,28,11,5,863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,12,0,0,3,0,0,0,0,0,0,0,16,11,9,6,7,5,0,0,0,50,21,7,3,6,0,4,0,0,0,41,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6,0,0,0,3,3,0,0,0,0,13,0,0,6,5,0,0,0,0,0,13,3,3,10,16,30,16,3,0,0,79,0,0,0,5,3,0,0,0,0,12,0,17,62,90,102,25,0,0,0,301,6,7,20,27,34,20,7,0,0,117,0,16,34,29,22,30,11,0,0,141,0,4,3,4,7,0,0,0,0,24,0,5,3,10,4,5,0,0,0,28
SAL80049,130,182,355,553,478,263,39,0,0,2003,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,4,0,0,0,16,0,4,3,0,0,4,0,0,0,6,0,3,9,7,3,4,0,0,0,36,0,0,5,0,0,0,0,0,0,8,36,14,14,20,25,14,5,0,0,129,35,11,11,19,15,9,0,0,0,97,0,0,3,3,7,6,0,0,0,14,0,0,4,3,3,6,0,0,0,11,0,0,8,12,9,0,0,0,0,41,0,0,3,11,3,0,0,0,0,26,5,10,25,49,38,9,0,0,0,139,0,5,6,16,8,10,0,0,0,59,4,20,94,188,185,73,15,0,0,579,14,19,52,83,86,32,8,0,0,294,9,28,84,87,79,48,11,0,0,351,3,3,6,4,4,3,0,0,0,32,5,9,18,20,23,3,0,0,0,78
SAL80050,81,136,353,363,333,180,79,5,0,1530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,0,0,0,8,0,0,0,7,0,0,0,0,0,6,0,0,3,9,5,7,0,0,0,19,0,0,0,0,0,0,4,0,0,6,44,18,10,15,13,10,0,0,0,117,30,13,8,3,0,7,3,0,0,69,0,0,0,0,8,4,4,0,0,13,0,0,0,4,4,0,0,0,0,10,0,0,7,5,5,4,0,0,0,20,0,0,8,3,4,4,0,0,0,15,0,8,44,36,28,14,4,0,0,143,3,0,6,12,5,6,3,0,0,45,4,14,94,127,123,42,0,0,0,406,5,22,44,47,61,37,7,0,0,231,4,28,54,45,40,36,7,0,0,218,4,0,8,3,0,3,3,0,0,31,0,8,13,13,14,6,4,0,0,55
SAL80051,48,64,117,196,191,158,53,14,0,830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,6,0,0,0,14,0,0,0,0,0,0,0,0,0,4,11,13,8,5,4,5,3,0,0,49,18,7,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,9,0,0,4,6,8,0,0,0,0,12,4,5,0,3,0,0,0,0,0,6,0,3,13,19,17,13,0,0,0,71,0,4,0,0,0,5,0,0,0,9,0,4,31,77,85,47,9,0,0,248,4,7,10,29,26,30,11,0,0,114,6,7,15,35,29,36,13,0,0,148,0,4,0,3,0,0,0,0,0,14,0,0,3,4,0,3,0,0,0,19
SAL80052,62,77,162,193,210,146,41,9,5,909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,9,0,0,0,0,11,0,0,0,0,0,0,0,0,0,5,0,0,0,5,3,4,0,0,0,14,0,3,0,3,0,0,0,0,0,6,15,8,4,3,5,4,0,0,0,48,13,9,5,7,0,6,0,0,0,38,0,0,0,5,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,8,0,0,0,5,5,4,0,0,0,19,0,4,0,0,5,0,0,0,0,4,0,7,14,18,26,17,4,0,0,94,0,0,4,9,7,5,0,0,0,23,4,12,57,75,91,45,6,0,0,288,5,8,3,20,20,28,5,0,0,99,0,20,39,41,43,30,3,0,0,171,4,5,0,4,3,0,0,0,0,23,0,0,3,6,6,8,0,0,0,31
SAL80053,51,50,160,212,200,90,31,5,0,802,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,4,0,3,0,0,0,0,9,0,3,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6,12,7,3,0,4,0,3,0,0,30,20,3,5,3,3,0,0,0,0,34,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,4,0,0,0,5,0,0,0,0,0,5,0,0,5,4,3,0,0,0,0,11,0,0,12,11,15,9,3,0,0,51,0,0,5,0,7,4,0,0,0,19,0,4,59,79,80,41,5,0,0,261,0,9,12,26,36,11,8,0,0,108,3,5,49,36,35,14,8,0,0,149,0,5,9,4,3,3,0,0,0,20,0,0,3,9,3,3,0,0,0,29
SAL80054,42,129,305,273,219,191,43,9,0,1206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,3,0,0,0,14,0,0,0,3,0,0,0,0,0,7,0,0,10,4,3,5,0,0,0,20,0,0,5,0,0,0,0,0,0,8,24,19,9,15,10,9,0,0,0,78,18,10,18,8,5,9,6,0,0,81,0,0,0,7,3,7,0,0,0,15,0,3,0,3,10,6,0,0,0,16,0,4,3,0,0,8,0,0,0,19,0,3,5,5,0,5,0,0,0,14,3,12,27,33,15,12,3,0,0,96,0,0,7,8,10,6,0,0,0,32,0,11,75,90,78,52,3,0,0,317,10,17,21,34,40,31,5,0,0,159,5,30,49,55,47,50,4,0,0,230,0,3,6,3,3,0,3,0,0,25,3,3,11,11,6,3,0,0,0,39
SAL80055,54,71,235,232,218,129,33,5,0,986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,4,4,0,3,0,0,0,12,0,0,0,0,3,0,0,0,0,3,13,8,14,13,3,12,4,0,0,68,27,5,6,4,7,7,0,0,0,54,0,0,0,0,4,0,0,0,0,7,0,0,0,3,0,6,0,0,0,11,0,0,0,9,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,5,0,10,13,15,16,7,0,0,0,59,0,0,7,5,0,5,0,0,0,27,4,22,54,86,71,39,0,0,0,277,4,6,29,44,29,28,7,0,0,157,7,11,31,34,35,22,0,0,0,135,6,4,3,0,5,0,4,0,0,19,0,3,0,6,10,3,0,0,0,28
SAL80056,79,89,188,386,370,120,17,0,0,1263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,0,0,0,6,0,3,0,0,0,13,0,0,0,0,4,0,0,0,0,3,25,13,20,16,9,4,3,0,0,101,38,8,6,6,8,0,0,0,0,71,0,0,5,8,4,4,0,0,0,13,0,5,5,5,5,0,0,0,0,16,0,0,3,10,3,10,0,0,0,24,0,5,8,7,4,4,0,0,0,17,0,5,22,71,27,5,0,0,0,133,0,3,8,4,6,3,0,0,0,22,0,14,68,170,131,45,0,0,0,428,11,4,18,64,49,13,3,0,0,168,4,17,19,48,48,15,6,0,0,158,0,0,4,9,7,0,0,0,0,16,6,3,0,7,10,4,3,0,0,36
SAL80057,21,41,129,73,123,107,55,8,4,558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3,5,3,4,4,4,5,4,0,0,22,0,0,5,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,8,3,6,0,0,0,17,0,5,0,3,8,3,0,0,0,20,5,4,18,18,14,8,0,0,0,61,0,0,0,3,0,3,0,0,0,8,0,10,70,37,40,21,5,4,0,191,5,0,13,8,13,14,8,0,0,54,0,4,14,18,24,20,3,0,0,84,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,0,3,0,0,9
SAL80058,62,228,825,684,405,155,21,4,0,2372,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,9,0,8,4,0,0,0,20,0,0,0,3,0,0,0,0,0,6,0,0,16,19,13,0,0,0,0,51,0,6,10,0,0,0,0,0,0,20,19,53,70,24,20,12,3,0,0,199,35,34,94,30,17,3,0,0,0,221,0,0,5,4,0,0,0,0,0,15,0,6,9,5,9,0,0,0,0,28,0,6,15,12,4,3,0,0,0,35,0,3,11,6,3,0,0,0,0,23,4,12,79,63,30,11,0,0,0,194,0,8,32,17,11,7,0,0,0,77,0,24,149,197,111,36,0,0,0,523,8,22,70,78,40,12,3,0,0,232,3,49,131,90,47,25,5,0,0,347,3,15,23,6,9,0,0,0,0,51,6,5,27,12,10,3,4,0,0,61
SAL80059,42,50,79,134,129,81,33,3,0,559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,5,0,3,5,3,3,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,6,5,7,0,3,6,6,0,0,34,7,3,0,0,3,0,0,0,0,21,0,0,0,0,0,0,0,0,0,5,0,0,0,4,4,0,0,0,0,6,0,0,4,5,0,0,0,0,0,8,0,0,4,5,0,0,0,0,0,8,0,7,9,7,11,8,4,0,0,43,0,0,4,4,3,0,0,0,0,15,5,3,18,56,41,19,6,0,0,146,0,4,4,20,26,14,6,0,0,81,5,7,13,15,17,18,4,0,0,77,3,5,5,3,3,0,0,0,0,18,4,3,0,0,3,0,0,0,0,9
SAL80060,0,0,3,0,3,3,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80061,42,66,134,247,197,125,46,8,4,873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,11,0,0,0,0,3,0,0,0,0,4,0,0,5,3,3,0,0,0,0,9,0,0,4,0,0,0,0,0,0,4,11,9,4,4,4,0,0,0,0,38,11,12,5,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,4,0,0,3,4,0,0,0,0,0,6,0,0,4,6,0,0,0,0,0,11,0,3,0,0,0,0,0,0,0,13,0,4,16,38,26,11,5,0,0,94,0,0,11,7,0,3,0,0,0,23,3,11,33,86,74,36,10,0,0,252,3,9,8,14,22,13,8,0,0,76,3,16,50,82,46,32,12,0,0,245,0,5,0,0,5,0,4,0,0,19,5,3,10,5,4,9,0,0,0,33
SAL80062,44,59,157,171,149,122,34,0,0,747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,13,0,0,5,0,3,0,0,0,0,6,0,0,3,4,4,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,16,7,3,3,5,8,0,0,0,48,10,5,6,4,4,4,4,0,0,39,0,0,4,3,0,7,0,0,0,14,0,3,0,0,0,3,0,0,0,7,0,0,5,6,5,0,0,0,0,7,0,0,3,4,0,5,0,0,0,15,0,4,14,15,13,3,0,0,0,45,0,6,3,8,3,7,0,0,0,32,0,8,47,69,56,38,0,0,0,224,0,4,13,18,17,16,0,0,0,79,4,15,38,29,20,24,3,0,0,128,0,0,0,0,0,0,0,0,0,4,5,6,9,10,5,6,0,0,0,33
SAL80063,34,51,209,251,158,96,39,5,0,848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,8,5,5,0,3,3,7,0,0,38,12,16,3,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,8,0,0,0,3,3,6,0,0,0,11,0,0,0,5,0,0,0,0,0,13,0,0,9,8,0,0,3,0,0,20,0,4,18,20,19,11,0,0,0,68,0,0,3,3,6,0,0,0,0,14,7,8,64,75,64,42,3,0,0,256,4,3,31,36,29,29,9,0,0,147,9,9,30,31,18,12,0,0,0,114,8,0,3,9,8,3,0,0,0,24,3,3,7,9,8,0,3,0,0,30
SAL80064,112,229,469,421,454,365,75,7,0,2132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,7,3,0,0,0,26,0,0,8,0,0,0,0,0,0,13,0,3,9,16,13,10,0,0,0,49,0,0,0,0,0,3,0,0,0,3,45,34,24,26,16,32,8,0,0,187,43,26,11,11,7,9,0,0,0,110,0,0,0,0,3,0,0,0,0,11,0,0,7,0,10,0,0,0,0,20,0,8,8,6,13,0,0,0,0,31,0,7,10,6,7,3,0,0,0,28,0,17,29,29,35,16,0,0,0,132,0,7,15,15,18,13,0,0,0,69,5,39,155,164,219,103,26,0,0,715,5,16,64,54,58,51,4,0,0,244,7,44,99,97,95,77,18,0,0,441,5,0,0,0,3,9,0,0,0,19,14,10,21,10,11,11,4,0,0,83
SAL80065,46,72,172,208,140,117,39,10,0,794,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,4,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,15,8,0,0,10,3,0,0,0,40,20,5,7,3,10,0,0,0,0,50,0,0,4,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,7,0,4,5,5,0,0,0,0,0,16,0,3,0,0,4,0,0,0,0,8,0,0,19,15,4,5,5,0,0,47,0,6,7,0,5,0,0,0,0,16,0,15,66,71,62,41,7,0,0,268,0,9,21,30,19,28,7,0,0,108,0,11,38,36,36,25,7,0,0,150,4,5,0,0,0,4,0,0,0,14,4,6,8,9,11,3,3,0,0,40
SAL80066,19,131,466,271,170,126,42,5,0,1235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,10,0,4,3,3,0,6,0,0,0,15,0,0,4,0,0,0,0,0,0,7,13,14,23,11,0,9,0,0,0,72,9,9,17,14,0,9,0,0,0,66,0,0,4,5,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,6,0,3,6,3,0,0,4,0,0,16,0,4,11,0,0,0,0,0,0,10,0,14,44,18,7,6,6,0,0,93,0,0,8,11,9,4,4,0,0,34,0,46,123,92,83,47,0,0,0,394,4,16,41,24,14,14,3,0,0,113,3,36,114,34,40,39,5,0,0,275,6,4,4,5,3,0,0,0,0,14,0,10,18,6,4,5,0,0,0,50
SAL80067,78,132,474,311,324,211,88,16,0,1634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,0,5,0,0,0,21,0,0,5,0,5,0,0,0,0,8,4,0,4,5,3,0,0,0,0,23,0,0,0,3,6,0,0,0,0,9,10,9,15,8,5,11,8,0,0,61,20,17,25,4,3,4,0,0,0,76,0,0,0,0,3,3,0,0,0,5,0,0,3,0,0,0,0,0,0,6,0,4,6,10,6,0,0,0,0,29,0,0,7,8,8,6,4,0,0,28,0,21,58,39,41,29,11,0,0,203,3,0,11,5,5,8,0,0,0,27,3,48,223,150,112,73,11,0,0,618,9,10,39,22,43,30,16,0,0,163,3,16,76,38,34,33,4,0,0,212,3,0,5,0,5,4,0,0,0,23,4,0,9,9,8,3,3,0,0,41
SAL80068,73,314,1040,620,439,241,40,6,0,2773,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,17,7,3,0,0,0,0,36,0,3,8,5,5,0,0,0,0,16,0,13,27,15,11,0,0,0,0,65,0,0,4,0,3,0,0,0,0,9,25,45,108,32,16,8,3,0,0,229,31,46,102,27,15,6,0,0,0,234,0,0,9,0,8,0,0,0,0,27,0,0,11,4,3,3,3,0,0,20,0,7,16,12,5,0,0,0,0,49,0,4,13,14,4,3,0,0,0,38,7,25,88,51,40,6,4,0,0,217,0,9,44,28,17,10,3,0,0,103,7,38,134,140,125,53,9,0,0,507,13,21,85,82,52,23,4,0,0,280,11,65,182,80,61,32,3,0,0,426,5,10,11,9,3,3,0,0,0,43,12,9,35,14,14,5,0,0,0,85
SAL80069,42,48,134,199,211,108,21,6,0,761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,15,0,0,0,0,3,0,0,0,0,8,0,0,0,8,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,11,16,7,8,3,3,0,0,0,46,18,21,3,0,0,3,0,0,0,46,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,0,0,0,0,12,0,0,0,0,7,0,0,0,0,11,0,0,0,3,0,4,0,0,0,9,0,3,9,21,28,16,5,0,0,88,0,0,0,4,3,0,0,0,0,14,0,11,48,101,107,31,0,0,0,302,7,10,19,35,32,25,5,0,0,129,0,7,24,22,24,18,7,0,0,98,0,0,3,9,11,7,3,0,0,38,8,4,4,3,4,0,0,0,0,21
SAL80070,5,6,9,11,22,13,6,4,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,3,6,3,0,0,0,21,0,0,0,4,0,0,0,0,0,12,0,4,0,0,9,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80071,98,226,771,746,509,176,23,8,0,2539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,5,0,0,0,0,0,22,0,0,10,8,3,0,0,0,0,15,0,3,8,9,12,4,0,0,0,41,0,0,0,0,0,0,0,0,0,6,30,44,59,35,30,13,3,0,0,210,51,49,56,27,20,13,3,0,0,207,0,4,12,7,3,0,0,0,0,19,0,0,6,7,6,3,0,0,0,27,0,4,16,10,7,6,0,0,0,40,0,3,13,8,3,0,0,0,0,34,0,32,60,67,38,8,4,0,0,208,0,6,20,15,13,6,0,0,0,60,4,32,160,258,148,51,0,0,0,652,8,33,68,79,67,9,0,0,0,269,11,34,113,100,61,18,0,0,0,342,3,8,10,9,8,3,0,0,0,42,0,14,28,21,14,4,0,0,0,80
SAL80072,53,74,149,153,172,97,37,11,0,757,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,9,6,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,13,6,8,4,3,7,3,0,0,44,17,8,16,4,3,3,0,0,0,49,0,0,6,0,0,3,0,0,0,7,0,0,4,0,3,3,0,0,0,6,0,0,0,4,5,0,0,0,0,9,0,0,0,0,3,0,6,0,0,8,0,8,11,19,23,12,3,0,0,70,0,0,8,0,5,3,0,0,0,20,4,4,29,48,72,29,0,0,0,191,5,11,17,21,36,29,9,0,0,126,9,14,32,28,20,21,11,0,0,128,4,3,3,0,0,0,0,0,0,14,5,7,8,0,0,0,0,0,0,21
SAL80073,52,59,195,210,195,113,27,5,0,855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,0,10,5,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,15,9,17,5,6,5,3,0,0,61,13,6,10,4,9,0,0,0,0,49,0,0,6,0,3,3,0,0,0,7,0,0,0,3,0,3,0,0,0,17,0,0,3,4,0,3,0,0,0,10,0,0,4,0,0,0,0,0,0,10,0,5,24,19,13,4,0,0,0,71,0,0,4,10,10,0,0,0,0,26,0,6,66,74,54,30,0,0,0,234,3,5,36,24,25,20,3,0,0,112,0,10,40,32,26,19,8,0,0,135,3,7,6,4,8,4,0,0,0,27,0,0,8,13,11,6,0,0,0,34
SAL80074,39,51,135,197,166,77,32,5,0,707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,7,14,9,3,4,5,3,3,0,0,48,9,10,5,0,3,0,0,0,0,28,0,0,4,3,4,0,0,0,0,13,0,0,6,4,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,4,0,0,0,12,4,3,16,22,13,13,0,0,0,69,0,6,4,5,4,6,0,0,0,17,0,12,57,78,73,33,10,0,0,258,3,6,21,26,22,17,8,0,0,96,3,9,26,24,24,15,0,0,0,107,4,0,5,6,4,0,0,0,0,19,3,3,6,0,6,5,0,0,0,29
