SAL_CODE_2021,F_GrDi_GrCer_GrDi_Mng,F_GrDi_GrCer_GrDi_Pro,F_GrDi_GrCer_GrDi_TTW,F_GrDi_GrCer_GrDi_CPS,F_GrDi_GrCer_GrDi_CA,F_GrDi_GrCer_GrDi_Sal,F_GrDi_GrCer_GrDi_MOD,F_GrDi_GrCer_GrDi_Lab,F_GrDi_GrCer_GrDi_IDNS,F_GrDi_GrCer_GrDi_Tot,F_GrDi_GrCer_GradCer_Mng,F_GrDi_GrCer_GradCer_Pro,F_GrDi_GrCer_GradCer_TTW,F_GrDi_GrCer_GradCer_CPS,F_GrDi_GrCer_GradCer_CA,F_GrDi_GrCer_GradCer_Sal,F_GrDi_GrCer_GradCer_MOD,F_GrDi_GrCer_GradCer_Lab,F_GrDi_GrCer_GradCer_IDNS,F_GrDi_GrCer_GradCer_Tot,F_BaDe_BaDe_Mng,F_BaDe_BaDe_Pro,F_BaDe_BaDe_TTW,F_BaDe_BaDe_CPS,F_BaDe_BaDe_CA,F_BaDe_BaDe_Sal,F_BaDe_BaDe_MOD,F_BaDe_BaDe_Lab,F_BaDe_BaDe_IDNS,F_BaDe_BaDe_Tot,F_AdvDi_Di_AdvDi_Di_NFD_Mng,F_AdvDi_Di_AdvDi_Di_NFD_Pro,F_AdvDi_Di_AdvDi_Di_NFD_TTW,F_AdvDi_Di_AdvDi_Di_NFD_CPS,F_AdvDi_Di_AdvDi_Di_NFD_CA,F_AdvDi_Di_AdvDi_Di_NFD_Sal,F_AdvDi_Di_AdvDi_Di_NFD_MOD,F_AdvDi_Di_AdvDi_Di_NFD_Lab,F_AdvDi_Di_AdvDi_Di_NFD_IDNS,F_AdvDi_Di_AdvDi_Di_NFD_Tot,F_AdvDi_Di_AdvDi_AsDe_Mng,F_AdvDi_Di_AdvDi_AsDe_Pro,F_AdvDi_Di_AdvDi_AsDe_TTW,F_AdvDi_Di_AdvDi_AsDe_CPS,F_AdvDi_Di_AdvDi_AsDe_CA,F_AdvDi_Di_AdvDi_AsDe_Sal,F_AdvDi_Di_AdvDi_AsDe_MOD,F_AdvDi_Di_AdvDi_AsDe_Lab,F_AdvDi_Di_AdvDi_AsDe_IDNS,F_AdvDi_Di_AdvDi_AsDe_Tot,F_AdvDi_Di_Dip_Mng,F_AdvDi_Di_Dip_Pro,F_AdvDi_Di_Dip_TTW,F_AdvDi_Di_Dip_CPS,F_AdvDi_Di_Dip_CA,F_AdvDi_Di_Dip_Sal,F_AdvDi_Di_Dip_MOD,F_AdvDi_Di_Dip_Lab,F_AdvDi_Di_Dip_IDNS,F_AdvDi_Di_Dip_Tot,F_Cert_CertIII_IV_Mng,F_Cert_CertIII_IV_Pro,F_Cert_CertIII_IV_TTW,F_Cert_CertIII_IV_CPS,F_Cert_CertIII_IV_CA,F_Cert_CertIII_IV_Sal,F_Cert_CertIII_IV_MOD,F_Cert_CertIII_IV_Lab,F_Cert_CertIII_IV_IDNS,F_Cert_CertIII_IV_Tot,F_Cert_CertI_II_Mng,F_Cert_CertI_II_Pro,F_Cert_CertI_II_TTW,F_Cert_CertI_II_CPS,F_Cert_CertI_II_CA,F_Cert_CertI_II_Sal,F_Cert_CertI_II_MOD,F_Cert_CertI_II_Lab,F_Cert_CertI_II_IDNS,F_Cert_CertI_II_Tot,F_Cert_Cert_nfd_Mng,F_Cert_Cert_nfd_Pro,F_Cert_Cert_nfd_TTW,F_Cert_Cert_nfd_CPS,F_Cert_Cert_nfd_CA,F_Cert_Cert_nfd_Sal,F_Cert_Cert_nfd_MOD,F_Cert_Cert_nfd_Lab,F_Cert_Cert_nfd_IDNS,F_Cert_Cert_nfd_Tot,F_LE_ID_Mng,F_LE_ID_Pro,F_LE_ID_TTW,F_LE_ID_CPS,F_LE_ID_CA,F_LE_ID_Sal,F_LE_ID_MOD,F_LE_ID_Lab,F_LE_ID_IDNS,F_LE_ID_Tot,F_LE_NS_Mng,F_LE_NS_Pro,F_LE_NS_TTW,F_LE_NS_CPS,F_LE_NS_CA,F_LE_NS_Sal,F_LE_NS_MOD,F_LE_NS_Lab,F_LE_NS_IDNS,F_LE_NS_Tot,F_Tot_Mng,F_Tot_Pro,F_Tot_TTW,F_Tot_CPS,F_Tot_CA,F_Tot_Sal,F_Tot_MOD,F_Tot_Lab,F_Tot_IDNS,F_Tot_Tot,P_PoDe_PoDe_NFD_Mng,P_PoDe_PoDe_NFD_Pro,P_PoDe_PoDe_NFD_TTW,P_PoDe_PoDe_NFD_CPS,P_PoDe_PoDe_NFD_CA,P_PoDe_PoDe_NFD_Sal,P_PoDe_PoDe_NFD_MOD,P_PoDe_PoDe_NFD_Lab,P_PoDe_PoDe_NFD_IDNS,P_PoDe_PoDe_NFD_Tot,P_PoDe_DoctDe_Mng,P_PoDe_DoctDe_Pro,P_PoDe_DoctDe_TTW,P_PoDe_DoctDe_CPS,P_PoDe_DoctDe_CA,P_PoDe_DoctDe_Sal,P_PoDe_DoctDe_MOD,P_PoDe_DoctDe_Lab,P_PoDe_DoctDe_IDNS,P_PoDe_DoctDe_Tot,P_PoDe_MasDe_Mng,P_PoDe_MasDe_Pro,P_PoDe_MasDe_TTW,P_PoDe_MasDe_CPS,P_PoDe_MasDe_CA,P_PoDe_MasDe_Sal,P_PoDe_MasDe_MOD,P_PoDe_MasDe_Lab,P_PoDe_MasDe_IDNS,P_PoDe_MasDe_Tot,P_GrDiGrCer_GrDiGrCerNFD_Mng,P_GrDiGrCer_GrDiGrCerNFD_Pro,P_GrDiGrCer_GrDiGrCerNFD_TTW,P_GrDiGrCer_GrDiGrCerNFD_CPS,P_GrDiGrCer_GrDiGrCerNFD_CA,P_GrDiGrCer_GrDiGrCerNFD_Sal,P_GrDiGrCer_GrDiGrCerNFD_MOD,P_GrDiGrCer_GrDiGrCerNFD_Lab,P_GrDiGrCer_GrDiGrCerNFD_IDNS,P_GrDiGrCer_GrDiGrCerNFD_Tot,P_GrDi_GrCer_GrDi_Mng,P_GrDi_GrCer_GrDi_Pro,P_GrDi_GrCer_GrDi_TTW,P_GrDi_GrCer_GrDi_CPS,P_GrDi_GrCer_GrDi_CA,P_GrDi_GrCer_GrDi_Sal,P_GrDi_GrCer_GrDi_MOD,P_GrDi_GrCer_GrDi_Lab,P_GrDi_GrCer_GrDi_IDNS,P_GrDi_GrCer_GrDi_Tot,P_GrDi_GrCer_GradCer_Mng,P_GrDi_GrCer_GradCer_Pro,P_GrDi_GrCer_GradCer_TTW,P_GrDi_GrCer_GradCer_CPS,P_GrDi_GrCer_GradCer_CA,P_GrDi_GrCer_GradCer_Sal,P_GrDi_GrCer_GradCer_MOD,P_GrDi_GrCer_GradCer_Lab,P_GrDi_GrCer_GradCer_IDNS,P_GrDi_GrCer_GradCer_Tot,P_BaDe_BaDe_Mng,P_BaDe_BaDe_Pro,P_BaDe_BaDe_TTW,P_BaDe_BaDe_CPS,P_BaDe_BaDe_CA,P_BaDe_BaDe_Sal,P_BaDe_BaDe_MOD,P_BaDe_BaDe_Lab,P_BaDe_BaDe_IDNS,P_BaDe_BaDe_Tot,P_AdvDi_Di_AdvDi_Di_NFD_Mng,P_AdvDi_Di_AdvDi_Di_NFD_Pro,P_AdvDi_Di_AdvDi_Di_NFD_TTW,P_AdvDi_Di_AdvDi_Di_NFD_CPS,P_AdvDi_Di_AdvDi_Di_NFD_CA,P_AdvDi_Di_AdvDi_Di_NFD_Sal,P_AdvDi_Di_AdvDi_Di_NFD_MOD,P_AdvDi_Di_AdvDi_Di_NFD_Lab,P_AdvDi_Di_AdvDi_Di_NFD_IDNS,P_AdvDi_Di_AdvDi_Di_NFD_Tot
SAL80062,3,10,0,8,0,0,0,0,0,20,0,4,0,0,0,0,0,0,0,8,36,80,0,10,17,6,0,4,0,151,0,0,0,0,0,0,0,0,0,0,8,8,0,9,0,0,0,0,0,28,12,16,0,10,23,9,0,0,0,68,19,18,15,22,40,0,3,5,3,119,0,0,0,0,0,0,0,0,0,10,3,0,0,0,12,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,83,168,20,64,114,18,4,12,13,488,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,7,25,35,0,8,5,0,0,3,0,68,0,4,0,0,0,0,0,0,0,4,4,16,0,8,0,0,0,0,0,31,3,3,0,0,4,0,0,0,0,12,47,130,12,21,25,6,0,3,0,255,0,0,0,0,0,0,0,0,0,0
SAL80063,9,23,0,0,7,0,0,0,0,38,3,7,0,0,7,0,0,0,0,20,51,120,4,16,39,3,0,0,3,243,0,0,0,0,0,0,0,0,0,0,0,7,0,8,13,0,0,0,0,34,7,14,4,19,17,0,0,0,4,71,9,11,6,30,30,3,0,0,3,93,3,0,0,0,0,0,0,4,0,6,0,0,0,5,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,0,0,0,12,120,249,28,83,131,14,0,6,10,658,0,0,0,0,0,0,0,0,0,0,14,39,0,0,7,0,0,0,0,62,36,71,0,13,14,8,0,0,0,150,3,3,0,0,0,0,0,0,0,10,20,27,0,0,7,3,0,0,0,64,5,15,0,0,7,0,0,0,0,27,111,215,19,22,47,11,8,3,5,448,0,0,0,0,0,0,0,0,0,0
SAL80064,14,29,0,9,8,0,0,0,0,62,8,17,0,4,5,0,0,0,0,31,88,259,9,35,75,13,4,4,8,497,0,0,0,0,0,0,0,0,0,0,25,17,0,16,42,0,0,0,0,105,54,44,3,50,77,11,0,0,8,245,31,45,37,73,128,12,5,12,4,350,4,8,0,11,15,3,0,0,0,36,5,7,5,6,19,10,0,5,0,59,0,0,0,3,5,0,0,0,0,11,0,3,0,3,5,0,0,0,0,20,260,499,62,214,407,52,8,22,27,1549,0,7,0,0,0,0,0,0,0,9,5,10,0,0,7,0,0,0,3,26,74,125,6,13,24,0,6,5,0,247,0,6,0,0,3,0,0,0,0,12,20,49,0,13,9,0,0,0,0,97,14,28,0,4,10,0,0,0,0,50,157,406,23,49,114,18,11,10,13,806,0,0,0,0,0,0,0,0,0,0
SAL80065,9,16,0,6,0,0,0,0,0,35,3,10,0,0,0,0,0,0,0,12,37,119,3,21,35,0,0,4,4,217,0,0,0,4,0,0,0,0,0,4,9,17,0,6,5,0,0,0,0,38,14,5,5,16,22,7,0,0,7,73,14,9,11,22,32,3,0,5,6,90,0,0,0,3,7,0,0,0,0,14,5,0,0,4,4,0,0,0,0,13,0,0,0,0,3,0,0,0,0,6,6,3,0,7,0,0,0,3,0,14,112,224,15,81,118,11,3,12,11,583,3,3,0,0,0,0,0,0,0,4,3,21,0,0,0,0,0,0,0,26,41,60,0,5,9,4,0,4,4,130,3,0,0,0,0,0,0,0,0,5,16,24,0,6,0,0,0,0,0,49,5,8,0,0,3,0,0,0,0,18,71,197,12,29,49,7,0,4,4,371,0,0,0,4,0,0,0,0,0,4
SAL80066,5,15,0,9,3,0,0,0,0,41,0,4,0,0,12,0,0,0,0,23,51,178,5,34,60,5,0,3,5,352,0,0,0,0,0,0,0,0,0,0,11,6,3,0,11,0,0,0,0,40,23,13,3,34,31,5,0,6,4,117,23,19,18,32,62,6,0,0,0,167,0,4,0,0,3,0,0,0,0,13,0,4,0,4,6,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3,6,0,0,3,0,0,0,0,0,16,145,317,35,135,221,35,5,9,24,930,0,0,0,0,0,0,0,0,0,4,10,15,0,0,0,0,0,0,0,29,46,138,15,29,29,16,4,3,7,276,4,0,0,0,0,0,0,0,0,6,14,34,0,5,8,0,0,0,0,62,4,13,0,0,9,0,0,0,0,31,107,334,18,49,91,14,19,15,13,659,0,0,0,6,0,0,0,0,0,6
SAL80067,17,60,3,0,3,0,0,0,0,93,5,13,0,0,5,0,0,0,0,20,141,311,12,45,82,21,5,3,14,634,0,0,0,0,0,0,0,0,0,0,7,9,4,4,8,4,0,0,0,37,17,15,5,12,16,4,0,0,4,76,10,6,7,13,15,3,0,0,0,59,0,0,0,5,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,8,4,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,329,642,33,102,182,44,5,12,27,1372,4,3,0,0,0,0,0,0,0,13,30,98,3,0,6,0,0,0,6,133,234,321,12,29,70,7,4,0,10,688,10,14,0,0,3,0,0,0,0,19,40,93,3,0,5,0,0,0,4,147,12,25,0,0,10,0,0,0,0,49,264,628,30,73,127,35,6,16,29,1206,0,0,3,0,0,0,0,0,0,3
SAL80068,16,28,0,18,10,4,0,0,0,78,15,13,0,3,0,0,0,0,0,29,94,323,23,104,128,46,4,31,9,761,0,0,0,0,0,0,0,0,0,0,10,11,7,15,23,12,0,0,0,81,29,23,18,67,39,11,0,5,5,197,23,16,26,62,59,11,0,4,8,207,0,0,0,9,13,5,0,0,0,25,5,5,0,4,13,0,0,5,0,28,0,3,0,3,3,3,0,0,0,12,0,3,3,9,8,0,0,5,5,27,257,613,86,376,355,122,11,68,29,1920,0,3,0,0,0,0,0,0,0,3,12,63,4,4,3,0,0,0,0,94,169,340,51,113,97,80,24,65,13,941,8,9,0,0,3,0,0,0,0,22,23,63,0,18,12,5,0,4,0,126,18,20,3,3,5,0,0,0,0,50,212,612,98,141,190,73,30,71,19,1447,0,0,0,0,0,0,0,0,0,0
SAL80069,30,30,0,0,5,0,0,0,0,61,13,4,0,0,0,0,0,0,0,18,89,147,0,9,40,9,0,0,3,305,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,0,15,4,11,3,8,7,0,0,0,0,32,6,0,0,6,11,5,0,0,0,29,0,0,0,0,0,0,0,0,0,3,0,0,0,6,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,3,215,331,13,43,91,17,0,3,10,720,0,4,0,0,0,0,0,0,0,0,30,95,0,3,4,0,0,0,5,133,103,142,0,9,25,0,0,7,3,291,0,0,0,0,0,0,0,0,0,0,37,48,0,0,4,0,0,0,0,100,19,10,0,0,3,0,0,0,0,31,155,256,19,16,59,14,0,5,12,542,0,0,0,0,0,0,0,0,0,0
SAL80070,4,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,4,12,0,5,7,6,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,23,0,6,11,6,0,0,3,54,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,6,0,9,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,8,26,0,4,9,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0
SAL80071,11,30,0,5,6,3,0,0,0,62,10,19,0,0,0,0,0,0,0,32,118,322,21,82,123,28,0,21,18,727,0,0,0,0,0,0,0,0,0,0,17,15,3,15,27,9,0,0,0,88,30,21,15,42,53,11,0,9,3,185,24,30,20,54,61,11,0,3,7,211,5,0,0,0,8,5,0,0,0,20,5,0,0,10,12,6,0,0,0,29,0,0,0,4,0,0,0,0,0,15,5,0,0,4,0,3,0,0,10,26,310,673,73,258,344,104,4,53,46,1857,0,3,0,0,0,0,0,0,0,11,23,105,0,4,3,0,0,0,0,143,228,402,42,61,75,62,20,33,23,945,4,9,0,0,0,0,0,0,0,18,23,52,3,5,12,3,0,5,0,105,20,30,3,0,4,0,0,0,0,59,249,614,75,124,176,50,12,40,32,1378,0,0,0,0,0,0,0,0,0,0
SAL80072,7,20,0,8,5,0,0,0,0,42,3,0,0,0,0,0,0,0,0,9,52,120,0,25,35,7,0,3,4,247,0,0,0,0,0,0,0,0,0,0,4,8,0,7,6,3,0,0,0,32,6,9,5,20,9,5,0,0,0,58,9,4,11,14,15,0,0,0,0,46,0,4,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,129,230,22,82,80,24,0,16,9,594,0,0,0,0,0,0,0,4,0,3,11,42,0,0,0,0,0,0,0,58,64,85,11,13,18,7,5,7,6,210,0,0,0,0,0,0,0,0,0,5,20,37,0,12,9,3,0,0,0,74,9,3,0,0,0,0,0,0,0,18,100,217,19,35,50,18,5,11,5,462,0,0,0,0,0,0,0,0,0,0
SAL80073,7,12,0,3,0,0,0,0,0,35,3,9,0,0,4,0,0,0,0,15,37,114,0,13,36,0,0,6,3,217,0,0,0,0,0,0,0,0,0,0,3,7,4,8,9,3,0,0,0,38,6,10,3,16,19,8,0,0,0,65,5,9,8,31,36,13,0,12,0,116,0,0,0,3,5,0,0,0,0,6,3,0,0,0,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4,0,0,0,0,12,110,214,20,87,121,30,3,21,11,622,0,0,0,0,0,0,0,0,0,0,8,28,0,0,0,0,0,0,0,31,35,70,0,9,10,8,3,0,4,144,5,0,0,0,3,0,0,0,0,5,10,23,0,3,0,0,0,0,0,47,9,13,0,0,6,0,0,0,0,26,75,195,16,19,55,10,4,10,5,389,0,0,0,0,0,0,0,0,0,0
SAL80074,12,20,0,0,8,0,0,0,0,41,3,12,0,0,0,0,0,0,0,17,60,134,6,3,45,7,0,4,5,255,0,0,0,0,0,0,0,0,0,0,9,10,0,0,4,0,0,0,0,26,8,8,3,13,16,0,0,3,0,52,11,6,5,8,10,9,0,0,0,45,3,0,0,0,0,3,0,0,0,7,0,0,0,0,3,3,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,137,247,18,30,100,22,0,11,12,587,0,0,0,0,0,0,0,0,0,3,17,22,0,0,0,0,0,0,0,41,45,87,3,12,18,0,0,0,8,181,0,0,0,0,0,0,0,0,0,9,24,36,0,0,10,0,0,0,4,65,10,19,0,0,6,0,0,0,0,31,100,234,20,12,58,11,3,9,13,452,0,0,0,0,0,0,0,0,0,0
SAL80075,10,25,0,10,3,0,0,0,0,48,8,8,0,3,6,0,0,0,0,21,68,202,7,36,68,19,0,4,5,413,0,0,0,5,0,0,0,0,0,3,11,18,4,9,23,0,0,4,0,69,16,23,10,28,33,9,0,0,0,112,29,25,22,62,66,9,0,3,3,222,0,0,0,3,8,4,0,3,0,19,4,0,3,6,10,3,0,0,0,26,0,0,0,0,0,0,0,0,0,6,0,0,0,3,3,0,0,0,4,18,165,399,53,171,237,53,0,22,19,1115,0,0,0,0,0,0,0,0,0,3,6,33,0,0,4,0,0,0,0,50,49,111,7,14,27,10,9,5,4,243,0,0,0,0,0,0,0,0,0,0,16,37,0,11,4,0,0,0,0,68,9,15,0,0,5,0,0,0,0,32,110,355,33,60,94,33,11,17,14,726,0,0,0,5,0,0,0,0,0,4
SAL80076,7,30,0,6,7,0,0,0,0,42,11,13,0,0,0,0,0,0,0,20,52,139,3,20,29,10,0,8,5,279,0,0,0,0,0,0,0,0,0,0,4,5,0,8,0,0,0,0,0,25,7,9,0,6,13,0,0,0,0,48,0,7,4,14,4,0,0,6,0,33,0,0,0,0,0,3,0,0,0,7,0,0,0,0,8,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,149,297,17,65,81,21,4,13,11,644,0,6,0,0,0,0,0,0,0,11,16,52,0,0,5,0,0,0,3,67,107,131,14,13,17,8,3,0,3,292,0,4,0,0,0,0,0,0,0,4,14,43,0,6,14,0,0,0,0,81,11,18,0,0,0,0,0,0,0,29,128,246,19,35,57,16,4,11,9,529,0,0,0,0,0,0,0,0,0,0
SAL80077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SAL80078,3,18,0,0,0,0,0,0,0,24,0,4,0,0,0,0,0,0,0,5,29,99,4,10,38,3,0,5,0,192,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,0,0,0,0,23,3,0,0,4,13,0,0,0,0,28,6,7,3,9,5,3,0,0,0,36,0,0,0,4,0,0,0,0,0,3,4,0,0,0,9,0,0,0,0,14,3,3,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,90,216,18,42,84,12,0,9,3,457,0,0,0,0,0,0,0,0,0,0,13,44,0,0,6,0,0,0,0,57,62,98,0,9,13,5,3,0,6,198,0,4,0,0,0,0,0,0,0,13,3,34,0,0,5,0,0,0,0,45,5,5,0,0,0,0,0,0,0,12,71,181,16,21,47,7,5,7,3,357,0,0,0,0,0,0,0,0,0,0
SAL80079,6,20,0,3,0,0,0,0,0,34,3,7,0,0,0,0,0,0,0,8,35,123,7,24,48,5,0,3,3,250,0,0,0,0,0,0,0,0,0,0,10,7,5,6,22,0,0,0,3,50,17,18,5,30,38,4,0,0,0,121,23,20,23,50,44,4,0,8,0,174,6,0,0,3,6,4,0,0,0,25,0,3,0,8,11,0,0,0,0,27,0,5,3,0,8,0,0,0,0,10,0,5,0,3,5,0,0,3,4,19,118,255,42,142,190,32,3,15,14,803,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,20,25,61,3,13,10,4,0,3,0,125,0,0,0,0,0,0,0,0,0,4,9,28,0,6,0,0,0,0,0,45,8,6,0,0,3,0,0,0,0,17,66,203,22,43,64,4,10,8,4,438,0,0,0,0,0,0,0,0,0,3
SAL80080,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,27,4,14,12,4,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,6,6,0,7,7,0,0,0,0,17,0,11,0,5,9,0,0,0,0,22,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,19,54,4,37,37,3,0,0,3,169,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,10,12,16,6,0,15,3,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,15,46,8,17,16,4,0,0,0,110,0,0,0,0,0,0,0,0,0,0
SAL80081,22,57,0,11,11,0,0,0,0,101,14,13,0,0,6,0,0,0,0,31,92,268,17,42,99,11,0,10,3,547,0,0,0,0,0,0,0,0,0,0,13,16,0,9,20,0,0,0,0,66,21,22,4,38,40,5,0,3,3,131,7,14,12,47,42,11,0,12,4,146,0,0,0,0,3,4,0,0,0,19,3,3,4,9,13,6,0,0,0,37,0,0,0,0,3,0,0,0,0,5,0,8,0,4,0,0,0,0,4,28,239,542,51,189,268,45,0,36,19,1386,0,3,0,0,0,0,0,0,0,6,31,93,0,0,7,0,0,0,0,138,92,203,9,21,55,21,4,18,7,434,0,3,0,5,0,0,0,0,0,10,40,83,0,11,18,0,0,5,0,154,16,23,0,4,6,0,0,0,0,53,213,484,63,67,135,33,14,25,11,1050,0,0,0,0,0,0,0,0,0,0
SAL80082,31,92,0,22,19,0,0,0,3,174,18,33,0,5,15,0,0,0,0,72,192,501,31,101,157,17,0,13,11,1026,0,0,0,0,0,0,0,0,0,4,27,48,7,29,33,4,0,0,5,159,53,68,8,90,105,19,0,8,8,355,43,43,64,110,144,25,0,11,14,448,11,7,0,10,16,6,0,0,0,56,12,6,3,19,24,6,0,4,0,71,0,5,4,4,5,0,0,3,0,18,0,9,0,7,8,5,0,0,6,44,491,1030,124,413,560,93,5,40,55,2816,0,12,0,0,0,0,0,0,0,17,44,86,5,4,5,0,0,0,3,150,162,290,19,25,69,12,4,11,17,610,11,10,0,3,4,0,0,0,0,33,47,129,4,31,27,0,0,0,3,235,37,54,0,3,20,0,0,0,0,108,356,884,63,155,232,41,12,27,28,1800,0,0,0,0,0,0,0,0,0,0
SAL80083,43,94,0,3,16,3,0,0,0,157,17,22,0,5,3,0,0,0,0,52,186,499,11,41,118,15,0,8,24,908,0,0,0,0,0,0,0,0,0,0,12,11,6,3,8,0,0,0,4,45,21,26,11,18,22,8,0,0,0,115,15,10,8,18,23,10,0,0,0,84,0,0,0,5,3,0,0,0,0,12,3,0,0,3,3,0,0,0,0,18,4,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,3,16,481,1019,39,125,265,54,0,10,41,2028,4,9,0,0,0,0,0,0,0,13,45,137,0,0,4,0,0,0,4,186,314,481,4,35,82,8,0,3,23,949,3,13,0,0,0,0,0,0,0,17,65,145,0,5,19,3,0,0,0,243,34,39,0,3,14,0,0,0,0,99,385,938,32,80,189,29,5,13,45,1718,0,0,0,0,0,0,0,0,0,0
SAL80084,10,19,0,3,7,0,0,0,0,45,3,6,0,0,0,0,0,0,0,13,48,110,4,17,45,3,0,0,8,236,0,5,0,0,0,0,0,0,0,5,3,14,4,10,9,4,0,0,0,36,26,17,3,18,33,3,0,0,0,101,12,18,17,28,36,4,0,4,0,125,0,0,0,3,6,6,0,0,0,13,4,0,0,3,4,6,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,129,269,26,90,146,22,0,11,14,711,0,3,0,0,0,0,0,0,0,9,9,30,3,0,6,0,0,0,0,38,35,84,4,3,10,3,0,3,7,154,3,3,0,0,0,0,0,0,0,7,12,30,4,9,10,0,0,0,0,60,3,12,0,0,4,0,0,0,0,20,88,189,15,30,59,3,0,9,13,406,0,5,0,0,0,0,0,0,0,5
SAL80085,4,11,0,12,0,0,0,0,0,24,3,6,0,0,5,0,0,0,0,16,40,184,11,41,42,17,4,11,10,354,0,0,0,0,0,0,0,0,0,0,3,7,0,0,7,3,0,4,0,28,8,4,0,12,10,3,0,0,4,42,8,9,7,11,11,8,0,4,0,59,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,5,0,0,0,0,0,0,0,6,98,321,22,98,108,36,3,28,19,732,0,0,0,0,0,0,0,0,0,8,8,44,0,0,8,0,0,0,0,55,62,165,21,32,33,37,14,21,4,375,0,5,0,0,0,0,0,5,0,12,5,24,0,9,4,0,0,0,0,51,6,10,0,0,5,0,0,0,0,19,82,324,36,74,69,27,15,25,12,663,0,0,0,0,0,0,0,0,0,0
