SAL_CODE_2021,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
SAL80116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80117,0,0,6,11,6,20,0,17,0,75,9,12,24,31,24,18,5,22,0,136,49,132,65,51,43,33,14,22,13,406,92,164,38,43,46,6,8,26,8,429,66,96,27,30,51,7,17,11,0,310,20,34,17,16,25,6,7,11,4,134,4,8,0,0,7,3,0,3,0,38,0,7,5,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,233,456,183,179,210,95,46,112,24,1533
SAL80118,4,0,12,26,4,33,3,15,0,97,0,20,25,21,12,10,0,6,0,103,25,76,39,27,42,7,0,12,8,245,78,104,41,23,65,14,0,15,7,359,54,78,29,25,54,9,6,18,4,285,28,39,12,17,34,7,4,4,5,146,3,16,6,7,12,4,7,3,0,67,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,206,338,182,150,220,87,24,76,24,1304
SAL80119,3,0,6,22,6,24,0,10,0,66,0,10,9,25,9,13,3,4,0,78,22,50,17,24,21,3,7,7,3,166,48,74,21,18,31,5,0,3,8,211,76,80,18,15,34,6,8,10,5,239,27,55,10,10,19,3,0,6,3,135,3,10,3,4,6,3,0,5,0,40,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,181,285,85,116,129,64,21,42,16,946
SAL80120,0,0,0,3,0,3,0,4,0,14,3,6,3,4,14,6,0,0,0,39,14,53,22,22,30,13,3,10,4,182,22,37,11,15,19,11,7,8,0,141,5,16,5,9,8,0,0,0,5,43,0,4,0,0,4,0,0,0,0,21,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,119,51,59,79,31,15,26,11,437
SAL80121,0,0,0,0,0,4,0,3,0,10,0,0,0,0,4,0,0,3,0,12,0,7,8,4,6,0,0,3,0,31,0,4,3,0,3,0,0,8,0,24,0,4,8,5,4,3,11,4,0,43,6,0,9,9,5,5,8,12,0,53,6,0,0,4,0,0,0,6,0,22,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,17,15,32,24,25,15,26,38,3,193
SAL80122,0,0,0,8,3,16,0,4,0,35,3,15,22,19,12,15,3,9,5,93,56,116,45,69,66,41,22,22,16,449,67,128,38,57,59,15,19,12,10,414,22,29,15,21,15,4,7,3,3,123,8,6,4,5,9,3,0,3,0,36,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,297,123,171,163,89,54,58,33,1156
SAL80123,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,3,5,0,0,0,0,0,18,0,4,0,0,0,0,0,0,0,4,6,0,0,0,3,0,0,0,0,9,0,0,8,0,5,0,0,0,0,9,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,18,8,6,5,0,3,0,46
SAL80124,4,6,22,36,9,41,4,30,4,152,17,21,42,43,30,26,5,15,8,200,62,132,81,42,91,20,17,23,20,479,88,112,55,46,77,10,15,21,14,437,84,96,52,51,105,26,16,20,7,466,78,83,33,31,77,19,27,27,5,383,5,19,12,11,11,4,0,8,0,73,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,338,466,296,248,408,149,87,141,60,2191
SAL80125,0,0,0,10,0,18,0,6,0,36,8,15,11,12,9,13,0,7,0,81,60,131,65,41,59,25,8,23,12,429,93,213,48,52,70,8,12,8,16,515,41,80,22,21,25,9,0,7,3,205,7,8,6,6,11,3,0,4,4,47,0,3,0,0,0,0,3,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,445,147,141,181,81,24,51,34,1321
SAL80126,0,5,3,18,0,21,0,10,0,63,4,23,20,29,28,8,0,4,4,116,32,71,33,14,33,6,4,3,5,210,69,125,28,17,41,8,8,11,6,310,77,113,25,18,53,9,7,7,4,317,40,56,16,10,25,9,4,0,0,161,3,8,4,0,8,3,0,4,0,37,0,3,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,234,412,118,104,196,66,25,46,20,1227
SAL80127,0,3,0,22,12,14,0,4,3,64,25,248,27,86,122,48,3,22,10,591,199,630,59,70,161,42,6,27,35,1240,170,236,23,18,71,11,5,21,15,559,120,143,13,11,45,3,4,0,5,334,54,81,5,5,27,10,3,4,8,192,15,29,0,5,4,5,0,0,0,56,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,576,1372,122,218,440,135,19,73,72,3040
SAL80128,0,0,3,0,0,0,0,6,0,16,0,0,4,5,3,0,3,0,0,11,8,10,6,0,4,0,0,0,0,31,13,19,9,3,12,0,0,3,0,63,14,11,5,5,7,0,0,0,0,47,6,4,0,0,0,0,5,7,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,48,28,16,19,5,7,11,3,186
SAL80129,3,0,20,53,15,68,12,31,3,201,8,42,50,71,56,36,4,25,7,305,99,272,113,84,151,42,23,51,25,859,192,359,87,67,158,37,26,29,13,978,187,248,70,72,133,26,26,33,23,821,111,153,63,50,97,26,23,26,6,569,27,51,22,19,31,11,17,9,0,192,3,4,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,627,1142,426,416,648,242,127,216,87,3937
SAL80130,0,0,8,21,3,23,0,16,0,68,8,22,14,23,15,13,4,8,0,111,51,103,41,32,38,14,4,8,3,292,116,135,30,21,39,3,7,14,0,366,86,103,19,26,39,13,10,12,5,308,38,41,13,19,26,6,6,4,3,160,3,23,12,0,9,0,0,3,0,49,0,3,0,4,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,295,426,137,145,174,74,29,62,20,1365
SAL80131,0,9,12,50,7,48,0,32,0,150,19,93,35,89,49,46,8,23,9,364,158,432,105,102,122,53,19,86,23,1103,319,448,69,69,111,20,8,46,18,1106,211,312,28,51,92,11,8,20,18,751,82,157,29,24,48,12,3,18,7,379,15,40,4,0,11,3,0,5,0,75,0,0,0,0,5,0,0,0,0,7,0,4,0,0,0,0,0,0,0,4,804,1492,283,387,439,200,53,216,72,3940
SAL80132,0,0,14,39,3,40,5,19,0,119,6,22,18,36,23,15,0,12,3,130,25,95,20,33,32,12,10,11,4,248,99,125,15,18,35,10,0,8,5,318,121,134,14,19,41,9,4,3,6,352,46,78,12,9,27,4,7,5,3,192,3,31,5,4,6,0,0,0,0,51,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,309,495,103,161,174,89,26,53,26,1427
SAL80133,0,3,10,32,3,31,0,4,0,89,6,25,24,34,22,21,3,8,3,149,52,159,41,32,40,13,3,11,8,363,150,201,34,20,70,9,0,6,6,496,140,157,28,20,78,18,12,6,12,478,35,93,22,12,38,6,6,7,3,229,8,29,6,4,17,4,0,9,0,81,0,6,5,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,5,399,687,167,160,261,99,32,60,34,1903
SAL80134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80135,4,6,7,13,8,17,0,8,0,63,8,54,21,60,51,26,5,14,3,234,114,357,86,82,128,47,14,24,13,871,155,340,39,50,87,10,13,12,17,721,81,137,14,25,49,3,7,10,7,337,38,49,5,11,34,9,5,7,0,161,7,7,0,4,6,3,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396,944,182,246,366,115,49,79,49,2424
SAL80136,0,0,3,27,6,31,0,7,0,78,7,30,5,29,19,12,0,5,0,110,26,65,12,20,24,8,0,4,3,171,91,151,7,12,19,3,0,8,5,299,121,145,7,11,43,10,4,3,12,346,87,138,17,14,39,14,3,6,9,326,29,56,10,3,10,10,0,0,3,129,0,8,0,0,4,3,0,0,0,21,0,0,0,0,0,0,0,0,6,6,365,595,53,119,175,85,12,42,41,1483
SAL89494,3,0,0,6,0,12,0,5,0,22,3,4,9,13,4,6,0,3,0,36,4,17,8,5,11,9,3,0,0,59,5,13,7,3,0,0,0,11,0,38,4,7,3,0,0,6,0,0,0,32,7,11,0,4,3,0,0,0,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,51,25,30,27,21,5,19,0,216
SAL89797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
