SAL_CODE_2021,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_or_lt_rail_M,One_met_Tram_or_lt_rail_F,One_met_Tram_or_lt_rail_P,One_met_Taxi_or_Rideshare_M,One_met_Taxi_or_Rideshare_F,One_met_Taxi_or_Rideshare_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_or_lt_rail_M,Two_mt_trn_Trm_or_lt_rail_F,Two_mt_trn_Trm_or_lt_rail_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_or_lt_rail_M,Two_mth_Bu_Trm_or_lt_rail_F,Two_mth_Bu_Trm_or_lt_rail_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Tr_2_oth_meth_M,Three_meth_Tr_2_oth_meth_F,Three_meth_Tr_2_oth_meth_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
SAL80102,0,0,0,65,81,146,0,0,0,26,17,42,7,10,14,773,742,1509,48,103,147,6,0,5,15,8,25,240,156,394,15,4,19,96,85,177,1283,1195,2476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,13,0,0,0,4,8,6,0,3,3,7,13,25,15,28,44,29,41,70,0,0,0,4,0,4,5,4,0,4,0,9,237,253,482,139,198,342,4,0,4,1690,1694,3382
SAL80103,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,177,133,306,11,19,30,3,0,3,0,0,0,0,0,3,0,0,0,4,3,7,196,158,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,9,9,0,0,0,0,0,0,0,0,0,0,0,0,33,39,74,25,19,41,0,0,0,258,223,480
SAL80104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,70,36,112,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,77,44,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,16,6,7,14,0,0,0,88,59,147
SAL80105,0,0,0,14,11,19,0,0,0,0,0,0,0,0,0,291,242,538,14,29,49,8,0,4,6,0,10,4,0,4,0,5,6,4,10,15,346,297,644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,0,5,4,9,4,4,10,0,0,0,0,0,0,0,0,0,0,0,0,40,52,92,33,48,86,0,0,0,427,409,830
SAL80106,0,0,0,28,40,73,0,0,0,0,0,0,0,3,4,459,388,853,30,53,83,3,0,3,10,0,11,14,7,25,0,0,0,19,12,26,568,512,1079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,0,0,3,10,13,7,8,9,9,15,26,0,0,0,4,0,4,0,0,0,5,0,6,58,73,132,51,91,139,6,0,6,700,693,1392
SAL80107,0,0,0,22,22,43,0,0,0,12,23,37,5,0,5,1021,870,1896,55,113,176,15,0,15,15,0,17,31,6,35,11,8,19,16,3,19,1207,1043,2251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,28,57,0,0,0,0,3,3,0,0,0,29,30,62,24,19,44,54,50,104,0,0,0,5,0,8,4,0,0,3,3,4,150,162,311,107,211,321,4,5,5,1529,1473,3000
SAL80108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80109,0,0,0,30,28,57,0,0,0,0,0,0,0,0,0,445,390,835,27,48,74,8,0,8,5,4,10,16,3,19,5,3,3,20,12,32,546,494,1044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,4,4,0,0,0,4,5,4,7,3,4,11,10,18,0,0,0,0,0,0,0,0,0,0,0,0,77,90,172,67,85,150,0,0,4,699,683,1384
SAL80110,0,0,0,149,209,353,0,0,0,0,0,0,4,10,11,959,795,1752,46,144,193,0,0,0,10,0,10,25,6,30,9,3,17,200,263,465,1412,1432,2840,0,0,6,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,7,10,0,0,0,5,7,12,9,5,14,0,11,21,0,0,0,22,28,48,16,20,32,35,51,87,0,0,0,0,3,3,0,0,0,0,3,3,158,153,313,121,175,285,9,6,15,1726,1819,3548
SAL80111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,16,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,9,34,23,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,19,3,3,6,0,0,0,41,33,81
SAL80112,0,0,0,19,21,43,0,0,4,0,0,0,3,5,6,526,441,969,31,69,96,0,0,0,12,0,12,28,12,38,9,0,9,15,30,52,650,577,1228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,9,0,12,17,3,20,0,0,0,0,0,0,0,0,0,0,0,0,127,114,245,59,84,141,0,0,0,841,786,1629
SAL80113,0,0,0,27,34,63,0,0,0,0,0,3,3,3,8,170,139,310,7,14,21,0,0,0,6,0,6,36,17,52,9,0,6,103,66,174,367,279,646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,3,5,3,6,4,6,11,10,8,16,0,0,0,0,0,0,0,0,0,0,0,0,65,56,120,32,56,94,3,5,5,479,406,880
SAL80114,0,0,0,28,19,54,0,0,0,0,0,0,0,0,0,624,476,1100,46,47,95,11,0,14,4,0,4,6,0,4,4,3,4,0,5,5,725,560,1285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,0,6,0,0,0,3,5,9,3,8,8,8,8,20,0,0,0,0,0,0,0,0,0,0,0,0,43,77,113,64,105,171,3,0,3,841,749,1591
SAL80115,0,0,0,22,28,53,0,0,0,0,0,0,0,0,0,516,489,1003,37,45,79,11,0,12,7,0,7,16,5,21,0,0,0,10,0,14,620,575,1196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,15,3,5,9,0,0,0,12,13,26,11,9,13,19,27,42,0,0,0,0,0,0,0,0,0,0,0,0,100,103,199,69,112,181,0,0,0,801,814,1618
SAL80116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80117,0,0,0,34,41,77,0,0,0,0,0,0,3,0,9,519,415,939,29,66,92,6,0,6,10,0,10,19,5,18,6,3,11,8,8,19,631,543,1173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,16,9,8,20,0,0,0,0,0,4,0,0,0,0,0,4,75,82,158,60,119,184,0,0,0,781,755,1533
SAL80118,0,0,3,15,26,40,0,0,0,0,0,0,3,0,3,422,408,831,30,29,60,10,0,10,6,0,11,12,3,11,6,0,6,0,3,4,511,469,981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,7,4,0,0,0,0,10,7,6,8,9,8,10,19,0,0,0,0,0,4,0,0,0,0,0,4,66,76,147,56,93,150,0,4,4,647,658,1304
SAL80119,0,0,0,16,28,42,0,0,0,0,0,0,0,0,0,303,273,574,22,39,57,4,0,4,4,0,4,10,0,12,0,3,3,6,5,15,365,350,715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,7,0,0,0,3,0,8,6,8,7,3,8,13,0,0,0,0,0,0,0,0,0,0,0,0,53,67,119,51,44,101,0,0,0,474,471,946
SAL80120,0,0,0,3,6,13,0,0,0,0,0,0,0,0,0,160,126,284,7,21,26,0,0,0,4,0,4,0,0,0,0,0,3,0,0,0,178,160,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,5,4,8,0,0,0,0,0,0,0,0,0,0,0,0,15,27,38,14,31,46,0,0,0,216,221,437
SAL80121,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,80,49,127,7,10,16,3,0,3,5,0,5,0,0,0,4,0,4,3,5,8,105,65,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,8,3,8,17,0,0,0,119,75,193
SAL80122,0,3,8,11,15,22,0,0,0,3,5,5,0,0,0,466,319,789,11,58,67,6,0,6,3,0,3,6,0,6,4,0,3,0,0,0,508,395,906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,13,0,0,0,0,0,0,0,0,0,3,9,16,14,15,29,20,26,39,0,0,0,3,3,7,0,0,0,3,3,7,45,47,94,37,66,100,0,8,8,614,539,1156
SAL80123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,16,16,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,3,5,7,0,0,0,25,18,46
SAL80124,0,0,0,14,23,31,0,0,0,0,0,0,3,4,4,823,705,1526,40,84,121,19,0,19,6,0,6,7,0,9,3,4,8,0,0,7,917,825,1739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,6,4,6,6,0,5,12,3,13,0,0,0,0,0,0,0,0,0,0,0,0,73,105,183,91,166,256,0,3,3,1094,1100,2191
SAL80125,0,0,0,6,9,20,0,0,0,14,13,28,0,0,0,515,376,890,17,47,58,12,0,12,8,0,8,3,0,3,5,0,8,0,4,7,578,448,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,17,22,3,0,3,0,0,0,0,0,0,8,17,27,12,6,21,25,19,42,0,0,0,8,10,15,0,0,0,8,10,15,74,76,146,27,63,94,0,0,5,711,611,1321
SAL80126,0,0,0,31,31,66,0,0,0,0,0,0,0,0,0,402,336,734,23,46,72,8,0,8,12,0,12,13,12,17,3,0,4,11,3,16,501,424,930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,8,0,0,0,0,0,0,5,4,9,6,3,4,13,6,16,0,0,0,0,0,0,0,0,0,0,0,0,67,85,149,48,76,128,0,0,0,628,603,1227
SAL80127,0,0,0,62,72,131,0,0,0,41,62,101,4,4,13,568,529,1097,37,62,105,4,0,6,18,4,23,130,112,239,9,7,22,258,291,550,1141,1142,2281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,42,69,0,0,0,0,5,5,0,0,0,31,48,81,19,16,30,48,67,111,0,0,0,0,6,8,0,0,0,0,12,11,171,195,363,78,181,259,0,0,4,1446,1593,3040
SAL80128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,56,125,4,7,7,4,0,5,0,0,0,0,0,0,0,0,0,0,0,3,84,60,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,18,9,12,23,0,0,0,98,92,186
SAL80129,0,0,0,79,81,159,0,0,0,0,0,0,4,0,9,1353,1154,2502,82,132,211,18,0,18,29,3,38,35,3,42,9,4,14,20,20,37,1626,1392,3023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,17,6,7,17,3,0,0,12,26,39,29,14,40,41,38,76,0,0,0,0,3,4,0,0,0,0,3,4,202,208,411,165,245,410,5,0,7,2046,1892,3937
SAL80130,0,0,0,16,27,39,0,0,0,0,0,0,6,0,8,466,406,866,22,42,68,9,0,9,6,0,4,19,4,28,3,0,5,4,13,16,555,497,1047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,5,0,0,0,3,11,14,12,0,14,12,13,25,0,0,0,0,0,0,0,0,0,0,0,0,76,65,139,59,93,152,0,0,0,693,672,1365
SAL80131,0,0,0,27,55,90,0,0,0,52,47,105,5,4,12,1055,1049,2100,58,111,168,7,0,7,34,8,37,132,87,224,12,8,14,13,24,39,1392,1393,2790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,28,56,0,0,5,4,7,12,0,0,0,35,40,75,33,38,72,65,83,145,0,0,0,7,8,17,3,0,3,9,12,18,215,294,507,186,284,467,8,3,14,1872,2064,3940
SAL80132,0,0,0,25,21,47,0,0,0,0,0,0,0,0,0,457,389,845,34,48,79,0,0,7,11,0,9,26,11,39,0,0,7,9,17,25,563,496,1057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,5,5,5,7,0,0,0,0,0,0,0,0,0,0,0,0,99,102,198,64,98,158,0,0,0,730,698,1427
SAL80133,0,0,0,32,52,82,0,0,0,0,0,0,6,0,4,593,541,1142,23,64,95,10,0,10,11,0,9,28,9,40,4,0,4,14,13,24,722,686,1413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,11,0,0,0,0,3,3,0,0,0,9,5,13,5,11,13,13,11,24,0,0,0,0,0,0,0,0,0,0,0,0,118,121,234,85,146,228,0,0,6,942,967,1903
SAL80134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80135,0,0,0,51,69,122,0,0,0,0,0,0,0,0,0,854,751,1608,32,93,125,3,0,3,15,0,15,20,6,29,0,4,5,3,4,8,980,930,1911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,0,3,3,0,0,0,4,3,10,9,8,19,18,13,29,0,0,0,0,0,3,0,0,0,0,0,3,127,138,265,65,145,212,0,0,3,1194,1227,2424
SAL80136,0,0,0,23,12,38,0,0,0,0,0,0,0,5,5,446,412,861,28,51,83,0,0,0,10,0,15,35,16,54,6,0,6,16,12,27,564,512,1083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,5,9,7,11,10,4,18,0,0,0,0,0,0,0,0,0,0,0,0,131,134,257,42,74,119,0,0,10,760,726,1483
SAL89494,0,0,0,9,4,15,0,0,0,0,0,0,0,0,5,46,53,98,11,3,13,0,0,3,0,0,0,3,0,5,0,0,0,16,6,23,83,75,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,19,14,17,32,0,0,0,104,111,216
SAL89797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
