SAL_CODE_2021,P_Mng_0,P_Mng_1_19,P_Mng_20_29,P_Mng_30_34,P_Mng_35_39,P_Mng_40_44,P_Mng_45_49,P_Mng_50_over,P_Mng_hours_NS,P_Mng_Tot,P_Pro_0,P_Pro_1_19,P_Pro_20_29,P_Pro_30_34,P_Pro_35_39,P_Pro_40_44,P_Pro_45_49,P_Pro_50_over,P_Pro_hours_NS,P_Pro_Tot,P_TTW_0,P_TTW_1_19,P_TTW_20_29,P_TTW_30_34,P_TTW_35_39,P_TTW_40_44,P_TTW_45_49,P_TTW_50_over,P_TTW_hours_NS,P_TTW_Tot,P_CPS_0,P_CPS_1_19,P_CPS_20_29,P_CPS_30_34,P_CPS_35_39,P_CPS_40_44,P_CPS_45_49,P_CPS_50_over,P_CPS_hours_NS,P_CPS_Tot,P_CA_0,P_CA_1_19,P_CA_20_29,P_CA_30_34,P_CA_35_39,P_CA_40_44,P_CA_45_49,P_CA_50_over,P_CA_hours_NS,P_CA_Tot,P_Sal_0,P_Sal_1_19,P_Sal_20_29,P_Sal_30_34,P_Sal_35_39,P_Sal_40_44,P_Sal_45_49,P_Sal_50_over,P_Sal_hours_NS,P_Sal_Tot,P_MOD_0,P_MOD_1_19,P_MOD_20_29,P_MOD_30_34,P_MOD_35_39,P_MOD_40_44,P_MOD_45_49,P_MOD_50_over,P_MOD_hours_NS,P_MOD_Tot,P_Lab_0,P_Lab_1_19,P_Lab_20_29,P_Lab_30_34,P_Lab_35_39,P_Lab_40_44,P_Lab_45_49,P_Lab_50_over,P_Lab_hours_NS,P_Lab_Tot,P_ID_NS_0,P_ID_NS_1_19,P_ID_NS_20_24,P_ID_NS_30_34,P_ID_NS_35_39,P_ID_NS_40_44,P_ID_NS_45_49,P_ID_NS_50_over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_19,P_Tot_20_29,P_Tot_30_34,P_Tot_35_39,P_Tot_40_44,P_Tot_45_49,P_Tot_50_over,P_Tot_hours_NS,P_Tot_Tot
SAL80120,0,0,4,0,19,10,3,7,0,51,8,11,8,10,34,32,7,13,0,119,5,0,5,7,12,22,4,0,0,51,0,12,12,9,18,4,0,0,0,59,5,11,6,7,34,15,0,0,0,79,0,8,3,0,10,3,0,4,0,31,0,0,0,0,6,6,0,0,0,15,3,7,3,0,5,0,4,0,0,26,0,0,0,0,3,3,0,0,0,11,18,50,47,33,140,99,18,31,4,437
SAL80121,0,0,0,0,4,3,0,6,0,17,0,3,0,5,4,0,0,0,0,15,0,4,4,0,7,14,0,0,0,32,0,8,3,4,0,0,0,0,0,24,0,3,0,0,13,6,4,0,0,25,0,4,0,3,9,0,0,0,0,15,0,0,0,0,8,4,4,0,0,26,3,8,10,4,7,10,0,0,0,38,0,0,0,0,0,0,4,0,0,3,8,27,20,17,47,40,13,14,3,193
SAL80122,6,0,3,14,61,46,11,14,0,157,12,4,14,18,118,85,21,12,0,297,3,8,17,16,33,29,9,7,3,123,11,17,23,23,53,15,6,9,4,171,14,11,12,4,73,30,10,8,4,163,5,20,24,7,23,11,0,0,0,89,7,0,3,3,18,10,10,6,0,54,5,12,11,3,14,9,0,4,0,58,7,3,4,8,10,5,0,0,10,33,62,92,113,93,394,243,66,69,30,1156
SAL80123,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,3,0,0,0,8,0,0,0,0,0,4,0,4,0,18,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,5,5,5,0,11,3,9,0,46
SAL80124,18,11,11,17,92,88,40,64,3,338,34,38,26,38,143,124,28,41,0,466,14,15,17,18,66,99,31,38,0,296,16,53,46,28,52,38,12,20,0,248,18,24,45,40,156,93,18,18,0,408,8,62,20,4,34,7,5,5,4,149,0,8,10,3,12,12,14,18,0,87,3,33,15,15,20,30,7,16,0,141,3,7,7,3,20,18,4,7,3,60,118,236,185,154,593,506,149,229,14,2191
SAL80125,6,5,11,3,62,60,15,39,5,203,29,19,31,24,151,150,18,25,0,445,7,9,12,9,45,38,12,15,3,147,6,16,22,18,33,23,13,12,0,141,10,20,18,22,69,34,13,8,0,181,6,23,21,3,16,10,3,3,0,81,0,0,3,0,7,3,3,11,0,24,0,19,9,3,13,9,0,3,0,51,0,0,4,3,11,0,0,0,8,34,56,99,128,84,398,336,79,114,25,1321
SAL80126,19,9,10,17,41,65,22,55,0,234,13,34,32,30,97,104,40,61,0,412,0,8,15,4,26,40,13,14,0,118,6,38,19,3,20,7,5,8,0,104,9,22,20,17,72,38,7,4,4,196,3,32,4,3,11,10,0,5,0,66,0,0,9,6,0,3,0,0,0,25,5,13,14,4,3,4,3,4,0,46,0,0,3,0,6,4,0,4,4,20,55,157,123,82,270,278,96,152,12,1227
SAL80127,34,20,18,25,137,167,60,119,0,576,38,101,74,62,434,395,105,151,3,1372,3,10,11,7,26,38,11,17,0,122,12,93,38,13,32,25,11,8,0,218,12,52,56,31,163,84,26,18,0,440,9,41,21,7,24,19,0,5,0,135,0,6,7,5,0,6,3,0,0,19,6,14,26,3,14,6,0,7,0,73,0,11,0,0,21,19,0,6,10,72,120,350,250,149,854,754,219,322,19,3040
SAL80128,0,0,4,0,14,10,0,4,0,36,3,3,3,6,13,14,6,6,0,48,5,0,0,0,3,13,0,0,0,28,0,5,3,0,0,0,0,0,0,16,0,0,3,0,10,3,3,0,0,19,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,7,0,3,4,0,0,3,0,0,0,11,0,0,0,0,4,0,0,0,0,3,14,15,19,14,43,52,12,8,0,186
SAL80129,25,20,42,38,141,177,67,118,6,627,67,87,107,94,312,270,83,111,10,1142,18,28,34,28,104,132,30,47,5,426,18,100,83,47,55,58,12,30,9,416,36,66,66,39,251,115,28,42,4,648,12,90,43,18,34,33,6,12,0,242,10,23,13,5,21,23,7,24,3,127,15,56,34,12,36,42,9,8,0,216,5,5,5,5,28,16,3,3,13,87,212,470,430,280,990,864,256,390,43,3937
SAL80130,11,10,12,25,69,79,40,48,0,295,21,40,37,37,106,120,26,40,0,426,7,17,9,5,20,46,15,15,0,137,9,45,24,15,29,13,6,7,4,145,10,22,16,17,61,41,8,11,0,174,0,30,12,3,9,7,5,4,0,74,5,4,0,0,0,7,4,0,3,29,3,17,13,6,8,10,9,3,0,62,3,0,0,0,0,9,0,0,0,20,67,180,126,106,310,327,108,132,10,1365
SAL80131,43,21,42,62,181,218,102,129,5,804,62,133,138,108,427,380,100,140,4,1492,17,31,21,17,71,75,30,25,0,283,23,123,73,33,65,38,12,11,3,387,18,39,51,38,157,80,27,21,3,439,14,65,38,8,37,10,8,12,0,200,3,6,10,5,12,9,4,8,0,53,14,55,49,10,28,34,10,19,0,216,0,3,6,10,11,19,8,7,7,72,196,479,422,288,989,864,299,375,28,3940
SAL80132,11,10,14,20,64,68,40,72,0,309,30,44,35,45,132,113,37,55,0,495,0,7,12,5,33,29,0,10,0,103,0,67,25,11,19,19,4,4,0,161,6,23,26,10,50,37,4,13,0,174,6,44,20,0,11,3,0,0,0,89,5,3,4,5,0,5,0,0,0,26,0,29,8,0,3,13,0,0,0,53,0,3,0,0,10,3,4,4,3,26,66,234,140,102,325,297,92,162,4,1427
SAL80133,17,12,21,37,80,116,37,83,6,399,38,54,71,46,156,182,51,77,5,687,0,15,5,9,37,58,11,19,3,167,16,51,29,16,25,10,4,3,5,160,13,32,39,21,95,39,4,12,3,261,9,37,22,5,11,11,6,5,0,99,0,7,0,3,9,0,3,0,3,32,0,19,12,5,9,7,0,7,0,60,3,0,0,0,0,12,0,3,3,34,101,226,197,143,425,447,125,218,24,1903
SAL80134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80135,16,16,18,22,123,94,42,72,0,396,37,48,74,54,293,281,52,98,6,944,3,6,15,10,56,59,4,24,0,182,14,51,28,17,64,35,20,15,0,246,14,31,28,19,150,75,17,24,3,366,6,29,16,8,24,18,4,12,0,115,0,4,5,0,16,13,3,9,0,49,0,12,15,12,15,14,5,0,0,79,4,0,0,4,11,10,3,4,7,49,91,194,207,147,752,607,149,244,21,2424
SAL80136,18,26,13,21,52,98,39,96,0,365,22,65,54,44,92,149,48,114,0,595,0,10,7,8,11,14,3,5,0,53,0,42,26,14,6,20,0,3,0,119,8,29,24,15,46,25,10,18,0,175,3,32,10,5,12,9,3,9,0,85,0,5,0,0,0,3,0,5,0,12,0,10,6,4,7,8,0,5,0,42,0,6,4,0,7,9,4,11,11,41,64,227,149,103,229,328,110,260,11,1483
SAL89494,8,0,6,3,4,9,0,12,0,28,0,7,8,4,16,13,3,4,0,51,5,3,0,0,5,4,5,3,0,25,0,10,5,3,4,7,0,4,0,30,3,4,0,4,14,0,0,0,0,27,0,17,3,0,0,0,0,0,0,21,0,0,3,4,0,0,0,0,0,5,3,5,4,0,0,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,16,45,20,12,45,33,12,25,3,216
SAL89797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
