SAL_CODE_2021,M_AgriForestFish_PD,M_AgriForestFish_GD_GC,M_AgriForestFish_BD,M_AgriForestFish_AdD_D,M_AgriForestFish_Cert,M_AgriForestFish_ID_NS,M_AgriForestFish_ToT,M_Min_PD,M_Min_GD_GC,M_Min_BD,M_Min_AdD_D,M_Min_Cert,M_Min_ID_NS,M_Min_ToT,M_Mnfg_PD,M_Mnfg_GD_GC,M_Mnfg_BD,M_Mnfg_AdD_D,M_Mnfg_Cert,M_Mnfg_ID_NS,M_Mnfg_ToT,M_EGW_WS_PD,M_EGW_WS_GD_GC,M_EGW_WS_BD,M_EGW_WS_AdD_D,M_EGW_WS_Cert,M_EGW_WS_ID_NS,M_EGW_WS_ToT,M_Cnstn_PD,M_Cnstn_GD_GC,M_Cnstn_BD,M_Cnstn_AdD_D,M_Cnstn_Cert,M_Cnstn_ID_NS,M_Cnstn_ToT,M_WTrade_PD,M_WTrade_GD_GC,M_WTrade_BD,M_WTrade_AdD_D,M_WTrade_Cert,M_WTrade_ID_NS,M_WTrade_ToT,M_RTrade_PD,M_RTrade_GD_GC,M_RTrade_BD,M_RTrade_AdD_D,M_RTrade_Cert,M_RTrade_ID_NS,M_RTrade_ToT,M_AccomFoodS_PD,M_AccomFoodS_GD_GC,M_AccomFoodS_BD,M_AccomFoodS_AdD_D,M_AccomFoodS_Cert,M_AccomFoodS_ID_NS,M_AccomFoodS_ToT,M_TransPostWhse_PD,M_TransPostWhse_GD_GC,M_TransPostWhse_BD,M_TransPostWhse_AdD_D,M_TransPostWhse_Cert,M_TransPostWhse_ID_NS,M_TransPostWhse_ToT,M_InfoMedTelecom_PD,M_InfoMedTelecom_GD_GC,M_InfoMedTelecom_BD,M_InfoMedTelecom_AdD_D,M_InfoMedTelecom_Cert,M_InfoMedTelecom_ID_NS,M_InfoMedTelecom_ToT,M_FinInsurS_PD,M_FinInsurS_GD_GC,M_FinInsurS_BD,M_FinInsurS_AdD_D,M_FinInsurS_Cert,M_FinInsurS_ID_NS,M_FinInsurS_ToT,M_RentHirREserv_PD,M_RentHirREserv_GD_GC,M_RentHirREserv_BD,M_RentHirREserv_AdD_D,M_RentHirREserv_Cert,M_RentHirREserv_ID_NS,M_RentHirREserv_ToT,M_ProScieTechServ_PD,M_ProScieTechServ_GD_GC,M_ProScieTechServ_BD,M_ProScieTechServ_AdD_D,M_ProScieTechServ_Cert,M_ProScieTechServ_ID_NS,M_ProScieTechServ_ToT,M_AdminSupServ_PD,M_AdminSupServ_GD_GC,M_AdminSupServ_BD,M_AdminSupServ_AdD_D,M_AdminSupServ_Cert,M_AdminSupServ_ID_NS,M_AdminSupServ_ToT,M_PubAdmiSafety_PD,M_PubAdmiSafety_GD_GC,M_PubAdmiSafety_BD,M_PubAdmiSafety_AdD_D,M_PubAdmiSafety_Cert,M_PubAdmiSafety_ID_NS,M_PubAdmiSafety_ToT,M_EducTrain_PD,M_EducTrain_GD_GC,M_EducTrain_BD,M_EducTrain_AdD_D,M_EducTrain_Cert,M_EducTrain_ID_NS,M_EducTrain_ToT,M_HealthCareSocA_PD,M_HealthCareSocA_GD_GC,M_HealthCareSocA_BD,M_HealthCareSocA_AdD_D,M_HealthCareSocA_Cert,M_HealthCareSocA_ID_NS,M_HealthCareSocA_ToT,M_ArtRecServ_PD,M_ArtRecServ_GD_GC,M_ArtRecServ_BD,M_ArtRecServ_AdD_D,M_ArtRecServ_Cert,M_ArtRecServ_ID_NS,M_ArtRecServ_ToT,M_OthServ_PD,M_OthServ_GD_GC,M_OthServ_BD,M_OthServ_AdD_D,M_OthServ_Cert,M_OthServ_ID_NS,M_OthServ_ToT,M_ID_NS_PD,M_ID_NS_GD_GC,M_ID_NS_BD,M_ID_NS_AdD_D,M_ID_NS_Cert,M_ID_NS_ID_NS,M_ID_NS_ToT,M_ToT_PD,M_ToT_GD_GC,M_ToT_BD,M_ToT_AdD_D,M_ToT_Cert,M_ToT_ID_NS,M_ToT_ToT,F_AgriForestFish_PD,F_AgriForestFish_GD_GC,F_AgriForestFish_BD,F_AgriForestFish_AdD_D,F_AgriForestFish_Cert,F_AgriForestFish_ID_NS,F_AgriForestFish_ToT,F_Min_PD,F_Min_GD_GC,F_Min_BD,F_Min_AdD_D,F_Min_Cert,F_Min_ID_NS,F_Min_ToT,F_Mnfg_PD,F_Mnfg_GD_GC,F_Mnfg_BD,F_Mnfg_AdD_D,F_Mnfg_Cert,F_Mnfg_ID_NS,F_Mnfg_ToT,F_EGW_WS_PD,F_EGW_WS_GD_GC,F_EGW_WS_BD,F_EGW_WS_AdD_D,F_EGW_WS_Cert,F_EGW_WS_ID_NS,F_EGW_WS_ToT,F_Cnstn_PD,F_Cnstn_GD_GC,F_Cnstn_BD,F_Cnstn_AdD_D,F_Cnstn_Cert,F_Cnstn_ID_NS,F_Cnstn_ToT,F_WTrade_PD,F_WTrade_GD_GC,F_WTrade_BD,F_WTrade_AdD_D,F_WTrade_Cert,F_WTrade_ID_NS,F_WTrade_ToT,F_RTrade_PD,F_RTrade_GD_GC,F_RTrade_BD,F_RTrade_AdD_D,F_RTrade_Cert,F_RTrade_ID_NS,F_RTrade_ToT,F_AccomFoodS_PD,F_AccomFoodS_GD_GC,F_AccomFoodS_BD,F_AccomFoodS_AdD_D
SAL80049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,22,0,34,0,0,5,5,11,0,23,5,0,7,14,155,0,190,0,0,0,6,14,0,14,3,0,11,7,30,0,58,0,0,6,4,12,0,30,0,0,10,14,19,0,40,0,0,4,0,15,0,23,0,0,4,4,3,0,19,0,0,0,4,9,0,15,29,12,50,24,32,10,149,4,0,4,5,10,0,24,78,29,137,101,107,8,463,19,9,31,13,15,0,86,14,4,18,14,20,0,82,4,0,7,3,11,0,22,5,0,14,9,38,0,64,5,0,4,7,14,0,28,162,58,323,243,536,25,1352,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,4,0,13,0,0,0,0,0,0,5,0,0,4,4,9,0,22,0,0,0,0,4,0,4,9,0,12,10,20,0,48,6,0,7,7
SAL80050,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,4,7,18,0,29,0,0,0,6,8,0,17,3,0,19,20,152,0,196,0,0,0,0,13,0,6,0,0,5,7,19,0,31,3,0,13,3,14,0,43,0,0,0,5,12,0,18,0,0,7,3,11,0,27,0,0,6,4,0,0,13,0,0,6,0,3,0,9,27,13,71,18,20,5,159,5,0,6,3,14,0,32,73,19,105,51,61,0,309,36,10,39,0,9,0,85,14,6,22,7,6,0,57,0,0,5,0,9,0,19,0,0,7,4,17,0,25,7,0,4,0,0,5,23,176,48,326,143,392,28,1110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,6,0,0,4,0,8,0,13,0,0,0,0,0,0,5,4,0,14,11,13,0,42,4,0,10,3
SAL80051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,0,14,0,0,0,0,5,0,10,0,0,11,5,49,0,63,0,0,4,3,4,0,11,0,0,7,8,7,0,26,4,0,5,0,6,0,14,0,0,0,4,4,0,13,7,0,12,6,3,0,19,4,0,7,4,0,0,11,0,0,0,3,0,0,9,23,8,45,6,15,6,99,0,0,0,4,0,0,11,72,22,81,39,39,5,253,23,5,14,3,0,0,42,12,3,19,4,6,0,38,0,0,0,0,6,0,3,4,0,0,4,7,0,17,0,0,0,0,0,0,3,144,43,202,90,155,11,652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,3,0,10,3,19,0,0,0,0
SAL80052,0,0,0,0,3,0,5,0,0,0,0,0,0,0,3,0,7,5,8,0,21,3,0,4,0,4,0,7,5,0,8,11,33,5,59,0,0,3,0,4,0,13,0,0,11,7,6,3,28,5,0,8,4,0,0,21,0,0,7,0,8,0,15,0,3,5,0,6,0,15,0,0,5,0,0,0,8,0,0,0,0,7,0,9,34,16,46,9,0,0,107,4,0,6,0,9,0,14,85,17,70,38,20,3,226,18,0,18,0,4,0,40,27,7,18,6,4,0,51,0,0,6,0,4,0,17,0,0,4,3,0,0,9,0,0,6,0,3,0,9,181,42,215,92,118,10,670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,3,0,0,4,0,0,0,5,0,0,0,4,6,0,11,0,0,3,0,4,0,6,0,0,7,4,0,0,12,7,0,5,0
SAL80053,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,14,0,18,0,0,3,5,0,0,10,0,0,11,12,47,3,70,0,0,0,0,3,0,3,0,0,4,3,9,0,19,6,0,9,4,11,0,25,0,0,3,3,11,0,20,6,0,3,3,0,0,13,4,0,4,0,0,0,8,0,0,0,0,4,0,5,26,0,47,3,3,0,82,0,0,3,6,3,0,11,34,16,90,36,24,4,201,15,10,19,0,3,0,48,9,3,22,11,3,0,52,0,0,4,0,3,0,10,3,0,4,0,6,0,17,0,0,0,3,0,0,11,101,34,230,91,147,10,612,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,4,4,3,0,5,0,0,3,3
SAL80054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,13,0,20,0,0,0,4,5,0,10,5,0,17,4,66,0,91,0,0,0,0,0,0,3,18,0,15,8,10,0,55,3,0,12,8,13,3,41,0,0,10,5,20,4,29,5,0,6,4,4,0,24,0,0,8,3,4,3,18,0,0,0,0,3,0,4,34,6,56,9,10,0,122,0,0,5,0,5,0,15,60,24,106,34,40,7,264,23,3,25,0,0,0,58,17,0,17,8,9,3,65,0,0,3,3,10,0,17,0,0,3,4,18,0,25,6,0,4,4,6,0,22,177,46,290,96,234,18,872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,8,0,0,0,0,6,0,8,0,0,0,0,0,0,3,8,0,17,9,7,0,37,9,0,15,8
SAL80055,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,9,0,11,0,0,0,4,5,0,5,0,0,10,13,104,0,128,0,0,3,0,0,0,4,8,0,3,6,6,0,27,4,0,0,4,17,0,22,7,0,3,0,11,0,17,3,0,9,0,5,0,11,0,0,5,0,0,0,5,0,0,3,0,9,0,9,18,4,39,9,6,4,78,0,0,9,5,4,0,22,40,12,78,35,31,6,202,18,5,20,6,3,0,53,5,0,15,7,6,0,34,0,0,9,0,5,0,16,0,0,3,9,17,0,34,0,0,3,4,9,0,14,106,24,205,110,249,14,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,3,0,3,0,0,0,0,3,0,10,0,0,3,0,0,0,3,5,0,5,12,19,4,39,0,0,4,0
SAL80056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,7,6,0,15,0,0,3,0,8,0,8,3,0,18,21,50,4,89,0,0,3,0,0,0,7,7,0,12,4,19,0,42,3,0,4,3,6,0,21,8,0,7,0,5,0,28,12,6,5,8,0,0,25,4,0,12,0,5,0,16,0,3,0,0,0,0,14,42,7,75,18,15,0,151,0,0,10,4,3,0,15,150,25,123,63,42,5,401,24,4,25,6,6,0,58,0,3,21,7,9,0,38,4,0,0,0,3,0,11,0,0,7,3,0,0,18,6,0,7,3,0,0,23,265,59,334,143,180,17,991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,9,0,0,3,0,0,0,5,0,0,0,0,4,0,9,0,0,0,4,0,0,4,0,0,24,7,10,4,44,4,0,3,9
SAL80057,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,3,0,8,4,15,0,33,0,0,0,0,0,0,0,0,0,8,0,5,0,13,0,0,0,5,0,0,6,0,0,0,0,0,0,3,4,0,0,0,0,0,5,0,0,11,0,0,0,15,0,0,8,7,4,0,18,34,7,44,9,9,0,98,0,0,0,0,0,0,3,68,19,50,11,7,0,156,14,0,6,0,0,0,25,28,3,19,0,0,3,51,0,0,0,0,0,0,3,0,0,0,0,0,0,10,0,0,4,0,0,0,4,157,35,184,43,40,8,465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,6,0,0,0,0,0,0,0,4,0,4,3,3,0,6,0,0,0,0,0,0,0,0,0,6,7,3,0,16,0,0,5,4
SAL80058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,13,4,12,0,36,6,3,4,5,3,0,12,20,0,29,29,55,9,142,3,0,3,3,3,0,17,56,0,55,21,18,3,153,45,5,48,43,33,6,172,20,5,19,10,10,3,68,15,0,13,9,4,0,43,10,0,19,4,4,0,37,10,0,8,3,0,0,12,104,16,97,20,13,3,254,13,3,12,4,4,0,42,185,34,222,64,55,4,569,49,8,38,5,5,0,109,24,9,49,18,12,4,110,6,0,10,7,5,0,26,7,0,8,9,4,0,33,18,0,14,5,7,9,48,599,82,647,256,260,51,1891,0,0,4,0,0,0,7,0,0,0,0,0,0,0,6,5,6,5,0,0,15,0,0,3,0,0,0,6,11,0,10,8,3,0,34,0,0,3,4,7,0,12,35,5,55,13,26,0,134,34,0,45,40
SAL80059,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,3,0,7,0,0,0,6,40,0,55,0,0,0,0,0,0,4,0,0,0,5,11,0,16,0,0,0,0,7,0,9,0,0,0,0,8,0,10,0,0,4,0,3,0,9,0,0,10,0,0,0,7,0,0,0,3,0,0,0,11,6,22,11,14,4,61,4,0,0,0,3,0,8,19,10,39,18,17,0,98,7,0,11,4,8,0,31,4,6,8,0,0,0,21,3,0,0,0,4,0,4,4,0,0,0,14,0,17,0,0,0,0,4,4,9,42,22,107,53,148,14,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,3,0,4,5,0,14,0,0,0,0
SAL80060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,0,20,0,0,0,0,0,0,5,0,0,9,12,24,0,46,0,0,3,3,0,0,8,8,0,10,5,4,0,24,8,0,6,4,5,0,25,6,0,4,0,8,3,20,0,0,11,0,0,0,9,0,0,0,5,0,0,9,0,0,0,0,0,0,3,35,6,62,7,10,0,120,0,0,9,0,0,0,16,86,15,88,20,13,3,231,26,0,13,0,0,0,45,46,8,47,5,5,0,118,0,0,3,3,0,0,11,0,0,3,0,5,0,12,4,0,4,3,6,0,17,231,41,287,73,84,14,726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,10,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,5,0,0,0,4,3,0,9,5,0,0,15,0,0,0,4
SAL80062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,14,0,21,0,0,0,0,5,0,3,0,0,0,4,95,0,103,0,0,0,0,7,0,9,0,0,0,3,8,0,21,0,0,5,0,8,0,9,0,0,0,0,17,0,20,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,9,0,4,8,0,11,12,10,0,46,0,0,3,5,8,0,10,18,8,41,36,33,0,138,7,0,11,5,10,0,28,0,5,10,5,4,0,19,0,0,0,0,5,0,8,0,0,0,0,18,0,23,0,0,0,0,3,0,6,37,14,100,72,247,3,478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,4,0,4,0,3,0,0,0,0,9,0,5,0,0,0,0,0,0,0,0,0,9,4,6,0,18,0,0,8,3
SAL80063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,16,0,0,0,0,5,0,10,0,3,15,12,82,0,115,0,0,0,4,3,0,8,0,0,9,3,11,0,18,0,0,3,9,0,3,16,0,0,7,0,5,3,18,0,0,5,3,3,0,13,0,0,6,0,0,0,7,0,0,4,0,0,0,5,18,4,49,5,7,5,87,0,0,4,5,7,0,16,36,13,64,31,19,7,165,17,7,23,4,3,0,57,6,0,15,3,3,0,43,0,0,3,0,5,0,10,0,0,0,0,10,0,19,0,0,0,0,11,5,12,98,33,203,82,193,23,633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,4,0,4,0,12,0,0,0,0,0,0,0,5,0,6,4,4,0,19,0,0,0,4
SAL80064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,36,0,45,0,0,0,9,14,0,19,0,0,6,14,192,0,212,0,0,0,5,15,0,24,3,0,8,18,38,0,66,0,0,12,9,24,4,47,0,0,8,16,30,3,61,4,0,4,9,3,0,17,0,0,10,5,5,0,20,0,0,3,10,0,0,11,30,5,50,24,25,3,135,0,0,0,0,13,0,16,72,32,130,107,100,8,446,18,9,27,3,13,0,67,20,8,30,15,22,0,94,0,0,0,3,4,0,7,0,0,0,4,48,0,62,0,0,3,4,14,3,29,157,60,311,244,585,34,1387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,9,0,0,5,0,0,0,3,0,0,4,7,20,0,29,0,0,0,0,0,0,5,6,0,17,12,30,0,63,0,0,6,8
SAL80065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,0,18,0,0,0,0,6,0,8,5,0,6,11,64,0,90,0,0,0,0,7,0,5,0,0,7,5,9,0,22,0,0,0,9,9,0,23,0,0,3,0,4,0,5,0,0,3,4,6,0,11,0,0,0,0,0,0,8,0,0,0,3,0,0,3,20,5,27,8,9,0,73,3,0,3,0,5,0,9,40,9,57,36,34,0,171,14,4,20,7,10,0,52,3,0,20,5,7,0,36,0,0,0,0,8,0,9,0,0,3,0,20,0,20,3,0,0,5,3,0,10,91,24,157,96,200,10,573,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,4,3,0,12,0,0,0,0,0,0,0,0,0,0,5,6,0,11,0,0,3,6
SAL80066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,12,0,16,0,0,0,0,0,0,13,0,0,6,3,58,5,79,0,0,3,0,4,0,9,9,0,16,6,10,6,45,9,0,10,11,20,7,51,3,0,7,6,8,0,29,5,0,8,3,6,0,15,0,0,0,0,0,0,6,0,0,0,7,0,0,6,20,8,52,19,10,4,114,7,0,7,3,3,0,25,64,23,117,47,65,10,323,8,3,19,0,10,0,41,15,0,28,7,17,0,75,0,0,4,0,4,6,12,3,0,5,4,8,0,25,3,0,10,0,0,3,23,160,46,305,124,237,33,908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,3,0,0,0,0,0,5,0,0,4,0,3,0,8,0,0,5,0,0,0,0,5,0,10,3,7,0,30,8,0,4,8
SAL80067,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,4,6,5,0,22,0,0,5,0,0,0,10,3,4,9,13,31,0,59,0,0,7,0,0,0,12,8,3,15,4,10,8,38,7,0,20,8,13,0,51,3,0,7,5,4,0,22,3,0,8,0,3,0,21,13,0,8,0,3,0,32,6,0,11,13,7,0,29,70,22,106,9,7,4,225,9,0,6,0,0,0,19,197,48,273,43,32,4,595,45,3,18,4,0,0,69,39,3,36,4,4,0,81,7,0,8,5,3,0,17,5,0,7,0,13,0,23,3,0,11,0,0,0,18,425,91,575,120,138,26,1364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,15,4,0,4,0,0,0,8,0,0,12,0,0,0,15,0,0,5,0,0,0,9,6,0,20,8,8,0,41,7,0,18,8
SAL80068,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,0,13,5,19,0,49,9,0,6,0,3,0,19,20,0,31,24,100,8,186,4,0,8,4,5,0,24,62,3,49,14,24,3,154,65,0,66,40,43,10,228,21,0,24,10,9,0,74,9,0,9,4,0,0,27,11,0,8,4,0,0,24,8,3,16,3,3,0,25,90,16,132,28,25,4,291,14,0,13,10,13,0,53,166,38,210,84,84,5,585,48,3,25,11,16,0,105,22,10,45,16,18,3,110,4,0,6,4,4,0,20,9,0,9,6,23,0,52,7,0,13,8,11,12,51,574,82,687,275,403,54,2078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,5,0,19,0,0,8,0,0,0,17,8,0,21,8,5,0,41,4,0,5,0,3,0,9,51,5,62,18,15,5,153,39,0,57,28
SAL80069,0,0,0,0,4,0,4,0,0,5,0,0,0,4,3,0,3,0,6,0,17,0,0,0,0,6,0,5,4,0,10,4,31,0,51,0,0,4,0,0,0,0,0,0,11,0,0,0,13,0,0,11,4,9,0,14,0,0,4,0,8,0,12,0,0,3,3,0,0,10,0,0,3,5,0,0,4,0,0,10,0,0,0,12,31,8,40,9,3,0,88,4,0,0,0,0,0,9,94,24,92,15,16,4,240,38,8,25,3,5,0,78,11,0,16,0,4,4,35,0,3,5,4,0,0,15,3,0,3,0,8,0,13,0,0,3,0,3,0,8,187,46,236,56,92,10,630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,3,0,0,0,0,0,0,3,0,8,0,0,0,7,0,0,4,0,0,0,4,0,0,10,5,3,0,21,0,0,4,0
SAL80070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,14,0,0,0,0,0,0,5,4,0,8,0,0,0,13,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,24,6,19,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80071,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,4,12,4,6,0,27,17,0,3,0,0,0,17,25,0,27,25,80,4,153,0,0,5,0,7,0,17,33,4,39,8,14,9,108,48,5,36,30,31,0,148,18,0,18,9,12,0,62,11,4,20,8,0,0,42,14,0,11,6,0,3,34,3,0,3,5,6,0,9,103,20,121,31,11,3,283,8,5,15,8,7,5,45,268,48,236,110,77,10,747,52,4,27,11,12,0,103,18,3,39,15,10,0,93,7,0,7,0,8,0,22,3,0,14,4,16,4,42,7,0,16,10,10,17,64,640,88,647,273,316,57,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,7,3,0,6,0,0,0,12,6,0,9,6,6,0,33,0,0,3,0,0,0,5,39,0,39,23,20,3,121,21,0,36,33
SAL80072,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,8,4,3,0,15,0,0,0,0,0,0,3,3,0,13,3,32,0,46,0,0,3,0,0,0,7,7,0,4,5,4,0,27,12,0,3,4,8,0,23,5,4,4,0,5,0,16,0,0,0,3,3,0,9,0,0,3,0,0,0,5,0,0,3,7,3,0,14,28,6,40,7,4,4,87,6,0,5,0,3,0,12,45,16,76,21,7,0,168,19,0,22,4,0,0,47,9,4,16,4,6,0,36,0,0,3,0,0,0,12,3,0,3,0,3,0,16,3,0,0,0,5,0,9,134,40,216,60,99,8,563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,8,7,7,0,25,0,0,10,4
SAL80073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,13,0,0,3,0,4,0,8,0,0,3,7,95,0,108,0,0,0,0,0,0,3,5,0,5,5,18,0,25,3,0,4,4,16,0,23,0,0,8,4,7,0,21,0,0,7,0,0,0,16,0,0,7,0,4,0,8,0,0,0,0,4,0,4,15,3,40,14,8,0,73,3,0,0,0,13,0,17,37,14,62,36,36,4,182,15,0,9,3,0,0,44,6,0,14,3,7,0,36,0,0,0,3,4,0,10,0,0,0,0,11,0,17,0,0,4,0,11,0,14,85,27,172,85,232,14,624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,4,9,13,0,23,3,0,11,5
SAL80074,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,9,0,18,0,0,0,0,3,0,4,6,0,12,5,40,0,59,0,0,0,0,4,0,4,0,0,7,0,8,0,14,0,0,8,3,6,0,13,5,0,0,5,0,0,13,0,0,3,6,0,0,9,0,0,3,0,0,0,6,0,0,3,0,3,0,10,26,3,39,13,7,0,80,0,0,0,0,0,0,5,41,18,87,30,27,4,206,7,4,11,0,6,0,30,15,3,12,4,4,0,36,0,0,0,3,0,0,11,0,0,5,6,10,0,11,0,0,4,0,3,0,11,105,36,195,76,122,5,553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,4,0,0,0,4,0,0,5,0,0,0,9,0,0,0,0,3,0,3,5,0,6,4,8,0,20,3,0,0,0
SAL80075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,11,0,27,0,0,0,3,10,0,12,7,0,13,14,127,0,158,0,0,4,0,9,0,11,4,0,13,4,15,4,39,7,0,12,11,15,0,44,9,0,9,11,13,4,37,0,0,11,3,3,0,22,0,0,8,3,3,0,16,0,0,0,0,4,0,7,21,8,52,14,13,6,106,5,0,3,3,12,0,32,46,12,102,50,52,7,276,16,9,34,8,11,6,74,10,5,31,13,4,0,63,4,0,3,3,9,0,20,3,0,3,0,24,0,35,8,0,8,3,10,0,30,140,33,309,138,358,34,1014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,4,0,9,0,0,4,3,6,0,24,0,0,0,0,0,0,10,3,0,16,10,16,0,45,0,0,15,6
