SAL_CODE_2021,M_Neg_Nil_income_15_19_yrs,M_Neg_Nil_income_20_24_yrs,M_Neg_Nil_income_25_34_yrs,M_Neg_Nil_income_35_44_yrs,M_Neg_Nil_income_45_54_yrs,M_Neg_Nil_income_55_64_yrs,M_Neg_Nil_income_65_74_yrs,M_Neg_Nil_income_75_84_yrs,M_Negtve_Nil_incme_85_yrs_ovr,M_Neg_Nil_income_Tot,M_1_149_15_19_yrs,M_1_149_20_24_yrs,M_1_149_25_34_yrs,M_1_149_35_44_yrs,M_1_149_45_54_yrs,M_1_149_55_64_yrs,M_1_149_65_74_yrs,M_1_149_75_84_yrs,M_1_149_85ov,M_1_149_Tot,M_150_299_15_19_yrs,M_150_299_20_24_yrs,M_150_299_25_34_yrs,M_150_299_35_44_yrs,M_150_299_45_54_yrs,M_150_299_55_64_yrs,M_150_299_65_74_yrs,M_150_299_75_84_yrs,M_150_299_85ov,M_150_299_Tot,M_300_399_15_19_yrs,M_300_399_20_24_yrs,M_300_399_25_34_yrs,M_300_399_35_44_yrs,M_300_399_45_54_yrs,M_300_399_55_64_yrs,M_300_399_65_74_yrs,M_300_399_75_84_yrs,M_300_399_85ov,M_300_399_Tot,M_400_499_15_19_yrs,M_400_499_20_24_yrs,M_400_499_25_34_yrs,M_400_499_35_44_yrs,M_400_499_45_54_yrs,M_400_499_55_64_yrs,M_400_499_65_74_yrs,M_400_499_75_84_yrs,M_400_499_85ov,M_400_499_Tot,M_500_649_15_19_yrs,M_500_649_20_24_yrs,M_500_649_25_34_yrs,M_500_649_35_44_yrs,M_500_649_45_54_yrs,M_500_649_55_64_yrs,M_500_649_65_74_yrs,M_500_649_75_84_yrs,M_500_649_85ov,M_500_649_Tot,M_650_799_15_19_yrs,M_650_799_20_24_yrs,M_650_799_25_34_yrs,M_650_799_35_44_yrs,M_650_799_45_54_yrs,M_650_799_55_64_yrs,M_650_799_65_74_yrs,M_650_799_75_84_yrs,M_650_799_85ov,M_650_799_Tot,M_800_999_15_19_yrs,M_800_999_20_24_yrs,M_800_999_25_34_yrs,M_800_999_35_44_yrs,M_800_999_45_54_yrs,M_800_999_55_64_yrs,M_800_999_65_74_yrs,M_800_999_75_84_yrs,M_800_999_85ov,M_800_999_Tot,M_1000_1249_15_19_yrs,M_1000_1249_20_24_yrs,M_1000_1249_25_34_yrs,M_1000_1249_35_44_yrs,M_1000_1249_45_54_yrs,M_1000_1249_55_64_yrs,M_1000_1249_65_74_yrs,M_1000_1249_75_84_yrs,M_1000_1249_85ov,M_1000_1249_Tot,M_1250_1499_15_19_yrs,M_1250_1499_20_24_yrs,M_1250_1499_25_34_yrs,M_1250_1499_35_44_yrs,M_1250_1499_45_54_yrs,M_1250_1499_55_64_yrs,M_1250_1499_65_74_yrs,M_1250_1499_75_84_yrs,M_1250_1499_85ov,M_1250_1499_Tot,M_1500_1749_15_19_yrs,M_1500_1749_20_24_yrs,M_1500_1749_25_34_yrs,M_1500_1749_35_44_yrs,M_1500_1749_45_54_yrs,M_1500_1749_55_64_yrs,M_1500_1749_65_74_yrs,M_1500_1749_75_84_yrs,M_1500_1749_85ov,M_1500_1749_Tot,M_1750_1999_15_19_yrs,M_1750_1999_20_24_yrs,M_1750_1999_25_34_yrs,M_1750_1999_35_44_yrs,M_1750_1999_45_54_yrs,M_1750_1999_55_64_yrs,M_1750_1999_65_74_yrs,M_1750_1999_75_84_yrs,M_1750_1999_85ov,M_1750_1999_Tot,M_2000_2999_15_19_yrs,M_2000_2999_20_24_yrs,M_2000_2999_25_34_yrs,M_2000_2999_35_44_yrs,M_2000_2999_45_54_yrs,M_2000_2999_55_64_yrs,M_2000_2999_65_74_yrs,M_2000_2999_75_84_yrs,M_2000_2999_85ov,M_2000_2999_Tot,M_3000_3499_15_19_yrs,M_3000_3499_20_24_yrs,M_3000_3499_25_34_yrs,M_3000_3499_35_44_yrs,M_3000_3499_45_54_yrs,M_3000_3499_55_64_yrs,M_3000_3499_65_74_yrs,M_3000_3499_75_84_yrs,M_3000_3499_85ov,M_3000_3499_Tot,M_3500_more_15_19_yrs,M_3500_more_20_24_yrs,M_3500_more_25_34_yrs,M_3500_more_35_44_yrs,M_3500_more_45_54_yrs,M_3500_more_55_64_yrs,M_3500_more_65_74_yrs,M_3500_more_75_84_yrs,M_3500_more_85ov,M_3500_more_Tot,M_PI_NS_15_19_yrs,M_PI_NS_ns_20_24_yrs,M_PI_NS_ns_25_34_yrs,M_PI_NS_ns_35_44_yrs,M_PI_NS_ns_45_54_yrs,M_PI_NS_ns_55_64_yrs,M_PI_NS_ns_65_74_yrs,M_PI_NS_ns_75_84_yrs,M_PI_NS_ns_85_yrs_ovr,M_PI_NS_ns_Tot,M_Tot_15_19_yrs,M_Tot_20_24_yrs,M_Tot_25_34_yrs,M_Tot_35_44_yrs,M_Tot_45_54_yrs,M_Tot_55_64_yrs,M_Tot_65_74_yrs,M_Tot_75_84_yrs,M_Tot_85ov,M_Tot_Tot,F_Neg_Nil_income_15_19_yrs,F_Neg_Nil_income_20_24_yrs,F_Neg_Nil_income_25_34_yrs,F_Neg_Nil_income_35_44_yrs,F_Neg_Nil_income_45_54_yrs,F_Neg_Nil_income_55_64_yrs,F_Neg_Nil_income_65_74_yrs,F_Neg_Nil_income_75_84_yrs,F_Neg_Nil_incme_85_yrs_ovr,F_Neg_Nil_income_Tot,F_1_149_15_19_yrs,F_1_149_20_24_yrs,F_1_149_25_34_yrs,F_1_149_35_44_yrs,F_1_149_45_54_yrs,F_1_149_55_64_yrs,F_1_149_65_74_yrs,F_1_149_75_84_yrs,F_1_149_85ov,F_1_149_Tot,F_150_299_15_19_yrs,F_150_299_20_24_yrs,F_150_299_25_34_yrs,F_150_299_35_44_yrs,F_150_299_45_54_yrs,F_150_299_55_64_yrs,F_150_299_65_74_yrs,F_150_299_75_84_yrs,F_150_299_85ov,F_150_299_Tot
SAL80066,34,9,12,3,4,5,8,0,0,79,10,3,3,0,0,0,4,0,4,18,8,0,5,0,0,0,8,4,0,24,4,7,13,3,6,6,11,12,0,56,3,4,3,10,9,10,13,8,6,65,4,9,9,8,0,5,12,10,7,53,3,12,24,8,4,6,10,14,5,79,0,30,70,13,10,17,20,19,0,166,0,30,77,39,15,27,20,15,4,226,0,17,85,25,14,13,10,14,3,184,0,13,78,40,19,22,16,8,6,191,0,3,46,34,19,11,11,4,0,136,0,5,62,78,59,31,13,0,0,257,0,0,5,16,9,6,6,0,0,43,0,0,12,25,23,16,0,0,0,73,3,16,25,4,4,10,11,19,11,92,54,162,526,298,196,179,180,125,43,1768,19,0,32,21,10,10,5,3,0,118,5,8,6,4,0,7,9,5,0,45,9,10,9,3,7,8,12,9,0,67
SAL80067,69,8,16,3,6,11,6,0,0,121,41,5,0,0,0,4,0,0,0,59,21,10,3,0,4,5,3,0,0,51,6,8,12,3,4,15,10,7,8,62,0,11,6,6,7,4,9,9,3,54,0,5,13,0,4,8,7,9,0,51,7,12,13,6,0,5,11,4,6,65,6,13,34,12,9,10,12,5,4,111,0,23,39,15,11,20,17,8,5,130,0,33,85,20,15,20,16,14,5,213,0,16,55,27,23,17,22,12,9,172,0,10,86,24,25,17,12,14,3,179,0,4,105,102,91,61,40,13,5,418,0,4,25,25,29,22,15,6,0,120,0,0,29,83,123,94,36,8,0,368,5,9,23,18,14,14,8,7,4,100,164,156,533,342,370,321,218,117,44,2268,50,6,18,15,13,8,11,3,0,126,45,4,6,0,3,7,4,6,6,71,14,7,12,4,4,12,9,12,0,65
SAL80068,97,33,57,21,15,7,23,5,0,252,42,8,4,0,5,5,0,0,0,68,19,21,13,7,8,11,11,3,0,99,8,22,22,10,12,14,15,11,3,118,3,29,40,20,12,7,14,6,5,128,11,32,77,30,13,15,9,7,3,190,4,47,89,27,18,15,10,6,0,209,4,55,178,54,28,16,12,3,0,345,6,57,203,75,39,32,9,4,0,424,3,42,149,69,40,21,9,3,0,340,0,25,126,77,42,23,12,3,0,299,0,4,70,57,57,24,3,0,0,220,0,4,122,150,126,71,14,0,0,494,0,0,15,29,44,14,0,0,0,105,0,0,19,54,61,32,3,0,0,160,13,14,47,32,21,11,6,10,0,152,208,404,1225,723,520,315,156,67,13,3626,85,39,117,64,39,44,28,12,0,426,58,11,17,16,11,13,8,4,0,131,34,19,22,17,8,16,18,8,0,142
SAL80069,45,10,3,0,6,0,4,0,3,79,34,0,3,0,0,0,4,0,0,40,7,3,3,3,6,3,5,8,0,40,4,7,0,4,8,0,5,3,3,36,0,8,4,6,4,5,14,11,4,45,6,0,7,4,8,3,5,5,4,42,0,6,10,0,0,10,9,0,4,46,0,5,18,9,9,4,11,3,4,66,0,7,21,11,11,7,13,12,3,91,3,7,9,11,9,19,11,9,4,83,0,0,17,24,15,19,10,13,5,89,0,0,14,18,28,22,6,0,0,81,0,0,24,66,67,42,9,0,0,215,0,0,8,23,27,10,5,0,0,66,0,0,6,40,52,24,0,0,0,131,4,5,15,11,10,6,9,3,3,60,99,65,163,227,248,176,111,66,42,1202,34,8,10,10,7,12,0,3,0,78,33,3,0,4,0,7,4,3,3,53,17,4,10,7,8,0,3,11,8,62
SAL80070,8,0,0,0,0,0,0,0,0,11,6,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,3,0,0,0,12,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,0,0,0,0,6,0,0,0,7,3,3,0,0,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,4,4,0,0,0,0,12,0,0,0,0,0,0,3,4,0,9,18,6,9,15,21,18,22,13,0,124,4,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0
SAL80071,117,38,23,12,14,18,16,9,0,249,37,13,3,0,0,0,7,0,0,67,39,21,7,4,7,3,10,0,0,82,11,17,19,9,10,7,7,5,0,79,0,16,24,11,9,8,9,9,0,82,6,25,56,16,13,7,7,3,5,139,3,19,40,25,13,8,13,3,0,133,4,42,104,56,21,8,14,0,0,248,3,45,124,55,27,28,9,10,0,301,5,22,141,56,31,12,12,0,0,271,0,10,96,71,35,16,0,0,0,228,0,6,62,94,62,23,0,0,0,248,0,7,103,229,187,50,10,0,0,585,0,0,14,55,48,16,0,0,0,138,0,0,28,87,86,32,0,0,0,230,9,13,58,28,16,11,0,0,0,140,230,309,897,817,561,240,102,44,9,3211,101,18,59,62,32,47,28,4,3,360,53,8,11,11,5,5,9,0,0,99,30,22,21,18,8,10,13,0,3,130
SAL80072,38,10,3,5,6,5,0,3,0,68,18,8,0,0,0,0,3,0,0,41,14,10,4,3,6,0,0,0,0,48,5,6,7,3,4,0,3,5,0,47,0,13,5,10,6,10,3,9,4,50,10,12,11,3,4,6,9,4,4,53,6,10,16,10,3,6,6,12,0,62,4,6,26,9,9,7,19,12,8,98,0,13,19,9,7,11,26,24,3,117,0,5,20,3,6,11,17,11,6,84,0,6,19,20,18,9,20,14,3,111,0,0,13,12,15,11,21,5,0,79,0,0,22,43,51,38,11,3,0,173,0,0,6,9,16,11,9,3,0,55,0,0,4,25,50,25,4,0,0,110,3,12,9,7,5,5,5,3,0,42,105,99,178,181,212,152,163,119,32,1242,36,3,7,11,7,17,5,8,4,94,21,0,6,0,4,5,12,6,0,59,12,4,6,8,5,7,7,5,0,54
SAL80073,54,5,7,3,3,6,3,0,0,97,20,6,0,0,0,0,4,0,0,31,9,8,7,0,4,4,3,4,0,43,6,4,8,3,10,5,14,17,4,77,0,5,4,8,9,4,22,13,3,73,9,7,6,3,0,9,3,8,5,58,3,6,12,8,11,9,11,10,0,66,3,9,15,14,13,18,11,20,0,104,0,19,27,18,27,19,14,14,6,130,0,3,30,25,17,23,11,3,3,117,0,5,31,30,29,18,9,4,0,126,0,0,21,24,20,13,0,7,0,92,0,0,38,64,61,24,0,3,0,192,0,0,0,9,14,6,5,0,0,30,0,0,0,20,3,9,3,0,0,37,6,6,3,12,16,7,5,5,0,50,112,81,222,244,230,174,123,112,19,1320,44,3,12,18,11,8,12,3,0,107,23,7,4,3,3,5,5,0,0,53,15,0,4,3,0,3,15,7,0,54
SAL80074,36,6,8,0,0,6,0,0,0,61,14,0,0,0,5,0,0,0,0,27,7,5,8,3,0,9,0,4,0,34,4,0,10,0,0,0,3,11,4,29,0,0,3,4,5,3,13,10,4,37,3,3,3,3,0,3,6,6,3,40,0,8,4,3,0,5,12,10,0,47,0,8,14,8,3,11,9,15,0,76,0,10,19,11,14,9,15,16,3,96,6,13,14,11,13,12,18,6,0,82,0,7,23,18,18,10,12,12,4,96,0,0,6,16,26,18,9,4,0,80,0,0,38,70,44,30,11,7,0,201,0,0,8,19,16,7,0,3,0,55,0,0,3,28,27,13,4,0,0,71,3,4,8,7,8,9,13,0,0,50,83,60,156,207,187,132,133,96,23,1082,30,3,6,7,8,9,8,3,4,83,21,4,0,0,0,0,10,3,0,45,6,7,3,3,4,3,12,6,4,45
SAL80075,74,13,10,17,6,12,3,11,0,143,26,0,0,5,3,0,7,0,0,47,22,7,3,0,7,3,14,6,0,73,4,9,10,10,15,9,23,19,7,100,5,4,11,15,6,16,22,17,16,115,8,13,14,17,7,3,13,10,7,95,3,17,22,13,15,5,19,19,5,109,8,28,49,23,22,15,23,19,4,188,0,20,68,43,27,20,28,15,0,231,0,15,61,28,40,22,22,11,0,196,0,0,63,48,42,35,13,9,0,205,0,6,62,52,32,18,4,0,6,177,0,0,68,117,73,36,11,3,0,301,0,0,8,18,11,5,0,0,0,45,0,0,8,22,7,10,0,0,0,47,0,9,17,15,18,5,6,6,0,79,148,152,472,441,328,216,229,140,42,2162,34,17,21,22,19,23,16,8,0,160,26,5,4,9,7,0,12,3,0,74,13,16,12,15,6,7,19,8,8,107
SAL80076,32,4,6,3,6,6,8,4,0,69,31,3,0,0,0,0,0,0,0,46,6,9,0,4,0,4,4,0,4,36,0,12,3,0,6,0,6,4,0,39,0,6,9,0,3,0,9,3,7,39,0,7,6,3,3,9,0,10,0,38,0,11,13,3,7,5,6,11,5,53,4,9,21,13,5,10,4,9,9,85,0,13,22,5,5,15,14,13,7,92,0,10,13,8,3,5,17,8,0,66,0,3,20,10,17,7,14,9,5,79,0,0,7,20,9,18,14,3,3,76,0,0,19,63,49,44,30,5,3,206,0,0,3,19,21,16,0,0,0,62,0,0,12,37,64,44,8,5,0,170,0,0,3,5,8,0,15,7,17,58,77,81,159,198,209,183,153,82,63,1213,44,0,3,14,14,13,6,0,3,102,32,3,0,0,3,3,8,3,5,58,7,10,4,0,4,5,8,8,8,63
SAL80077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,32,145,92,46,13,6,5,0,359,11,35,145,92,53,17,6,10,0,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80078,28,9,3,0,4,7,8,4,0,61,13,0,0,0,0,0,4,3,4,28,7,6,0,0,0,0,4,10,0,32,0,5,0,0,3,0,8,7,4,37,0,0,0,8,5,0,7,12,0,33,0,0,3,0,0,3,10,6,3,32,5,6,0,0,0,9,10,7,5,39,0,4,9,5,0,6,11,4,8,47,0,3,7,11,3,5,14,11,0,62,0,3,20,6,7,14,13,14,4,87,0,0,20,10,13,9,24,8,4,79,0,0,14,12,15,22,17,0,5,79,0,0,22,29,27,36,18,9,0,149,0,0,4,13,15,15,9,0,0,53,0,0,0,23,34,42,11,0,0,115,0,4,8,3,6,3,3,3,0,38,61,51,112,121,136,180,164,106,36,970,24,0,0,4,12,8,7,8,0,72,15,5,0,4,4,14,7,5,0,49,4,12,6,4,0,3,11,12,0,49
SAL80079,53,15,11,7,3,13,15,4,0,116,28,6,5,0,0,0,0,0,0,41,17,6,4,3,0,7,14,5,6,51,5,6,9,4,6,9,16,17,5,73,0,9,10,8,4,10,22,10,0,71,8,7,3,9,7,18,13,8,0,76,4,16,15,9,7,16,6,8,7,78,0,18,33,18,14,23,16,0,0,121,4,18,54,27,29,35,19,4,0,181,0,13,46,37,24,30,5,7,0,167,0,3,43,39,27,30,13,0,3,162,0,0,35,38,23,21,0,0,0,123,0,7,49,83,55,42,7,4,0,239,0,0,0,11,12,5,0,0,0,27,0,0,7,18,9,15,6,0,0,50,4,7,11,12,9,9,9,6,3,65,123,131,327,309,228,275,153,72,28,1648,42,8,20,15,17,30,5,6,4,142,20,9,0,4,3,7,13,4,3,57,18,6,3,9,6,14,14,10,0,82
SAL80080,5,4,0,0,0,0,5,0,0,16,9,0,0,0,0,0,0,0,0,7,0,0,0,5,5,0,0,0,0,14,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,6,0,6,0,0,0,0,0,10,0,5,10,0,0,0,0,0,0,6,0,0,0,7,5,0,0,0,0,15,0,0,12,13,0,0,0,0,0,20,0,4,8,12,6,0,0,0,0,30,0,0,8,5,3,0,0,0,0,24,0,0,3,7,0,0,0,0,0,19,0,0,9,18,4,3,0,0,0,31,0,0,0,0,0,0,0,0,0,3,0,0,0,6,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,17,19,59,80,35,14,8,3,0,224,10,0,0,5,0,3,5,0,0,26,3,0,0,0,3,0,0,0,0,10,7,0,0,0,0,0,0,0,0,7
SAL80081,111,19,21,10,7,15,21,8,3,217,46,10,3,8,4,5,11,6,0,93,37,13,10,6,7,5,14,11,3,107,15,21,16,9,11,15,39,30,4,155,7,11,17,7,10,7,27,21,7,121,6,28,29,16,13,14,35,16,4,169,10,19,44,14,18,14,41,25,6,193,9,37,60,28,17,27,51,15,10,239,4,23,96,48,33,38,51,20,0,313,0,29,52,45,41,34,50,14,4,261,0,14,58,61,24,40,46,10,0,260,0,9,36,59,46,36,10,3,0,202,0,13,43,149,143,84,46,0,0,472,0,0,9,29,36,18,6,0,0,101,0,0,12,52,52,26,8,4,0,163,12,10,34,18,19,13,22,12,5,139,244,251,558,558,471,402,466,199,55,3203,76,16,32,32,23,41,32,14,3,256,25,9,3,5,9,14,20,8,3,103,24,19,16,18,16,15,38,18,4,162
SAL80082,198,26,32,33,23,27,39,15,0,384,106,17,7,7,9,9,16,7,0,177,68,31,13,16,14,15,29,23,0,209,20,30,25,18,39,35,83,68,7,331,14,35,35,19,35,32,74,41,14,286,20,56,22,29,24,37,50,49,12,293,21,41,51,38,19,43,73,45,8,333,8,55,79,49,60,66,88,43,14,464,3,60,139,91,86,83,113,31,20,620,0,42,111,86,71,67,82,28,10,507,0,21,115,108,81,92,81,35,0,540,0,4,69,105,98,75,50,13,0,420,0,6,150,254,260,164,73,10,0,919,0,0,17,44,55,36,13,3,0,174,0,0,20,90,126,76,24,5,0,330,20,16,48,56,38,22,24,20,6,254,483,444,950,1041,1024,867,914,436,93,6256,159,36,48,27,49,57,62,16,0,455,109,13,4,18,3,33,50,26,0,250,55,19,25,29,23,29,67,38,10,285
SAL80083,39,4,14,9,5,6,6,0,0,83,18,0,3,0,3,0,0,5,0,28,12,4,3,3,0,3,0,0,0,22,0,7,3,0,4,7,3,7,0,38,0,11,3,6,5,0,7,6,0,36,3,10,13,6,7,4,10,5,0,56,5,6,16,9,0,3,12,10,0,60,3,21,26,9,10,10,16,3,0,113,0,26,51,23,14,13,20,13,3,166,0,39,107,25,12,11,25,11,0,239,0,26,143,39,11,18,21,8,3,272,0,7,120,54,26,19,7,0,0,241,0,6,249,184,89,83,36,13,0,668,0,0,45,58,46,24,11,0,0,178,0,0,43,105,110,97,41,5,0,407,6,22,93,62,39,37,33,16,0,295,79,199,940,591,381,339,251,100,15,2895,13,0,18,12,18,15,9,0,0,93,21,0,0,0,4,7,5,0,0,42,10,4,5,7,9,10,7,0,0,47
SAL80084,53,11,12,7,8,10,0,3,0,99,18,0,0,3,0,4,9,3,0,36,7,8,3,3,4,0,14,3,0,43,3,12,7,0,3,3,20,12,0,70,3,3,7,4,9,7,13,6,0,52,6,11,4,0,7,4,10,12,3,61,3,12,9,9,10,7,13,3,3,58,0,17,12,13,14,13,18,14,5,104,0,3,36,29,25,17,21,13,3,150,0,11,35,28,27,17,25,6,3,138,0,5,29,31,30,18,12,5,0,128,0,0,19,39,18,10,3,0,0,96,0,0,38,69,71,30,4,3,0,224,0,0,3,20,13,7,0,0,0,40,0,0,10,12,23,9,0,0,0,51,5,4,29,12,10,9,0,0,0,73,104,101,255,275,257,172,165,84,18,1436,34,8,11,16,7,22,15,0,0,116,31,4,6,6,0,9,10,4,0,67,20,3,8,11,3,3,20,11,0,83
SAL80085,17,21,26,0,3,0,0,3,0,76,5,5,0,0,0,0,3,0,0,17,3,6,11,0,0,0,8,0,0,21,6,18,6,0,0,0,3,0,0,32,3,9,9,0,0,0,0,0,0,28,0,25,33,5,0,0,0,0,0,71,4,16,30,7,0,0,0,0,0,61,4,34,44,17,3,3,0,0,0,106,4,30,97,20,6,4,0,0,0,161,0,27,69,16,0,0,0,0,0,109,0,13,61,23,3,4,4,0,0,107,0,9,47,21,4,5,0,0,0,84,0,3,66,62,29,14,0,0,0,178,0,0,8,9,3,0,0,0,0,21,0,0,10,22,11,10,0,0,0,55,6,15,28,20,3,0,3,0,0,77,42,230,549,227,85,40,23,6,0,1212,16,14,29,13,8,9,6,0,0,88,3,0,12,6,4,0,0,0,0,24,0,7,9,0,0,5,0,0,0,25
SAL80086,44,14,26,6,8,10,10,5,4,115,17,7,3,5,3,0,4,0,3,49,5,11,6,6,11,6,7,8,0,72,6,28,11,8,7,9,13,14,9,102,3,20,17,7,10,22,15,12,9,117,6,21,32,9,6,12,13,7,9,105,6,26,19,15,5,8,18,3,3,98,0,31,58,21,18,8,19,10,4,173,0,28,82,35,10,19,21,9,3,213,0,38,88,32,16,9,10,12,3,209,0,18,94,36,20,27,25,7,0,226,0,4,77,41,17,9,14,0,0,161,0,5,107,115,87,41,15,4,0,371,0,0,3,26,22,12,6,0,0,78,0,0,15,27,53,38,8,4,0,144,0,18,41,27,15,4,16,23,24,162,98,260,674,413,304,240,220,114,68,2387,35,7,29,20,14,18,13,4,10,136,36,11,5,8,0,0,5,3,4,72,11,19,21,8,8,6,16,6,0,93
SAL80087,45,11,6,4,9,3,11,0,0,95,18,11,0,3,0,0,3,4,0,36,3,3,3,8,3,5,3,10,0,36,0,7,3,10,0,9,3,3,0,41,3,8,10,6,6,4,8,13,0,63,5,14,13,6,10,6,3,0,0,66,0,12,24,10,3,7,10,13,3,77,6,12,43,18,6,13,4,13,14,121,0,17,56,25,13,10,13,11,12,152,0,8,37,18,17,13,7,5,3,109,0,5,31,15,14,10,0,4,0,75,0,0,24,12,20,8,7,4,0,70,0,0,35,52,37,30,14,3,4,182,0,0,8,12,15,9,3,0,0,39,0,0,4,40,33,19,4,0,0,106,6,11,13,11,12,10,4,8,5,73,82,118,306,252,187,154,93,92,54,1339,17,4,12,11,13,10,13,0,0,95,20,4,3,0,0,0,0,3,3,36,13,5,4,4,9,10,3,11,0,56
SAL80088,19,4,0,0,0,3,7,0,0,36,10,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,11,0,3,4,0,0,0,4,8,0,20,0,0,5,0,0,5,5,0,0,14,0,0,0,3,0,0,4,0,0,19,0,5,0,0,0,7,6,6,0,22,0,11,6,0,4,7,9,5,0,37,0,0,12,8,6,5,15,0,0,48,0,0,13,0,3,7,11,0,0,42,0,0,6,6,8,14,5,0,0,48,0,0,4,8,8,10,15,0,0,51,0,0,16,35,38,24,9,0,0,126,0,0,3,6,9,8,3,0,0,25,0,0,0,11,11,10,4,0,0,39,0,4,0,4,0,0,0,0,4,8,38,29,80,96,89,101,89,17,9,538,22,0,0,0,6,9,8,0,0,47,15,5,0,0,4,0,3,4,0,25,3,3,4,0,0,3,7,0,0,25
SAL80089,81,19,11,13,8,17,20,0,0,167,33,3,5,0,0,0,9,0,0,53,13,8,4,4,0,3,11,3,3,52,5,15,12,13,11,11,22,20,0,102,11,14,14,13,9,7,19,7,4,91,9,16,20,10,12,8,21,6,0,107,5,19,23,22,16,18,17,9,0,129,6,25,46,30,24,23,23,8,0,193,0,21,87,64,45,30,21,6,0,278,0,15,65,94,49,19,24,13,0,274,0,5,84,94,49,27,21,3,0,294,0,4,50,80,53,20,13,0,0,224,0,5,80,143,93,39,14,7,0,373,0,0,8,29,15,13,0,0,0,63,0,0,14,42,23,14,0,0,0,92,5,9,17,25,13,8,4,6,0,85,163,181,531,685,418,256,231,90,13,2580,84,12,36,29,16,24,22,10,0,230,33,4,6,8,6,9,11,4,0,86,25,10,13,12,12,8,21,8,0,110
SAL80090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80091,23,10,7,5,3,11,4,4,0,65,17,4,0,0,0,0,3,0,0,29,9,12,3,6,8,5,5,7,4,54,0,9,17,3,3,7,0,12,7,62,0,8,7,0,3,8,15,17,9,76,0,14,15,8,6,7,6,6,0,64,3,10,19,9,4,7,5,4,5,69,0,12,20,14,5,6,12,14,4,92,0,13,32,21,13,18,6,11,0,126,0,15,24,13,12,10,18,5,0,103,0,11,39,13,10,12,8,8,0,98,0,0,19,21,13,15,6,6,0,79,0,0,32,56,45,25,9,3,0,176,0,0,0,17,10,4,3,0,0,32,0,0,0,21,21,11,9,0,0,64,0,16,24,13,9,19,4,8,0,98,63,133,277,227,178,164,120,107,28,1288,23,6,14,12,4,12,7,7,0,83,14,0,3,3,4,7,9,4,0,50,15,0,9,4,5,6,9,8,0,55
SAL80092,36,11,6,7,4,4,4,0,6,76,19,0,3,0,0,0,7,0,0,29,11,5,3,0,0,5,0,4,0,27,3,4,3,4,10,6,5,6,0,41,0,4,10,3,0,4,7,13,3,49,10,8,20,7,0,3,10,11,0,74,0,6,14,9,5,3,9,8,5,59,5,11,38,18,20,4,12,11,5,110,0,11,60,11,12,17,15,20,8,154,0,10,27,23,10,10,10,3,0,100,0,7,29,24,14,18,13,4,6,107,0,0,13,18,9,15,13,6,0,88,0,4,32,64,52,47,18,8,0,224,0,0,3,11,17,6,6,0,0,43,0,0,12,30,41,22,10,6,0,110,3,0,16,12,8,10,10,0,0,59,89,80,287,240,191,179,138,110,30,1355,31,5,8,15,5,14,9,7,0,101,10,0,0,9,0,9,5,8,0,44,7,3,7,7,6,3,10,9,0,58
