SAL_CODE_2021,A55_64_UOLSE_VWW_17,A55_64_UOLSE_VWW_18,A55_64_UOLSE_VWW_19,A55_64_UOLSE_VWW_20,A55_64_UOLSE_VWW_21,A55_64_UOLSE_VWW_YNS,A55_64_UOLSE_VWW_T,A55_64_UOLSE_NWNAA_B_05,A55_64_UOLSE_NWNAA_06_10,A55_64_UOLSE_NWNAA_11_15,A55_64_UOLSE_NWNAA_16,A55_64_UOLSE_NWNAA_17,A55_64_UOLSE_NWNAA_18,A55_64_UOLSE_NWNAA_19,A55_64_UOLSE_NWNAA_20,A55_64_UOLSE_NWNAA_21,A55_64_UOLSE_NWNAA_YNS,A55_64_UOLSE_NWNAA_T,A55_64_UOLSE_PinE_NS_B_05,A55_64_UOLSE_PinE_NS_06_10,A55_64_UOLSE_PinE_NS_11_15,A55_64_UOLSE_PinE_NS_16,A55_64_UOLSE_PinE_NS_17,A55_64_UOLSE_PinE_NS_18,A55_64_UOLSE_PinE_NS_19,A55_64_UOLSE_PinE_NS_20,A55_64_UOLSE_PinE_NS_21,A55_64_UOLSE_PinE_NS_YNS,A55_64_UOLSE_PinE_NS_T,A55_64_UOLSE_T_B_05,A55_64_UOLSE_T_06_10,A55_64_UOLSE_T_11_15,A55_64_UOLSE_T_16,A55_64_UOLSE_T_17,A55_64_UOLSE_T_18,A55_64_UOLSE_T_19,A55_64_UOLSE_T_20,A55_64_UOLSE_T_21,A55_64_UOLSE_T_YNS,A55_64_UOLSE_T_T,A55_64_L_PinE_NS_B_05,A55_64_L_PinE_NS_06_10,A55_64_L_PinE_NS_11_15,A55_64_L_PinE_NS_16,A55_64_L_PinE_NS_17,A55_64_L_PinE_NS_18,A55_64_L_PinE_NS_19,A55_64_L_PinE_NS_20,A55_64_L_PinE_NS_21,A55_64_L_PinE_NS_YNS,A55_64_L_PinE_NS_T,A55_64_T_B_05,A55_64_T_06_10,A55_64_T_11_15,A55_64_T_16,A55_64_T_17,A55_64_T_18,A55_64_T_19,A55_64_T_20,A55_64_T_21,A55_64_T_YNS,A55_64_T_T,A65_74_SEO_B_05,A65_74_SEO_06_10,A65_74_SEO_11_15,A65_74_SEO_16,A65_74_SEO_17,A65_74_SEO_18,A65_74_SEO_19,A65_74_SEO_20,A65_74_SEO_21,A65_74_SEO_YNS,A65_74_SEO_T,A65_74_UOLSE_VWW_B_05,A65_74_UOLSE_VWW_06_10,A65_74_UOLSE_VWW_11_15,A65_74_UOLSE_VWW_16,A65_74_UOLSE_VWW_17,A65_74_UOLSE_VWW_18,A65_74_UOLSE_VWW_19,A65_74_UOLSE_VWW_20,A65_74_UOLSE_VWW_21,A65_74_UOLSE_VWW_YNS,A65_74_UOLSE_VWW_T,A65_74_UOLSE_NWNAA_B_05,A65_74_UOLSE_NWNAA_06_10,A65_74_UOLSE_NWNAA_11_15,A65_74_UOLSE_NWNAA_16,A65_74_UOLSE_NWNAA_17,A65_74_UOLSE_NWNAA_18,A65_74_UOLSE_NWNAA_19,A65_74_UOLSE_NWNAA_20,A65_74_UOLSE_NWNAA_21,A65_74_UOLSE_NWNAA_YNS,A65_74_UOLSE_NWNAA_T,A65_74_UOLSE_PinE_NS_B_05,A65_74_UOLSE_PinE_NS_06_10,A65_74_UOLSE_PinE_NS_11_15,A65_74_UOLSE_PinE_NS_16,A65_74_UOLSE_PinE_NS_17,A65_74_UOLSE_PinE_NS_18,A65_74_UOLSE_PinE_NS_19,A65_74_UOLSE_PinE_NS_20,A65_74_UOLSE_PinE_NS_21,A65_74_UOLSE_PinE_NS_YNS,A65_74_UOLSE_PinE_NS_T,A65_74_UOLSE_T_B_05,A65_74_UOLSE_T_06_10,A65_74_UOLSE_T_06,A65_74_UOLSE_T_16,A65_74_UOLSE_T_17,A65_74_UOLSE_T_18,A65_74_UOLSE_T_19,A65_74_UOLSE_T_20,A65_74_UOLSE_T_21,A65_74_UOLSE_T_YNS,A65_74_UOLSE_T_T,A65_74_L_PinE_NS_B_05,A65_74_L_PinE_NS_06_10,A65_74_L_PinE_NS_11_15,A65_74_L_PinE_NS_16,A65_74_L_PinE_NS_17,A65_74_L_PinE_NS_18,A65_74_L_PinE_NS_19,A65_74_L_PinE_NS_20,A65_74_L_PinE_NS_21,A65_74_L_PinE_NS_YNS,A65_74_L_PinE_NS_T,A65_74_T_B_05,A65_74_T_06_10,A65_74_T_11_15,A65_74_T_16,A65_74_T_17,A65_74_T_18,A65_74_T_19,A65_74_T_20,A65_74_T_21,A65_74_T_YNS,A65_74_T_T,A75_84_SEO_B_05,A75_84_SEO_06_10,A75_84_SEO_11_15,A75_84_SEO_16,A75_84_SEO_17,A75_84_SEO_18,A75_84_SEO_19,A75_84_SEO_20,A75_84_SEO_21,A75_84_SEO_YNS,A75_84_SEO_T,A75_84_UOLSE_VWW_B_05,A75_84_UOLSE_VWW_06_10,A75_84_UOLSE_VWW_11_15,A75_84_UOLSE_VWW_16,A75_84_UOLSE_VWW_17,A75_84_UOLSE_VWW_18,A75_84_UOLSE_VWW_19,A75_84_UOLSE_VWW_20,A75_84_UOLSE_VWW_21,A75_84_UOLSE_VWW_YNS,A75_84_UOLSE_VWW_T,A75_84_UOLSE_NWNAA_B_05,A75_84_UOLSE_NWNAA_06_10,A75_84_UOLSE_NWNAA_11_15,A75_84_UOLSE_NWNAA_16,A75_84_UOLSE_NWNAA_17,A75_84_UOLSE_NWNAA_18,A75_84_UOLSE_NWNAA_19,A75_84_UOLSE_NWNAA_20,A75_84_UOLSE_NWNAA_21,A75_84_UOLSE_NWNAA_YNS,A75_84_UOLSE_NWNAA_T,A75_84_UOLSE_PinE_NS_B_05,A75_84_UOLSE_PinE_NS_06_10,A75_84_UOLSE_PinE_NS_11_15,A75_84_UOLSE_PinE_NS_16,A75_84_UOLSE_PinE_NS_17,A75_84_UOLSE_PinE_NS_18,A75_84_UOLSE_PinE_NS_19,A75_84_UOLSE_PinE_NS_20,A75_84_UOLSE_PinE_NS_21,A75_84_UOLSE_PinE_NS_YNS,A75_84_UOLSE_PinE_NS_T,A75_84_UOLSE_T_B_05,A75_84_UOLSE_T_06_10,A75_84_UOLSE_T_11_15,A75_84_UOLSE_T_16,A75_84_UOLSE_T_17,A75_84_UOLSE_T_18,A75_84_UOLSE_T_19,A75_84_UOLSE_T_20,A75_84_UOLSE_T_21,A75_84_UOLSE_T_YNS,A75_84_UOLSE_T_T,A75_84_L_PinE_NS_B_05,A75_84_L_PinE_NS_06_10,A75_84_L_PinE_NS_11_15,A75_84_L_PinE_NS_16,A75_84_L_PinE_NS_17,A75_84_L_PinE_NS_18
SAL80063,0,0,0,0,0,0,53,5,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,52,6,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,109,4,5,0,0,0,0,0,0,0,114,67,0,0,0,0,0,0,0,0,0,63,43,0,0,0,0,0,0,0,0,5,44,13,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,5,57,4,0,0,0,0,0,0,0,0,0,4,119,0,0,0,0,0,0,0,0,0,130,30,0,0,0,0,0,0,0,0,0,30,40,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0
SAL80064,0,0,0,0,0,0,139,12,0,7,0,0,0,5,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,140,8,5,0,0,0,0,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,326,10,11,0,0,0,0,0,0,3,357,103,3,0,4,0,0,0,0,0,0,108,91,0,0,0,0,0,0,0,0,0,98,7,0,4,3,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,4,4,98,0,3,3,0,0,0,0,0,4,116,0,0,0,0,0,0,0,0,0,0,0,202,3,3,4,0,0,0,0,0,3,223,83,0,0,0,0,0,0,0,0,0,84,32,0,0,0,0,0,0,0,0,0,32,11,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,5,46,0,0,0,0,0,0
SAL80065,0,0,0,0,0,0,32,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,25,3,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,88,13,5,0,0,0,0,0,0,0,111,73,0,0,0,0,0,0,0,0,0,72,37,0,0,0,0,0,0,0,0,0,37,7,0,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,44,0,5,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,118,0,5,0,0,0,0,0,0,4,126,37,0,0,0,0,0,0,0,0,0,37,24,0,0,0,0,0,0,0,0,0,25,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0
SAL80066,0,0,0,0,0,0,35,3,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,38,3,4,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,104,13,4,0,3,3,0,0,0,3,131,69,0,0,0,0,0,0,0,0,0,73,19,0,0,0,0,0,3,0,0,0,25,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,3,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,98,5,5,0,0,0,3,0,0,0,110,55,0,0,0,0,0,0,0,0,0,58,15,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0
SAL80067,0,0,0,0,0,0,53,9,0,0,0,0,0,6,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,53,4,0,0,0,0,3,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,159,8,4,0,0,0,3,3,0,0,179,95,0,0,0,0,0,0,0,0,0,95,33,3,0,0,0,0,0,0,0,0,36,5,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,36,3,0,0,0,0,0,5,0,0,41,0,0,0,0,0,0,0,0,0,0,0,130,4,0,0,0,0,0,5,0,0,140,64,0,0,0,0,0,0,0,0,0,67,20,0,0,0,0,0,0,0,0,0,17,9,0,0,6,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,25,0,3,6,0,0,0,0,0,0,37,0,0,0,0,0,0
SAL80068,0,0,0,0,0,5,184,23,13,17,8,3,5,7,3,0,0,72,0,0,0,0,0,0,0,0,0,0,0,176,22,30,11,3,7,10,3,0,5,260,0,0,0,0,0,0,0,0,0,0,0,250,24,34,11,3,7,10,3,0,3,349,46,0,0,0,0,0,0,0,0,0,46,80,3,10,0,0,0,0,3,0,0,92,17,8,17,3,0,3,11,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,96,12,26,4,0,3,11,6,0,0,170,0,0,0,0,0,0,0,0,0,0,0,143,16,26,4,0,3,11,6,0,0,213,21,0,0,0,0,0,0,0,0,0,23,17,3,0,0,3,0,0,0,0,0,29,13,8,0,0,0,0,4,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,37,11,0,0,5,0,4,3,0,0,54,0,0,0,0,0,0
SAL80069,0,0,0,0,0,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,3,26,0,0,0,0,0,0,0,0,0,0,0,79,3,4,0,0,0,0,0,0,8,92,35,0,0,0,0,0,0,0,0,0,44,11,0,0,0,0,0,0,0,0,0,8,6,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,47,4,3,0,0,0,0,0,0,0,59,40,0,0,0,0,0,0,0,0,0,40,10,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0
SAL80070,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80071,0,0,0,6,0,4,164,18,16,18,0,5,7,9,6,0,0,72,0,0,0,0,0,0,0,0,0,0,0,154,29,22,0,8,6,9,7,0,6,238,0,0,0,0,0,0,0,0,0,0,0,193,33,24,0,3,8,9,10,0,6,295,32,0,0,0,0,0,0,0,0,0,34,53,4,0,0,0,0,4,0,0,0,68,16,5,10,3,0,0,8,3,0,0,54,0,0,0,0,0,0,0,0,0,0,0,70,12,13,8,0,0,9,3,0,0,118,0,0,0,0,0,0,0,0,0,0,0,97,12,10,8,0,0,9,3,0,0,153,22,0,0,0,3,0,0,0,0,0,23,18,0,4,0,0,0,0,0,0,0,17,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,24,0,7,0,0,0,0,0,0,0,29,0,0,0,0,0,0
SAL80072,0,0,0,0,0,0,39,4,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,40,3,3,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,95,12,3,0,0,0,0,0,0,0,116,73,0,0,0,0,0,0,0,0,0,72,25,0,0,0,0,0,0,0,0,0,25,3,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,5,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,97,4,0,0,0,0,5,0,0,0,105,53,0,0,0,0,0,0,0,0,0,61,17,0,0,0,0,0,0,0,0,0,17,10,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0
SAL80073,0,0,0,0,0,0,46,6,0,5,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,52,0,4,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,101,0,5,0,0,0,0,0,0,0,117,47,0,0,0,0,0,0,0,0,0,50,28,0,0,0,0,0,0,0,0,0,29,6,0,4,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,34,0,4,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,82,0,4,0,0,0,0,0,0,3,95,60,0,0,0,0,0,0,0,0,0,60,23,0,0,0,0,0,0,0,0,0,23,11,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0
SAL80074,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,19,8,0,0,0,0,3,0,0,4,29,0,0,0,0,0,0,0,0,0,0,0,76,11,0,0,0,0,3,0,0,4,96,63,0,0,0,0,0,0,0,0,5,67,19,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,6,95,32,0,0,0,0,0,0,0,0,0,32,16,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0
SAL80075,0,0,0,0,0,0,44,5,5,3,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,32,13,4,0,0,0,4,4,0,0,55,0,0,0,0,0,0,0,0,0,0,0,97,17,3,3,0,0,4,4,0,0,130,122,0,0,0,0,0,0,0,0,0,122,38,0,3,0,0,0,0,0,0,0,42,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,41,0,4,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,163,3,4,0,0,0,0,0,0,0,174,75,0,0,0,0,0,0,0,0,0,75,29,0,0,0,0,0,0,0,0,0,33,14,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0
SAL80076,0,0,0,0,0,0,32,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,32,5,5,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,101,5,3,0,0,0,0,0,0,0,108,67,0,0,0,0,0,0,0,0,0,72,22,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,6,101,47,0,0,0,0,0,0,0,0,5,49,12,0,0,0,0,0,0,0,0,3,13,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,3,14,0,0,0,0,0,0
SAL80077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80078,0,0,0,0,0,0,89,9,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,152,5,9,0,0,0,0,0,0,0,167,61,0,4,0,0,0,0,0,0,0,66,84,0,0,0,0,0,0,0,0,0,84,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,150,0,4,0,0,0,0,0,0,0,160,54,0,3,0,0,0,0,0,0,0,55,49,4,0,0,0,0,0,0,0,5,56,13,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,5,68,0,0,0,0,0,0
SAL80079,0,0,0,0,0,4,88,15,0,4,3,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,93,6,3,3,0,0,0,0,0,4,109,0,0,0,0,0,0,0,0,0,0,0,171,6,3,3,0,0,0,0,0,4,195,48,0,0,0,0,0,0,0,0,0,55,58,0,0,0,0,0,0,0,0,0,56,13,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,117,0,5,0,0,0,0,0,0,3,129,49,0,0,0,0,0,0,0,0,3,50,15,0,0,0,0,0,0,0,0,0,15,3,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,23,0,4,0,0,0,0,0,0,0,26,0,0,0,0,0,0
SAL80080,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80081,0,0,0,0,0,0,139,8,4,8,0,0,0,4,0,0,4,30,0,0,0,0,0,0,0,0,0,0,0,127,12,12,0,0,0,4,0,0,4,168,0,0,0,0,0,0,0,0,0,0,0,252,19,16,0,0,0,7,0,0,7,299,168,0,0,0,0,0,0,0,0,0,164,153,3,3,0,0,0,0,0,0,0,156,19,5,3,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,173,8,3,0,0,0,0,0,0,0,194,0,0,0,0,0,0,0,0,0,0,0,339,8,3,0,0,0,0,0,0,3,359,87,0,0,0,0,0,0,0,0,0,87,82,0,0,0,0,0,0,0,0,4,81,28,3,4,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,109,3,4,0,0,0,0,0,0,3,125,0,0,0,0,0,0
SAL80082,0,0,0,0,0,4,144,9,3,5,0,0,0,5,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,132,13,13,0,0,0,5,0,0,3,174,0,0,0,0,0,0,0,0,0,0,0,435,24,17,0,0,0,5,0,0,7,490,366,3,4,0,0,0,0,0,0,8,379,143,5,0,0,0,0,0,0,0,3,146,22,0,8,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,163,5,8,0,0,0,3,0,0,3,180,0,0,0,0,0,0,0,0,0,0,0,536,10,8,0,0,0,3,0,0,5,561,196,0,0,0,0,0,0,0,0,4,204,106,5,0,0,0,0,0,0,0,0,110,26,4,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,134,8,0,0,0,0,0,0,0,4,141,0,0,0,0,0,0
SAL80083,0,0,5,4,3,0,57,6,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,47,0,6,4,0,0,5,4,3,0,66,0,0,0,0,0,0,0,0,0,0,0,161,8,14,7,0,4,5,5,3,0,201,112,0,0,0,0,0,0,0,0,0,116,23,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,5,0,0,0,0,148,55,0,0,0,0,0,0,0,0,0,57,12,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
SAL80084,0,0,0,0,0,3,38,9,0,3,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,33,10,3,0,0,0,0,0,0,3,50,0,0,0,0,0,0,0,0,0,0,0,95,10,6,0,0,0,0,0,0,6,115,74,0,0,0,0,0,0,0,0,3,76,35,0,0,0,0,0,0,0,0,0,36,7,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,3,124,44,0,0,0,0,0,0,0,0,0,44,23,0,0,0,0,0,0,0,0,0,26,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0
SAL80085,0,0,0,0,0,0,26,0,5,5,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,20,4,3,0,0,3,0,0,0,4,41,0,0,0,0,0,0,0,0,0,0,0,29,3,8,3,0,3,0,0,0,4,53,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,11,3,3,6,0,5,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,12,3,6,0,5,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,14,3,6,0,5,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
SAL80086,0,0,0,0,0,0,57,13,5,3,0,3,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,61,16,5,0,3,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,140,14,7,0,3,0,3,0,0,0,173,73,0,0,0,0,0,0,0,0,0,71,49,0,0,0,0,0,0,0,0,0,54,9,6,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,61,6,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,135,3,0,0,0,0,0,0,0,0,145,54,0,0,0,0,0,0,0,0,0,54,38,0,0,0,0,0,0,0,0,0,41,16,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0
SAL80087,0,0,0,0,0,0,33,6,0,6,0,0,0,3,0,0,3,18,0,0,0,0,0,0,0,0,0,0,0,25,3,8,0,5,0,3,0,0,3,45,0,0,0,0,0,0,0,0,0,0,0,78,6,8,0,5,0,3,0,0,3,103,29,0,0,0,0,0,0,0,0,0,29,30,0,0,0,0,0,0,6,0,0,36,6,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,4,6,0,0,42,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,4,6,0,0,73,58,0,0,0,0,0,0,0,0,0,55,24,0,0,0,0,0,0,0,0,0,28,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0
SAL80088,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,45,3,0,0,0,0,0,0,0,0,48,32,0,0,0,0,0,0,0,0,0,36,13,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,50,10,0,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
