SAL_CODE_2021,P_Pakistan_0_4,P_Pakistan_5_14,P_Pakistan_15_24,P_Pakistan_25_44,P_Pakistan_45_54,P_Pakistan_55_64,P_Pakistan_65_74,P_Pakistan_75_84,P_Pakistan_85ov,P_Pakistan_Tot,P_PNG_0_4,P_PNG_5_14,P_PNG_15_24,P_PNG_25_44,P_PNG_45_54,P_PNG_55_64,P_PNG_65_74,P_PNG_75_84,P_PNG_85ov,P_PNG_Tot,P_Philippines_0_4,P_Philippines_5_14,P_Philippines_15_24,P_Philippines_25_44,P_Philippines_45_54,P_Philippines_55_64,P_Philippines_65_74,P_Philippines_75_84,P_Philippines_85ov,P_Philippines_Tot,P_Poland_0_4,P_Poland_5_14,P_Poland_15_24,P_Poland_25_44,P_Poland_45_54,P_Poland_55_64,P_Poland_65_74,P_Poland_75_84,P_Poland_85ov,P_Poland_Tot,P_Samoa_0_4,P_Samoa_5_14,P_Samoa_15_24,P_Samoa_25_44,P_Samoa_45_54,P_Samoa_55_64,P_Samoa_65_74,P_Samoa_75_84,P_Samoa_85ov,P_Samoa_Tot,P_Scotland_0_4,P_Scotland_5_14,P_Scotland_15_24,P_Scotland_25_44,P_Scotland_45_54,P_Scotland_55_64,P_Scotland_65_74,P_Scotland_75_84,P_Scotland_85ov,P_Scotland_Tot,P_Singapore_0_4,P_Singapore_5_14,P_Singapore_15_24,P_Singapore_25_44,P_Singapore_45_54,P_Singapore_55_64,P_Singapore_65_74,P_Singapore_75_84,P_Singapore_85ov,P_Singapore_Tot,P_South_Africa_0_4,P_South_Africa_5_14,P_South_Africa_15_24,P_South_Africa_25_44,P_South_Africa_45_54,P_South_Africa_55_64,P_South_Africa_65_74,P_South_Africa_75_84,P_South_Africa_85ov,P_South_Africa_Tot,P_Sri_Lanka_0_4,P_Sri_Lanka_5_14,P_Sri_Lanka_15_24,P_Sri_Lanka_25_44,P_Sri_Lanka_45_54,P_Sri_Lanka_55_64,P_Sri_Lanka_65_74,P_Sri_Lanka_75_84,P_Sri_Lanka_85ov,P_Sri_Lanka_Tot,P_Taiwan_0_4,P_Taiwan_5_14,P_Taiwan_15_24,P_Taiwan_25_44,P_Taiwan_45_54,P_Taiwan_55_64,P_Taiwan_65_74,P_Taiwan_75_84,P_Taiwan_85ov,P_Taiwan_Tot,P_Thailand_0_4,P_Thailand_5_14,P_Thailand_15_24,P_Thailand_25_44,P_Thailand_45_54,P_Thailand_55_64,P_Thailand_65_74,P_Thailand_75_84,P_Thailand_85ov,P_Thailand_Tot,P_Turkey_0_4,P_Turkey_5_14,P_Turkey_15_24,P_Turkey_25_44,P_Turkey_45_54,P_Turkey_55_64,P_Turkey_65_74,P_Turkey_75_84,P_Turkey_85ov,P_Turkey_Tot,P_USA_0_4,P_USA_5_14,P_USA_15_24,P_USA_25_44,P_USA_45_54,P_USA_55_64,P_USA_65_74,P_USA_75_84,P_USA_85ov,P_USA_Tot,P_Vietnam_0_4,P_Vietnam_5_14,P_Vietnam_15_24,P_Vietnam_25_44,P_Vietnam_45_54,P_Vietnam_55_64,P_Vietnam_65_74,P_Vietnam_75_84,P_Vietnam_85ov,P_Vietnam_Tot,P_Wales_0_4,P_Wales_5_14,P_Wales_15_24,P_Wales_25_44,P_Wales_45_54,P_Wales_55_64,P_Wales_65_74,P_Wales_75_84,P_Wales_85ov,P_Wales_Tot,P_Zimbabwe_0_4,P_Zimbabwe_5_14,P_Zimbabwe_15_24,P_Zimbabwe_25_44,P_Zimbabwe_45_54,P_Zimbabwe_55_64,P_Zimbabwe_65_74,P_Zimbabwe_75_84,P_Zimbabwe_85ov,P_Zimbabwe_Tot,P_Elsewhere_0_4,P_Elsewhere_5_14,P_Elsewhere_15_24,P_Elsewhere_25_44,P_Elsewhere_45_54,P_Elsewhere_55_64,P_Elsewhere_65_74,P_Elsewhere_75_84,P_Elsewhere_85ov,P_Elsewhere_Tot,P_COB_NS_0_4,P_COB_NS_5_14,P_COB_NS_15_24,P_COB_NS_25_44,P_COB_NS_45_54,P_COB_NS_55_64,P_COB_NS_65_74,P_COB_NS_75_84,P_COB_NS_85ov,P_COB_NS_Tot,P_Tot_0_4,P_Tot_5_14,P_Tot_15_24,P_Tot_25_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SAL80055,0,0,3,20,0,0,0,0,0,23,0,0,0,0,3,5,0,0,0,13,0,0,0,8,9,7,3,0,0,20,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,13,0,0,0,0,7,3,0,0,0,12,0,5,0,0,9,0,0,0,0,13,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,5,3,6,3,0,3,0,0,29,3,0,3,11,4,0,0,0,0,19,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,7,11,31,18,20,20,8,4,115,6,12,12,30,17,14,8,6,5,92,232,539,436,1005,487,406,359,177,30,3671
SAL80056,0,5,8,14,0,0,0,0,0,28,0,0,0,5,0,0,0,0,0,8,0,3,3,25,13,5,0,0,0,50,0,0,0,8,6,0,0,0,0,6,0,0,0,4,0,0,0,0,0,4,0,0,0,4,4,5,0,3,0,16,0,0,3,3,4,3,0,0,0,18,0,10,4,10,18,3,0,0,0,46,0,0,8,16,9,15,0,0,0,51,0,0,0,6,7,0,3,0,0,10,0,0,3,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9,10,3,7,7,0,0,0,0,33,0,0,8,13,18,9,4,0,0,45,0,0,0,0,0,3,0,0,0,9,0,0,0,6,6,0,0,0,0,17,0,0,8,38,33,9,8,9,0,111,9,21,16,42,19,7,10,0,0,123,317,863,554,1365,759,313,184,59,11,4435
SAL80057,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,12,0,0,4,0,3,0,0,0,0,11,0,0,0,5,0,0,0,0,0,5,0,0,0,4,9,3,0,6,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,0,0,0,0,23,0,0,0,5,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,3,11,12,13,4,9,0,58,0,0,5,13,4,11,10,6,5,51,44,163,187,466,282,270,239,149,36,1827
SAL80058,0,9,5,80,9,0,4,0,0,119,0,0,0,0,0,0,0,0,0,5,0,3,14,46,24,14,6,0,0,113,0,0,0,7,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,16,0,0,3,8,7,3,0,5,0,27,0,4,13,17,11,5,0,0,0,51,0,4,12,45,27,19,3,0,0,120,0,3,0,32,0,0,0,0,0,42,0,0,7,22,8,3,0,0,0,47,0,0,0,0,0,0,0,0,0,4,5,4,6,22,5,0,0,0,0,46,0,9,13,80,40,17,10,6,0,181,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,15,29,154,58,22,14,3,0,291,17,25,41,125,22,10,8,3,0,251,536,971,975,3425,864,409,222,58,14,7484
SAL80059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,6,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,6,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,3,0,0,4,19,6,12,14,4,0,56,4,4,0,21,6,0,5,3,0,42,98,328,247,500,289,243,303,99,16,2126
SAL80060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,4,0,0,6,0,0,5,30,11,9,3,0,0,52
SAL80061,0,3,0,19,0,0,0,0,0,28,0,0,0,0,3,4,0,0,0,12,0,3,3,28,4,5,6,0,0,47,0,0,0,3,0,3,0,9,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,5,3,23,0,0,0,0,5,3,0,0,0,15,0,0,3,8,3,0,0,0,0,17,0,0,3,15,7,5,4,0,0,33,0,0,0,10,0,0,0,0,0,11,0,3,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,16,0,6,10,4,5,3,0,35,0,3,0,14,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,14,0,31,18,25,15,14,9,127,0,9,13,45,21,19,26,23,4,159,192,574,353,935,485,390,342,301,140,3706
SAL80062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,12,10,0,3,0,0,33,0,0,0,3,0,3,0,0,0,7,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,8,0,0,0,4,0,0,0,0,0,4,0,0,0,7,0,0,3,0,0,17,0,0,0,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,4,4,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,29,11,13,16,9,0,85,6,13,3,19,7,8,4,4,0,67,165,381,317,761,342,403,247,65,27,2706
SAL80063,0,0,0,8,0,0,0,0,0,11,0,0,0,0,3,0,0,0,0,10,0,3,0,14,0,3,3,0,0,20,0,4,0,0,0,0,7,0,0,11,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,5,0,0,0,8,0,0,4,12,3,4,0,4,0,21,0,0,0,3,0,0,0,0,0,3,0,5,3,6,0,0,0,0,0,12,0,0,0,0,0,4,0,0,0,4,0,0,3,4,0,3,3,0,0,14,0,0,6,8,4,10,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,0,3,7,26,13,16,16,10,6,105,10,8,8,31,11,10,10,7,0,96,200,499,320,1026,384,347,422,145,27,3372
SAL80064,0,0,0,19,0,3,0,0,0,25,0,0,0,0,8,3,0,0,0,10,0,12,12,28,21,18,10,0,0,112,0,0,0,0,0,0,3,6,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,10,7,4,34,0,0,0,0,0,4,0,0,0,11,0,5,5,4,10,8,0,0,0,44,0,5,0,16,10,14,17,3,3,56,0,0,0,0,0,0,0,0,0,0,0,5,0,12,9,4,0,0,0,28,0,0,0,0,0,0,0,0,0,3,0,0,0,8,4,4,3,4,0,32,0,0,0,16,16,16,5,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,15,0,7,3,48,38,55,38,15,12,219,7,34,19,43,25,15,22,25,29,224,514,1022,958,2092,1123,1115,604,336,138,7892
SAL80065,0,0,6,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,3,10,3,5,0,0,0,37,0,0,0,8,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,9,4,0,0,0,0,16,0,0,3,3,3,0,4,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5,0,0,0,7,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,30,7,11,17,15,4,98,7,5,11,30,7,7,3,0,0,76,218,443,327,873,352,383,378,135,32,3140
SAL80066,0,3,0,14,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,4,0,4,7,48,8,7,4,0,0,76,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,5,5,0,27,0,0,0,4,0,0,0,0,0,11,0,0,4,5,0,0,0,0,0,16,0,0,0,19,3,0,0,0,0,28,0,0,0,4,0,0,0,0,0,4,5,0,0,8,0,3,0,0,0,18,0,0,0,7,4,0,0,0,0,3,0,0,3,13,3,0,4,3,0,26,0,0,5,15,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,5,0,3,3,50,18,11,7,16,0,116,10,8,12,47,3,17,21,37,18,174,227,225,453,1637,405,412,394,276,105,4129
SAL80067,0,0,9,11,4,4,0,0,0,21,0,0,0,3,3,0,0,0,0,6,0,7,3,20,0,0,0,0,0,33,0,0,0,9,4,3,4,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,3,3,0,21,0,0,3,6,0,0,0,0,0,20,0,0,3,16,6,5,4,0,0,30,0,0,3,4,8,0,3,0,0,24,0,0,0,7,0,0,5,0,0,12,0,0,0,3,3,0,0,0,0,15,0,0,0,9,0,0,0,0,0,12,5,10,7,22,5,6,7,0,0,68,0,0,5,11,6,3,3,4,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,13,10,56,41,30,14,10,6,181,3,26,20,67,28,13,10,9,6,188,198,500,608,1802,720,638,448,261,157,5328
SAL80068,5,10,10,102,6,0,0,0,0,142,0,0,0,4,0,0,0,0,0,4,0,8,17,78,23,22,7,0,0,145,0,4,0,6,0,0,0,0,0,16,0,0,0,7,0,0,0,0,0,7,0,0,0,3,5,0,0,0,0,12,0,6,3,18,3,6,0,0,0,32,0,9,12,18,15,7,5,0,0,60,0,0,7,23,6,10,0,4,0,60,0,0,0,25,0,3,0,0,0,34,0,0,3,19,7,0,4,0,0,39,0,0,0,9,0,0,0,0,0,14,0,0,11,14,3,3,4,0,0,38,0,5,14,62,36,33,12,4,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10,9,28,54,162,54,35,16,9,0,362,31,24,46,132,38,19,4,18,0,311,560,810,1252,3803,993,625,360,148,33,8586
SAL80069,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,14,0,0,0,0,0,0,0,0,0,5,0,0,0,5,10,0,0,0,0,12,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,4,9,9,3,5,5,0,41,0,3,0,3,3,0,3,0,0,12,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,14,9,26,9,10,0,9,5,86,8,3,7,33,19,9,10,3,4,88,176,494,354,808,520,376,241,167,87,3227
SAL80070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,6,50,35,42,55,41,47,26,6,298
SAL80071,0,14,9,85,10,0,0,0,0,119,0,0,5,3,5,0,0,0,0,16,0,7,7,51,9,6,5,0,0,97,0,0,0,0,0,0,0,0,0,8,0,0,4,3,0,3,0,0,0,13,0,0,3,0,5,0,3,3,0,14,0,0,9,13,9,3,0,0,0,32,0,0,5,3,8,8,0,0,0,19,0,5,8,46,15,16,9,0,0,107,0,0,0,20,0,0,0,0,0,20,0,5,11,21,7,3,0,0,0,50,0,0,0,7,0,0,0,0,0,11,0,8,10,24,4,4,0,0,0,46,0,3,12,59,33,20,12,0,3,137,0,0,0,4,0,5,0,0,0,12,0,0,3,6,9,0,0,0,0,15,4,12,37,120,36,23,13,10,0,247,22,33,35,103,26,11,5,5,0,237,565,1331,1107,3360,1074,481,228,89,19,8244
SAL80072,4,5,0,15,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,7,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,4,21,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,8,0,3,0,3,4,5,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,8,9,0,0,22,0,7,4,8,6,8,0,0,0,38,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,11,12,35,18,11,19,12,0,112,3,7,14,33,9,12,3,11,0,95,121,367,377,726,412,338,336,260,66,3008
SAL80073,0,0,0,7,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,4,6,13,9,9,3,0,0,38,0,0,0,3,0,0,0,3,0,6,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,5,5,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,9,0,3,6,7,3,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,3,0,0,18,0,6,0,14,8,10,7,3,3,49,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,4,11,38,11,20,16,18,12,126,7,17,8,24,11,7,3,9,0,91,217,451,370,969,439,324,275,238,46,3321
SAL80074,0,3,4,5,4,0,0,0,0,10,0,0,0,4,0,0,0,3,0,8,0,0,3,0,12,0,4,0,0,22,0,0,0,6,0,6,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,6,0,0,0,0,0,4,0,0,0,4,0,4,7,3,0,0,0,0,0,13,0,0,0,0,0,3,0,0,0,9,0,0,0,4,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,5,0,0,18,0,6,8,4,6,4,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,7,0,7,7,26,13,14,9,3,10,86,5,19,9,24,9,9,15,7,0,97,167,357,283,752,406,303,284,200,63,2816
SAL80075,0,3,4,13,4,0,0,0,0,29,0,0,0,0,4,3,0,0,0,6,0,7,0,47,15,0,0,8,6,78,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,6,8,5,22,0,0,0,5,0,0,3,0,0,5,0,0,5,10,3,4,3,0,0,30,0,0,0,8,7,9,4,3,0,27,0,0,0,3,0,0,0,0,0,6,0,5,0,3,6,0,5,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,4,9,4,3,7,0,0,29,0,4,6,39,7,6,0,0,0,56,0,0,0,0,0,3,0,0,0,9,0,3,3,3,3,0,0,0,0,18,4,14,13,97,25,16,19,20,12,225,15,34,14,59,22,13,14,12,5,175,415,663,578,1899,675,448,516,312,123,5628
SAL80076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,11,0,0,0,7,0,3,3,0,0,16,0,0,0,0,0,4,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,9,19,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,3,5,0,0,12,0,0,0,7,6,0,0,3,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,7,0,8,6,9,5,0,0,36,0,0,0,4,4,0,0,0,0,10,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,15,7,48,20,10,18,8,11,144,0,12,3,20,22,6,19,9,18,106,147,448,353,740,426,384,290,214,207,3210
SAL80077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,11,0,0,0,20,3,4,0,0,0,25,0,3,45,252,56,16,6,10,0,395
SAL80078,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,3,0,0,0,8,4,4,3,0,0,16,0,0,0,0,0,0,3,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,3,3,0,0,15,0,0,0,0,0,4,0,3,0,9,0,0,0,7,11,19,16,10,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,3,0,0,5,7,0,8,3,0,0,18,0,0,0,5,5,6,10,5,0,25,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,0,0,0,11,0,0,7,33,14,18,21,20,3,121,0,5,3,9,14,10,7,12,0,64,80,264,230,482,290,383,342,243,67,2379
SAL80079,0,0,0,0,4,0,0,0,0,6,0,0,0,0,3,0,0,0,0,5,0,5,3,27,8,23,8,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,7,0,0,0,0,4,4,7,8,0,19,0,0,0,4,0,6,0,0,0,4,0,0,4,4,0,0,0,0,0,14,0,0,0,4,0,7,3,7,0,29,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4,6,5,0,0,3,0,0,18,0,0,0,9,10,22,13,0,0,55,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,3,0,0,9,39,19,28,17,11,0,136,7,9,11,24,16,11,8,13,5,106,308,597,476,1288,503,564,325,188,83,4329
SAL80080,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,6,4,9,4,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,6,4,0,0,0,0,15,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,15,3,0,3,0,0,26,0,9,0,7,7,0,0,0,0,25,72,149,73,301,77,17,15,4,0,712
SAL80081,0,0,11,27,7,0,4,0,0,49,0,0,0,3,0,4,0,0,0,6,0,7,12,35,17,13,10,0,0,86,0,0,0,3,0,3,5,3,3,19,0,3,5,3,0,3,0,0,0,18,0,0,0,0,3,5,3,0,5,24,0,0,0,9,0,6,6,0,0,20,0,4,0,5,4,0,3,3,0,24,0,0,0,20,7,3,6,0,0,45,0,0,0,16,0,0,0,0,0,22,0,0,4,9,6,5,0,0,0,22,0,0,0,0,0,0,0,0,0,4,0,8,5,10,9,5,10,0,0,55,0,0,7,36,23,23,16,9,4,118,0,0,0,4,0,4,0,0,0,8,0,0,0,4,0,0,0,0,0,4,0,13,20,116,30,38,61,26,6,313,10,21,20,67,24,23,35,8,7,223,427,953,865,2130,900,864,988,415,130,7672
SAL80082,0,3,0,13,0,0,0,0,0,20,0,4,3,4,24,4,3,0,0,34,0,11,14,39,22,21,20,3,0,134,0,0,0,9,3,5,9,0,0,35,0,0,0,0,3,5,0,0,0,18,0,0,0,11,4,10,23,15,4,65,0,0,3,5,3,3,3,0,0,23,0,0,7,14,16,4,7,0,7,54,0,0,4,14,10,12,9,11,0,69,0,0,0,7,0,0,0,0,0,5,0,0,0,16,6,5,4,0,0,37,0,0,0,0,0,0,0,0,0,0,0,10,17,33,21,10,14,0,0,108,0,0,4,12,17,15,0,7,4,64,0,4,0,8,0,8,0,4,4,23,0,4,3,7,6,6,0,3,0,22,0,33,39,117,78,76,86,62,10,504,21,87,44,156,77,36,76,34,13,549,865,2083,1749,3980,2100,1798,2020,887,191,15670
SAL80083,0,3,0,13,5,0,0,0,0,18,0,0,0,3,0,3,0,0,0,6,0,0,4,33,12,0,0,0,0,53,0,0,0,4,0,0,4,0,0,10,0,3,0,3,0,3,0,0,0,8,0,0,0,11,4,3,9,5,0,32,0,3,0,15,0,4,5,0,0,27,0,0,5,36,6,4,0,0,0,54,0,4,0,15,11,0,6,0,0,34,0,0,0,9,0,0,0,0,0,15,0,0,0,18,3,3,0,0,0,26,0,0,0,0,0,0,0,0,0,5,0,0,7,33,9,0,8,5,0,74,0,0,0,6,0,5,7,0,0,15,0,0,0,0,3,0,0,0,0,10,0,0,0,3,0,0,0,0,0,4,0,10,8,100,36,31,12,8,0,199,14,35,63,282,73,65,56,17,0,608,236,327,609,3195,744,685,516,217,42,6579
SAL80084,0,0,0,7,0,0,0,0,0,9,0,0,0,0,4,4,0,0,0,8,0,5,5,16,0,7,6,0,0,31,0,0,0,3,0,0,5,0,0,8,0,0,4,0,0,5,0,0,0,3,0,0,0,0,0,4,4,0,0,13,0,0,0,0,7,3,0,0,0,7,0,0,0,4,0,0,9,0,0,20,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,0,0,4,6,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,5,0,3,0,22,0,4,0,9,0,14,7,0,0,39,0,0,0,0,0,4,0,0,0,7,0,0,0,7,0,0,0,0,0,9,0,3,5,36,13,18,20,12,3,104,11,16,15,60,9,8,15,5,3,141,278,501,397,1101,502,389,384,174,32,3767
