SAL_CODE_2021,F_AccomFoodS_Cert,F_AccomFoodS_ID_NS,F_AccomFoodS_ToT,F_TransPostWhse_PD,F_TransPostWhse_GD_GC,F_TransPostWhse_BD,F_TransPostWhse_AdD_D,F_TransPostWhse_Cert,F_TransPostWhse_ID_NS,F_TransPostWhse_ToT,F_InfoMedTelecom_PD,F_InfoMedTelecom_GD_GC,F_InfoMedTelecom_BD,F_InfoMedTelecom_AdD_D,F_InfoMedTelecom_Cert,F_InfoMedTelecom_ID_NS,F_InfoMedTelecom_ToT,F_FinInsurS_PD,F_FinInsurS_GD_GC,F_FinInsurS_BD,F_FinInsurS_AdD_D,F_FinInsurS_Cert,F_FinInsurS_ID_NS,F_FinInsurS_ToT,F_RentHirREserv_PD,F_RentHirREserv_GD_GC,F_RentHirREserv_BD,F_RentHirREserv_AdD_D,F_RentHirREserv_Cert,F_RentHirREserv_ID_NS,F_RentHirREserv_ToT,F_ProScieTechServ_PD,F_ProScieTechServ_GD_GC,F_ProScieTechServ_BD,F_ProScieTechServ_AdD_D,F_ProScieTechServ_Cert,F_ProScieTechServ_ID_NS,F_ProScieTechServ_ToT,F_AdminSupServ_PD,F_AdminSupServ_GD_GC,F_AdminSupServ_BD,F_AdminSupServ_AdD_D,F_AdminSupServ_Cert,F_AdminSupServ_ID_NS,F_AdminSupServ_ToT,F_PubAdmiSafety_PD,F_PubAdmiSafety_GD_GC,F_PubAdmiSafety_BD,F_PubAdmiSafety_AdD_D,F_PubAdmiSafety_Cert,F_PubAdmiSafety_ID_NS,F_PubAdmiSafety_ToT,F_EducTrain_PD,F_EducTrain_GD_GC,F_EducTrain_BD,F_EducTrain_AdD_D,F_EducTrain_Cert,F_EducTrain_ID_NS,F_EducTrain_ToT,F_HealthCareSocA_PD,F_HealthCareSocA_GD_GC,F_HealthCareSocA_BD,F_HealthCareSocA_AdD_D,F_HealthCareSocA_Cert,F_HealthCareSocA_ID_NS,F_HealthCareSocA_ToT,F_ArtRecServ_PD,F_ArtRecServ_GD_GC,F_ArtRecServ_BD,F_ArtRecServ_AdD_D,F_ArtRecServ_Cert,F_ArtRecServ_ID_NS,F_ArtRecServ_ToT,F_OthServ_PD,F_OthServ_GD_GC,F_OthServ_BD,F_OthServ_AdD_D,F_OthServ_Cert,F_OthServ_ID_NS,F_OthServ_ToT,F_ID_NS_PD,F_ID_NS_GD_GC,F_ID_NS_BD,F_ID_NS_AdD_D,F_ID_NS_Cert,F_ID_NS_ID_NS,F_ID_NS_ToT,F_ToT_PD,F_ToT_GD_GC,F_ToT_BD,F_ToT_AdD_D,F_ToT_Cert,F_ToT_ID_NS,F_ToT_ToT,P_AgriForestFish_PD,P_AgriForestFish_GD_GC,P_AgriForestFish_BD,P_AgriForestFish_AdD_D,P_AgriForestFish_Cert,P_AgriForestFish_ID_NS,P_AgriForestFish_ToT,P_Min_PD,P_Min_GD_GC,P_Min_BD,P_Min_AdD_D,P_Min_Cert,P_Min_ID_NS,P_Min_ToT,P_Mnfg_PD,P_Mnfg_GD_GC,P_Mnfg_BD,P_Mnfg_AdD_D,P_Mnfg_Cert,P_Mnfg_ID_NS,P_Mnfg_ToT,P_EGW_WS_PD,P_EGW_WS_GD_GC,P_EGW_WS_BD,P_EGW_WS_AdD_D,P_EGW_WS_Cert,P_EGW_WS_ID_NS,P_EGW_WS_ToT,P_Cnstn_PD,P_Cnstn_GD_GC,P_Cnstn_BD,P_Cnstn_AdD_D,P_Cnstn_Cert,P_Cnstn_ID_NS,P_Cnstn_ToT,P_WTrade_PD,P_WTrade_GD_GC,P_WTrade_BD,P_WTrade_AdD_D,P_WTrade_Cert,P_WTrade_ID_NS,P_WTrade_ToT,P_RTrade_PD,P_RTrade_GD_GC,P_RTrade_BD,P_RTrade_AdD_D,P_RTrade_Cert,P_RTrade_ID_NS,P_RTrade_ToT,P_AccomFoodS_PD,P_AccomFoodS_GD_GC,P_AccomFoodS_BD,P_AccomFoodS_AdD_D,P_AccomFoodS_Cert,P_AccomFoodS_ID_NS,P_AccomFoodS_ToT,P_TransPostWhse_PD,P_TransPostWhse_GD_GC,P_TransPostWhse_BD,P_TransPostWhse_AdD_D,P_TransPostWhse_Cert,P_TransPostWhse_ID_NS,P_TransPostWhse_ToT,P_InfoMedTelecom_PD,P_InfoMedTelecom_GD_GC,P_InfoMedTelecom_BD,P_InfoMedTelecom_AdD_D,P_InfoMedTelecom_Cert,P_InfoMedTelecom_ID_NS,P_InfoMedTelecom_ToT,P_FinInsurS_PD,P_FinInsurS_GD_GC,P_FinInsurS_BD,P_FinInsurS_AdD_D,P_FinInsurS_Cert,P_FinInsurS_ID_NS,P_FinInsurS_ToT,P_RentHirREserv_PD,P_RentHirREserv_GD_GC,P_RentHirREserv_BD,P_RentHirREserv_AdD_D,P_RentHirREserv_Cert,P_RentHirREserv_ID_NS,P_RentHirREserv_ToT,P_ProScieTechServ_PD,P_ProScieTechServ_GD_GC,P_ProScieTechServ_BD,P_ProScieTechServ_AdD_D,P_ProScieTechServ_Cert,P_ProScieTechServ_ID_NS,P_ProScieTechServ_ToT,P_AdminSupServ_PD,P_AdminSupServ_GD_GC,P_AdminSupServ_BD,P_AdminSupServ_AdD_D,P_AdminSupServ_Cert,P_AdminSupServ_ID_NS,P_AdminSupServ_ToT,P_PubAdmiSafety_PD,P_PubAdmiSafety_GD_GC,P_PubAdmiSafety_BD,P_PubAdmiSafety_AdD_D,P_PubAdmiSafety_Cert,P_PubAdmiSafety_ID_NS,P_PubAdmiSafety_ToT,P_EducTrain_PD
SAL80048,7,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,10,5,0,0,5,6,0,12,0,0,4,0,3,0,12,20,4,25,7,6,0,59,0,0,3,5,0,0,9,70,33,101,35,22,0,261,27,14,44,10,10,0,106,23,15,38,20,26,0,127,0,4,8,5,3,0,18,3,0,5,9,5,0,21,0,0,3,0,0,0,6,162,75,253,97,103,11,697,0,0,0,0,4,0,4,0,0,0,0,0,0,7,0,0,0,6,3,0,14,5,0,5,3,5,0,16,0,4,13,22,66,6,101,0,0,0,0,4,0,12,5,0,14,9,22,4,52,7,0,3,6,16,0,23,0,0,5,3,5,0,11,7,5,8,5,0,0,22,7,0,5,4,5,0,18,0,0,5,3,3,0,14,41,11,78,25,12,0,178,0,0,11,6,5,0,21,136,57,194,64,41,3,497,50
SAL80049,15,0,32,0,0,3,0,4,0,13,0,0,0,3,0,0,7,0,0,5,7,15,0,27,3,0,4,6,4,0,19,11,9,44,20,21,4,108,3,0,16,3,10,4,36,57,31,130,104,102,10,437,42,35,102,22,45,8,249,34,25,102,47,78,3,284,0,0,8,4,6,0,16,0,0,11,15,28,0,61,0,0,0,0,5,7,21,167,103,451,275,372,41,1404,0,0,0,0,3,0,4,0,0,0,0,0,0,3,0,0,4,11,26,0,44,0,0,4,5,11,0,28,5,0,9,15,165,0,206,0,0,0,6,15,0,19,7,0,24,17,52,0,103,3,0,18,17,30,0,63,0,0,4,15,24,0,51,0,0,9,4,15,0,31,3,0,7,18,15,0,42,5,0,6,11,17,0,33,39,15,89,48,45,12,253,7,0,20,11,19,4,57,135,65,272,201,211,28,904,52
SAL80050,10,6,22,0,0,0,0,5,0,8,0,0,6,0,0,0,7,0,0,3,5,3,0,13,4,0,3,3,3,0,11,24,14,53,22,14,3,130,0,6,7,4,12,4,25,49,52,129,54,58,4,350,35,29,82,22,19,0,198,19,14,70,29,32,5,169,4,0,8,3,7,0,17,0,0,9,7,22,0,37,3,0,0,3,3,7,18,156,112,398,171,217,23,1084,0,0,0,4,3,0,9,0,0,0,0,0,0,0,4,0,6,7,23,0,36,0,0,3,4,13,0,23,3,0,24,20,157,4,215,0,0,0,0,11,0,13,9,4,24,15,29,4,80,7,0,16,7,23,8,66,0,0,3,3,15,0,24,3,0,14,4,11,0,34,0,0,5,14,3,0,28,4,0,3,7,8,0,25,48,24,127,38,38,4,284,10,3,10,3,28,5,55,126,70,237,105,117,7,658,73
SAL80051,0,0,3,0,0,0,0,0,0,4,0,3,0,0,0,0,7,5,6,0,5,4,0,10,0,0,4,0,0,0,4,17,7,24,3,7,0,62,0,0,0,4,0,0,9,49,31,87,39,17,4,222,35,6,41,7,8,0,104,18,10,47,27,16,0,122,0,0,0,0,0,0,8,3,0,7,0,7,0,16,0,0,0,0,0,5,9,128,62,227,95,77,9,602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,0,14,0,0,0,7,5,0,4,0,0,15,13,48,0,71,0,0,5,3,6,0,11,0,0,9,3,16,0,38,4,0,4,0,9,0,14,0,3,0,3,4,0,16,3,3,11,4,3,0,28,4,6,7,5,4,0,20,0,0,5,5,4,0,13,39,11,74,12,23,5,158,0,0,0,6,10,0,14,121,56,165,72,60,8,478,57
SAL80052,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,3,5,0,6,5,0,0,19,0,0,0,0,0,0,4,24,9,33,5,8,0,76,0,0,5,0,6,0,13,67,31,88,33,22,0,249,23,6,37,9,9,0,86,31,12,74,19,16,0,151,7,0,3,0,5,0,11,0,3,4,7,3,0,22,0,0,9,0,0,0,11,165,73,282,95,73,8,695,0,0,0,0,3,0,4,0,0,0,0,0,0,0,3,0,6,3,7,0,26,5,0,6,0,4,0,8,4,0,8,17,33,5,62,0,0,5,0,6,0,16,5,0,20,8,6,3,40,9,0,14,4,7,0,29,0,0,5,0,8,0,15,3,3,4,0,6,0,17,6,0,15,5,0,0,22,0,0,4,0,9,0,15,54,21,75,18,9,0,178,0,0,10,6,13,0,30,151,50,158,75,43,3,479,38
SAL80053,3,0,12,0,0,0,4,0,0,3,0,0,0,0,0,0,5,0,0,3,0,0,0,5,0,0,0,7,3,0,6,7,6,22,6,5,0,47,0,0,5,3,0,0,9,47,27,90,34,23,7,222,28,20,32,12,12,0,101,26,12,48,27,8,5,128,4,0,5,4,3,0,16,3,0,4,9,6,0,23,0,0,5,0,0,0,3,116,64,232,114,70,16,607,0,0,0,0,0,0,8,0,0,0,0,0,0,0,5,0,7,0,14,0,21,0,0,9,6,0,0,13,0,0,11,13,47,3,71,0,0,0,0,3,0,5,0,0,4,3,11,0,25,6,0,10,6,13,0,35,0,0,3,3,11,0,23,0,0,3,3,0,0,21,3,0,3,0,0,0,13,0,0,3,7,3,0,14,34,3,67,8,11,0,126,4,0,12,4,3,0,23,80,39,191,69,51,5,422,40
SAL80054,10,4,31,0,0,3,0,0,3,5,0,0,12,3,0,0,19,0,0,0,8,4,0,12,5,0,3,3,0,0,10,19,0,32,5,9,0,78,0,0,5,0,8,0,23,50,21,103,46,32,3,254,32,16,60,7,13,0,134,32,19,78,27,29,5,202,3,0,3,7,3,0,16,0,0,6,4,7,0,27,0,0,5,0,3,0,12,167,66,355,135,143,17,883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,16,0,26,0,0,3,6,7,0,14,5,6,15,5,70,0,99,0,0,0,0,0,0,4,23,0,34,14,22,0,92,9,0,22,11,17,7,72,8,0,12,5,20,5,42,3,4,13,5,5,0,34,0,0,14,9,3,3,30,5,0,3,4,3,0,17,51,10,88,18,19,5,195,0,0,16,3,16,0,36,112,44,206,78,67,9,516,54
SAL80055,11,0,17,0,0,5,0,3,0,7,0,5,6,0,0,0,10,0,0,5,0,0,0,12,0,0,0,0,3,0,4,3,4,22,13,8,0,50,3,0,7,3,4,0,15,36,24,90,41,36,3,228,30,14,69,11,14,0,136,19,13,36,18,22,5,108,3,7,7,0,0,0,15,0,0,0,8,6,0,23,0,0,0,0,0,0,3,101,63,254,114,140,10,695,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,3,9,0,20,0,0,0,4,4,0,5,0,0,12,16,108,0,137,0,0,3,4,0,0,10,9,6,13,13,26,3,65,4,0,3,8,26,0,34,7,0,4,0,15,0,26,5,5,13,0,6,0,25,0,0,7,0,4,0,14,0,0,4,0,8,0,19,22,9,54,24,16,0,132,8,0,13,7,8,0,47,71,41,170,79,65,5,433,44
SAL80056,7,0,23,0,0,3,4,3,0,7,5,0,7,0,0,0,15,7,0,10,4,0,0,18,3,0,6,5,6,0,16,31,10,49,11,11,0,116,0,0,4,0,0,0,14,92,33,157,44,36,11,375,35,10,65,17,9,4,140,29,20,63,20,17,0,143,5,0,5,3,0,0,12,0,0,6,11,5,0,23,5,0,10,0,0,0,11,218,76,410,136,120,23,990,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,4,8,3,6,0,21,4,0,4,0,5,0,11,3,0,16,20,55,4,98,0,0,3,0,0,0,15,12,0,35,11,26,4,91,5,0,9,10,19,0,46,8,0,13,6,11,0,39,8,6,16,9,6,0,37,7,0,13,6,4,3,36,5,4,6,5,6,0,25,72,17,123,20,25,3,270,5,0,15,9,6,0,34,239,60,278,103,78,23,773,58
SAL80057,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,3,0,0,16,4,4,6,5,0,0,16,14,9,26,6,3,0,58,0,0,4,0,0,0,3,65,23,65,6,4,0,172,20,3,19,0,0,0,52,24,5,35,10,0,5,79,0,0,0,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,0,0,4,142,50,176,44,19,4,444,0,0,4,0,0,0,10,4,0,0,0,0,0,6,0,0,8,0,0,0,9,0,0,0,0,0,0,3,6,0,16,5,16,0,42,0,0,0,0,0,0,0,3,0,15,9,4,0,28,0,0,4,5,0,0,16,0,0,0,0,0,0,3,4,0,3,0,0,0,11,5,3,11,4,0,0,30,4,4,16,13,4,0,32,47,16,69,10,5,0,155,4,0,7,0,0,0,13,135,40,116,18,14,0,324,37
SAL80058,18,0,140,0,0,5,3,4,0,12,13,0,9,7,0,0,24,12,0,8,3,0,0,31,8,5,0,0,3,0,19,61,12,78,18,9,0,177,13,3,21,10,13,0,60,138,46,188,46,41,5,469,59,17,86,23,24,0,208,75,18,132,51,35,8,314,3,0,21,0,3,0,32,3,0,9,10,9,0,39,9,0,12,0,0,11,45,487,122,701,229,199,36,1771,0,0,4,0,0,0,3,0,0,0,0,0,0,0,14,5,15,6,17,0,55,3,5,7,5,3,0,20,30,0,37,37,60,6,177,3,0,8,4,11,0,28,91,8,107,28,40,7,278,83,9,97,79,48,7,316,25,5,23,18,9,3,82,28,0,24,10,7,0,76,21,0,27,11,7,0,70,17,5,7,3,10,0,29,163,26,174,40,26,9,432,26,0,36,12,12,3,101,322,82,414,111,96,13,1037,109
SAL80059,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,7,0,0,0,3,0,0,11,0,0,0,0,5,0,3,3,0,26,0,4,0,36,0,0,6,3,0,0,14,11,7,54,23,19,0,120,13,11,32,5,11,0,71,5,6,16,14,10,0,60,0,0,3,0,0,0,8,3,0,3,0,0,0,8,0,0,0,0,0,0,0,38,30,144,69,66,7,358,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,3,3,0,11,0,0,3,10,43,0,55,0,0,0,0,0,0,3,0,3,0,4,14,0,31,0,0,0,0,7,0,13,0,0,0,3,7,0,10,0,0,3,3,3,0,10,0,0,11,3,0,0,14,0,0,0,4,5,0,11,14,6,47,10,18,4,101,4,0,3,4,8,0,21,28,15,95,36,36,0,214,17
SAL80060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80061,3,0,9,0,0,0,0,0,0,3,3,0,0,0,0,0,7,0,0,3,0,0,0,7,0,0,3,0,0,0,6,24,3,39,11,7,0,87,7,0,3,3,3,0,13,75,27,91,17,11,5,232,28,7,23,4,3,0,65,71,17,90,27,17,3,218,0,0,3,5,0,0,6,0,0,7,0,13,0,27,5,3,9,0,0,0,11,220,72,292,78,59,20,744,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,12,3,5,0,23,0,0,0,0,0,0,7,5,0,13,13,26,0,57,0,0,9,5,0,0,15,11,0,21,9,3,0,42,5,0,10,7,5,0,32,4,0,4,0,8,3,20,3,0,8,0,0,0,18,0,0,9,5,0,0,16,4,0,4,5,0,0,15,65,13,101,18,18,0,207,9,0,11,6,5,0,29,163,48,178,33,28,11,455,48
SAL80062,7,0,16,0,0,0,3,0,0,8,0,0,0,0,4,0,7,0,0,3,0,0,0,5,0,0,0,0,3,0,8,3,4,9,3,12,0,39,0,0,0,3,3,0,12,14,9,52,47,40,3,167,6,4,28,6,13,0,66,9,11,37,20,28,0,108,0,0,6,0,0,0,4,0,0,0,6,12,0,20,0,0,0,0,0,0,0,43,32,151,96,152,11,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,17,0,26,0,0,0,3,3,0,13,0,0,0,8,100,0,109,0,0,0,0,7,0,8,0,0,9,5,11,0,34,0,0,8,5,17,0,27,0,0,3,0,20,0,29,0,0,6,0,4,0,11,0,0,3,0,0,0,9,0,0,3,5,14,0,18,15,9,30,15,18,0,80,0,0,5,5,9,0,27,32,18,97,82,67,10,306,11
SAL80063,3,4,11,0,0,0,0,0,0,0,0,0,4,0,3,0,9,0,0,0,5,3,0,7,0,0,0,3,4,0,13,11,5,24,8,11,0,62,5,0,0,0,3,0,6,36,22,89,39,29,0,212,35,14,44,17,17,0,128,9,12,38,21,17,0,101,4,0,3,5,3,0,14,3,0,9,3,9,0,24,0,0,7,0,0,3,8,120,63,243,107,112,20,658,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,6,10,0,16,0,0,8,3,5,0,10,4,3,14,12,91,0,125,0,0,0,4,3,0,7,3,3,10,3,16,0,39,0,0,3,11,9,7,26,0,0,4,0,6,3,21,0,3,4,5,6,0,22,4,0,7,3,3,0,17,0,0,6,3,8,0,19,31,13,70,16,16,3,147,3,0,5,6,13,0,24,74,31,153,67,46,5,383,57
SAL80064,17,3,38,0,0,0,0,4,0,4,0,0,3,5,4,0,14,0,0,0,11,13,0,25,0,4,4,6,11,0,21,9,5,35,18,28,0,99,0,0,8,13,20,0,42,51,32,172,146,134,6,535,25,17,86,37,41,4,208,29,31,136,66,77,12,360,0,0,6,7,3,0,8,4,3,6,10,30,0,53,0,0,4,5,5,0,12,120,95,497,351,444,32,1549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,4,37,4,59,0,0,0,8,18,0,28,0,0,14,15,205,0,239,0,0,3,3,15,0,27,5,6,26,30,67,6,126,3,0,16,20,33,5,82,0,0,10,19,33,3,68,3,0,12,13,10,0,31,3,0,9,11,13,0,45,0,4,3,13,14,0,34,37,13,86,42,56,3,232,4,0,8,14,29,6,57,126,63,303,249,230,19,984,37
SAL80065,12,0,18,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,4,3,0,3,10,0,0,0,0,3,0,3,6,3,12,5,4,0,38,0,0,0,0,0,0,6,20,20,85,48,32,3,215,7,7,44,14,14,0,87,21,8,51,26,15,5,123,0,0,0,0,0,0,10,0,0,5,6,12,0,32,0,0,5,0,0,0,6,71,47,217,112,113,21,583,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,3,8,0,18,0,0,3,0,6,0,10,0,0,9,18,73,0,97,0,0,0,0,7,0,6,0,0,3,12,16,0,31,0,0,6,11,20,4,37,0,0,0,0,7,0,12,0,0,3,4,6,0,14,0,0,4,10,5,3,20,4,0,0,3,6,0,9,25,13,43,14,14,3,112,6,0,3,0,5,0,16,61,29,145,88,73,10,389,25
SAL80066,11,0,40,0,0,0,0,0,0,3,0,0,0,0,4,0,7,3,0,0,4,0,0,8,3,0,0,0,4,0,7,19,8,37,5,16,0,82,7,0,6,4,6,3,23,37,26,124,55,64,8,314,15,4,44,12,9,0,95,38,15,99,39,45,0,229,0,3,0,0,0,0,11,4,0,9,11,15,0,35,0,0,6,3,5,0,10,146,60,352,162,191,21,930,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,4,5,12,0,29,5,0,6,8,5,0,19,0,0,13,3,64,5,89,0,0,4,0,4,0,11,22,0,24,12,18,5,80,18,0,17,19,25,8,87,3,0,12,6,10,0,34,3,0,4,3,7,0,23,6,0,0,4,0,0,9,3,0,0,4,0,0,15,40,16,92,22,25,4,199,9,0,11,8,10,3,47,100,53,241,102,131,15,643,25
SAL80067,3,0,33,0,0,0,0,0,0,0,0,0,4,0,0,0,6,7,4,8,6,0,0,21,0,0,9,5,0,0,21,45,18,101,11,5,4,182,9,0,12,0,0,4,25,175,62,278,31,25,0,578,49,16,56,14,11,0,150,73,14,76,18,15,3,195,11,0,3,0,0,0,20,9,0,10,0,3,0,30,3,0,8,5,0,0,18,403,126,634,121,78,14,1372,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11,5,13,9,9,0,40,7,0,7,0,0,0,13,10,4,22,11,31,0,74,0,0,13,5,0,0,18,12,3,34,11,18,8,84,12,0,39,15,20,0,92,3,0,8,3,5,0,27,4,0,16,5,8,0,29,17,4,17,3,6,0,52,5,0,25,18,10,0,53,123,45,208,22,16,3,410,12,0,20,0,3,4,41,366,116,549,79,52,8,1174,98
SAL80068,26,0,155,4,0,4,0,3,0,14,0,0,9,5,0,0,18,6,3,11,3,10,0,38,9,4,7,0,5,0,29,56,13,78,14,19,6,182,14,7,26,11,10,4,69,92,34,173,60,61,12,426,65,20,106,27,25,5,247,74,24,150,70,41,9,362,4,0,9,3,7,0,27,3,7,18,8,25,3,70,7,0,14,10,5,4,41,462,114,761,279,260,47,1920,0,0,0,0,0,0,3,0,0,0,0,0,0,0,15,0,16,11,22,0,69,7,0,18,5,9,0,33,34,0,52,32,102,10,226,7,0,12,4,8,0,27,113,7,106,33,44,10,309,106,4,128,75,67,9,386,26,0,27,18,16,3,83,8,0,23,11,0,0,40,19,3,18,15,7,0,61,20,7,20,7,14,0,58,148,27,210,40,39,6,478,32,7,45,18,20,4,121,256,73,379,143,143,18,1011,115
SAL80069,0,0,8,0,0,0,0,0,0,0,0,3,3,0,0,0,10,0,0,0,0,0,0,7,0,0,0,4,3,0,3,27,8,41,0,0,0,82,5,0,6,0,0,0,9,94,37,119,14,9,0,281,53,10,40,10,5,0,118,29,9,35,9,4,3,89,14,3,12,4,5,0,35,0,0,6,3,0,0,13,3,0,7,0,0,3,9,237,79,305,49,41,6,720,0,0,0,0,4,0,4,0,0,5,0,0,0,5,3,0,6,3,6,0,19,3,0,0,0,6,0,8,6,0,18,10,31,0,63,0,0,7,0,0,0,9,3,3,21,3,7,0,33,0,0,9,3,9,0,22,0,0,4,3,8,0,11,5,0,7,3,3,0,21,0,0,8,3,0,0,15,0,0,8,4,0,0,16,57,19,82,9,3,0,172,6,0,9,6,0,0,22,193,60,211,27,29,5,524,88
SAL80070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,5,0,0,0,8,0,0,0,0,0,0,0,6,6,5,0,0,0,14,4,0,4,0,0,0,10,0,5,5,5,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,15,10,29,7,10,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,4,15,3,0,0,21,0,0,0,0,0,0,6,8,6,13,0,0,0,28,3
SAL80071,18,4,111,4,0,10,0,0,0,17,6,0,4,3,0,0,20,7,0,17,0,5,0,35,7,0,8,3,4,0,26,41,12,79,22,26,4,182,7,4,22,10,11,0,47,143,41,212,86,72,4,558,74,17,98,20,27,0,237,65,17,131,38,48,3,302,4,0,19,4,4,0,30,6,0,18,8,18,5,59,17,0,21,3,3,10,50,456,101,727,273,262,41,1857,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,4,14,4,8,0,34,19,0,11,3,4,0,37,27,0,37,30,86,4,187,3,0,9,0,7,0,16,73,8,75,30,34,11,228,63,5,77,60,50,11,266,22,0,22,9,19,5,74,13,7,26,14,0,0,62,19,3,35,6,6,3,71,8,3,16,6,5,0,38,143,30,202,52,37,10,460,18,5,35,18,17,5,94,406,85,452,194,153,12,1306,133
SAL80072,3,5,26,0,0,0,0,0,0,0,8,0,0,0,0,0,4,0,0,3,0,0,0,10,0,0,3,3,0,0,8,13,6,34,3,6,0,60,0,0,4,8,5,0,14,37,16,74,23,12,0,166,44,12,44,7,7,0,112,22,3,55,21,20,0,116,3,3,3,0,4,0,13,0,0,4,0,3,0,12,4,0,9,0,0,0,11,140,47,247,82,65,6,594,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,8,4,3,0,18,3,7,0,0,0,0,8,7,0,18,5,32,0,60,0,0,3,0,0,0,7,7,4,11,11,17,0,47,13,0,10,14,11,3,46,4,4,8,4,5,0,22,5,0,5,4,5,0,15,0,0,4,0,3,0,10,0,0,9,6,4,0,15,39,12,80,10,8,4,152,7,0,8,8,4,0,25,81,34,148,46,23,0,337,58
SAL80073,4,0,20,0,0,0,5,0,0,3,0,0,5,0,0,0,12,3,0,0,0,0,0,8,0,0,0,0,7,0,10,7,5,24,10,7,0,51,0,0,5,4,6,0,18,34,15,91,33,33,3,205,18,17,36,12,14,0,102,12,11,37,19,25,5,111,6,0,9,3,6,0,21,0,0,3,5,14,4,26,0,0,4,0,0,0,9,90,53,217,105,143,13,622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,3,5,0,18,0,0,3,0,4,0,12,0,0,5,12,98,0,114,0,0,0,0,0,0,3,8,0,7,10,27,0,48,6,0,11,8,21,0,43,0,0,3,5,7,0,25,0,0,18,0,0,0,24,3,0,6,0,0,0,16,0,0,0,0,3,0,10,26,7,58,22,18,0,130,3,0,3,5,18,0,33,70,31,149,66,65,10,388,38
SAL80074,5,0,9,0,0,7,0,0,5,10,0,0,6,0,0,0,10,0,0,0,0,0,0,4,0,0,0,0,8,0,10,16,8,31,8,0,0,62,0,0,3,3,3,0,12,47,25,102,32,17,0,223,25,12,34,7,0,0,83,14,0,41,12,11,5,84,3,0,3,0,0,0,8,0,3,9,4,6,0,22,0,0,0,0,5,0,9,122,63,255,72,65,8,587,0,0,0,0,0,0,7,0,0,0,0,0,0,4,5,0,3,0,9,0,19,0,0,3,0,3,0,6,4,0,16,4,42,0,66,0,0,0,0,4,0,4,6,0,12,4,13,0,40,9,0,5,3,11,0,26,3,0,0,5,4,5,18,0,0,9,6,0,0,19,0,3,3,0,0,0,12,0,0,6,5,6,0,18,35,16,71,19,6,0,143,0,0,8,3,0,0,19,90,47,193,61,41,4,429,30
