SAL_CODE_2021,Count_home_Census_Nt_0_14_yr,Count_hom_Census_Nt_15_24_yr,Count_hom_Census_Nt_25_34_yr,Count_hom_Census_Nt_35_44_yr,Count_hom_Census_Nt_45_54_yr,Count_hom_Census_Nt_55_64_yr,Count_hom_Census_Nt_65_74_yr,Count_hom_Census_Nt_75_84_yr,Count_hom_Census_Nt_85ov,Counted_home_Census_Night_Tot,VisSame_SA2_0_14_yr,VisSame_SA2_15_24_yr,VisSame_SA2_25_34_yr,VisSame_SA2_35_44_yr,VisSame_SA2_45_54_yr,VisSame_SA2_55_64_yr,VisSame_SA2_65_74_yr,VisSame_SA2_75_84_yr,VisSame_SA2_85ov,VisSame_SA2_Total,VisDiff_SA2_NSW_0_14_yr,VisDiff_SA2_NSW_15_24_yr,VisDiff_SA2_NSW_25_34_yr,VisDiff_SA2_NSW_35_44_yr,VisDiff_SA2_NSW_45_54_yr,VisDiff_SA2_NSW_55_64_yr,VisDiff_SA2_NSW_65_74_yr,VisDiff_SA2_NSW_75_84_yr,VisDiff_SA2_NSW_85ov,VisDiff_SA2_NSW_Total,VisDiff_SA2_VIC_0_14_yr,VisDiff_SA2_VIC_15_24_yr,VisDiff_SA2_VIC_25_34_yr,VisDiff_SA2_VIC_35_44_yr,VisDiff_SA2_VIC_45_54_yr,VisDiff_SA2_VIC_55_64_yr,VisDiff_SA2_VIC_65_74_yr,VisDiff_SA2_VIC_75_84_yr,VisDiff_SA2_VIC_85ov,VisDiff_SA2_VIC_Total,VisDiff_SA2_QLD_0_14_yr,VisDiff_SA2_QLD_15_24_yr,VisDiff_SA2_QLD_25_34_yr,VisDiff_SA2_QLD_35_44_yr,VisDiff_SA2_QLD_45_54_yr,VisDiff_SA2_QLD_55_64_yr,VisDiff_SA2_QLD_65_74_yr,VisDiff_SA2_QLD_75_84_yr,VisDiff_SA2_QLD_85ov,VisDiff_SA2_QLD_Total,VisDiff_SA2_SA_0_14_yr,VisDiff_SA2_SA_15_24_yr,VisDiff_SA2_SA_25_34_yr,VisDiff_SA2_SA_35_44_yr,VisDiff_SA2_SA_45_54_yr,VisDiff_SA2_SA_55_64_yr,VisDiff_SA2_SA_65_74_yr,VisDiff_SA2_SA_75_84_yr,VisDiff_SA2_SA_85ov,VisDiff_SA2_SA_Total,VisDiff_SA2_WA_0_14_yr,VisDiff_SA2_WA_15_24_yr,VisDiff_SA2_WA_25_34_yr,VisDiff_SA2_WA_35_44_yr,VisDiff_SA2_WA_45_54_yr,VisDiff_SA2_WA_55_64_yr,VisDiff_SA2_WA_65_74_yr,VisDiff_SA2_WA_75_84_yr,VisDiff_SA2_WA_85ov,VisDiff_SA2_WA_Total,VisDiff_SA2_TAS_0_14_yr,VisDiff_SA2_TAS_15_24_yr,VisDiff_SA2_TAS_25_34_yr,VisDiff_SA2_TAS_35_44_yr,VisDiff_SA2_TAS_45_54_yr,VisDiff_SA2_TAS_55_64_yr,VisDiff_SA2_TAS_65_74_yr,VisDiff_SA2_TAS_75_84_yr,VisDiff_SA2_TAS_85ov,VisDiff_SA2_TAS_Total,VisDiff_SA2_NT_0_14_yr,VisDiff_SA2_NT_15_24_yr,VisDiff_SA2_NT_25_34_yr,VisDiff_SA2_NT_35_44_yr,VisDiff_SA2_NT_45_54_yr,VisDiff_SA2_NT_55_64_yr,VisDiff_SA2_NT_65_74_yr,VisDiff_SA2_NT_75_84_yr,VisDiff_SA2_NT_85ov,VisDiff_SA2_NT_Total,VisDiff_SA2_ACT_0_14_yr,VisDiff_SA2_ACT_15_24_yr,VisDiff_SA2_ACT_25_34_yr,VisDiff_SA2_ACT_35_44_yr,VisDiff_SA2_ACT_45_54_yr,VisDiff_SA2_ACT_55_64_yr,VisDiff_SA2_ACT_65_74_yr,VisDiff_SA2_ACT_75_84_yr,VisDiff_SA2_ACT_85ov,VisDiff_SA2_ACT_Total,VisDiff_SA2_OT_0_14_yr,VisDiff_SA2_OT_15_24_yr,VisDiff_SA2_OT_25_34_yr,VisDiff_SA2_OT_35_44_yr,VisDiff_SA2_OT_45_54_yr,VisDiff_SA2_OT_55_64_yr,VisDiff_SA2_OT_65_74_yr,VisDiff_SA2_OT_75_84_yr,VisDiff_SA2_OT_85ov,VisDiff_SA2_OT_Total,VisDiff_SA2_Tot_0_14_yr,VisDiff_SA2_Tot_15_24_yr,VisDiff_SA2_Tot_25_34_yr,VisDiff_SA2_Tot_35_44_yr,VisDiff_SA2_Tot_45_54_yr,VisDiff_SA2_Tot_55_64_yr,VisDiff_SA2_Tot_65_74_yr,VisDiff_SA2_Tot_75_84_yr,VisDiff_SA2_Tot_85ov,VisDiff_SA2_Tot_Total,Vis_Tot_Visitrs_0_14_yr,Vis_Tot_Visitrs_15_24_yr,Vis_Tot_Visitrs_25_34_yr,Vis_Tot_Visitrs_35_44_yr,Vis_Tot_Visitrs_45_54_yr,Vis_Tot_Visitrs_55_64_yr,Vis_Tot_Visitrs_65_74_yr,Vis_Tot_Visitrs_75_84_yr,Vis_Tot_Visitrs_85ov,Vis_Tot_Visitrs_Total,Total_0_14_yr,Total_15_24_yr,Total_25_34_yr,Total_35_44_yr,Total_45_54_yr,Total_55_64_yr,Total_65_74_yr,Total_75_84_yr,Total_85ov,Total_Total
SAL80070,54,36,16,28,48,36,46,26,6,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,7,0,5,3,0,0,0,0,0,0,7,54,38,23,27,48,36,46,27,6,301
SAL80071,1876,1090,1700,1578,1040,473,217,82,19,8072,0,0,0,4,0,0,0,0,0,11,0,6,6,0,4,3,0,0,0,28,0,0,0,0,0,4,0,0,0,11,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,22,6,4,3,5,0,0,61,0,0,0,0,0,0,0,0,0,0,5,27,33,11,4,8,16,0,0,116,5,27,37,12,4,8,16,0,0,118,1883,1119,1740,1594,1046,481,232,83,15,8200
SAL80072,484,362,362,344,402,323,333,250,60,2925,0,0,0,0,0,0,0,0,0,0,0,3,6,6,7,12,4,0,0,41,0,0,5,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,11,6,3,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,12,11,21,11,14,17,4,3,0,102,12,11,21,11,14,17,4,7,0,102,494,370,382,355,421,342,338,255,58,3027
SAL80073,655,360,469,474,419,309,270,232,46,3227,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,4,0,0,0,0,0,0,0,0,5,4,15,5,8,4,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,17,18,10,14,4,6,3,4,0,73,17,18,10,14,4,6,3,5,0,77,669,377,476,484,424,315,273,237,46,3308
SAL80074,511,277,322,408,396,289,256,194,55,2710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,5,0,5,3,0,0,35,0,0,0,0,0,0,0,0,0,0,9,4,11,9,0,14,8,3,0,55,9,4,11,9,0,14,8,6,0,59,520,278,331,418,399,304,268,200,55,2765
SAL80075,1063,559,973,866,658,433,498,303,124,5482,0,0,0,0,0,0,0,0,0,0,0,8,4,0,3,10,4,3,3,34,5,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,22,14,23,8,3,8,0,0,89,0,0,0,0,0,0,0,0,0,0,27,30,16,24,7,15,13,9,3,138,27,30,16,28,7,15,13,9,3,138,1085,593,990,894,670,447,512,308,129,5624
SAL80076,582,345,301,403,408,365,270,207,200,3085,0,0,0,0,0,0,0,0,0,0,0,9,3,0,7,3,0,0,0,22,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,7,6,0,3,10,4,36,0,0,0,0,0,0,0,0,0,0,6,12,14,8,8,9,10,8,4,79,6,12,14,8,8,9,10,8,5,83,587,357,321,410,424,370,277,214,202,3165
SAL80077,3,45,154,103,56,16,6,10,0,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,45,154,103,56,16,6,10,0,395
SAL80078,340,227,200,268,274,362,318,229,62,2278,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,3,0,0,16,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,0,4,7,0,0,0,28,0,0,0,0,0,0,0,0,0,0,12,8,6,5,4,9,6,0,0,53,12,8,9,5,3,9,6,3,0,55,352,235,208,268,280,365,329,231,69,2330
SAL80079,900,465,669,590,487,538,311,181,73,4219,0,0,0,0,0,0,0,0,0,3,0,3,4,0,3,4,6,0,0,22,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,11,12,6,6,0,0,0,52,0,0,0,0,0,0,0,0,0,0,6,11,16,14,6,13,3,0,0,84,6,11,15,14,6,13,7,0,0,84,907,480,681,608,492,551,319,188,76,4307
SAL80080,220,72,128,167,76,17,16,4,0,699,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,10,0,0,8,0,0,0,0,0,0,11,220,70,131,164,76,17,16,4,0,706
SAL80081,1357,835,979,1079,854,819,926,391,123,7371,0,0,0,0,0,0,3,0,0,6,11,18,9,5,4,9,6,0,0,63,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,4,19,9,22,17,8,10,0,3,0,85,0,0,0,0,0,0,0,0,0,0,31,27,39,23,18,18,11,3,0,171,31,27,33,23,20,18,18,3,0,178,1396,864,1017,1107,876,839,945,399,126,7552
SAL80082,2868,1701,1790,2041,2036,1717,1890,858,168,15080,0,0,0,0,0,0,0,3,0,17,14,23,21,13,11,19,15,0,3,114,0,0,3,5,0,0,0,0,0,14,0,0,8,3,4,4,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,36,30,43,36,16,7,3,0,216,0,0,0,0,0,0,0,0,0,0,49,62,62,62,54,37,22,6,3,356,53,63,62,63,57,38,28,7,3,375,2921,1767,1851,2103,2097,1755,1916,866,178,15453
SAL80083,545,569,1895,1149,710,653,459,210,41,6245,0,0,0,3,0,0,0,0,0,4,5,14,45,11,36,36,14,3,0,165,0,0,13,7,10,5,3,0,0,41,0,0,7,6,9,3,9,0,0,32,0,0,0,0,0,5,3,0,0,11,0,0,8,0,3,7,5,3,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,37,9,5,7,0,0,0,93,0,0,0,0,0,0,0,0,0,0,18,31,109,31,72,68,28,11,3,375,18,36,109,36,72,68,30,11,3,380,565,605,2010,1187,779,721,496,223,47,6625
SAL80084,756,384,496,556,476,373,373,171,32,3629,0,0,0,0,0,0,0,0,0,0,4,4,6,5,3,0,7,0,0,22,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,4,8,0,4,0,0,35,0,0,0,0,0,0,0,0,0,0,6,13,12,10,15,4,13,0,0,76,6,13,12,16,14,4,15,0,0,81,759,393,510,570,494,379,388,176,38,3706
SAL80085,351,553,1003,430,169,88,46,14,4,2663,0,0,0,0,0,0,0,0,0,0,0,0,7,5,3,0,4,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,4,5,0,6,0,0,34,0,0,0,0,0,0,0,0,0,0,6,15,15,7,7,0,4,0,0,60,6,15,15,7,7,0,4,0,0,60,356,571,1021,435,180,89,55,14,4,2719
SAL80086,628,762,1325,779,586,489,416,271,207,5473,0,0,0,0,0,0,0,0,0,12,3,11,20,8,8,10,6,0,0,68,0,0,0,0,0,3,0,0,0,14,0,0,0,0,0,0,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,4,0,0,0,4,9,16,22,20,7,12,0,4,3,93,0,0,0,0,0,0,0,0,0,0,13,25,49,33,24,34,7,4,5,194,18,25,51,35,23,34,7,6,5,205,649,789,1374,817,612,521,425,276,216,5671
SAL80087,536,355,592,460,386,275,203,235,99,3135,0,0,0,0,0,0,0,0,0,4,0,8,0,0,4,6,0,4,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,5,4,7,9,0,6,5,0,3,0,38,0,0,0,0,0,0,0,0,0,0,12,18,8,3,9,9,3,5,0,65,12,18,10,6,9,9,0,7,0,71,543,372,603,464,391,281,202,246,100,3207
SAL80088,300,144,151,195,183,198,169,35,14,1378,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4,5,0,0,28,0,4,3,0,0,4,5,0,0,28,300,146,153,200,185,206,171,35,13,1406
SAL80089,1696,669,1095,1353,805,532,470,189,32,6849,0,0,0,0,0,0,0,0,0,4,0,0,5,5,4,6,8,0,0,31,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,21,10,8,9,5,0,0,80,0,0,0,0,0,0,0,0,0,0,17,15,28,17,10,13,11,0,0,120,17,15,28,17,9,13,11,3,0,122,1710,685,1124,1374,823,541,483,190,37,6964
SAL80090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80091,500,356,516,458,337,287,253,207,56,2964,0,0,0,0,0,0,0,0,0,4,0,6,3,3,4,6,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,8,11,5,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,10,26,17,20,10,3,5,4,0,81,10,26,17,20,9,8,5,4,0,88,507,382,530,477,344,291,260,206,53,3052
SAL80092,597,339,563,500,377,373,269,233,74,3323,3,0,0,0,3,0,4,0,0,5,0,4,9,0,0,8,5,0,0,20,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,6,0,4,5,0,0,33,0,0,0,0,0,0,0,0,0,0,0,8,21,6,6,13,13,0,0,68,5,6,21,6,7,13,15,0,0,70,602,345,584,505,383,386,286,235,74,3398
SAL80093,442,311,321,311,336,393,351,132,39,2645,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4,3,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,4,0,3,3,0,0,0,29,0,0,0,0,0,0,0,0,0,0,8,7,5,8,3,3,4,3,0,50,8,7,5,4,3,6,4,3,0,49,453,321,323,320,337,405,357,134,42,2691
SAL80094,744,365,375,492,440,336,306,212,35,3314,0,0,0,0,0,0,0,0,0,4,0,7,6,3,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,12,6,7,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,4,17,15,7,6,4,0,3,0,64,4,17,20,7,6,4,6,3,0,68,751,384,386,505,452,342,314,215,35,3379
SAL80095,3,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,6
SAL80096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80097,980,540,624,698,618,753,612,393,265,5484,0,0,0,0,0,0,0,0,0,0,5,14,9,3,4,8,0,5,0,36,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,12,17,9,3,3,3,0,70,0,0,0,0,0,0,0,0,0,0,11,32,21,13,14,14,10,3,8,125,11,32,21,13,16,14,10,3,8,128,992,569,644,714,633,768,619,398,273,5613
SAL80098,1574,537,1130,1207,459,190,104,24,0,5219,0,0,3,0,0,0,0,0,0,3,0,5,3,3,0,6,4,0,0,28,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,11,11,0,4,0,0,0,45,0,0,0,0,0,0,0,0,0,0,11,15,21,18,5,6,11,0,0,83,11,21,21,15,5,6,11,0,0,91,1586,551,1148,1224,459,193,113,28,6,5305
SAL80099,1113,688,769,896,858,730,557,340,228,6180,0,0,0,0,0,4,0,0,0,7,12,32,39,15,17,26,18,10,3,168,0,0,3,4,7,4,3,0,0,25,0,0,3,4,4,4,0,0,0,19,0,0,0,0,0,5,0,0,0,10,0,0,0,5,0,3,0,0,0,9,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,21,46,23,14,15,9,4,0,0,137,0,0,0,0,0,0,0,0,0,0,32,87,75,42,41,57,30,5,3,364,33,87,75,42,45,60,29,5,0,375,1139,776,842,937,901,790,594,347,233,6559
SAL80100,2345,1219,1897,1836,1320,919,651,399,96,10677,0,0,0,0,0,0,0,0,0,0,10,23,12,6,3,4,6,0,0,65,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,14,17,24,13,5,7,0,5,0,86,0,0,0,0,0,0,0,0,0,0,23,40,37,18,16,13,12,3,0,173,23,40,40,18,16,13,12,3,0,167,2368,1263,1936,1854,1332,930,661,401,96,10844
SAL80101,1142,916,562,714,1132,971,658,325,58,6481,0,0,0,0,0,0,0,0,0,0,5,4,8,8,3,3,3,6,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,22,13,20,15,4,11,3,0,0,83,0,0,0,0,0,0,0,0,0,0,25,17,25,19,6,14,11,10,0,125,25,17,28,21,6,14,6,10,0,128,1165,939,588,737,1137,983,672,335,56,6611
SAL80102,895,1036,886,653,829,632,454,185,81,5654,0,0,0,0,3,0,0,3,6,10,12,15,18,13,8,15,7,4,3,99,0,0,3,5,0,3,6,0,0,24,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,23,24,12,3,5,7,0,0,77,0,0,0,0,0,0,0,0,0,0,16,37,47,29,15,31,30,6,3,209,16,37,47,29,23,29,31,10,7,222,912,1069,932,687,850,666,487,191,85,5869
SAL80103,122,107,63,68,142,130,149,90,20,890,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,7,3,3,0,3,0,0,0,16,3,7,3,3,0,3,4,0,0,15,125,110,64,70,145,139,146,90,20,905
SAL80104,53,24,74,74,58,51,28,4,4,362,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,4,53,24,74,71,58,50,28,4,4,363
SAL80105,326,196,206,195,206,261,200,42,14,1649,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,5,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,7,5,0,3,6,4,4,0,0,27,7,5,0,3,6,4,4,0,0,27,332,204,210,201,204,260,203,45,17,1671
SAL80106,472,282,502,391,315,224,234,289,238,2955,0,0,4,0,0,0,0,4,0,9,0,0,0,0,4,5,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,7,5,0,4,5,0,0,36,0,0,0,0,0,0,0,0,0,0,7,9,8,9,6,12,3,4,0,57,6,8,7,9,6,12,4,9,3,65,480,288,511,403,321,232,238,296,246,3018
SAL80107,1114,617,817,861,728,626,450,156,49,5416,0,0,0,0,0,0,0,3,0,0,0,9,8,0,3,9,5,0,0,32,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,10,16,6,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,11,20,13,13,10,8,9,5,0,87,12,20,16,13,10,8,9,8,0,86,1126,636,829,876,737,635,457,162,49,5508
SAL80108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
