SAL_CODE_2021,C15_17F_EO_M_O_E_T,C15_17F_EO_M_LPENS,C15_17F_EO_M_T,C15_17F_O_EVWW_M_EO,C15_17F_O_EVWW_M_O_EVWW,C15_17F_O_EVWW_M_O_ENWNA,C15_17F_O_EVWW_M_O_PENS,C15_17F_O_EVWW_M_O_E_T,C15_17F_O_EVWW_M_LPENS,C15_17F_O_EVWW_M_T,C15_17F_O_ENWNA_M_EO,C15_17F_O_ENWNA_M_O_EVWW,C15_17F_O_ENWNA_M_O_ENWNA,C15_17F_O_ENWNA_M_O_PENS,C15_17F_O_ENWNA_M_O_E_T,C15_17F_O_ENWNA_M_LPENS,C15_17F_O_ENWNA_M_T,C15_17F_O_PENS_M_EO,C15_17F_O_PENS_M_O_EVWW,C15_17F_O_PENS_M_O_ENWNA,C15_17F_O_PENS_M_O_PENS,C15_17F_O_PENS_M_O_E_T,C15_17F_O_PENS_M_LPENS,C15_17F_O_PENS_M_T,C15_17F_O_E_T_M_EO,C15_17F_O_E_T_M_O_EVWW,C15_17F_O_E_T_M_O_ENWNA,C15_17F_O_E_T_M_O_PENS,C15_17F_O_E_T_M_O_E_T,C15_17F_O_E_T_M_LPENS,C15_17F_O_E_T_M_T,C15_17F_LPENS_M_EO,C15_17F_LPENS_M_O_EVWW,C15_17F_LPENS_M_O_ENWNA,C15_17F_LPENS_M_O_PENS,C15_17F_LPENS_M_O_E_T,C15_17F_LPENS_M_LPENS,C15_17F_LPENS_M_T,C15_17F_T_M_EO,C15_17F_T_M_O_EVWW,C15_17F_T_M_O_ENWNA,C15_17F_T_M_O_PENS,C15_17F_T_M_O_E_T,C15_17F_T_M_LPENS,C15_17F_T_M_T,C18_20F_EO_M_EO,C18_20F_EO_M_O_EVWW,C18_20F_EO_M_O_ENWNA,C18_20F_EO_M_O_PENS,C18_20F_EO_M_O_E_T,C18_20F_EO_M_LPENS,C18_20F_EO_M_T,C18_20F_O_EVWW_M_EO,C18_20F_O_EVWW_M_O_EVWW,C18_20F_O_EVWW_M_O_ENWNA,C18_20F_O_EVWW_M_O_PENS,C18_20F_O_EVWW_M_O_E_T,C18_20F_O_EVWW_M_LPENS,C18_20F_O_EVWW_M_T,C18_20F_O_ENWNA_M_EO,C18_20F_O_ENWNA_M_O_EVWW,C18_20F_O_ENWNA_M_O_ENWNA,C18_20F_O_ENWNA_M_O_PENS,C18_20F_O_ENWNA_M_O_E_T,C18_20F_O_ENWNA_M_LPENS,C18_20F_O_ENWNA_M_T,C18_20F_O_PENS_M_EO,C18_20F_O_PENS_M_O_EVWW,C18_20F_O_PENS_M_O_ENWNA,C18_20F_O_PENS_M_O_PENS,C18_20F_O_PENS_M_O_E_T,C18_20F_O_PENS_M_LPENS,C18_20F_O_PENS_M_T,C18_20F_O_E_T_M_EO,C18_20F_O_E_T_M_O_EVWW,C18_20F_O_E_T_M_O_ENWNA,C18_20F_O_E_T_M_O_PENS,C18_20F_O_E_T_M_O_E_T,C18_20F_O_E_T_M_LPENS,C18_20F_O_E_T_M_T,C18_20F_LPENS_M_EO,C18_20F_LPENS_M_O_EVWW,C18_20F_LPENS_M_O_ENWNA,C18_20F_LPENS_M_O_PENS,C18_20F_LPENS_M_O_E_T,C18_20F_LPENS_M_LPENS,C18_20F_LPENS_M_T,C18_20F_T_M_EO,C18_20F_T_M_O_EVWW,C18_20F_T_M_O_ENWNA,C18_20F_T_M_O_PENS,C18_20F_T_M_O_E_T,C18_20F_T_M_LPENS,C18_20F_T_M_T,C21_24F_EO_M_EO,C21_24F_EO_M_O_EVWW,C21_24F_EO_M_O_ENWNA,C21_24F_EO_M_O_PENS,C21_24F_EO_M_O_E_T,C21_24F_EO_M_LPENS,C21_24F_EO_M_T,C21_24F_O_EVWW_M_EO,C21_24F_O_EVWW_M_O_EVWW,C21_24F_O_EVWW_M_O_ENWNA,C21_24F_O_EVWW_M_O_PENS,C21_24F_O_EVWW_M_O_E_T,C21_24F_O_EVWW_M_LPENS,C21_24F_O_EVWW_M_T,C21_24F_O_ENWNA_M_EO,C21_24F_O_ENWNA_M_O_EVWW,C21_24F_O_ENWNA_M_O_ENWNA,C21_24F_O_ENWNA_M_O_PENS,C21_24F_O_ENWNA_M_O_E_T,C21_24F_O_ENWNA_M_LPENS,C21_24F_O_ENWNA_M_T,C21_24F_O_PENS_M_EO,C21_24F_O_PENS_M_O_EVWW,C21_24F_O_PENS_M_O_ENWNA,C21_24F_O_PENS_M_O_PENS,C21_24F_O_PENS_M_O_E_T,C21_24F_O_PENS_M_LPENS,C21_24F_O_PENS_M_T,C21_24F_O_E_T_M_EO,C21_24F_O_E_T_M_O_EVWW,C21_24F_O_E_T_M_O_ENWNA,C21_24F_O_E_T_M_O_PENS,C21_24F_O_E_T_M_O_E_T,C21_24F_O_E_T_M_LPENS,C21_24F_O_E_T_M_T,C21_24F_LPENS_M_EO,C21_24F_LPENS_M_O_EVWW,C21_24F_LPENS_M_O_ENWNA,C21_24F_LPENS_M_O_PENS,C21_24F_LPENS_M_O_E_T,C21_24F_LPENS_M_LPENS,C21_24F_LPENS_M_T,C21_24F_T_M_EO,C21_24F_T_M_O_EVWW,C21_24F_T_M_O_ENWNA,C21_24F_T_M_O_PENS,C21_24F_T_M_O_E_T,C21_24F_T_M_LPENS,C21_24F_T_M_T,TCF_EO_M_EO,TCF_EO_M_O_EVWW,TCF_EO_M_O_ENWNA,TCF_EO_M_O_PENS,TCF_EO_M_O_E_T,TCF_EO_M_LPENS,TCF_EO_M_T,TCF_O_EVWW_M_EO,TCF_O_EVWW_M_O_EVWW,TCF_O_EVWW_M_O_ENWNA,TCF_O_EVWW_M_O_PENS,TCF_O_EVWW_M_O_E_T,TCF_O_EVWW_M_LPENS,TCF_O_EVWW_M_T,TCF_O_ENWNA_M_EO,TCF_O_ENWNA_M_O_EVWW,TCF_O_ENWNA_M_O_ENWNA,TCF_O_ENWNA_M_O_PENS,TCF_O_ENWNA_M_O_E_T,TCF_O_ENWNA_M_LPENS,TCF_O_ENWNA_M_T,TCF_O_PENS_M_EO,TCF_O_PENS_M_O_EVWW,TCF_O_PENS_M_O_ENWNA,TCF_O_PENS_M_O_PENS,TCF_O_PENS_M_O_E_T,TCF_O_PENS_M_LPENS,TCF_O_PENS_M_T,TCF_O_E_T_M_EO,TCF_O_E_T_M_O_EVWW,TCF_O_E_T_M_O_ENWNA,TCF_O_E_T_M_O_PENS,TCF_O_E_T_M_O_E_T,TCF_O_E_T_M_LPENS,TCF_O_E_T_M_T,TCF_LPENS_M_EO,TCF_LPENS_M_O_EVWW,TCF_LPENS_M_O_ENWNA,TCF_LPENS_M_O_PENS,TCF_LPENS_M_O_E_T,TCF_LPENS_M_LPENS,TCF_LPENS_M_T,TCF_T_M_EO,TCF_T_M_O_EVWW,TCF_T_M_O_ENWNA,TCF_T_M_O_PENS,TCF_T_M_O_E_T,TCF_T_M_LPENS,TCF_T_M_T
SAL80063,0,0,52,3,11,0,0,11,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,0,11,0,17,0,0,0,0,0,0,0,58,10,0,0,10,0,70,18,0,0,0,0,0,18,0,10,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,11,0,0,0,0,0,0,0,18,10,0,0,10,0,26,7,0,0,0,0,0,7,0,6,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,4,0,0,0,0,0,0,0,5,6,0,0,6,0,14,527,10,0,0,10,0,534,29,108,0,0,109,0,142,3,3,0,0,3,0,9,0,0,0,0,0,0,0,34,112,0,0,113,0,146,0,0,0,0,0,0,0,560,123,0,0,128,0,682
SAL80064,3,0,146,6,16,6,0,24,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,6,0,24,0,29,0,0,0,0,0,0,0,144,25,6,0,29,0,179,55,0,0,0,0,0,55,0,16,3,0,16,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,19,0,21,0,0,0,0,0,0,0,52,20,3,0,19,0,73,24,0,0,0,0,0,28,0,11,0,0,12,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,0,12,0,14,0,0,0,0,0,0,0,30,11,0,0,11,0,43,1061,34,0,0,37,0,1100,63,255,20,0,276,0,340,0,9,5,0,15,0,20,0,0,0,0,0,0,0,64,264,20,0,289,0,363,0,0,0,0,0,0,0,1130,301,26,0,329,5,1460
SAL80065,6,0,45,4,11,0,0,12,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,0,12,0,15,0,0,0,0,0,0,0,48,17,0,0,16,0,62,20,0,0,0,0,0,20,4,9,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,9,0,10,0,0,0,0,0,0,0,23,9,0,0,9,0,26,14,0,0,0,0,0,15,0,3,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,7,0,0,0,0,0,0,0,17,5,0,0,11,0,26,482,12,0,0,12,0,493,32,104,4,0,112,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,109,4,0,107,0,141,0,0,0,0,0,0,0,514,116,4,0,128,0,639
SAL80066,0,0,18,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,18,3,0,0,3,0,26,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,13,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,154,7,0,0,7,0,167,17,158,0,0,158,0,180,0,0,0,0,0,0,9,0,0,0,0,0,0,0,21,170,0,0,170,0,188,0,0,0,0,0,0,0,174,171,0,0,171,0,348
SAL80067,3,0,95,6,25,0,0,25,0,29,0,0,3,0,3,0,3,0,0,0,0,0,0,0,6,25,3,0,27,0,33,0,0,0,0,0,0,0,98,23,3,0,27,0,128,43,0,0,0,0,0,43,3,15,0,0,15,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,0,15,0,20,0,0,0,0,0,0,0,44,15,0,0,15,0,60,24,0,0,0,0,0,24,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,24,3,0,0,3,0,25,521,25,0,0,26,0,549,67,146,0,0,146,0,215,0,5,7,0,7,0,7,0,0,0,0,0,0,0,67,147,7,0,156,0,227,0,0,0,0,0,0,0,586,173,7,0,182,0,770
SAL80068,0,0,98,3,59,4,0,57,0,64,0,10,5,0,14,0,14,0,0,0,0,0,0,0,3,70,6,0,75,0,78,0,0,0,0,0,0,0,103,70,6,0,75,0,176,30,0,0,0,0,0,32,3,38,3,0,38,0,42,0,4,3,0,5,0,5,0,0,0,0,0,0,0,3,35,8,0,45,0,47,0,0,0,0,0,0,0,32,39,8,0,41,0,79,12,0,0,0,0,0,12,0,10,0,0,12,0,12,0,0,3,0,7,0,7,0,0,0,0,0,0,0,0,14,3,0,17,0,17,0,0,0,0,0,0,0,12,14,3,0,17,0,31,568,18,0,0,22,0,591,80,592,26,0,625,0,701,0,61,27,0,95,0,95,0,0,0,0,0,0,0,80,657,59,0,716,0,795,0,3,0,0,3,0,0,643,678,57,0,741,0,1384
SAL80069,0,0,88,0,6,0,0,6,0,10,0,0,4,0,3,0,3,0,0,0,0,0,0,0,0,10,4,0,7,0,12,0,0,0,0,0,0,0,90,8,4,0,11,0,97,18,0,0,0,0,0,22,0,7,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,3,0,0,0,0,0,0,0,21,5,0,0,5,0,26,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,15,592,10,0,0,10,0,603,27,65,0,0,65,0,94,0,5,10,0,14,0,14,0,0,0,0,0,0,0,27,75,10,0,81,0,107,0,0,0,0,0,0,0,624,80,10,0,87,0,712
SAL80070,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,10,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,64,0,6,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,5,0,0,0,0,0,0,0,63,6,0,0,6,0,68
SAL80071,6,0,125,4,75,4,0,73,0,86,0,0,5,0,5,0,5,0,0,0,0,0,0,0,4,75,5,0,82,0,86,0,0,0,0,0,0,0,122,80,5,0,87,0,208,46,0,0,0,0,0,45,3,37,0,0,39,0,43,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,44,3,0,44,0,49,0,0,0,0,0,0,0,49,43,3,0,46,0,92,16,0,0,0,0,0,16,0,20,3,0,17,0,17,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,20,3,0,23,0,25,0,0,0,0,0,0,0,17,20,3,0,23,0,43,931,50,0,0,50,0,982,61,777,40,0,813,0,874,4,39,18,0,58,0,64,0,0,0,0,0,0,0,66,815,53,0,877,0,938,0,0,0,0,0,0,0,1000,868,53,0,923,0,1921
SAL80072,0,0,68,4,5,0,0,5,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,9,0,11,0,0,0,0,0,0,0,71,7,0,0,7,0,81,31,0,0,0,0,0,31,0,4,0,0,4,0,4,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,6,0,0,6,0,6,0,0,0,0,0,0,0,31,8,0,0,8,0,41,20,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,5,0,0,5,0,20,393,6,0,0,6,0,401,14,101,0,0,100,0,117,0,14,8,0,17,0,17,0,0,0,0,0,0,0,14,113,7,0,118,0,136,0,0,0,0,0,0,0,409,120,7,0,128,0,531
SAL80073,4,0,69,0,9,0,0,15,0,18,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,17,0,0,12,0,17,0,0,0,0,0,0,0,61,19,0,0,19,0,86,17,3,0,0,3,0,21,3,7,0,0,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,7,0,10,0,0,0,0,0,0,0,22,8,0,0,8,0,25,8,0,0,0,0,0,8,0,8,0,0,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,7,0,0,0,0,0,0,0,8,8,0,0,8,0,15,486,9,0,0,9,0,496,35,112,13,0,119,0,152,5,7,3,0,7,0,8,0,0,0,0,0,0,0,36,120,13,0,130,0,166,0,0,0,0,0,0,0,525,128,13,0,141,0,662
SAL80074,0,0,64,0,8,0,0,8,0,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,9,0,12,0,0,0,0,0,0,0,62,12,0,0,9,0,76,16,0,0,0,0,0,16,0,3,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,9,0,0,0,0,0,0,0,16,5,0,0,5,0,23,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,6,404,6,0,0,6,0,416,27,69,0,0,69,0,96,0,7,5,0,11,0,11,0,0,0,0,0,0,0,27,71,5,0,79,0,107,0,0,0,0,0,0,0,432,82,5,0,84,0,519
SAL80075,0,0,69,5,11,0,0,11,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,0,0,12,0,17,0,0,0,0,0,0,0,76,14,0,0,14,0,84,29,0,0,0,0,0,29,0,4,0,0,11,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,9,0,14,0,0,0,0,0,0,0,27,7,0,0,9,0,42,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,8,623,23,0,0,23,0,647,39,210,9,0,221,0,261,0,9,5,0,20,0,20,0,0,0,0,0,0,0,38,222,17,0,238,0,278,0,0,0,0,0,0,0,668,247,17,0,258,0,930
SAL80076,0,0,97,3,3,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,9,0,0,0,0,0,0,0,99,4,0,0,4,0,100,39,0,0,0,0,0,39,5,6,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,6,0,7,0,0,0,0,0,0,0,39,6,0,0,6,0,47,18,0,0,0,0,0,18,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,0,0,17,4,0,0,4,0,22,553,14,0,0,18,0,574,23,88,6,0,93,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,88,6,0,93,0,112,0,0,0,0,0,0,0,576,101,5,0,110,0,683
SAL80077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
SAL80078,6,0,39,0,17,0,0,17,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,22,0,20,0,0,0,0,0,0,0,43,21,0,0,21,0,63,8,0,0,0,0,0,8,0,19,0,0,19,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,19,0,17,0,0,0,0,0,0,0,13,19,0,0,19,0,34,9,0,0,0,0,0,11,0,10,0,0,10,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,14,0,0,0,0,0,0,0,14,11,0,0,11,0,22,210,20,0,0,20,0,227,21,147,0,0,147,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,152,0,0,146,0,171,0,0,0,0,0,0,0,233,168,0,0,166,0,400
SAL80079,3,0,62,7,20,0,0,17,0,27,0,0,3,0,4,0,4,0,0,0,0,0,0,0,8,18,3,0,25,0,35,0,0,0,0,0,0,0,68,21,3,0,26,0,90,13,0,0,0,0,0,13,6,8,0,0,12,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,12,0,11,0,0,0,0,0,0,0,20,8,0,0,12,0,30,10,0,0,0,0,0,10,0,3,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,4,0,0,0,0,0,0,0,9,3,0,0,5,0,14,542,22,0,0,22,0,561,39,194,7,0,204,0,242,0,9,11,0,20,0,20,0,0,0,0,0,0,0,34,204,24,0,225,0,262,0,0,0,0,0,0,0,583,229,24,0,249,0,830
SAL80080,0,0,4,0,9,0,0,12,0,12,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,6,4,0,19,0,19,0,0,0,0,0,0,0,4,6,4,0,19,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,9,0,0,9,0,58,10,110,12,0,118,0,122,0,0,8,0,16,0,16,0,6,0,0,6,0,6,10,112,22,0,132,0,143,0,0,0,0,0,0,0,59,122,22,0,137,0,200
SAL80081,8,0,130,4,19,0,0,24,0,26,0,0,4,0,4,0,4,0,0,0,0,0,0,0,4,23,4,0,25,0,30,0,0,0,0,0,0,0,128,31,4,0,32,0,161,54,0,0,0,0,0,58,5,15,0,0,15,0,26,0,5,0,0,3,0,3,0,0,0,0,0,0,0,5,17,0,0,24,0,32,0,0,0,0,0,0,0,58,21,0,0,21,0,86,21,0,0,0,0,0,21,5,11,0,0,12,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,0,12,0,14,0,0,0,0,0,0,0,22,11,0,0,12,0,31,960,54,0,0,54,0,1020,56,292,14,0,305,0,368,0,13,12,0,25,0,26,0,0,0,0,0,0,0,59,303,27,0,333,0,395,0,0,0,0,0,0,0,1021,358,27,0,385,0,1414
SAL80082,5,0,315,13,25,5,0,28,0,43,0,3,0,0,3,0,3,0,0,0,0,0,0,0,13,28,5,0,33,0,46,0,0,0,0,0,0,0,315,32,5,0,38,0,359,116,10,0,0,10,0,120,3,29,5,0,35,0,40,0,4,0,0,4,0,4,0,0,0,0,0,0,0,3,34,5,0,34,0,38,0,0,0,0,0,0,0,117,41,5,0,41,0,156,61,0,0,0,0,0,67,3,10,0,0,10,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,10,0,9,0,0,0,0,0,0,0,67,12,0,0,12,0,77,2200,69,0,0,69,0,2269,115,366,33,0,401,0,509,0,27,4,0,31,0,31,0,0,0,0,0,0,0,115,390,36,0,425,0,540,0,9,0,0,9,0,7,2310,468,36,0,503,0,2821
SAL80083,4,0,26,0,6,0,0,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,15,0,17,0,0,0,0,0,0,0,21,17,0,0,17,0,39,15,0,0,0,0,0,12,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,0,0,15,6,0,0,6,0,18,8,0,0,0,0,0,8,0,3,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,0,0,0,0,0,0,0,15,3,0,0,3,0,17,263,19,0,0,19,0,287,28,106,4,0,112,0,136,0,5,0,0,10,0,10,0,0,0,0,0,0,0,28,114,3,0,117,0,145,0,0,0,0,0,0,0,292,130,3,0,139,0,427
SAL80084,0,0,61,9,8,0,0,8,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,0,8,0,20,0,0,0,0,0,0,0,63,8,0,0,8,0,75,24,0,0,0,0,0,24,0,5,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,8,0,0,0,0,0,0,0,24,5,0,0,5,0,28,5,0,0,0,0,0,5,0,4,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,7,0,0,0,0,0,0,0,3,4,0,0,4,0,12,516,15,0,0,15,3,533,32,113,3,0,113,0,148,0,0,5,0,5,0,5,0,0,0,0,0,0,0,32,115,7,0,118,0,151,0,0,0,0,0,7,7,547,126,7,0,136,8,688
SAL80085,0,0,4,0,17,0,0,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,18,0,18,0,0,0,0,0,0,0,4,18,0,0,18,0,19,3,0,0,0,0,0,3,0,8,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,8,0,0,0,0,0,0,0,3,8,0,0,8,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,60,7,0,0,7,0,70,16,219,5,0,223,0,243,0,3,0,0,3,0,3,0,0,0,0,0,0,0,20,221,9,0,225,0,241,0,0,0,0,0,0,0,82,228,9,0,236,0,313
SAL80086,3,0,49,6,21,0,0,21,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,21,0,0,21,0,26,0,0,0,0,0,0,0,59,24,0,0,22,0,81,15,0,0,0,0,0,13,3,3,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,7,0,0,0,0,0,0,0,16,4,0,0,4,0,22,12,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,12,3,0,0,0,0,12,340,14,0,0,14,0,353,29,186,15,0,206,0,233,0,6,3,0,10,0,13,0,0,0,0,0,0,0,32,198,15,0,215,0,243,0,0,0,0,0,0,0,366,210,15,0,230,0,596
SAL80087,0,0,54,0,5,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,8,0,0,0,0,0,0,0,51,9,0,0,9,0,60,18,0,0,0,0,0,14,5,4,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,4,0,5,0,0,0,0,0,0,0,19,7,0,0,7,0,28,6,0,0,0,0,0,6,0,0,0,0,0,0,3,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,7,0,0,7,0,9,0,0,0,0,0,0,0,8,7,0,0,7,0,12,349,14,0,0,14,0,366,20,138,5,0,144,0,162,0,5,0,0,5,0,5,0,0,0,0,0,0,0,20,144,5,0,149,0,168,0,0,0,0,0,0,0,369,161,5,0,162,0,527
SAL80088,0,0,37,0,3,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,5,0,0,0,0,0,0,0,39,4,0,0,4,0,45,16,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,17,9,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,15,286,7,0,0,7,0,296,6,20,0,0,25,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,20,0,0,25,0,33,0,0,0,0,0,0,0,297,30,0,0,31,0,325
