SAL_CODE_2021,M_Current_ADF_Regular_15_24,M_Current_ADF_Regular_25_34,M_Current_ADF_Regular_35_44,M_Current_ADF_Regular_45_54,M_Current_ADF_Regular_55_64,M_Current_ADF_Regular_65_74,M_Current_ADF_Regular_75_84,M_Current_ADF_Regular_85_ov,M_Current_ADF_Regular_Tot,M_Current_ADF_Reserves_15_24,M_Current_ADF_Reserves_25_34,M_Current_ADF_Reserves_35_44,M_Current_ADF_Reserves_45_54,M_Current_ADF_Reserves_55_64,M_Current_ADF_Reserves_65_74,M_Current_ADF_Reserves_75_84,M_Current_ADF_Reserves_85_ov,M_Current_ADF_Reserves_Tot,M_Prev_ADF_Ncs_15_24,M_Prev_ADF_Ncs_25_34,M_Prev_ADF_Ncs_35_44,M_Prev_ADF_Ncs_45_54,M_Prev_ADF_Ncs_55_64,M_Prev_ADF_Ncs_65_74,M_Prev_ADF_Ncs_75_84,M_Prev_ADF_Ncs_85_ov,M_Prev_ADF_Ncs_Tot,M_Tot_ADF_ev_ser_15_24,M_Tot_ADF_ev_ser_25_34,M_Tot_ADF_ev_ser_35_44,M_Tot_ADF_ev_ser_45_54,M_Tot_ADF_ev_ser_55_64,M_Tot_ADF_ev_ser_65_74,M_Tot_ADF_ev_ser_75_84,M_Tot_ADF_ev_ser_85_ov,M_Tot_ADF_ev_ser_Tot,M_never_served_15_24,M_never_served_25_34,M_never_served_35_44,M_never_served_45_54,M_never_served_55_64,M_never_served_65_74,M_never_served_75_84,M_never_served_85_ov,M_never_served_Tot,M_NS_15_24,M_NS_25_34,M_NS_35_44,M_NS_45_54,M_NS_55_64,M_NS_65_74,M_NS_75_84,M_NS_85_ov,M_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_ov,M_Tot_Tot,F_Current_ADF_Regular_15_24,F_Current_ADF_Regular_25_34,F_Current_ADF_Regular_35_44,F_Current_ADF_Regular_45_54,F_Current_ADF_Regular_55_64,F_Current_ADF_Regular_65_74,F_Current_ADF_Regular_75_84,F_Current_ADF_Regular_85_ov,F_Current_ADF_Regular_Tot,F_Current_ADF_Reserves_15_24,F_Current_ADF_Reserves_25_34,F_Current_ADF_Reserves_35_44,F_Current_ADF_Reserves_45_54,F_Current_ADF_Reserves_55_64,F_Current_ADF_Reserves_65_74,F_Current_ADF_Reserves_75_84,F_Current_ADF_Reserves_85_ov,F_Current_ADF_Reserves_Tot,F_Prev_ADF_Ncs_15_24,F_Prev_ADF_Ncs_25_34,F_Prev_ADF_Ncs_35_44,F_Prev_ADF_Ncs_45_54,F_Prev_ADF_Ncs_55_64,F_Prev_ADF_Ncs_65_74,F_Prev_ADF_Ncs_75_84,F_Prev_ADF_Ncs_85_ov,F_Prev_ADF_Ncs_Tot,F_Tot_ADF_ev_ser_15_24,F_Tot_ADF_ev_ser_25_34,F_Tot_ADF_ev_ser_35_44,F_Tot_ADF_ev_ser_45_54,F_Tot_ADF_ev_ser_55_64,F_Tot_ADF_ev_ser_65_74,F_Tot_ADF_ev_ser_75_84,F_Tot_ADF_ev_ser_85_ov,F_Tot_ADF_ev_ser_Tot,F_never_served_15_24,F_never_served_25_34,F_never_served_35_44,F_never_served_45_54,F_never_served_55_64,F_never_served_65_74,F_never_served_75_84,F_never_served_85_ov,F_never_served_Tot,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_ov,F_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_ov,F_Tot_Tot,P_Current_ADF_Regular_15_24,P_Current_ADF_Regular_25_34,P_Current_ADF_Regular_35_44,P_Current_ADF_Regular_45_54,P_Current_ADF_Regular_55_64,P_Current_ADF_Regular_65_74,P_Current_ADF_Regular_75_84,P_Current_ADF_Regular_85_ov,P_Current_ADF_Regular_Tot,P_Current_ADF_Reserves_15_24,P_Current_ADF_Reserves_25_34,P_Current_ADF_Reserves_35_44,P_Current_ADF_Reserves_45_54,P_Current_ADF_Reserves_55_64,P_Current_ADF_Reserves_65_74,P_Current_ADF_Reserves_75_84,P_Current_ADF_Reserves_85_ov,P_Current_ADF_Reserves_Tot,P_Prev_ADF_Ncs_15_24,P_Prev_ADF_Ncs_25_34,P_Prev_ADF_Ncs_35_44,P_Prev_ADF_Ncs_45_54,P_Prev_ADF_Ncs_55_64,P_Prev_ADF_Ncs_65_74,P_Prev_ADF_Ncs_75_84,P_Prev_ADF_Ncs_85_ov,P_Prev_ADF_Ncs_Tot,P_Tot_ADF_ev_ser_15_24,P_Tot_ADF_ev_ser_25_34,P_Tot_ADF_ev_ser_35_44,P_Tot_ADF_ev_ser_45_54,P_Tot_ADF_ev_ser_55_64,P_Tot_ADF_ev_ser_65_74,P_Tot_ADF_ev_ser_75_84,P_Tot_ADF_ev_ser_85_ov,P_Tot_ADF_ev_ser_Tot,P_never_served_15_24,P_never_served_25_34,P_never_served_35_44,P_never_served_45_54,P_never_served_55_64,P_never_served_65_74,P_never_served_75_84,P_never_served_85_ov,P_never_served_Tot,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_ov,P_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_ov,P_Tot_Tot
SAL80050,0,4,0,0,5,0,0,0,9,0,4,0,6,4,0,0,0,7,0,11,17,23,38,37,16,8,143,0,14,18,26,40,37,16,8,166,337,382,372,338,242,245,79,12,2009,16,10,10,16,7,0,0,0,61,356,405,404,382,291,284,94,17,2232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,10,8,4,0,36,0,3,3,12,10,8,4,0,35,287,353,381,362,294,284,88,28,2076,13,8,10,3,8,0,3,0,48,296,365,398,376,311,294,94,31,2166,0,4,0,6,5,0,0,0,12,0,4,0,4,4,0,0,0,15,0,11,18,30,44,46,18,6,178,0,13,23,37,49,46,18,6,204,626,743,754,699,530,526,167,39,4085,25,14,20,19,15,3,3,0,109,651,774,799,760,596,577,188,49,4394
SAL80051,0,0,4,6,0,0,0,0,17,0,0,8,0,3,0,0,0,11,0,4,10,19,24,35,24,3,117,0,6,21,27,27,35,24,3,149,178,128,182,175,182,167,43,4,1056,8,0,0,0,3,5,0,4,23,185,132,205,201,213,207,70,16,1227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,7,0,0,17,0,0,0,5,7,7,0,0,19,142,101,209,197,234,207,51,14,1162,6,0,0,0,3,6,4,0,15,150,101,217,203,246,215,57,14,1206,0,0,6,10,0,0,0,0,17,0,0,8,3,3,0,0,0,10,0,4,9,22,30,38,25,3,137,4,6,23,33,38,38,25,3,169,326,225,392,370,420,373,94,21,2223,9,0,0,5,9,8,5,4,41,335,235,419,402,465,422,122,28,2429
SAL80052,0,0,9,12,3,0,0,0,23,0,3,7,0,8,0,0,0,15,0,0,5,15,22,43,32,20,141,0,3,23,31,36,43,32,20,177,223,180,185,210,169,114,103,54,1224,8,13,4,11,3,10,14,10,79,230,193,209,244,210,160,147,83,1479,0,0,5,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,12,0,0,3,3,5,0,0,5,28,201,167,232,256,216,170,202,91,1532,4,10,7,11,0,8,13,19,67,202,175,241,270,225,176,220,108,1624,0,0,11,11,3,0,0,0,28,0,3,3,0,6,0,0,0,19,0,0,5,21,33,41,30,26,153,0,3,29,33,40,41,30,26,201,422,342,421,464,384,278,313,142,2754,17,20,11,24,5,17,22,30,146,435,372,455,512,431,334,369,191,3105
SAL80053,0,0,3,5,0,0,0,0,7,0,5,0,3,4,0,0,0,10,0,5,8,20,17,22,25,3,94,0,11,9,23,19,22,25,3,115,153,166,217,206,114,95,81,24,1049,9,13,10,4,0,4,5,9,49,166,184,234,235,138,121,107,32,1215,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,4,8,3,9,5,0,23,0,0,5,9,3,9,5,0,29,130,186,228,221,144,156,133,49,1232,4,12,9,4,7,5,11,0,49,135,197,239,234,154,170,145,48,1313,0,0,7,5,0,0,0,0,6,0,7,0,3,4,0,0,0,10,0,3,10,21,18,30,22,4,120,0,13,17,32,23,30,22,4,140,289,348,438,426,259,247,212,67,2290,15,16,19,4,17,10,11,6,98,302,377,478,466,294,287,248,82,2532
SAL80054,0,3,3,0,3,0,0,0,10,0,0,6,0,0,0,0,0,14,0,8,9,14,26,39,22,6,128,0,11,18,14,32,39,22,6,142,264,331,300,247,275,184,98,17,1720,10,20,11,10,4,3,0,0,65,273,359,330,272,312,235,120,27,1919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,5,0,0,20,0,0,9,4,6,5,0,0,23,264,321,334,281,349,264,116,35,1957,4,13,13,8,5,7,0,0,53,266,336,350,288,363,278,117,42,2038,0,3,3,0,3,0,0,0,9,0,0,6,0,0,0,0,0,13,0,8,14,16,30,48,18,9,143,0,11,24,19,31,48,18,9,164,529,650,635,521,620,452,212,54,3679,11,38,21,19,14,12,3,4,117,537,695,681,557,674,514,231,69,3960
SAL80055,0,5,5,0,0,0,0,0,12,0,0,0,5,0,0,0,0,13,0,5,3,19,18,31,22,3,103,8,11,9,21,23,31,22,3,125,207,244,245,216,172,137,68,6,1296,5,9,9,8,7,8,0,5,47,221,269,261,245,199,168,89,15,1465,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,3,0,17,0,4,5,6,0,0,3,0,26,210,203,249,226,204,183,81,15,1371,8,8,6,9,4,8,5,0,39,223,211,264,239,208,194,89,15,1434,0,5,3,0,0,0,0,0,11,0,5,3,6,0,0,0,0,13,0,7,7,27,23,29,27,3,125,8,15,17,33,24,29,27,3,146,422,447,499,436,371,313,144,21,2659,9,19,16,15,10,8,6,5,81,436,479,525,487,406,359,177,30,2900
SAL80056,0,4,17,32,7,0,0,0,64,0,0,4,10,5,0,0,0,28,6,11,10,28,20,12,6,0,91,3,18,40,64,33,12,6,0,184,264,185,350,329,120,71,24,6,1346,9,18,7,15,0,5,0,0,55,277,219,401,407,160,86,26,9,1582,0,3,11,12,0,0,0,0,28,0,0,0,5,0,0,0,0,5,0,0,8,8,6,4,0,0,29,0,8,16,18,8,4,0,0,61,268,225,464,324,143,90,31,4,1557,10,13,11,9,5,8,0,0,53,276,250,497,352,156,96,31,4,1669,0,10,32,37,10,0,0,0,95,0,4,5,13,8,0,0,0,32,6,13,22,34,25,9,6,0,114,3,27,57,86,44,9,6,0,241,527,412,822,653,270,163,50,7,2905,21,28,20,20,9,10,0,0,111,554,468,901,759,313,184,59,11,3252
SAL80057,0,5,5,7,0,0,0,0,21,0,8,0,0,0,0,0,0,9,0,3,4,10,11,15,9,0,59,5,12,11,19,12,15,9,0,94,89,110,66,108,102,95,54,12,645,3,8,0,3,4,0,4,0,28,96,135,78,133,128,114,70,16,765,0,0,0,3,0,0,0,0,4,0,0,3,0,0,0,0,0,6,0,5,0,6,3,0,0,0,14,0,5,3,9,6,0,0,0,28,84,138,101,137,132,120,74,19,803,3,4,0,3,3,5,4,5,27,87,147,108,149,141,127,82,23,856,5,5,7,8,0,0,0,0,24,0,8,3,4,3,0,0,0,17,0,11,5,16,17,19,14,0,75,0,15,13,30,21,19,14,0,124,175,254,169,244,239,211,125,28,1452,8,10,7,8,11,11,6,5,54,187,277,187,282,270,239,149,36,1625
SAL80058,3,20,37,38,9,0,0,0,112,0,6,9,6,6,0,0,0,28,0,16,26,27,8,3,0,0,81,6,51,78,72,19,3,0,0,228,451,849,657,374,186,95,29,0,2646,27,56,28,11,5,5,0,0,131,483,954,766,458,200,103,28,3,3003,0,10,3,3,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,11,10,13,6,0,0,0,35,6,16,15,22,6,0,0,0,62,463,921,682,376,196,110,32,5,2791,22,47,22,12,5,7,3,0,114,485,987,717,402,207,120,35,5,2964,9,32,49,43,9,0,0,0,134,0,8,9,9,6,0,0,0,26,4,23,33,42,15,3,0,0,119,5,64,89,93,21,3,0,0,282,918,1772,1340,748,381,204,58,11,5435,44,102,58,27,8,10,4,0,248,975,1938,1484,864,409,222,58,14,5971
SAL80059,0,0,3,3,0,0,0,0,6,0,0,0,3,3,0,0,0,5,0,0,4,3,16,18,7,6,57,0,0,9,9,22,18,7,6,70,138,95,135,129,100,133,41,9,785,0,3,6,4,0,3,0,0,25,140,105,153,144,124,153,54,13,878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,0,0,14,0,0,4,4,0,4,0,0,16,108,85,150,143,116,140,43,5,797,0,6,3,0,5,0,5,0,17,108,90,156,146,118,146,51,5,825,0,0,3,4,0,0,0,0,11,0,0,0,3,3,0,0,0,5,0,0,8,9,21,25,8,6,76,0,0,12,14,27,25,8,6,85,251,187,283,269,214,276,93,19,1587,0,4,15,3,0,5,5,0,38,247,198,310,289,243,303,99,16,1707
SAL80060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,6,3,0,0,0,29,0,5,0,0,0,0,0,0,4,0,8,11,11,3,7,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,3,0,0,0,15,0,0,0,0,0,0,0,0,3,0,12,0,3,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,9,9,9,0,0,0,41,0,0,0,4,0,4,0,0,8,5,16,13,11,9,3,0,0,53
SAL80061,0,4,12,8,0,0,0,0,28,0,3,0,6,5,0,0,0,16,0,0,8,16,16,23,31,16,114,8,10,22,26,27,23,31,16,157,165,147,240,194,148,114,100,35,1145,14,9,12,9,7,12,10,0,78,179,161,268,236,177,152,140,55,1376,0,0,6,3,0,0,0,0,11,0,3,0,0,0,0,0,0,3,0,0,0,8,5,8,4,0,33,0,3,10,15,8,8,4,0,51,169,171,288,229,189,171,148,80,1434,0,14,12,11,10,13,15,0,81,170,187,311,247,209,188,164,87,1570,0,4,18,11,0,0,0,0,37,0,7,0,4,5,0,0,0,20,4,5,12,28,20,32,34,22,152,3,13,33,40,33,32,34,22,204,331,319,527,425,333,285,247,116,2584,12,22,24,25,19,20,23,4,151,353,350,583,485,390,342,301,140,2938
SAL80062,0,0,3,4,0,0,0,0,10,0,0,3,0,0,0,0,0,11,0,0,5,10,15,28,14,3,77,0,0,16,13,23,28,14,3,105,168,167,161,150,173,103,16,5,945,3,7,10,4,7,3,0,0,29,177,183,188,165,198,134,33,11,1078,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,4,6,4,4,6,0,14,0,4,7,6,4,4,6,0,17,141,170,205,170,201,113,30,18,1038,0,3,9,6,0,0,0,0,28,143,179,216,173,211,111,34,18,1089,0,0,4,4,0,0,0,0,11,0,0,6,0,0,0,0,0,14,0,6,13,13,22,24,20,3,99,0,4,27,18,24,24,20,3,124,311,341,359,316,370,216,47,20,1984,4,14,15,9,11,4,0,0,59,317,366,399,342,403,247,65,27,2164
SAL80063,0,0,5,0,0,0,0,0,6,0,4,3,0,0,0,0,0,9,0,6,16,12,20,26,12,5,97,0,11,21,14,22,26,12,5,111,160,216,256,162,136,161,62,11,1171,0,9,5,9,4,3,5,0,43,162,238,286,182,167,189,81,11,1318,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,4,0,4,3,4,0,0,17,0,3,0,5,4,4,0,0,18,153,223,262,193,172,222,59,10,1292,9,8,11,3,0,3,3,0,36,154,233,271,202,182,235,64,14,1350,0,0,5,0,0,0,0,0,8,0,6,4,5,3,0,0,0,11,0,7,19,15,27,27,12,5,112,0,13,24,17,30,27,12,5,135,307,437,512,353,308,385,125,22,2459,9,15,17,7,4,12,11,0,79,320,476,550,384,347,422,145,27,2671
SAL80064,0,4,7,9,0,0,0,0,21,4,7,4,9,16,0,0,0,38,4,20,32,45,68,55,29,12,259,8,30,46,61,82,55,29,12,322,472,478,408,436,464,206,98,32,2596,7,12,8,15,9,9,13,11,88,486,521,464,515,557,268,140,58,3004,0,0,6,3,0,0,0,0,9,0,5,0,6,0,0,0,0,11,0,0,8,17,17,9,3,0,51,0,6,11,17,19,9,3,0,69,463,559,504,570,529,316,174,61,3176,16,10,14,13,7,14,21,17,114,479,574,532,605,563,338,198,82,3359,0,6,10,13,0,0,0,0,27,4,11,9,12,18,0,0,0,49,8,26,37,62,87,60,30,12,316,10,40,54,82,105,60,30,12,389,930,1035,918,1008,991,519,271,94,5773,22,19,23,29,16,21,27,32,200,958,1093,996,1123,1115,604,336,138,6361
SAL80065,0,0,4,0,0,0,0,0,4,0,0,0,0,5,0,0,0,9,4,9,10,9,25,50,10,5,120,4,8,15,14,26,50,10,5,129,155,177,202,143,146,127,57,6,1015,0,16,8,0,4,0,0,0,37,163,203,223,163,177,177,69,14,1181,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,8,4,4,0,19,3,3,0,6,11,4,4,0,24,152,212,217,184,198,197,59,15,1240,0,4,6,0,6,4,8,0,31,161,222,226,195,208,201,67,18,1300,0,0,7,0,0,0,0,0,10,0,0,0,0,5,0,0,0,5,4,10,9,10,36,54,13,5,142,3,12,14,14,34,54,13,5,159,314,391,418,326,344,323,121,22,2253,7,20,17,7,5,3,8,3,65,327,425,455,352,383,378,135,32,2482
SAL80066,0,5,4,0,0,0,0,0,13,0,0,4,0,3,0,0,0,6,3,13,10,15,22,29,31,15,142,3,22,21,22,21,29,31,15,161,206,476,281,170,145,141,76,22,1508,11,29,3,5,9,16,18,6,96,221,526,298,196,179,180,125,43,1768,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,10,7,0,8,0,34,0,0,4,10,7,0,8,0,34,229,495,270,205,220,198,126,44,1786,9,19,10,0,7,5,16,11,85,233,522,289,217,232,211,148,61,1903,0,8,6,0,0,0,0,0,15,0,4,4,0,3,0,0,0,11,3,15,14,27,28,32,40,15,176,0,23,25,30,27,32,40,15,197,431,974,544,374,365,340,198,71,3292,17,47,20,10,22,22,33,17,177,453,1045,591,405,412,394,276,105,3669
SAL80067,14,19,20,20,7,0,0,0,80,0,15,3,6,8,0,0,0,35,0,13,10,28,36,32,13,12,149,15,47,35,58,51,32,13,12,268,298,464,291,300,259,188,100,32,1920,12,20,10,14,14,5,5,4,81,316,533,342,370,321,218,117,44,2268,5,15,12,5,9,0,0,0,51,0,5,4,3,0,0,0,0,13,0,3,0,13,13,0,4,4,44,8,23,17,22,23,0,4,4,105,267,515,336,311,290,222,135,100,2175,12,20,11,21,7,6,8,10,89,291,562,364,351,313,226,142,113,2370,22,35,33,30,14,0,0,0,134,0,17,5,12,8,0,0,0,46,0,15,12,42,49,30,22,11,189,19,73,61,80,74,30,22,11,368,562,984,623,610,544,409,234,131,4096,21,46,22,29,20,8,7,14,169,608,1095,708,720,638,448,261,157,4639
SAL80068,10,24,46,49,15,0,0,0,139,0,9,5,8,14,0,0,0,35,3,13,22,48,36,14,11,6,152,17,53,67,98,58,14,11,6,322,569,1127,618,396,245,130,43,11,3154,24,49,29,24,9,9,10,0,145,605,1225,723,520,315,156,67,13,3626,5,16,11,16,0,0,0,0,54,0,4,3,0,0,0,0,0,9,0,6,12,21,11,4,0,0,42,6,18,20,31,11,4,0,0,98,607,1089,639,421,294,196,74,19,3343,28,55,29,19,7,4,6,0,144,646,1160,695,473,307,201,82,19,3589,20,41,52,66,15,0,0,0,187,0,12,8,5,14,0,0,0,40,0,21,30,62,45,19,13,6,189,19,72,91,131,67,19,13,6,423,1180,2212,1262,820,538,333,121,26,6499,47,99,59,40,20,7,17,0,289,1252,2390,1413,993,625,360,148,33,7213
SAL80069,0,7,4,7,0,0,0,0,12,0,0,8,6,6,0,0,0,18,0,3,8,11,15,11,13,8,69,0,10,19,23,16,11,13,8,100,162,146,199,213,153,93,51,28,1048,5,10,9,10,5,3,3,6,49,162,163,227,248,176,111,66,42,1202,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,5,3,0,0,3,0,14,0,0,8,3,4,0,3,0,22,184,159,228,259,189,124,95,45,1289,7,0,6,6,7,0,3,3,39,188,169,250,270,198,134,100,51,1352,0,7,8,7,0,0,0,0,17,0,5,9,6,3,0,0,0,26,4,3,11,16,15,11,14,10,84,4,10,27,29,18,11,14,10,127,344,309,426,473,346,216,144,76,2338,7,15,18,19,10,13,7,8,92,354,337,476,520,376,241,167,87,2556
SAL80070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,4,0,0,0,0,7,21,9,15,26,19,17,5,0,109,0,0,0,0,0,3,0,0,3,21,9,15,21,18,22,13,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,3,20,0,15,26,22,24,10,3,123,0,0,0,0,0,0,0,0,7,20,0,15,25,25,29,9,3,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,8,0,0,0,4,0,4,4,0,8,35,16,23,46,37,40,24,6,235,0,0,0,0,3,6,0,0,7,35,16,28,55,41,47,26,6,251
SAL80071,4,31,94,93,9,0,0,0,226,0,7,13,12,9,0,0,0,41,3,19,32,37,28,16,10,0,138,8,48,133,139,45,16,10,0,407,515,792,652,405,190,88,29,9,2684,20,58,24,13,7,0,0,0,121,546,897,817,561,240,102,44,9,3211,3,13,34,22,3,0,0,0,74,0,6,5,4,5,0,0,0,13,0,6,17,25,4,0,0,0,49,3,18,52,49,12,0,0,0,129,534,790,733,451,231,124,41,6,2907,21,34,19,21,0,3,0,0,103,562,836,802,514,245,124,43,6,3140,3,42,124,113,14,0,0,0,297,0,10,17,13,11,0,0,0,50,3,17,48,61,30,16,10,0,186,9,69,186,188,57,16,10,0,536,1055,1585,1383,854,420,211,74,19,5593,40,90,53,30,11,3,8,0,229,1107,1739,1617,1074,481,228,89,19,6354
SAL80072,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,3,8,19,12,29,21,16,101,0,3,8,17,14,29,21,16,110,194,161,161,189,135,133,92,19,1082,10,10,8,3,3,3,3,0,45,205,178,181,212,152,163,119,32,1242,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,5,9,3,0,17,0,0,3,0,4,9,3,0,24,169,175,165,193,178,164,139,24,1220,3,17,8,3,5,0,4,0,40,170,194,179,203,186,177,149,29,1279,0,5,3,0,0,0,0,0,7,0,0,0,0,3,0,0,0,7,0,3,11,18,12,36,23,16,120,0,7,16,24,19,36,23,16,130,362,339,327,385,310,296,234,49,2300,14,25,13,8,8,4,7,5,87,377,375,353,412,338,336,260,66,2520
SAL80073,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,9,0,8,9,19,20,14,27,3,97,0,9,14,18,20,14,27,3,109,189,207,221,202,147,102,90,14,1169,5,0,12,12,3,0,3,0,38,199,222,244,230,174,123,112,19,1320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,5,0,6,3,3,0,21,0,4,5,3,6,3,3,0,27,165,245,230,197,143,148,118,27,1280,7,6,7,0,3,0,0,0,31,174,259,247,206,154,155,125,27,1339,0,3,6,0,0,0,0,0,12,0,7,0,3,0,0,0,0,10,0,7,16,19,22,18,31,3,116,0,13,17,24,26,18,31,3,140,355,453,453,399,293,254,206,38,2455,11,6,17,13,6,4,5,0,64,370,481,489,439,324,275,238,46,2656
SAL80074,0,0,5,5,0,0,0,0,10,0,3,0,3,0,0,0,0,9,0,6,9,18,14,19,20,6,87,0,8,12,21,15,19,20,6,99,139,139,192,164,114,107,72,18,941,6,8,4,6,3,12,0,0,43,148,156,207,187,132,133,96,23,1082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,3,4,0,25,0,0,0,6,5,3,4,0,25,131,172,204,202,157,144,97,33,1141,3,4,9,6,6,7,3,0,46,140,178,215,220,167,153,105,33,1205,0,0,5,5,0,0,0,0,10,0,3,0,3,0,0,0,0,9,0,6,9,23,19,20,30,10,107,0,8,12,30,23,20,30,10,122,268,310,396,363,267,256,168,51,2083,11,17,16,10,10,15,3,0,89,283,334,421,406,303,284,200,63,2287
SAL80075,0,9,3,0,0,0,0,0,18,0,0,3,0,0,0,0,0,6,0,9,22,19,27,43,31,11,159,4,18,29,24,30,43,31,11,180,280,438,394,291,179,186,104,33,1908,12,22,14,19,0,0,4,0,73,294,472,441,328,216,229,140,42,2162,0,4,0,0,0,0,0,0,4,0,3,0,0,4,0,0,0,3,0,3,8,4,8,3,8,0,33,0,9,7,4,13,3,8,0,43,273,497,435,331,213,269,166,84,2264,13,17,19,13,4,11,3,4,75,285,527,458,348,231,282,173,80,2387,0,11,5,0,0,0,0,0,22,0,4,7,0,3,0,0,0,14,0,13,25,27,39,48,36,11,191,4,31,32,25,42,48,36,11,229,552,939,831,625,395,452,272,110,4174,22,39,30,27,9,19,8,3,153,578,1001,896,675,448,516,312,123,4550
SAL80076,0,3,4,8,0,0,0,0,16,0,0,0,0,5,0,0,0,9,0,4,10,13,26,23,16,22,113,0,5,15,24,39,23,16,22,137,159,147,177,174,142,120,66,38,1029,0,5,5,9,0,11,0,4,39,159,159,198,209,183,153,82,63,1213,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,4,5,9,0,3,27,0,3,11,9,5,9,0,3,32,188,152,207,201,196,128,114,118,1311,3,8,9,9,5,5,10,14,60,195,164,220,217,203,140,129,141,1404,0,0,9,11,0,0,0,0,28,0,0,0,0,5,0,0,0,9,0,4,11,16,29,25,14,26,131,0,7,18,34,40,25,14,26,171,348,304,382,380,342,249,182,160,2344,3,13,9,19,5,15,15,19,100,353,321,417,426,384,290,214,207,2617
SAL80077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,6,0,7,48,145,92,46,13,6,5,0,359,44,145,92,53,17,6,10,0,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,13,0,5,0,0,0,19,0,5,13,3,5,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,6,0,8,44,154,103,48,14,6,5,0,376,45,154,103,56,16,6,10,0,390
