SAL_CODE_2021,F_300_399_15_19_yrs,F_300_399_20_24_yrs,F_300_399_25_34_yrs,F_300_399_35_44_yrs,F_300_399_45_54_yrs,F_300_399_55_64_yrs,F_300_399_65_74_yrs,F_300_399_75_84_yrs,F_300_399_85ov,F_300_399_Tot,F_400_499_15_19_yrs,F_400_499_20_24_yrs,F_400_499_25_34_yrs,F_400_499_35_44_yrs,F_400_499_45_54_yrs,F_400_499_55_64_yrs,F_400_499_65_74_yrs,F_400_499_75_84_yrs,F_400_499_85ov,F_400_499_Tot,F_500_649_15_19_yrs,F_500_649_20_24_yrs,F_500_649_25_34_yrs,F_500_649_35_44_yrs,F_500_649_45_54_yrs,F_500_649_55_64_yrs,F_500_649_65_74_yrs,F_500_649_75_84_yrs,F_500_649_85ov,F_500_649_Tot,F_650_799_15_19_yrs,F_650_799_20_24_yrs,F_650_799_25_34_yrs,F_650_799_35_44_yrs,F_650_799_45_54_yrs,F_650_799_55_64_yrs,F_650_799_65_74_yrs,F_650_799_75_84_yrs,F_650_799_85ov,F_650_799_Tot,F_800_999_15_19_yrs,F_800_999_20_24_yrs,F_800_999_25_34_yrs,F_800_999_35_44_yrs,F_800_999_45_54_yrs,F_800_999_55_64_yrs,F_800_999_65_74_yrs,F_800_999_75_84_yrs,F_800_999_85ov,F_800_999_Tot,F_1000_1249_15_19_yrs,F_1000_1249_20_24_yrs,F_1000_1249_25_34_yrs,F_1000_1249_35_44_yrs,F_1000_1249_45_54_yrs,F_1000_1249_55_64_yrs,F_1000_1249_65_74_yrs,F_1000_1249_75_84_yrs,F_1000_1249_85ov,F_1000_1249_Tot,F_1250_1499_15_19_yrs,F_1250_1499_20_24_yrs,F_1250_1499_25_34_yrs,F_1250_1499_35_44_yrs,F_1250_1499_45_54_yrs,F_1250_1499_55_64_yrs,F_1250_1499_65_74_yrs,F_1250_1499_75_84_yrs,F_1250_1499_85ov,F_1250_1499_Tot,F_1500_1749_15_19_yrs,F_1500_1749_20_24_yrs,F_1500_1749_25_34_yrs,F_1500_1749_35_44_yrs,F_1500_1749_45_54_yrs,F_1500_1749_55_64_yrs,F_1500_1749_65_74_yrs,F_1500_1749_75_84_yrs,F_1500_1749_85ov,F_1500_1749_Tot,F_1750_1999_15_19_yrs,F_1750_1999_20_24_yrs,F_1750_1999_25_34_yrs,F_1750_1999_35_44_yrs,F_1750_1999_45_54_yrs,F_1750_1999_55_64_yrs,F_1750_1999_65_74_yrs,F_1750_1999_75_84_yrs,F_1750_1999_85ov,F_1750_1999_Tot,F_2000_2999_15_19_yrs,F_2000_2999_20_24_yrs,F_2000_2999_25_34_yrs,F_2000_2999_35_44_yrs,F_2000_2999_45_54_yrs,F_2000_2999_55_64_yrs,F_2000_2999_65_74_yrs,F_2000_2999_75_84_yrs,F_2000_2999_85ov,F_2000_2999_Tot,F_3000_3499_15_19_yrs,F_3000_3499_20_24_yrs,F_3000_3499_25_34_yrs,F_3000_3499_35_44_yrs,F_3000_3499_45_54_yrs,F_3000_3499_55_64_yrs,F_3000_3499_65_74_yrs,F_3000_3499_75_84_yrs,F_3000_3499_85ov,F_3000_3499_Tot,F_3500_more_15_19_yrs,F_3500_more_20_24_yrs,F_3500_more_25_34_yrs,F_3500_more_35_44_yrs,F_3500_more_45_54_yrs,F_3500_more_55_64_yrs,F_3500_more_65_74_yrs,F_3500_more_75_84_yrs,F_3500_more_85ov,F_3500_more_Tot,F_PI_NS_15_19_yrs,F_PI_NS_ns_20_24_yrs,F_PI_NS_ns_25_34_yrs,F_PI_NS_ns_35_44_yrs,F_PI_NS_ns_45_54_yrs,F_PI_NS_ns_55_64_yrs,F_PI_NS_ns_65_74_yrs,F_PI_NS_ns_75_84_yrs,F_PI_NS_ns_85_yrs_ovr,F_PI_NS_ns_Tot,F_Tot_15_19_yrs,F_Tot_20_24_yrs,F_Tot_25_34_yrs,F_Tot_35_44_yrs,F_Tot_45_54_yrs,F_Tot_55_64_yrs,F_Tot_65_74_yrs,F_Tot_75_84_yrs,F_Tot_85ov,F_Tot_Tot,P_Neg_Nil_income_15_19_yrs,P_Neg_Nil_income_20_24_yrs,P_Neg_Nil_income_25_34_yrs,P_Neg_Nil_income_35_44_yrs,P_Neg_Nil_income_45_54_yrs,P_Neg_Nil_income_55_64_yrs,P_Neg_Nil_income_65_74_yrs,P_Neg_Nil_income_75_84_yrs,P_Negtve_Nil_incme_85_yrs_ovr,P_Neg_Nil_income_Tot,P_1_149_15_19_yrs,P_1_149_20_24_yrs,P_1_149_25_34_yrs,P_1_149_35_44_yrs,P_1_149_45_54_yrs,P_1_149_55_64_yrs,P_1_149_65_74_yrs,P_1_149_75_84_yrs,P_1_149_85ov,P_1_149_Tot,P_150_299_15_19_yrs,P_150_299_20_24_yrs,P_150_299_25_34_yrs,P_150_299_35_44_yrs,P_150_299_45_54_yrs,P_150_299_55_64_yrs,P_150_299_65_74_yrs,P_150_299_75_84_yrs,P_150_299_85ov,P_150_299_Tot,P_300_399_15_19_yrs,P_300_399_20_24_yrs,P_300_399_25_34_yrs,P_300_399_35_44_yrs,P_300_399_45_54_yrs,P_300_399_55_64_yrs,P_300_399_65_74_yrs,P_300_399_75_84_yrs,P_300_399_85ov,P_300_399_Tot,P_400_499_15_19_yrs,P_400_499_20_24_yrs,P_400_499_25_34_yrs,P_400_499_35_44_yrs,P_400_499_45_54_yrs,P_400_499_55_64_yrs,P_400_499_65_74_yrs,P_400_499_75_84_yrs,P_400_499_85ov,P_400_499_Tot,P_500_649_15_19_yrs,P_500_649_20_24_yrs,P_500_649_25_34_yrs,P_500_649_35_44_yrs,P_500_649_45_54_yrs,P_500_649_55_64_yrs,P_500_649_65_74_yrs,P_500_649_75_84_yrs,P_500_649_85ov,P_500_649_Tot
SAL80048,9,4,9,0,8,15,10,6,4,62,0,5,9,7,7,11,16,11,5,70,3,11,7,10,10,14,16,13,7,91,0,6,7,10,14,10,15,10,3,71,3,17,20,15,12,9,19,14,4,112,0,5,17,24,19,9,18,9,3,110,0,15,15,17,23,14,9,4,0,101,0,10,26,25,19,13,17,5,6,113,0,0,20,18,25,18,0,0,0,85,0,0,34,72,66,24,6,0,0,199,0,0,5,10,9,10,0,0,0,38,0,0,7,14,30,8,0,0,0,59,0,0,4,7,9,11,13,5,3,51,110,92,193,243,270,188,173,97,30,1392,79,14,5,14,26,18,14,6,0,178,63,9,3,8,7,6,18,10,0,121,29,9,9,8,10,17,22,8,0,107,14,9,13,4,7,18,20,19,9,107,5,10,20,11,11,19,29,14,11,125,11,25,15,13,17,16,25,21,4,144
SAL80049,7,12,14,18,14,18,25,12,0,119,10,13,12,19,20,13,40,21,0,148,5,16,27,26,31,22,27,13,0,171,3,17,27,32,34,40,16,7,3,183,9,28,58,56,46,36,15,11,0,254,5,18,58,57,53,32,22,0,0,248,0,13,49,70,68,30,16,0,4,259,0,13,59,72,68,41,3,0,0,262,0,0,35,67,48,37,10,0,0,200,0,8,39,130,121,47,3,0,0,341,0,0,3,9,14,3,0,0,0,30,0,0,3,3,18,3,0,0,0,29,19,11,13,17,20,18,3,0,0,97,240,181,438,629,593,391,239,92,16,2829,242,26,33,36,27,44,39,15,0,477,103,14,5,15,9,13,17,8,0,188,69,27,18,13,17,13,22,17,0,200,15,26,18,27,20,31,44,25,3,223,14,27,21,28,25,18,49,31,5,224,23,46,45,32,43,35,35,21,12,279
SAL80050,9,7,10,6,11,16,35,20,3,126,3,10,10,10,6,20,38,15,5,122,4,22,21,24,15,23,22,6,4,148,4,13,25,22,11,17,43,8,0,139,6,20,33,30,29,28,37,5,6,200,4,17,40,38,39,28,19,9,5,191,0,17,49,40,40,27,17,3,0,194,0,4,48,42,39,28,7,0,0,170,0,3,34,45,44,20,8,0,0,152,0,0,46,89,87,39,8,0,0,266,0,0,3,14,9,6,0,0,0,35,0,0,5,9,11,4,0,0,0,31,11,0,7,8,6,12,6,7,0,55,161,138,365,398,376,311,294,94,31,2166,124,21,19,19,17,27,32,9,0,275,80,8,5,5,4,13,19,5,0,145,50,21,21,11,16,17,29,13,6,188,21,15,23,9,20,22,60,30,7,214,12,26,28,19,14,35,53,23,9,215,7,40,35,35,29,34,42,16,4,250
SAL80051,5,3,3,4,0,8,13,0,4,50,3,16,0,9,0,0,19,10,5,58,4,8,4,4,6,15,34,7,0,82,0,9,9,7,4,11,20,10,0,76,0,3,11,8,3,20,21,8,0,76,0,9,10,12,11,21,18,4,0,78,0,5,13,19,21,22,16,6,0,100,0,0,15,30,30,24,10,0,0,105,0,0,9,25,25,30,11,0,0,97,0,0,15,65,63,45,8,0,0,202,0,0,0,7,10,9,0,0,0,33,0,0,6,15,17,14,0,0,0,42,0,0,4,0,3,7,9,3,0,26,84,66,101,217,203,246,215,57,14,1206,71,10,12,4,14,15,28,3,3,159,53,12,6,0,5,12,19,6,0,106,23,13,3,4,0,14,15,8,4,85,10,5,4,11,0,12,21,3,3,71,3,19,6,4,0,6,33,11,5,90,9,19,9,10,5,19,38,8,0,115
SAL80052,0,4,7,10,3,8,8,16,4,60,3,5,4,7,7,8,14,26,20,95,0,16,16,10,7,9,13,27,7,109,3,8,3,6,4,10,18,18,16,84,3,7,15,13,9,13,18,23,14,126,0,10,16,14,25,21,25,16,10,143,0,11,28,24,6,13,11,11,9,116,0,8,19,21,22,17,13,5,4,111,0,0,19,12,26,16,6,9,4,99,0,0,23,63,72,48,11,3,5,227,0,0,0,21,11,4,0,0,0,40,0,0,4,23,37,12,0,0,0,83,8,3,8,6,11,3,4,16,25,86,107,94,175,241,270,225,176,220,108,1624,104,8,13,24,10,25,18,16,7,215,52,6,5,8,4,7,10,7,5,104,32,23,3,4,7,10,8,9,11,101,12,16,13,10,8,9,20,21,3,112,7,14,13,9,15,13,26,38,29,163,8,22,20,10,11,16,23,41,14,173
SAL80053,0,7,8,5,0,4,13,15,12,63,6,3,3,0,7,5,24,24,8,80,0,7,11,6,13,11,16,22,4,80,0,3,5,5,13,5,14,17,10,83,0,10,17,23,11,12,23,15,7,107,0,9,19,20,21,12,14,11,4,113,0,7,26,13,19,13,9,10,3,100,0,5,27,30,18,19,3,3,0,99,0,0,21,38,20,11,6,0,0,101,0,0,32,56,70,21,3,4,0,178,0,0,6,6,10,4,0,0,0,31,0,0,0,5,12,4,0,0,0,29,3,3,12,9,4,7,10,8,0,56,81,52,197,239,234,154,170,145,48,1313,60,12,11,20,17,18,15,9,0,164,47,4,0,0,9,8,9,8,0,85,22,13,11,4,9,9,8,8,4,88,7,9,7,13,4,9,19,28,16,108,10,10,10,8,10,13,35,30,8,128,5,10,14,11,16,10,20,26,6,127
SAL80054,4,7,11,9,15,16,37,25,6,142,5,10,23,16,13,26,40,29,5,170,5,20,26,22,19,17,28,11,7,154,0,5,25,10,10,16,39,6,0,116,6,24,23,24,25,21,19,6,0,148,0,17,30,31,24,34,18,5,4,164,0,19,38,34,30,37,17,0,0,178,0,9,34,44,30,43,8,4,0,172,0,0,28,24,29,18,8,0,0,110,0,7,39,63,44,49,9,0,0,209,0,0,0,6,7,4,0,0,0,20,0,0,0,12,12,7,0,0,0,28,0,0,19,12,14,10,10,5,3,72,121,143,336,350,288,363,278,117,42,2038,105,14,29,25,23,40,31,4,3,286,63,7,3,8,7,16,15,10,0,130,32,31,23,13,15,32,28,23,4,189,10,25,13,19,18,28,59,44,6,232,5,27,35,20,20,40,65,39,14,260,4,35,38,34,16,36,48,24,12,250
SAL80055,8,8,9,7,4,10,26,13,4,77,0,7,3,11,7,9,19,13,3,81,3,13,10,7,13,17,28,11,4,96,3,6,7,12,15,16,18,8,6,89,0,9,22,22,22,11,14,4,4,105,0,12,15,25,32,21,13,5,0,128,0,11,28,22,23,19,11,0,0,111,0,5,37,33,22,15,4,4,0,117,0,4,21,31,16,16,0,0,0,97,0,4,32,62,61,32,5,3,0,201,0,0,0,5,9,4,0,0,0,15,0,0,0,7,10,8,0,0,0,22,3,3,3,5,5,8,8,4,0,44,114,103,211,264,239,208,194,89,15,1434,95,18,14,15,23,30,27,6,0,223,54,10,3,3,3,4,19,0,0,95,27,17,7,8,0,9,17,9,0,111,10,10,16,13,5,14,32,24,4,130,3,20,11,17,15,15,35,30,6,149,7,19,19,12,14,26,37,20,0,145
SAL80056,15,5,4,12,6,7,12,5,0,67,10,7,5,3,3,5,12,9,6,59,10,12,14,15,3,9,7,0,0,73,0,8,12,17,5,7,7,0,0,64,0,25,12,25,28,14,12,5,0,113,7,11,23,34,17,13,11,0,0,107,0,7,35,42,27,12,9,5,0,141,0,4,28,53,42,12,0,0,0,138,0,0,29,53,41,18,0,0,0,143,0,0,36,135,100,21,4,0,0,297,0,0,8,17,14,6,0,0,0,47,0,0,0,29,30,8,0,0,0,74,13,5,18,8,11,0,9,0,0,57,169,109,250,497,352,156,96,31,4,1669,131,21,27,38,18,19,21,4,0,270,84,7,0,0,4,5,4,0,0,115,39,19,5,10,8,3,12,0,0,93,18,10,9,12,11,8,15,9,0,92,18,13,8,3,9,8,12,10,3,83,16,16,25,24,14,9,11,8,0,116
SAL80057,0,0,0,0,0,6,4,0,5,22,0,0,0,0,0,0,4,3,3,12,0,0,6,5,4,0,6,7,0,28,0,7,7,3,0,0,8,6,3,39,0,0,9,0,0,8,14,4,0,39,0,8,4,7,8,8,12,8,0,49,0,8,14,10,3,9,16,5,3,65,0,4,20,6,9,10,8,3,0,74,0,0,20,9,21,7,13,8,0,74,0,0,39,22,30,26,10,3,3,140,0,0,6,11,19,9,9,5,0,48,0,0,8,27,33,41,10,3,0,122,0,3,4,0,8,5,5,5,5,30,48,39,147,108,149,141,127,82,23,856,37,10,6,10,12,10,12,9,3,108,33,8,0,0,0,8,0,0,0,56,4,4,4,0,5,3,4,0,0,21,0,0,3,0,0,7,7,4,5,26,0,8,0,0,0,3,8,10,3,30,4,4,9,3,3,3,6,5,4,44
SAL80058,10,21,19,17,15,11,18,6,0,113,4,19,50,26,19,7,18,7,3,153,8,43,82,41,12,14,3,4,0,206,3,33,96,28,26,11,12,0,0,210,0,41,114,52,29,12,6,5,0,254,3,40,122,63,36,14,0,0,0,278,3,27,98,75,41,11,0,0,0,261,0,11,111,63,47,22,0,0,0,260,0,0,43,71,32,19,0,0,0,172,0,0,85,137,61,27,0,0,0,308,0,0,0,17,15,3,0,0,0,38,0,0,3,25,10,0,0,0,0,41,7,12,54,27,14,6,7,3,0,129,183,306,987,717,402,207,120,35,5,2964,167,54,121,75,47,47,40,8,3,560,79,9,18,10,9,3,11,0,0,142,37,40,34,27,14,8,24,7,0,193,15,40,36,18,21,12,30,10,0,190,8,43,77,44,22,18,30,7,3,256,16,69,130,60,28,24,7,4,0,334
SAL80059,0,6,4,3,3,0,19,3,4,41,0,4,3,0,4,0,12,10,0,34,0,5,6,9,7,5,12,6,0,51,0,3,3,4,8,9,13,7,0,51,0,4,5,16,10,8,17,3,0,68,0,6,10,6,10,15,17,8,0,82,0,3,15,14,14,11,3,0,0,56,0,0,14,21,20,16,7,3,0,77,0,0,12,7,12,13,9,0,0,50,0,0,10,38,35,13,3,0,0,104,0,0,0,4,6,0,0,0,0,21,0,0,4,4,8,0,0,0,0,12,0,4,6,4,5,5,3,0,0,17,61,51,90,156,146,118,146,51,5,825,53,10,6,17,11,14,25,4,0,137,36,3,0,4,0,0,6,3,0,52,23,14,9,6,3,9,18,5,0,82,8,3,3,4,7,0,29,16,6,69,3,8,8,8,5,8,19,9,0,75,4,7,8,9,9,14,15,9,0,79
SAL80060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,12,0,3,3,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,3,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL80061,3,12,5,6,0,8,10,28,9,64,0,3,6,5,5,8,11,19,13,76,0,3,4,5,9,7,11,20,11,70,0,8,12,7,9,9,18,13,8,82,0,11,16,16,16,20,4,9,13,102,0,15,13,28,14,16,26,13,11,130,0,7,25,17,18,18,14,6,4,114,0,0,22,24,14,23,20,7,5,110,0,0,22,32,20,12,7,0,0,97,0,0,21,71,59,36,15,7,0,222,0,0,5,14,14,4,3,0,0,49,0,0,6,31,43,17,6,5,0,109,0,0,15,16,7,14,13,16,6,87,92,77,187,311,247,209,188,164,87,1570,75,21,21,18,16,8,30,17,7,208,61,6,0,0,0,4,9,7,0,94,17,18,3,12,11,9,13,20,8,106,3,15,7,10,8,6,13,31,12,114,5,10,10,11,7,13,30,27,15,128,6,7,11,11,12,12,19,30,20,123
SAL80062,6,3,6,7,5,13,12,9,0,57,4,4,3,9,3,15,17,7,6,70,0,5,14,9,10,17,16,0,0,71,0,4,9,5,7,7,16,7,0,61,5,11,24,16,12,13,5,0,0,89,4,15,35,10,14,23,8,0,0,110,0,5,20,24,23,14,0,0,0,95,0,3,20,27,21,20,4,0,0,96,0,0,12,22,14,19,3,0,0,74,0,0,21,43,40,22,0,0,0,123,0,0,5,4,4,4,0,0,0,14,0,0,0,6,4,0,0,0,0,12,0,0,3,9,6,8,0,3,0,32,74,67,179,216,173,211,111,34,18,1089,72,8,16,12,14,27,18,3,0,168,29,8,3,0,12,6,9,0,0,70,23,3,0,3,8,11,22,10,3,86,6,8,7,13,4,24,17,12,0,96,10,9,9,9,4,18,23,11,11,101,9,14,16,17,9,17,24,0,0,107
SAL80063,8,3,9,3,4,10,27,10,0,60,3,6,10,8,7,14,42,17,0,108,0,7,17,11,11,10,24,6,0,88,5,7,15,10,7,12,23,8,5,90,0,0,21,22,9,13,21,0,0,93,9,12,41,37,9,23,18,3,0,156,0,9,27,13,22,10,11,3,0,101,0,3,22,26,31,19,13,0,0,111,0,0,23,18,22,15,7,0,0,88,0,0,20,65,45,22,4,0,0,158,0,0,0,14,0,0,0,0,0,15,0,0,5,4,9,5,3,0,0,28,0,3,8,9,7,3,10,3,0,45,82,72,233,271,202,182,235,64,14,1350,84,8,16,22,12,16,18,7,0,190,34,9,6,4,0,13,10,3,0,81,15,10,7,0,7,8,24,3,0,80,9,10,11,15,3,14,39,18,3,126,7,16,18,12,13,20,53,27,0,162,8,16,27,18,15,16,27,11,0,138
SAL80064,5,11,19,7,13,16,35,31,12,147,8,13,17,11,12,21,67,47,20,226,12,33,28,27,18,32,23,27,10,212,10,23,43,42,23,38,33,18,7,232,6,29,60,27,42,47,30,14,6,255,0,38,61,62,56,56,29,8,3,319,0,32,99,52,51,58,17,0,0,313,0,15,91,62,67,57,15,0,0,309,0,4,45,51,73,51,5,0,0,226,0,3,50,105,139,78,8,0,0,389,0,0,0,10,25,8,0,0,0,45,0,0,3,8,22,9,0,3,0,45,11,11,12,23,15,9,17,26,23,140,224,253,574,532,605,563,338,198,82,3359,160,23,40,28,37,67,46,15,3,411,115,16,11,11,8,22,11,8,3,203,60,30,18,10,19,28,43,24,10,238,16,24,36,17,22,27,54,61,15,265,17,36,25,25,20,42,86,58,34,336,33,55,39,29,33,48,40,34,13,324
SAL80065,0,5,7,12,8,6,16,9,0,69,0,9,4,9,11,11,23,15,4,89,3,4,6,10,4,10,22,14,3,80,0,7,16,6,8,17,19,6,0,85,0,12,14,12,10,12,20,5,0,87,0,15,31,13,28,29,26,0,0,146,0,7,21,28,23,16,15,0,0,116,0,9,33,21,24,12,4,0,0,106,0,3,20,26,26,16,3,0,0,99,0,0,33,49,30,27,4,0,0,144,0,0,3,5,7,9,0,0,0,23,0,0,4,9,3,3,0,0,0,27,0,0,10,12,0,5,4,4,4,39,84,79,222,226,195,208,201,67,18,1300,52,9,12,7,4,16,28,5,0,126,39,4,3,0,0,9,22,3,0,86,36,18,5,7,6,10,22,7,0,98,11,11,3,17,12,7,25,19,3,114,5,11,15,8,8,15,27,21,3,120,11,9,4,15,12,17,31,22,3,132
SAL80066,0,9,4,7,4,11,17,20,4,77,5,13,13,14,8,14,24,22,17,113,4,16,15,14,5,17,30,16,5,125,3,20,28,8,5,17,14,9,5,107,3,27,61,22,19,16,23,17,8,191,0,33,85,28,21,27,17,14,3,225,0,25,76,36,15,32,15,3,0,206,0,23,74,33,30,24,7,3,3,202,0,3,37,22,24,18,3,0,0,114,0,5,46,48,46,27,6,0,0,182,0,0,3,5,7,0,5,0,0,18,0,0,0,9,5,3,3,0,0,26,0,6,19,14,6,14,11,19,11,92,51,184,522,289,217,232,211,148,61,1903,53,9,41,28,14,19,19,11,0,199,12,11,7,4,4,7,8,5,3,67,13,7,8,7,5,8,25,13,6,91,6,12,12,16,14,16,28,28,3,133,3,19,17,19,13,18,38,32,18,185,5,21,25,17,9,23,42,24,13,180
SAL80067,6,8,3,0,4,16,7,18,10,71,3,14,15,9,7,15,22,21,18,122,0,9,15,8,7,10,15,13,15,99,0,13,13,13,7,17,20,15,14,121,0,16,32,13,6,14,20,16,9,130,0,28,52,15,21,24,30,6,5,175,0,29,71,22,21,32,15,11,4,207,0,19,103,28,23,34,12,8,6,233,0,3,58,40,23,24,9,5,9,174,0,4,116,106,81,54,16,6,10,392,0,0,10,24,23,18,5,0,0,79,0,0,7,48,77,44,16,0,7,202,6,5,22,16,21,8,9,8,8,96,128,163,562,364,351,313,226,142,113,2370,122,15,28,19,21,17,14,8,6,244,87,7,3,0,6,7,8,4,6,130,31,14,12,11,8,8,18,12,3,119,11,16,16,8,9,20,17,21,14,127,10,24,23,14,19,20,27,25,23,177,4,13,31,11,12,13,20,23,15,147
SAL80068,11,26,40,16,3,13,26,14,3,164,9,24,52,27,12,18,30,11,3,196,3,49,94,29,15,16,19,13,4,243,4,38,102,28,23,24,17,0,0,247,4,51,152,61,27,20,8,6,0,333,3,57,163,68,40,23,7,4,0,364,0,45,126,74,42,17,11,0,0,325,0,22,92,66,41,28,3,0,0,254,0,6,49,62,44,21,5,0,0,197,0,3,67,94,100,42,8,0,0,311,0,0,12,16,20,3,0,0,0,57,0,4,10,21,25,3,0,0,0,54,10,23,49,30,17,10,3,6,0,146,233,416,1160,695,473,307,201,82,19,3589,184,71,170,86,50,53,52,11,0,682,99,18,19,18,14,17,10,4,0,201,51,44,35,24,18,29,29,10,6,239,17,49,64,32,14,27,44,24,8,283,17,53,93,46,22,26,43,21,12,325,15,78,159,60,27,27,29,24,3,433
SAL80069,6,14,4,3,7,7,6,11,5,68,4,12,5,10,11,12,17,15,7,86,3,18,14,11,10,8,8,6,5,89,0,12,14,6,8,14,7,14,4,81,0,9,11,17,8,8,11,10,0,69,0,0,16,12,7,10,16,4,4,83,0,9,17,20,12,18,6,3,5,92,0,0,23,29,23,22,10,7,0,105,0,4,18,22,26,25,12,0,0,98,0,0,22,63,83,33,9,3,0,215,0,0,3,6,21,5,5,5,0,44,0,0,4,21,42,12,3,0,0,80,3,0,4,11,6,8,8,5,0,41,101,90,169,250,270,198,134,100,51,1352,75,8,16,15,12,15,4,4,3,158,64,3,0,9,0,4,0,3,3,96,27,13,10,8,8,9,10,16,3,99,9,19,4,7,11,7,17,14,7,98,4,17,11,13,10,17,25,26,18,135,5,24,28,11,18,12,8,13,10,133
SAL80070,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,8,0,0,0,0,3,0,3,0,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,3,0,0,12,0,0,0,0,5,0,7,0,0,10,0,0,0,3,0,6,3,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,3,0,0,0,3,4,8,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,4,5,0,4,0,0,8,0,0,0,0,0,0,0,0,0,9,9,8,0,15,25,25,29,9,3,129,15,0,0,0,0,4,0,0,0,18,11,0,0,0,0,0,3,0,0,14,4,0,0,0,0,0,0,5,0,15,0,5,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,6,0,12,0,0,0,0,3,0,7,0,0,16
SAL80071,13,33,24,19,8,10,10,9,0,124,8,30,17,18,12,14,8,11,4,124,15,38,58,30,11,14,13,4,0,182,3,20,62,43,31,22,14,3,0,198,0,31,102,57,36,15,11,4,0,264,0,47,108,82,43,22,6,0,0,306,0,33,95,75,39,16,3,0,0,263,0,21,92,78,49,13,0,0,0,256,0,0,71,88,55,18,4,0,0,237,0,5,65,156,110,32,0,0,0,371,0,0,10,34,19,3,0,0,0,68,0,0,7,24,19,7,0,0,0,55,9,14,29,27,20,0,4,3,0,110,237,328,836,802,514,245,124,43,6,3140,219,57,84,78,47,66,44,11,3,611,89,20,16,6,6,5,15,0,0,157,66,42,30,23,12,9,17,4,7,212,26,47,42,25,17,14,19,10,0,202,9,46,43,24,27,24,15,17,6,206,16,65,110,46,22,21,23,15,6,325
SAL80072,9,9,7,6,4,6,16,11,0,63,0,12,11,7,0,6,17,13,3,63,6,11,14,6,5,14,16,25,8,98,0,9,6,7,6,10,19,22,0,76,6,5,17,20,9,7,21,13,0,94,0,10,22,24,14,8,11,11,0,97,0,13,17,6,12,14,13,9,0,90,0,4,21,8,25,13,12,8,5,95,0,0,11,19,25,13,7,3,0,88,0,0,22,42,58,37,12,10,0,177,0,0,4,5,10,10,0,3,0,31,0,0,3,8,18,14,6,0,0,57,0,3,17,8,3,3,0,3,4,40,92,82,194,179,203,186,177,149,29,1279,73,14,15,12,9,17,8,10,3,161,44,8,6,3,4,4,18,5,0,100,26,13,9,9,10,5,11,7,0,102,9,18,11,10,6,14,24,23,0,109,0,17,14,15,7,12,25,22,9,118,14,23,22,9,15,17,23,28,13,152
SAL80073,3,7,8,4,10,10,20,20,3,83,0,3,10,4,9,9,23,28,0,97,3,9,15,10,11,11,13,17,7,93,0,11,13,12,10,8,9,9,4,82,6,10,18,16,15,15,13,15,0,107,0,8,28,28,21,14,13,8,0,126,0,0,30,25,17,14,10,6,0,108,0,3,36,24,17,17,8,5,0,105,0,0,26,27,19,14,8,0,0,94,0,0,47,45,40,17,0,0,0,151,0,0,0,3,0,0,4,0,0,13,0,0,5,8,12,0,0,0,0,20,0,3,6,9,5,4,8,3,3,44,92,75,259,247,206,154,155,125,27,1339,101,7,19,19,14,19,14,4,0,200,42,11,4,7,8,5,12,3,5,85,25,15,5,4,5,5,21,11,4,96,10,13,9,4,19,17,40,39,7,163,3,10,17,16,18,14,41,44,6,168,11,17,26,16,9,18,19,21,11,149
SAL80074,4,3,6,0,4,14,10,17,0,57,5,6,4,4,18,10,12,16,6,75,7,8,11,13,0,7,21,16,6,79,6,3,7,0,7,7,13,16,3,71,0,10,6,10,9,13,14,8,0,77,0,9,25,9,18,11,15,12,0,100,0,3,14,10,17,12,8,3,0,87,0,0,30,29,25,14,0,3,3,103,0,3,21,17,22,11,10,0,0,78,0,0,38,66,55,31,8,0,0,199,0,0,0,4,15,5,0,0,0,27,0,0,0,9,8,4,0,0,0,29,6,0,6,9,9,6,6,5,0,46,71,65,178,215,220,167,153,105,33,1205,65,5,8,14,9,19,14,6,6,145,39,4,4,0,5,5,13,5,0,71,15,15,4,8,4,11,15,13,4,84,5,5,14,0,0,16,16,26,3,87,4,6,6,13,18,8,22,19,8,117,7,11,17,17,4,13,24,20,9,122
